From,To,Demand,TT,Distance,Estimated?
8151383097,8151383108,,0.052054183,502,No
8151383097,3166168099,,0.540269674,665,No
9248034782,7996767093,,18.18193618,25964,No
9248034782,9248034790,,0.06590625,16,No
2314621942,3937017784,,0.381193056,48,No
2314621942,1946104573,,0.148771062,91,No
3937017784,1946104573,,0.149351538,65,No
3937017784,3937017781,,0.034647917,16,No
3081630603,3081630609,,0.181938942,104,No
3081630609,3081630610,,0.0476325,20,No
3081630609,8151383103,,0.520989767,215,No
3081630610,3081630616,,0.212345045,111,No
8151383103,8151383096,,0.03267619,14,No
8151383103,8151383093,,0.686450587,142,No
3081630616,3081630603,,0.090125649,308,No
3081630616,6271154345,,1.269352719,564,No
3166168099,8151383108,,0.53526385,142,No
3930721132,8151383093,,0.297998148,36,No
8151383108,8151383103,,0.022180556,6,No
8151383108,3081630610,,0.862137107,477,No
8151383093,3937017785,,3.666921482,1066,No
3930721133,3930721132,,0.048171667,30,No
3930721133,8151383096,,0.429021823,139,No
8151383096,8151383097,,0.007146,6,Yes
8151383096,2292400351,,3.151401023,1711,No
3937017785,3937017783,,0.057634286,35,No
10675048955,2018185266,,5.383834274,6061,No
10675048955,10675048947,,0.037028604,12039,No
130069505,6853670277,,2.846388247,16297,No
1224572996,1224574893,,0.033922222,24,No
6853670277,6853670169,,4.467439728,5489,No
5849735010,5849735007,,0.266107973,347,No
7858518241,2385591193,,0.248993939,165,No
2385588475,2385588489,,0.089416667,19,No
2385588475,2385588483,,0.765246795,234,No
2385588489,2385588490,,0.10124,10,No
2385588489,2385588496,,0.070730667,25,No
2385588483,2385588489,,0.846086914,256,No
7858518239,7858518241,,0.41277549,170,No
2385588490,2385588475,,0.199200538,31,No
2385588496,2385588490,,0.152617284,27,No
2385589782,2385589838,,0.238784259,72,No
2385589716,2385589825,,0.258551095,807,No
2385589825,2385589838,,0.015122,0,Yes
2385589825,2385589782,,0.118446717,66,No
2385589838,2385589843,,0.014077381,14,No
2385589838,7858517266,,0.387853472,192,No
2385589833,2385589716,,0.227331818,77,No
2385589833,2385589825,,0.021353333,10,No
2385589843,2385589833,,0.014908,0,Yes
2385589843,2385589873,,0.1016875,40,No
7858517266,7858517265,,0.069895833,24,No
7858517266,2385590090,,0.010712,8,Yes
2385589873,2385589833,,0.243465,40,No
2385590082,7858517273,,0.302854585,229,No
7858517273,2385589843,,0.544446684,196,No
7858517273,2385590090,,0.018526,25,No
2385590090,7858517265,,0.005651178,14,Yes
2385590090,7858517938,,0.0511,31,No
7858517265,7858518216,,1.450804077,1962,No
7858517938,7858517985,,0.01741875,8,No
2385590092,2385590082,,0.033497436,39,No
2385591193,7858474078,,1.549448907,1921,No
7858474078,7858517938,,1.436407561,1975,No
7858474078,7858518216,,0.045065781,6476,No
6853669860,6853669861,,0.011733438,35,Yes
6853669861,6853670169,,0.02943856,30021,No
6853669861,6864440374,,3.884125604,5475,No
6853670169,6853670178,,0.011025751,33,Yes
6864440374,130069505,,2.478597905,2760,No
6853670178,6853669860,,0.023594439,64936,No
6853670178,6343862080,,23.18013368,32460,No
6343862080,6360766674,,2.943009418,2989,No
