,osmid,y,x,street_count,lon,lat,highway,ref,geometry,gridID_lon,gridID_lat,inner_grid_lon,inner_grid_lat
0,442734,51.0166317,13.7369788,3,13.7369788,51.0166317,,,POINT (13.7369788 51.0166317),4.0,2.0,None,None
1,442736,51.0166949,13.7393911,3,13.7393911,51.0166949,,,POINT (13.7393911 51.0166949),4.0,2.0,None,None
2,442746,51.0170635,13.7352592,3,13.7352592,51.0170635,,,POINT (13.7352592 51.0170635),4.0,2.0,None,None
3,442743,51.015686,13.7401698,1,13.7401698,51.015686,,,POINT (13.7401698 51.015686),4.0,2.0,None,None
4,442740,51.0179311,13.7415156,1,13.7415156,51.0179311,,,POINT (13.7415156 51.0179311),4.0,2.0,None,None
5,471157,51.016217,13.7403173,1,13.7403173,51.016217,,,POINT (13.7403173 51.016217),4.0,2.0,None,None
6,442749,51.0170325,13.7342507,3,13.7342507,51.0170325,,,POINT (13.7342507 51.0170325),4.0,2.0,None,None
7,534646,51.0174458,13.7370239,3,13.7370239,51.0174458,,,POINT (13.7370239 51.0174458),4.0,2.0,None,None
8,442756,51.0170137,13.7336699,3,13.7336699,51.0170137,,,POINT (13.7336699 51.0170137),4.0,2.0,None,None
9,264671000,51.0191365,13.7350712,4,13.7350712,51.0191365,,,POINT (13.7350712 51.0191365),4.0,2.0,None,None
10,442770,51.0156279,13.728958,1,13.728958,51.0156279,,,POINT (13.728958 51.0156279),4.0,2.0,None,None
11,442757,51.0172141,13.7294465,1,13.7294465,51.0172141,,,POINT (13.7294465 51.0172141),4.0,2.0,None,None
12,2014303347,51.0170943,13.7304939,3,13.7304939,51.0170943,,,POINT (13.7304939 51.0170943),4.0,2.0,None,None
13,442764,51.0183811,13.7395089,3,13.7395089,51.0183811,,,POINT (13.7395089 51.0183811),4.0,2.0,None,None
14,2075223,51.018441,13.7414758,1,13.7414758,51.018441,,,POINT (13.7414758 51.018441),4.0,2.0,None,None
15,1420908,51.0179656,13.7395325,3,13.7395325,51.0179656,,,POINT (13.7395325 51.0179656),4.0,2.0,None,None
16,1420907,51.018442,13.7367677,3,13.7367677,51.018442,,,POINT (13.7367677 51.018442),4.0,2.0,None,None
17,442874,51.0142048,13.7227658,3,13.7227658,51.0142048,,,POINT (13.7227658 51.0142048),4.0,1.0,None,None
18,442928,51.0142134,13.722577,4,13.722577,51.0142134,,,POINT (13.722577 51.0142134),4.0,1.0,None,None
19,26384674,51.0172202,13.7292853,3,13.7292853,51.0172202,,,POINT (13.7292853 51.0172202),4.0,2.0,None,None
20,1803689298,51.0142332,13.7221892,4,13.7221892,51.0142332,,,POINT (13.7221892 51.0142332),4.0,1.0,None,None
21,1803689295,51.0139363,13.7225495,3,13.7225495,51.0139363,,,POINT (13.7225495 51.0139363),4.0,1.0,None,None
22,442936,51.0196656,13.7287555,4,13.7287555,51.0196656,,,POINT (13.7287555 51.0196656),4.0,2.0,None,None
23,15866840,51.0173488,13.7291623,3,13.7291623,51.0173488,,,POINT (13.7291623 51.0173488),4.0,2.0,None,None
24,264670999,51.0197282,13.7296896,4,13.7296896,51.0197282,,,POINT (13.7296896 51.0197282),4.0,2.0,None,None
25,3762854,51.0194999,13.7259874,3,13.7259874,51.0194999,,,POINT (13.7259874 51.0194999),4.0,2.0,None,None
26,534588,51.0218839,13.735323,3,13.735323,51.0218839,,,POINT (13.735323 51.0218839),4.0,2.0,None,None
27,2069973,51.0197767,13.7351321,4,13.7351321,51.0197767,,,POINT (13.7351321 51.0197767),4.0,2.0,None,None
28,8083439,51.0220784,13.7317382,3,13.7317382,51.0220784,,,POINT (13.7317382 51.0220784),4.0,2.0,None,None
29,534589,51.0221226,13.7304209,4,13.7304209,51.0221226,,,POINT (13.7304209 51.0221226),4.0,2.0,None,None
30,534591,51.0247684,13.7312633,4,13.7312633,51.0247684,,,POINT (13.7312633 51.0247684),4.0,2.0,None,None
31,8083440,51.0247932,13.7310009,4,13.7310009,51.0247932,,,POINT (13.7310009 51.0247932),4.0,2.0,None,None
32,310611534,51.0249749,13.7315782,3,13.7315782,51.0249749,,,POINT (13.7315782 51.0249749),4.0,2.0,None,None
33,310611518,51.0247049,13.7317894,3,13.7317894,51.0247049,,,POINT (13.7317894 51.0247049),4.0,2.0,None,None
34,534592,51.0252346,13.7318466,3,13.7318466,51.0252346,,,POINT (13.7318466 51.0252346),4.0,2.0,None,None
35,29835181,51.0242891,13.7344838,3,13.7344838,51.0242891,,,POINT (13.7344838 51.0242891),4.0,2.0,None,None
36,8083426,51.0263181,13.7317466,3,13.7317466,51.0263181,,,POINT (13.7317466 51.0263181),4.0,2.0,None,None
37,534606,51.0235021,13.7436184,1,13.7436184,51.0235021,,,POINT (13.7436184 51.0235021),4.0,2.0,None,None
38,534640,51.0233158,13.7445389,3,13.7445389,51.0233158,,,POINT (13.7445389 51.0233158),4.0,2.0,None,None
39,534608,51.0284135,13.7458436,3,13.7458436,51.0284135,,,POINT (13.7458436 51.0284135),4.0,2.0,None,None
40,30436919,51.0285182,13.7459108,4,13.7459108,51.0285182,,,POINT (13.7459108 51.0285182),4.0,2.0,None,None
41,30436923,51.027842,13.748869,3,13.748869,51.027842,,,POINT (13.748869 51.027842),5.0,2.0,None,None
42,534620,51.0258743,13.7422719,3,13.7422719,51.0258743,,,POINT (13.7422719 51.0258743),4.0,2.0,None,None
43,312748135,51.0238661,13.7390924,3,13.7390924,51.0238661,,,POINT (13.7390924 51.0238661),4.0,2.0,None,None
44,30849663,51.0264955,13.7424099,3,13.7424099,51.0264955,,,POINT (13.7424099 51.0264955),4.0,2.0,None,None
45,267040606,51.0263718,13.7434611,3,13.7434611,51.0263718,,,POINT (13.7434611 51.0263718),4.0,2.0,None,None
46,534622,51.0287138,13.7429639,3,13.7429639,51.0287138,,,POINT (13.7429639 51.0287138),4.0,2.0,None,None
47,293298196,51.0278895,13.7427536,3,13.7427536,51.0278895,,,POINT (13.7427536 51.0278895),4.0,2.0,None,None
48,534624,51.0297532,13.7315083,3,13.7315083,51.0297532,,,POINT (13.7315083 51.0297532),4.0,2.0,None,None
49,534625,51.0300472,13.7308518,4,13.7308518,51.0300472,,,POINT (13.7308518 51.0300472),4.0,2.0,None,None
50,30436908,51.0302055,13.7308259,4,13.7308259,51.0302055,,,POINT (13.7308259 51.0302055),4.0,2.0,None,None
51,534626,51.029457,13.730978,3,13.730978,51.029457,,,POINT (13.730978 51.029457),4.0,2.0,None,None
52,534628,51.032891,13.7303352,3,13.7303352,51.032891,,,POINT (13.7303352 51.032891),4.0,2.0,None,None
53,534629,51.0343825,13.7312503,4,13.7312503,51.0343825,,,POINT (13.7312503 51.0343825),4.0,2.0,None,None
54,11769656,51.0344179,13.7310771,4,13.7310771,51.0344179,,,POINT (13.7310771 51.0344179),4.0,2.0,None,None
55,3595409680,51.0388918,13.733373,4,13.733373,51.0388918,,,POINT (13.733373 51.0388918),4.0,3.0,1,0
56,1346163,51.0340351,13.7329689,4,13.7329689,51.0340351,,,POINT (13.7329689 51.0340351),4.0,2.0,None,None
57,534630,51.0322574,13.7418426,4,13.7418426,51.0322574,,,POINT (13.7418426 51.0322574),4.0,2.0,None,None
58,3855336,51.0310938,13.7419775,3,13.7419775,51.0310938,,,POINT (13.7419775 51.0310938),4.0,2.0,None,None
59,1346155,51.0338047,13.7426374,4,13.7426374,51.0338047,,,POINT (13.7426374 51.0338047),4.0,2.0,None,None
60,534637,51.0316815,13.7447389,4,13.7447389,51.0316815,,,POINT (13.7447389 51.0316815),4.0,2.0,None,None
61,1346176,51.0326947,13.7396436,3,13.7396436,51.0326947,,,POINT (13.7396436 51.0326947),4.0,2.0,None,None
62,534632,51.0304953,13.7423117,3,13.7423117,51.0304953,,,POINT (13.7423117 51.0304953),4.0,2.0,None,None
63,29348233,51.0299045,13.7423647,3,13.7423647,51.0299045,,,POINT (13.7423647 51.0299045),4.0,2.0,None,None
64,534633,51.0301784,13.7440905,4,13.7440905,51.0301784,,,POINT (13.7440905 51.0301784),4.0,2.0,None,None
65,247799394,51.0287264,13.745451,1,13.745451,51.0287264,,,POINT (13.745451 51.0287264),4.0,2.0,None,None
66,1346178,51.0299375,13.7453097,3,13.7453097,51.0299375,,,POINT (13.7453097 51.0299375),4.0,2.0,None,None
67,534634,51.0296706,13.7466573,3,13.7466573,51.0296706,,,POINT (13.7466573 51.0296706),4.0,2.0,None,None
68,534635,51.0310163,13.7475235,4,13.7475235,51.0310163,,,POINT (13.7475235 51.0310163),4.0,2.0,None,None
69,534793,51.0324591,13.7484518,3,13.7484518,51.0324591,,,POINT (13.7484518 51.0324591),4.0,2.0,None,None
70,30404996,51.0308408,13.7494056,3,13.7494056,51.0308408,,,POINT (13.7494056 51.0308408),5.0,2.0,None,None
71,534636,51.0313483,13.7461337,4,13.7461337,51.0313483,,,POINT (13.7461337 51.0313483),4.0,2.0,None,None
72,534794,51.0327902,13.7470155,3,13.7470155,51.0327902,,,POINT (13.7470155 51.0327902),4.0,2.0,None,None
73,29283124,51.0331287,13.7455491,3,13.7455491,51.0331287,,,POINT (13.7455491 51.0331287),4.0,2.0,None,None
74,15855880,51.0230513,13.7444646,3,13.7444646,51.0230513,,,POINT (13.7444646 51.0230513),4.0,2.0,None,None
75,312984975,51.0229719,13.7480178,3,13.7480178,51.0229719,,,POINT (13.7480178 51.0229719),4.0,2.0,None,None
76,1420910,51.0178738,13.7368781,3,13.7368781,51.0178738,,,POINT (13.7368781 51.0178738),4.0,2.0,None,None
77,534736,51.0343155,13.7215664,3,13.7215664,51.0343155,,,POINT (13.7215664 51.0343155),4.0,2.0,None,None
78,11769099,51.0343777,13.7214343,3,13.7214343,51.0343777,,,POINT (13.7214343 51.0343777),4.0,2.0,None,None
79,140605768,51.0339715,13.7219306,3,13.7219306,51.0339715,,,POINT (13.7219306 51.0339715),4.0,2.0,None,None
80,534738,51.0325269,13.7107598,4,13.7107598,51.0325269,,,POINT (13.7107598 51.0325269),3.0,2.0,None,None
81,3534531371,51.0325981,13.7105899,1,13.7105899,51.0325981,crossing,,POINT (13.7105899 51.0325981),3.0,2.0,None,None
82,2071715,51.0340099,13.712459,4,13.712459,51.0340099,,,POINT (13.712459 51.0340099),3.0,2.0,None,None
83,2071709,51.0314554,13.7130802,3,13.7130802,51.0314554,,,POINT (13.7130802 51.0314554),3.0,2.0,None,None
84,16075689,51.0314229,13.7095279,3,13.7095279,51.0314229,,,POINT (13.7095279 51.0314229),3.0,2.0,None,None
85,534742,51.0449571,13.7277342,3,13.7277342,51.0449571,,,POINT (13.7277342 51.0449571),4.0,3.0,0,0
86,3411630,51.0457225,13.729431,4,13.729431,51.0457225,,,POINT (13.729431 51.0457225),4.0,3.0,0,0
87,534743,51.043878,13.7282541,3,13.7282541,51.043878,,,POINT (13.7282541 51.043878),4.0,3.0,0,0
88,534744,51.043763,13.7276225,3,13.7276225,51.043763,,,POINT (13.7276225 51.043763),4.0,3.0,0,0
89,247994358,51.0445751,13.7278028,3,13.7278028,51.0445751,,,POINT (13.7278028 51.0445751),4.0,3.0,0,0
90,534747,51.0439392,13.7271718,3,13.7271718,51.0439392,,,POINT (13.7271718 51.0439392),4.0,3.0,0,0
91,534745,51.0453874,13.7237816,3,13.7237816,51.0453874,,,POINT (13.7237816 51.0453874),4.0,3.0,0,0
92,2287846804,51.0454895,13.7235647,3,13.7235647,51.0454895,,,POINT (13.7235647 51.0454895),4.0,3.0,0,0
93,18178811,51.0465222,13.7253423,4,13.7253423,51.0465222,,,POINT (13.7253423 51.0465222),4.0,3.0,0,0
94,277692998,51.04386,13.7270577,3,13.7270577,51.04386,,,POINT (13.7270577 51.04386),4.0,3.0,0,0
95,18178719,51.0448631,13.7248942,3,13.7248942,51.0448631,,,POINT (13.7248942 51.0448631),4.0,3.0,0,0
96,534749,51.0492812,13.7206846,4,13.7206846,51.0492812,,,POINT (13.7206846 51.0492812),4.0,3.0,0,1
97,25235133,51.0494387,13.7206341,4,13.7206341,51.0494387,,,POINT (13.7206341 51.0494387),4.0,3.0,0,1
98,18178804,51.0498652,13.7232622,4,13.7232622,51.0498652,,,POINT (13.7232622 51.0498652),4.0,3.0,0,1
99,534751,51.0540523,13.7222612,4,13.7222612,51.0540523,,,POINT (13.7222612 51.0540523),4.0,3.0,0,1
100,29510455,51.0540987,13.7221079,4,13.7221079,51.0540987,,,POINT (13.7221079 51.0540987),4.0,3.0,0,1
101,432677319,51.0550389,13.7235309,3,13.7235309,51.0550389,,,POINT (13.7235309 51.0550389),4.0,3.0,0,1
102,3411641,51.0536557,13.7236017,4,13.7236017,51.0536557,,,POINT (13.7236017 51.0536557),4.0,3.0,0,1
103,534753,51.0568155,13.7258786,3,13.7258786,51.0568155,,,POINT (13.7258786 51.0568155),4.0,3.0,0,1
104,25875092,51.0560259,13.726355,3,13.726355,51.0560259,,,POINT (13.726355 51.0560259),4.0,3.0,0,1
105,534754,51.0570214,13.7261587,4,13.7261587,51.0570214,,,POINT (13.7261587 51.0570214),4.0,3.0,0,1
106,16574547,51.0570657,13.7259877,4,13.7259877,51.0570657,,,POINT (13.7259877 51.0570657),4.0,3.0,0,1
107,16574555,51.0566688,13.7283904,3,13.7283904,51.0566688,,,POINT (13.7283904 51.0566688),4.0,3.0,0,1
108,3098430373,51.0578807,13.7273607,4,13.7273607,51.0578807,,,POINT (13.7273607 51.0578807),4.0,4.0,0,0
109,534755,51.0576247,13.7249946,4,13.7249946,51.0576247,,,POINT (13.7249946 51.0576247),4.0,4.0,0,0
110,3879142038,51.057711,13.7248188,4,13.7248188,51.057711,,,POINT (13.7248188 51.057711),4.0,4.0,0,0
111,2202559858,51.0580529,13.7253733,3,13.7253733,51.0580529,,,POINT (13.7253733 51.0580529),4.0,4.0,0,0
112,3879142051,51.0574215,13.7253197,3,13.7253197,51.0574215,,,POINT (13.7253197 51.0574215),4.0,3.0,0,1
113,534758,51.0547236,13.7203648,4,13.7203648,51.0547236,,,POINT (13.7203648 51.0547236),4.0,3.0,0,1
114,25873172,51.0548185,13.7201637,4,13.7201637,51.0548185,,,POINT (13.7201637 51.0548185),4.0,3.0,0,1
115,1701407946,51.0573953,13.7248197,3,13.7248197,51.0573953,,,POINT (13.7248197 51.0573953),4.0,3.0,0,1
116,534766,51.0497412,13.7297544,2,13.7297544,51.0497412,,,POINT (13.7297544 51.0497412),4.0,3.0,0,1
117,84447258,51.0500547,13.7306535,3,13.7306535,51.0500547,,,POINT (13.7306535 51.0500547),4.0,3.0,0,1
118,534767,51.0505006,13.7323098,3,13.7323098,51.0505006,,,POINT (13.7323098 51.0505006),4.0,3.0,1,1
119,7095690295,51.0509357,13.732426,3,13.732426,51.0509357,,,POINT (13.732426 51.0509357),4.0,3.0,1,1
120,16574593,51.0499795,13.7324779,3,13.7324779,51.0499795,,,POINT (13.7324779 51.0499795),4.0,3.0,1,1
121,534769,51.0467813,13.7334286,4,13.7334286,51.0467813,,,POINT (13.7334286 51.0467813),4.0,3.0,1,0
122,16574678,51.0458572,13.7292846,4,13.7292846,51.0458572,,,POINT (13.7292846 51.0458572),4.0,3.0,0,0
123,534770,51.0464739,13.733436,4,13.733436,51.0464739,,,POINT (13.733436 51.0464739),4.0,3.0,1,0
124,29138173,51.0465869,13.7342447,3,13.7342447,51.0465869,,,POINT (13.7342447 51.0465869),4.0,3.0,1,0
125,18178673,51.0444986,13.7335947,3,13.7335947,51.0444986,,,POINT (13.7335947 51.0444986),4.0,3.0,1,0
126,534773,51.046317,13.7412087,4,13.7412087,51.046317,,,POINT (13.7412087 51.046317),4.0,3.0,1,0
127,2544089666,51.0461545,13.7413161,3,13.7413161,51.0461545,,,POINT (13.7413161 51.0461545),4.0,3.0,1,0
128,335716508,51.0447908,13.7393046,3,13.7393046,51.0447908,,,POINT (13.7393046 51.0447908),4.0,3.0,1,0
129,534774,51.045114,13.7415433,3,13.7415433,51.045114,,,POINT (13.7415433 51.045114),4.0,3.0,1,0
130,29283154,51.0433081,13.7416107,3,13.7416107,51.0433081,,,POINT (13.7416107 51.0433081),4.0,3.0,1,0
131,534804,51.0461733,13.7418862,4,13.7418862,51.0461733,,,POINT (13.7418862 51.0461733),4.0,3.0,1,0
132,534776,51.0402526,13.7435227,3,13.7435227,51.0402526,,,POINT (13.7435227 51.0402526),4.0,3.0,1,0
133,24951728,51.0395687,13.7417107,3,13.7417107,51.0395687,,,POINT (13.7417107 51.0395687),4.0,3.0,1,0
134,244038933,51.0387677,13.745691,3,13.745691,51.0387677,,,POINT (13.745691 51.0387677),4.0,3.0,1,0
135,18630378,51.0420707,13.7424154,3,13.7424154,51.0420707,,,POINT (13.7424154 51.0420707),4.0,3.0,1,0
136,534778,51.0383769,13.7464601,4,13.7464601,51.0383769,,,POINT (13.7464601 51.0383769),4.0,3.0,1,0
137,244038915,51.0382771,13.7466492,4,13.7466492,51.0382771,,,POINT (13.7466492 51.0382771),4.0,3.0,1,0
138,30058360,51.0372953,13.7445667,4,13.7445667,51.0372953,,,POINT (13.7445667 51.0372953),4.0,3.0,1,0
139,534781,51.0387199,13.7403894,3,13.7403894,51.0387199,,,POINT (13.7403894 51.0387199),4.0,3.0,1,0
140,24951723,51.039503,13.7385366,3,13.7385366,51.039503,,,POINT (13.7385366 51.039503),4.0,3.0,1,0
141,534782,51.0369909,13.739358,4,13.739358,51.0369909,,,POINT (13.739358 51.0369909),4.0,3.0,1,0
142,30056683,51.0385321,13.740334,4,13.740334,51.0385321,,,POINT (13.740334 51.0385321),4.0,3.0,1,0
143,30058364,51.0356092,13.7435799,5,13.7435799,51.0356092,,,POINT (13.7435799 51.0356092),4.0,2.0,None,None
144,1346168,51.0356032,13.7386269,3,13.7386269,51.0356032,,,POINT (13.7386269 51.0356032),4.0,2.0,None,None
145,24951724,51.0377552,13.7370311,3,13.7370311,51.0377552,,,POINT (13.7370311 51.0377552),4.0,3.0,1,0
146,534787,51.037506,13.7483466,3,13.7483466,51.037506,crossing,,POINT (13.7483466 51.037506),4.0,3.0,1,0
147,244038955,51.0374155,13.7488777,4,13.7488777,51.0374155,,,POINT (13.7488777 51.0374155),5.0,3.0,None,None
148,244038923,51.0367808,13.7492263,3,13.7492263,51.0367808,,,POINT (13.7492263 51.0367808),5.0,3.0,None,None
149,534790,51.0339729,13.7490872,4,13.7490872,51.0339729,,,POINT (13.7490872 51.0339729),5.0,2.0,None,None
150,30261537,51.0339755,13.7486106,3,13.7486106,51.0339755,,,POINT (13.7486106 51.0339755),5.0,2.0,None,None
151,30409389,51.0337555,13.7490267,4,13.7490267,51.0337555,,,POINT (13.7490267 51.0337555),5.0,2.0,None,None
152,3160432771,51.0324997,13.7484783,3,13.7484783,51.0324997,,,POINT (13.7484783 51.0324997),4.0,2.0,None,None
153,29283127,51.0329712,13.7462304,1,13.7462304,51.0329712,,,POINT (13.7462304 51.0329712),4.0,2.0,None,None
154,534796,51.0338565,13.749594,4,13.749594,51.0338565,,,POINT (13.749594 51.0338565),5.0,2.0,None,None
155,3160432775,51.0350568,13.749358,3,13.749358,51.0350568,,,POINT (13.749358 51.0350568),5.0,2.0,None,None
156,534799,51.0418041,13.7356759,4,13.7356759,51.0418041,,,POINT (13.7356759 51.0418041),4.0,3.0,1,0
157,1501721437,51.0417057,13.7357846,4,13.7357846,51.0417057,,,POINT (13.7357846 51.0417057),4.0,3.0,1,0
158,11769597,51.039024,13.7332182,5,13.7332182,51.039024,,,POINT (13.7332182 51.039024),4.0,3.0,1,0
159,18630111,51.0489817,13.7453515,4,13.7453515,51.0489817,,,POINT (13.7453515 51.0489817),4.0,3.0,1,1
160,16574613,51.0464915,13.741613,4,13.741613,51.0464915,,,POINT (13.741613 51.0464915),4.0,3.0,1,0
161,534806,51.0493154,13.7456377,4,13.7456377,51.0493154,,,POINT (13.7456377 51.0493154),4.0,3.0,1,1
162,280008531,51.0493834,13.7453977,4,13.7453977,51.0493834,,,POINT (13.7453977 51.0493834),4.0,3.0,1,1
163,2287864441,51.0509619,13.747007,3,13.747007,51.0509619,,,POINT (13.747007 51.0509619),4.0,3.0,1,1
164,534888,51.029297,13.7071065,4,13.7071065,51.029297,,,POINT (13.7071065 51.029297),3.0,2.0,None,None
165,534905,51.0287548,13.7064911,4,13.7064911,51.0287548,,,POINT (13.7064911 51.0287548),3.0,2.0,None,None
166,16076340,51.028605,13.7098583,4,13.7098583,51.028605,,,POINT (13.7098583 51.028605),3.0,2.0,None,None
167,534890,51.0296682,13.7061604,4,13.7061604,51.0296682,,,POINT (13.7061604 51.0296682),3.0,2.0,None,None
168,16574787,51.0295155,13.7073623,3,13.7073623,51.0295155,,,POINT (13.7073623 51.0295155),3.0,2.0,None,None
169,534893,51.030278,13.7047992,3,13.7047992,51.030278,,,POINT (13.7047992 51.030278),3.0,2.0,None,None
170,11018136179,51.02993,13.7064328,3,13.7064328,51.02993,,,POINT (13.7064328 51.02993),3.0,2.0,None,None
171,10974045352,51.0294708,13.7052891,3,13.7052891,51.0294708,,,POINT (13.7052891 51.0294708),3.0,2.0,None,None
172,258336287,51.0296275,13.7040917,3,13.7040917,51.0296275,,,POINT (13.7040917 51.0296275),3.0,2.0,None,None
173,534896,51.0313739,13.7059599,3,13.7059599,51.0313739,,,POINT (13.7059599 51.0313739),3.0,2.0,None,None
174,534894,51.0334085,13.7081539,3,13.7081539,51.0334085,,,POINT (13.7081539 51.0334085),3.0,2.0,None,None
175,534900,51.0315676,13.7061765,3,13.7061765,51.0315676,,,POINT (13.7061765 51.0315676),3.0,2.0,None,None
176,24669530,51.0342594,13.7053802,4,13.7053802,51.0342594,,,POINT (13.7053802 51.0342594),3.0,2.0,None,None
177,2071717,51.0352494,13.709692,3,13.709692,51.0352494,,,POINT (13.709692 51.0352494),3.0,2.0,None,None
178,534897,51.0314013,13.7062397,3,13.7062397,51.0314013,,,POINT (13.7062397 51.0314013),3.0,2.0,None,None
179,16574841,51.0310341,13.7071249,4,13.7071249,51.0310341,,,POINT (13.7071249 51.0310341),3.0,2.0,None,None
180,534899,51.031537,13.7059259,3,13.7059259,51.031537,,,POINT (13.7059259 51.031537),3.0,2.0,None,None
181,1274024004,51.0307408,13.7026284,2,13.7026284,51.0307408,,,POINT (13.7026284 51.0307408),3.0,2.0,None,None
182,261766048,51.0283089,13.7071527,3,13.7071527,51.0283089,,,POINT (13.7071527 51.0283089),3.0,2.0,None,None
183,66829160,51.0281518,13.7059751,3,13.7059751,51.0281518,,,POINT (13.7059751 51.0281518),3.0,2.0,None,None
184,534908,51.0248529,13.7304825,3,13.7304825,51.0248529,,,POINT (13.7304825 51.0248529),4.0,2.0,None,None
185,534911,51.0245634,13.7307459,3,13.7307459,51.0245634,,,POINT (13.7307459 51.0245634),4.0,2.0,None,None
186,8083435,51.0255776,13.7253083,3,13.7253083,51.0255776,,,POINT (13.7253083 51.0255776),4.0,2.0,None,None
187,534914,51.0225485,13.7303386,3,13.7303386,51.0225485,,,POINT (13.7303386 51.0225485),4.0,2.0,None,None
188,535340,51.0188155,13.7181978,4,13.7181978,51.0188155,,,POINT (13.7181978 51.0188155),4.0,2.0,None,None
189,14801555,51.0195931,13.7179999,3,13.7179999,51.0195931,,,POINT (13.7179999 51.0195931),4.0,2.0,None,None
190,14959735,51.0183629,13.7183284,3,13.7183284,51.0183629,,,POINT (13.7183284 51.0183629),4.0,2.0,None,None
191,11297171,51.0190558,13.7222898,3,13.7222898,51.0190558,,,POINT (13.7222898 51.0190558),4.0,2.0,None,None
192,101212388,51.0182013,13.7076228,3,13.7076228,51.0182013,,,POINT (13.7076228 51.0182013),3.0,2.0,None,None
193,535345,51.0192562,13.706399,3,13.706399,51.0192562,,,POINT (13.706399 51.0192562),3.0,2.0,None,None
194,535347,51.0180214,13.7063252,4,13.7063252,51.0180214,,,POINT (13.7063252 51.0180214),3.0,2.0,None,None
195,27318981,51.019523,13.7065886,3,13.7065886,51.019523,,,POINT (13.7065886 51.019523),3.0,2.0,None,None
196,3247429864,51.0183046,13.7045651,3,13.7045651,51.0183046,,,POINT (13.7045651 51.0183046),3.0,2.0,None,None
197,267092392,51.0179724,13.7048624,3,13.7048624,51.0179724,,,POINT (13.7048624 51.0179724),3.0,2.0,None,None
198,2071685,51.0166219,13.7061728,3,13.7061728,51.0166219,,,POINT (13.7061728 51.0166219),3.0,2.0,None,None
199,535357,51.0279964,13.7593935,4,13.7593935,51.0279964,,,POINT (13.7593935 51.0279964),5.0,2.0,None,None
200,3151883396,51.0272404,13.7600092,2,13.7600092,51.0272404,,,POINT (13.7600092 51.0272404),5.0,2.0,None,None
201,30433151,51.0272447,13.7574372,3,13.7574372,51.0272447,,,POINT (13.7574372 51.0272447),5.0,2.0,None,None
202,30374277,51.0284055,13.7591561,3,13.7591561,51.0284055,,,POINT (13.7591561 51.0284055),5.0,2.0,None,None
203,30151410,51.0275394,13.7614198,3,13.7614198,51.0275394,,,POINT (13.7614198 51.0275394),5.0,2.0,None,None
204,535361,51.032655,13.7020611,3,13.7020611,51.032655,,,POINT (13.7020611 51.032655),3.0,2.0,None,None
205,1242395773,51.0324524,13.7019912,3,13.7019912,51.0324524,,,POINT (13.7019912 51.0324524),3.0,2.0,None,None
206,21596884,51.0346754,13.7036016,4,13.7036016,51.0346754,,,POINT (13.7036016 51.0346754),3.0,2.0,None,None
207,232513099,51.0323002,13.7037999,3,13.7037999,51.0323002,,,POINT (13.7037999 51.0323002),3.0,2.0,None,None
208,535362,51.031485,13.6981583,3,13.6981583,51.031485,,,POINT (13.6981583 51.031485),3.0,2.0,None,None
209,24669553,51.0327091,13.6978073,1,13.6978073,51.0327091,,,POINT (13.6978073 51.0327091),3.0,2.0,None,None
210,24673965,51.0290801,13.6983304,3,13.6983304,51.0290801,,,POINT (13.6983304 51.0290801),3.0,2.0,None,None
211,24669562,51.0318887,13.6993224,3,13.6993224,51.0318887,,,POINT (13.6993224 51.0318887),3.0,2.0,None,None
212,535369,51.0245205,13.688948,3,13.688948,51.0245205,,,POINT (13.688948 51.0245205),3.0,2.0,None,None
213,970299529,51.0245756,13.6895699,1,13.6895699,51.0245756,,,POINT (13.6895699 51.0245756),3.0,2.0,None,None
214,4329959014,51.0255059,13.6888585,3,13.6888585,51.0255059,,,POINT (13.6888585 51.0255059),3.0,2.0,None,None
215,15615252,51.0240442,13.6870248,3,13.6870248,51.0240442,,,POINT (13.6870248 51.0240442),3.0,2.0,None,None
216,535373,51.023534,13.6841629,3,13.6841629,51.023534,,,POINT (13.6841629 51.023534),3.0,2.0,None,None
217,535378,51.024197,13.6838411,3,13.6838411,51.024197,,,POINT (13.6838411 51.024197),3.0,2.0,None,None
218,15615195,51.0240361,13.6869291,3,13.6869291,51.0240361,,,POINT (13.6869291 51.0240361),3.0,2.0,None,None
219,535374,51.0233251,13.6819538,3,13.6819538,51.0233251,,,POINT (13.6819538 51.0233251),3.0,2.0,None,None
220,535381,51.0239164,13.6817653,1,13.6817653,51.0239164,,,POINT (13.6817653 51.0239164),3.0,2.0,None,None
221,2504110777,51.0242177,13.6837455,1,13.6837455,51.0242177,,,POINT (13.6837455 51.0242177),3.0,2.0,None,None
222,2504110783,51.024303,13.6842295,1,13.6842295,51.024303,,,POINT (13.6842295 51.024303),3.0,2.0,None,None
223,536575,51.0254859,13.7570305,4,13.7570305,51.0254859,,,POINT (13.7570305 51.0254859),5.0,2.0,None,None
224,30403571,51.0254067,13.7568893,4,13.7568893,51.0254067,,,POINT (13.7568893 51.0254067),5.0,2.0,None,None
225,30409422,51.0264089,13.755732,4,13.755732,51.0264089,,,POINT (13.755732 51.0264089),5.0,2.0,None,None
226,536580,51.0269839,13.7651125,3,13.7651125,51.0269839,,,POINT (13.7651125 51.0269839),5.0,2.0,None,None
227,30848182,51.0270967,13.7645275,3,13.7645275,51.0270967,,,POINT (13.7645275 51.0270967),5.0,2.0,None,None
