fishnetID,carbon,CI
0,1.956986316418921,2.0366741853405155
10,3.8401559338648004,2.8275637392672732
101,0.08204345693891038,2.0652280729301125
103,0.5825281351140861,2.054017581022255
105,3.185948894597626,2.1271526822194895
107,2.0849508777558072,1.9170526002626425
110,0.06776403889111962,2.3355902886639215
111,2.4341213618062816,1.9410288914702905
113,0.5706789254012904,2.0432725608497733
116,1.3400059967274192,1.938730291552489
117,0.4004103393561627,1.8245354177738649
119,1.4727272937480205,1.9594468360784791
12,1.0669945526585434,1.7407297606647543
14,0.7365592475032765,1.6563274294756438
16,3.6306344966533795,2.7867081412825643
18,6.6148252259577305,2.415728161635319
20,9.214883869794733,2.456258243773638
22,5.118638477816906,2.618311576354959
24,2.653099999181293,2.5619058610552705
27,0.8889509847881258,2.125245432123923
28,3.9218703642271153,1.5596280574488135
3,1.545023718045885,2.473511463597793
30,3.778825595981468,1.6433466608112903
32,3.1958485941235257,2.0585124224681657
34,1.8549835038335893,2.2899699870972334
36,3.7900697998088013,2.577205541068546
38,4.031762493148645,2.5503640533342304
4,0.6083003355025423,2.360415250345605
40,3.6204462196914364,2.571235656590675
42,3.3416930070168696,2.4685056973411856
44,4.68526886390757,2.5082379214184103
46,3.1843225239469377,2.8476985826546617
48,9.038387848437987,2.5655898615726813
50,9.369488822270105,2.5232026355360957
52,11.207522509742882,2.498117936644416
56,0.4139750815629678,2.2636478228393178
59,0.597516103798835,2.079569138471091
6,3.1134207068056616,1.9942566951274818
61,4.52985326848958,1.7625360590390646
63,8.133849984380785,2.1176610481372657
65,9.990635068365401,2.5980790199862485
67,2.6278018956163818,3.0357445507108136
69,6.582698855873859,2.781575433625815
71,2.031469239667009,2.7155173738009313
73,4.256471877997443,3.0340473666236782
75,14.41537905931473,3.0996963059506544
77,2.9707094068635596,3.6454145824514437
8,4.738335821792469,2.4350379484115106
80,3.221669350645022,2.660497381246333
82,0.0,2.4628424571861616
84,0.0,1.9531177276717544
86,0.8106447124732072,2.2338117002421694
88,0.7566439337480297,2.1500626159568736
89,9.274142250067655,2.147540709454428
91,5.498497603914437,2.5570213134288777
93,1.9767559763327511,2.2807260697137983
95,0.16234617409971439,1.9788736848782307
97,3.917139577060546,2.068029201785752
99,3.611662080469706,2.068133222463646
