From,To,Volume,EstimatedTT
442874,26384674,1608.78,0.6
442928,1803689295,0.0,0.03
26384674,264670999,474.77,0.37
26384674,534589,1134.01,0.57
1803689298,1803689295,0.0,0.04
1803689295,139470345,0.0,0.59
442936,15866840,351.83,0.32
15866840,1803689315,1578.03,0.59
264670999,534589,238.06,0.33
534589,534591,1372.07,0.37
534591,534626,1250.58,0.66
8083440,534911,1267.35,0.04
534626,534624,0.0,0.07
534626,534625,1250.58,0.08
534608,30409417,1066.9,0.87
30436919,30436908,766.84,1.3
30409417,30409422,447.12,0.02
30409417,30403571,1962.42,0.2
534624,534608,768.87,1.23
534625,30436908,1250.58,0.02
534625,534624,768.87,0.07
30436908,30436907,1285.11,0.02
30436908,534628,732.3,0.38
534628,534629,942.42,0.22
534629,3595409680,1211.74,0.64
11769656,11769730,784.9,0.19
3595409680,3855350,1054.26,0.01
3595409680,7128283652,157.48,0.04
3160432771,30409397,320.33,0.15
30409405,30409419,906.93,0.72
534736,140605768,1747.95,0.13
534306820,2021890013,1436.07,0.19
140605768,534324288,1747.95,0.44
534329195,2021890013,787.84,0.02
534329195,534306820,1747.95,0.27
3853550,3564765835,238.55,0.4
534742,534770,1266.14,0.55
534770,29138173,2178.08,0.08
534743,534744,537.65,0.07
534744,534747,1851.11,0.05
247994358,534742,577.07,0.06
534747,277692998,149.02,0.01
534747,2287846802,1702.09,0.33
277692998,288154283,1689.35,0.08
2287846802,29510418,0.0,0.04
2287846802,2287846804,1702.09,0.11
534749,25235133,2165.44,0.07
534749,7095690293,259.71,0.74
25235133,25235132,886.91,0.01
25235133,534751,1281.26,0.84
7095690293,7095690318,828.98,0.01
534751,534754,765.74,0.83
534754,3098430373,765.74,0.16
29510455,25235132,1101.06,0.68
3098430373,16574394,454.47,0.02
3098430373,2260849842,1088.24,0.71
534758,25873172,1189.85,0.02
534758,2202559858,1402.1,0.64
25873172,25873173,1888.68,0.02
25873172,3100041009,784.81,0.26
2202559858,25873172,1483.64,0.64
534769,546378258,1249.01,0.57
534769,534770,911.94,0.04
546378258,247994363,820.76,0.04
546378258,290077155,428.25,0.24
29138173,1775338888,249.62,0.09
29138173,534773,1928.46,0.7
534773,2544089666,2472.36,0.03
534773,335716508,707.53,0.27
2544089666,2544089665,1840.48,0.05
2544089666,16574602,631.89,0.03
335716508,534799,707.53,0.5
534774,534804,458.88,0.15
244038933,534778,631.89,0.08
534804,18630111,2801.56,0.69
534804,16574613,219.41,0.05
534778,244038915,1032.9,0.02
534778,30058360,957.78,0.22
244038915,534787,1593.59,0.22
244038915,244038942,656.85,0.02
30058360,30056676,1140.11,0.78
30058360,30056684,427.68,0.02
534787,244038955,567.81,0.05
534787,244038923,1025.78,0.21
244038955,244038925,972.94,0.05
244038955,2072816,568.33,0.33
244038923,244038955,973.45,0.09
534790,30261537,530.03,0.04
534790,30409389,1387.2,0.03
30261537,30409389,443.91,0.05
30409389,30409397,1620.84,0.05
30409389,3160432771,210.26,0.18
534796,534790,572.25,0.05
534796,3160432775,1149.84,0.34
3160432775,534790,1344.97,0.17
534799,1501721437,245.91,0.02
534799,11769597,800.52,0.43
1501721437,18630516,959.06,0.01
1501721437,2071676,341.11,0.32
11769597,7128283648,956.41,0.01
11769597,3595409680,0.0,0.02
18630111,280008666,2266.82,0.04
18630111,35711189,964.86,0.89
16574613,534773,1626.82,0.04
16574613,16574619,237.81,0.14
534806,280008531,910.56,0.02
534806,2287864441,2608.45,0.33
280008531,18630070,309.86,0.03
280008531,31197353,600.7,0.04
2287864441,280221322,890.49,0.08
2287864441,24969587,1717.96,0.05
24669567,976932104,465.14,0.1
1854526402,27318980,597.03,0.04
27318980,27318981,730.89,0.06
534908,534911,58.82,0.05
534911,534914,1326.16,0.29
3853544,15511907,421.84,0.34
534914,442936,99.96,0.41
534914,15866840,1226.21,0.63
30409415,30409424,815.02,0.05
536575,30409422,2037.74,0.17
30403571,10919767,1655.96,0.42
30409422,30409424,1736.03,0.01
30409422,30409415,748.83,0.06
536584,30587893,764.16,1.17
30587893,1619208224,692.6,0.44
536652,25479302,1309.03,1.27
536652,18629762,902.33,0.05
25479302,18627237,1156.13,1.24
25479302,28796755,693.27,0.05
18629762,264218470,1162.12,0.19
18629762,264223496,1269.63,0.02
25599929,2526224454,741.97,0.09
264218470,264223496,801.63,0.18
3899207524,309517759,1201.81,0.01
536663,21527849,2135.44,0.09
536663,536667,1492.77,2.08
21527849,2297622,1565.06,0.01
21527849,21552197,1672.24,0.13
21647397,2297615,1426.84,0.14
21647058,1632149359,411.14,0.28
536670,24945363,221.0,0.02
536670,2075220,2778.7,0.48
24945363,21660961,2297.9,0.01
2075220,25096430,2536.22,0.03
2075220,3869392962,788.5,0.38
344434421,10919786,811.0,0.22
1630023963,311941598,1115.48,0.23
3100041009,25873173,693.4,0.23
31296012,3148489413,663.04,0.12
536675,3148489416,956.93,0.17
3148489416,3148489413,213.01,0.02
3148489416,31296012,883.28,0.14
248219433,248219482,318.17,0.38
2071674,518252065,210.12,0.04
518252065,29348253,210.12,0.24
11769758,3853550,249.61,0.81
534316145,518252065,0.0,0.05
2071676,18178669,1481.22,0.78
18178669,534743,167.76,0.05
18178669,534744,1313.46,0.07
7101166877,16574525,734.34,0.14
2287857538,5824956622,846.32,0.06
2274921120,206133365,658.44,1.82
2072802,30151417,600.5,1.75
316507154,316507156,481.64,0.28
30151417,30151418,1352.4,0.03
2072807,1485594848,346.69,0.01
2072807,1485594778,732.47,0.1
1485594848,159725096,191.8,0.02
1485594848,11007703,858.02,0.53
1485594778,1485594848,703.12,0.08
2072816,244038925,600.45,0.38
244038925,244038942,1573.39,0.21
2075215,25755498,535.95,0.02
2075215,2039066667,1806.19,3.35
25755498,25755497,1476.88,0.02
25755498,25755500,270.08,0.05
2039066667,25755506,1717.27,2.69
25096430,25096432,1210.32,0.02
25096430,10919799,2237.62,0.36
3869392962,25096430,911.71,0.31
21540856,21647397,923.02,0.15
2297619,3790101104,1101.86,1.85
3790101104,21552197,0.0,0.12
3790101104,21527849,1101.86,0.08
2297622,21552199,1177.41,0.03
2297622,21527762,1263.97,0.07
21552199,21552200,1695.12,0.35
21527762,536663,2228.07,0.02
21527762,3146686054,972.63,0.27
3411653,113794494,0.0,0.07
26165869,262185367,695.85,0.06
113794494,15618026,10.47,0.02
113794494,26291274,1340.08,0.24
3411658,15618078,792.3,0.15
3411658,25622663,1534.69,0.17
15618078,3030258494,792.3,0.08
15618078,25622151,1187.4,0.04
25622663,25622670,1534.69,0.72
15511907,2071674,310.64,0.83
3855350,11769597,155.89,0.02
3855350,1501721437,1054.26,0.43
9100179,3137684026,525.31,0.58
3137684026,3137684031,521.22,0.2
3137684031,3137684026,463.35,0.19
9100190,9982673425,62.69,0.05
9982673432,2970916246,173.6,0.04
9982673425,9100190,173.6,0.05
10919218,8224298741,871.79,0.01
8224298741,346633166,0.0,0.02
8224298741,346633485,871.79,0.14
10919223,11008027,1118.02,0.55
25740441,25740442,551.62,0.11
11008027,2075215,1852.21,0.02
11008027,11008006,513.1,0.24
86684589,3121844724,46.97,0.05
10919237,10919235,0.0,0.06
10919237,10919238,513.1,0.06
10919238,10049596107,520.2,0.07
10049596107,10919237,513.1,0.01
3073762517,3877390797,46.97,0.03
10919767,536575,1740.87,0.43
126667225,18178749,308.62,0.11
126667225,31271217,289.81,0.04
3151457278,18178797,1297.1,0.26
2262218571,18178769,970.84,0.43
3147805129,2262248282,1097.1,0.05
10919786,536663,1400.14,0.27
10919786,3146686054,437.44,0.01
3146686054,21552195,288.87,0.01
3146686054,21527733,1188.76,0.29
10919799,15613225,2237.62,0.03
10919799,1952603929,0.0,0.45
15613225,1698611463,2237.62,0.77
15613225,15613290,0.0,0.02
1952603929,15613225,0.0,0.44
10940911,773684928,740.31,1.49
773684928,4186859645,740.31,0.28
773684928,1758438692,0.0,0.48
10941033,26910102,0.0,0.43
10941033,10940911,0.0,0.11
26910102,12262641,0.0,0.01
26910102,26910582,0.0,0.26
3324432562,25621845,666.85,0.79
11004892,3780365870,781.92,1.63
3780365870,3879014011,877.88,1.58
7260653744,2272203032,1909.46,0.17
11005259,1762496623,925.89,0.09
1762496623,433065573,1413.42,0.87
11005798,25600624,94.69,0.72
312068888,312068717,712.46,0.05
11007218,95145062,1338.62,0.35
95145062,159729140,772.39,0.02
95145062,1670657170,719.95,0.7
11007703,344624368,650.94,0.63
344624368,344625887,541.66,0.04
344624368,99089590,153.72,0.03
95145069,159725096,956.32,0.61
11008006,2075215,520.2,0.24
11068788,828163530,184.06,0.01
11068788,25621138,1319.55,0.02
828163530,4862265262,1940.93,0.84
25621138,773660261,597.26,0.02
25621138,25621140,2161.28,0.27
203786445,415524744,124.66,0.03
2970916246,9982673432,62.69,0.04
3183738525,11070793,0.0,0.04
2241122861,2241123813,0.0,0.03
81580487,81580494,656.41,0.09
3137621725,28238725,747.15,0.24
2078553223,85748936,637.81,0.07
9946740207,9946740209,311.89,0.06
