From,To,Volume,EstimatedTT
442874,26384674,1506.96,0.58
442928,1803689295,0.0,0.03
26384674,264670999,445.2,0.36
26384674,534589,1061.75,0.55
1803689298,1803689295,0.0,0.04
1803689295,139470345,0.0,0.59
442936,15866840,329.57,0.32
15866840,1803689315,1448.13,0.57
264670999,534589,213.06,0.33
534589,534591,1274.81,0.37
534591,534626,1181.98,0.66
8083440,534911,1234.05,0.04
534626,534624,0.0,0.07
534626,534625,1181.98,0.08
534608,30409417,982.94,0.86
30436919,30436908,726.33,1.3
30409417,30409422,422.68,0.02
30409417,30403571,1850.11,0.19
534624,534608,703.52,1.22
534625,30436908,1181.98,0.02
534625,534624,703.52,0.07
30436908,30436907,1238.06,0.02
30436908,534628,670.25,0.37
534628,534629,854.12,0.22
534629,3595409680,1089.27,0.63
11769656,11769730,717.89,0.19
3595409680,3855350,996.92,0.01
3595409680,7128283652,92.36,0.04
3160432771,30409397,307.08,0.15
30409405,30409419,880.84,0.72
534736,140605768,1656.55,0.12
534306820,2021890013,1391.9,0.19
140605768,534324288,1656.55,0.41
534329195,2021890013,735.55,0.02
534329195,534306820,1656.55,0.25
3853550,3564765835,214.17,0.4
534742,534770,1192.16,0.54
534770,29138173,2034.8,0.08
534743,534744,565.11,0.07
534744,534747,1747.92,0.05
247994358,534742,555.96,0.06
534747,277692998,140.52,0.01
534747,2287846802,1607.4,0.32
277692998,288154283,1563.46,0.08
2287846802,29510418,0.0,0.04
2287846802,2287846804,1607.4,0.1
534749,25235133,2118.24,0.07
534749,7095690293,183.93,0.73
25235133,25235132,882.07,0.01
25235133,534751,1236.17,0.82
7095690293,7095690318,717.59,0.01
534751,534754,772.1,0.84
534754,3098430373,772.1,0.16
29510455,25235132,992.2,0.68
3098430373,16574394,374.96,0.02
3098430373,2260849842,1087.38,0.7
534758,25873172,1116.27,0.02
534758,2202559858,1337.5,0.63
25873172,25873173,1783.7,0.02
25873172,3100041009,729.86,0.24
2202559858,25873172,1397.3,0.63
534769,546378258,1203.99,0.57
534769,534770,842.64,0.04
546378258,247994363,831.17,0.04
546378258,290077155,372.82,0.24
29138173,1775338888,236.56,0.09
29138173,534773,1798.24,0.68
534773,2544089666,2423.11,0.03
534773,335716508,640.33,0.26
2544089666,2544089665,1822.79,0.05
2544089666,16574602,600.32,0.03
335716508,534799,640.33,0.5
534774,534804,416.09,0.15
244038933,534778,600.32,0.08
534804,18630111,2713.07,0.67
534804,16574613,210.92,0.05
534778,244038915,1024.67,0.02
534778,30058360,851.82,0.22
244038915,534787,1550.07,0.22
244038915,244038942,488.02,0.02
30058360,30056676,1064.72,0.77
30058360,30056684,353.31,0.02
534787,244038955,531.48,0.05
534787,244038923,1018.59,0.2
244038955,244038925,950.25,0.05
244038955,2072816,531.87,0.33
244038923,244038955,950.64,0.09
534790,30261537,484.32,0.04
534790,30409389,1394.83,0.03
30261537,30409389,355.74,0.05
30409389,30409397,1554.92,0.05
