from,to,volume,EstimatedTT,length,CO2,lengthm
442874,26384674,1506.96,34.8,612.679,185272.88556569247,0.380700962909
442928,1803689295,0.0,1.7999999999999998,30.892,0.0,0.019195392932
26384674,264670999,445.2,21.599999999999998,283.786,27076.327938908784,0.176336390606
26384674,534589,1061.75,33.0,557.893,119382.64962061348,0.346658531303
1803689298,1803689295,0.0,2.4,43.606,0.0,0.027095503826
1803689295,139470345,0.0,35.4,692.761,0.0,0.430461595331
442936,15866840,329.57,19.2,260.692,18200.852043053244,0.16198644873200002
15866840,1803689315,1448.13,34.199999999999996,604.714,175658.08597666558,0.37575174289400004
264670999,534589,213.06,19.8,272.256,12237.43267650804,0.16917198297599997
534589,534591,1274.81,22.2,304.907,82032.27811549956,0.189460367497
534591,534626,1181.98,39.6,541.967,135349.11353480708,0.336762576757
8083440,534911,1234.05,2.4,31.226,8288.409855912074,0.019402930846
534626,534624,0.0,4.2,58.368,0.0,0.036268182528
534626,534625,1181.98,4.8,66.223,16495.39032778908,0.041149051733
534608,30409417,982.94,51.6,714.166,147785.08408667796,0.443762041586
30436919,30436908,726.33,78.0,1083.322,165470.2778594822,0.673144874462
30409417,30409422,422.68,1.2,15.849,1432.9217844423604,0.009848108979
30409417,30403571,1850.11,11.4,146.232,58510.666869308225,0.090864324072
534624,534608,703.52,73.2,1018.636,150612.3157170905,0.632950869956
534625,30436908,1181.98,1.2,17.695,4324.501678088279,0.010995159845
534625,534624,703.52,4.2,56.363,8433.757509574749,0.035022333673
30436908,30436907,1238.06,1.2,17.517,4495.821451993582,0.010884555807
30436908,534628,670.25,22.2,304.045,43047.37069955793,0.188924745695
534628,534629,854.12,13.2,178.166,32302.16353469251,0.110707185586
534629,3595409680,1089.27,37.8,522.992,119944.75940464536,0.32497206203199996
11769656,11769730,717.89,11.4,160.837,24165.383960758823,0.099939447527
3595409680,3855350,996.92,0.6,8.705,1801.9569643868913,0.005409034555
3595409680,7128283652,92.36,2.4,36.005,684.690225139213,0.022372462855
3160432771,30409397,307.08,9.0,125.872,8110.993530560682,0.078213210512
30409405,30409419,880.84,43.199999999999996,599.679,111100.40510368765,0.372623139909
534736,140605768,1656.55,7.199999999999999,46.052,25733.687719293874,0.028615377292
534306820,2021890013,1391.9,11.4,154.698,45623.84387552751,0.09612485095800001
140605768,534324288,1656.55,24.599999999999998,160.239,88286.47237314806,0.099567867669
534329195,2021890013,735.55,1.2,13.435,2273.9226963918986,0.008348119385
534329195,534306820,1656.55,15.0,162.195,62979.9620732397,0.100783269345
3853550,3564765835,214.17,24.0,329.278,14888.244004723794,0.204603800138
534742,534770,1192.16,32.400000000000006,445.353,112020.94733456697,0.276729438963
534770,29138173,2034.8,4.8,57.914,26151.848336358504,0.035986080094
534743,534744,565.11,4.2,50.828,6365.675753577721,0.031583045188
534744,534747,1747.92,3.0,37.105,14237.307410448018,0.023055970954999998
247994358,534742,555.96,3.5999999999999996,45.02,5468.93350625581,0.027974122420000004
534747,277692998,140.52,0.6,11.887,333.27293705813616,0.0073862370770000005
534747,2287846802,1607.4,19.2,258.843,88353.67536973611,0.160837533753
277692998,288154283,1563.46,4.8,61.39,20781.800621796327,0.03814596569
2287846802,29510418,0.0,2.4,35.734,0.0,0.022204071314000002
2287846802,2287846804,1607.4,6.0,46.887,21838.849110412317,0.029134222077
534749,25235133,2118.24,4.2,17.868,17430.121717760314,0.011102657028
534749,7095690293,183.93,43.8,610.927,23599.07778708037,0.37961232091700003
25235133,25235132,882.07,0.6,9.536,1711.2357380956066,0.005925393856
25235133,534751,1236.17,49.199999999999996,542.553,155557.44254820043,0.337126700163
7095690293,7095690318,717.59,0.6,10.963,1574.1632961702387,0.006812090273
534751,534754,772.1,50.4,428.259,90222.5664127639,0.266107723089
534754,3098430373,772.1,9.6,127.4,21004.036302099816,0.0791626654
29510455,25235132,992.2,40.800000000000004,551.169,116049.82410056051,0.34248043269899997
3098430373,16574394,374.96,1.2,16.344,1296.9066004776948,0.010155687624000001
3098430373,2260849842,1087.38,42.0,169.399,88162.55182378601,0.105259626029
534758,25873172,1116.27,1.2,17.576,4063.6421688690243,0.010921216696
534758,2202559858,1337.5,37.8,514.418,145644.0414644687,0.319644427078
25873172,25873173,1783.7,1.2,12.711,5375.538966219196,0.007898246781
25873172,3100041009,729.86,14.399999999999999,149.898,26197.656727111465,0.093142270158
2202559858,25873172,1397.3,37.8,513.409,151957.03098809457,0.319017463739
534769,546378258,1203.99,34.199999999999996,466.515,118804.8795931851,0.289878892065
534769,534770,842.64,2.4,34.331,6030.309933069856,0.021332287801
546378258,247994363,831.17,2.4,28.145,5260.315408056963,0.017488486795
546378258,290077155,372.82,14.399999999999999,199.327,15644.173706157144,0.123856017317
29138173,1775338888,236.56,5.3999999999999995,72.629,3651.4537763330895,0.045129554359000006
29138173,534773,1798.24,40.800000000000004,524.564,203821.66275989596,0.32594885724399997
534773,2544089666,2423.11,1.7999999999999998,19.567,11081.631826742414,0.012158366357000001
534773,335716508,640.33,15.600000000000001,215.889,29103.9920354752,0.13414716381900002
2544089666,2544089665,1822.79,3.0,31.119,13610.434008097624,0.019336444149
2544089666,16574602,600.32,1.7999999999999998,21.847,2902.8099369781517,0.013575092237000002
335716508,534799,640.33,30.0,418.354,56263.85316564193,0.259953043334
534774,534804,416.09,9.0,123.165,10828.23804285006,0.076531159215
244038933,534778,600.32,4.8,69.168,8637.895295283122,0.042978989328000004
534804,18630111,2713.07,40.2,404.867,268188.5327944997,0.25157261265700004
534804,16574613,210.92,3.0,40.308,1807.497038158269,0.025046222268
534778,244038915,1024.67,1.2,17.262,3681.3209694421726,0.010726106202000001
534778,30058360,851.82,13.2,180.662,32514.87622924512,0.112258127602
244038915,534787,1550.07,13.2,146.46,52484.82947745229,0.09100599666
244038915,244038942,488.02,1.2,15.993,1664.0577231800426,0.009937586403
30058360,30056676,1064.72,46.2,612.026,139232.8366364045,0.380295207646
30058360,30056684,353.31,1.2,18.049,1312.1809012994393,0.011215125179
534787,244038955,531.48,3.0,38.97,4457.618603018856,0.02421482787
534787,244038923,1018.59,12.0,102.026,28344.432454464906,0.063395997646
244038955,244038925,950.25,3.0,36.898,7715.395365587108,0.022927347158000003
244038955,2072816,531.87,19.8,259.661,29617.57681071241,0.161345815231
244038923,244038955,950.64,5.3999999999999995,75.481,15059.876352237727,0.046901704451
534790,30261537,484.32,2.4,33.547,3409.998670894477,0.020845132936999997
534790,30409389,1394.83,1.7999999999999998,24.669,7266.89270972374,0.015328601199000001
30261537,30409389,355.74,3.0,38.226,2948.7096778562495,0.023752527845999998
30409389,30409397,1554.92,3.0,32.822,11887.052086171188,0.020394638962000004
30409389,3160432771,195.65,10.799999999999999,146.739,6080.548986381046,0.09117935916900001
534796,534790,522.58,3.0,39.242,4402.039245890759,0.024383840782
534796,3160432775,1130.25,19.8,135.418,49029.81602966069,0.084144818078
3160432775,534790,1356.57,10.200000000000001,122.332,36928.217079686474,0.076013557172
534799,1501721437,182.34,1.2,13.322,561.4192819635798,0.008277904462
534799,11769597,727.44,25.8,354.14,54378.60960958403,0.22005232594
1501721437,18630516,907.52,0.6,8.869,1663.1866400909894,0.005510939399
1501721437,2071676,271.74,19.2,160.528,12038.897368234377,0.099747443888
11769597,7128283648,885.97,0.6,10.404,1852.4065162534023,0.006464743884
11769597,3595409680,0.0,1.2,18.255,0.0,0.011343127605
18630111,280008666,2119.53,1.7999999999999998,19.543,9687.82256463713,0.012143453453
18630111,35711189,1026.77,53.4,733.837,158988.5121343013,0.455985030527
16574613,534773,1549.06,2.4,34.458,11115.226193069071,0.021411201918
16574613,16574619,210.92,8.4,119.072,5248.962650283512,0.073987887712
534806,280008531,749.13,1.2,18.402,2824.388856100009,0.011434469142000001
534806,2287864441,2466.56,18.6,206.602,117744.28486894956,0.128376491342
280008531,18630070,214.82,1.7999999999999998,27.872,1224.2276611253405,0.017318852512
280008531,31197353,534.31,2.4,35.964,3957.542957189264,0.022346986644
2287864441,280221322,883.86,4.8,50.112,10588.2417220058,0.031138143552
2287864441,24969587,1582.69,3.0,34.981,12483.490674414421,0.021736178951000003
24669567,976932104,430.95,6.0,49.192,5932.794297888358,0.030566482232
1854526402,27318980,568.76,1.7999999999999998,30.668,3512.1572300610515,0.019056205828
