From,To,Volume,EstimatedTT
442874,26384674,2604.27,1.05
442928,1803689295,0.0,0.03
26384674,264670999,873.18,0.69
26384674,534589,1731.09,0.95
1803689298,1803689295,0.0,0.04
1803689295,139470345,0.0,0.59
442936,15866840,914.62,0.7
15866840,1803689315,2706.84,1.12
264670999,534589,480.4,0.36
534589,534591,2211.49,0.43
534591,534626,1742.08,0.69
8083440,534911,1750.8,0.05
534626,534624,22.33,0.07
534626,534625,1719.75,0.08
534608,30409417,1535.29,0.89
30436919,30436908,1224.99,1.31
30409417,30409422,490.32,0.02
30409417,30403571,2940.25,0.28
534624,534608,1131.83,1.24
534625,30436908,1743.75,0.02
534625,534624,1109.5,0.07
30436908,30436907,1744.86,0.02
30436908,534628,1199.36,0.45
534628,534629,1737.92,0.26
534629,3595409680,2095.73,0.71
11769656,11769730,1336.87,0.21
3595409680,3855350,1582.17,0.01
3595409680,7128283652,519.94,0.05
3160432771,30409397,582.5,0.17
30409405,30409419,1228.98,0.72
534736,140605768,2305.65,0.19
534306820,2021890013,1883.99,0.19
140605768,534324288,2305.65,0.67
534329195,2021890013,1365.11,0.02
534329195,534306820,2305.65,0.41
3853550,3564765835,487.19,0.42
534742,534770,2214.65,0.63
534770,29138173,3103.28,0.12
534743,534744,629.49,0.08
534744,534747,2684.06,0.06
247994358,534742,971.11,0.08
534747,277692998,118.2,0.01
534747,2287846802,2565.86,0.4
277692998,288154283,2329.55,0.09
2287846802,29510418,0.0,0.04
2287846802,2287846804,2565.86,0.33
534749,25235133,2891.11,0.19
534749,7095690293,720.57,0.96
25235133,25235132,1209.94,0.01
25235133,534751,1723.71,1.28
7095690293,7095690318,1773.57,0.02
534751,534754,829.0,0.94
534754,3098430373,1299.74,0.2
29510455,25235132,1821.93,0.82
3098430373,16574394,1006.73,0.06
3098430373,2260849842,1340.53,1.36
534758,25873172,1932.31,0.04
534758,2202559858,1634.9,0.65
25873172,25873173,2781.77,0.02
25873172,3100041009,1134.71,0.53
2202559858,25873172,1984.16,0.69
534769,546378258,1707.49,0.6
534769,534770,888.64,0.04
546378258,247994363,1093.7,0.06
546378258,290077155,613.79,0.24
29138173,1775338888,307.4,0.09
29138173,534773,2795.88,0.93
534773,2544089666,3202.03,0.04
534773,335716508,1132.21,0.31
2544089666,2544089665,2204.36,0.07
2544089666,16574602,997.67,0.04
335716508,534799,1132.21,0.52
534774,534804,547.55,0.15
244038933,534778,976.71,0.09
534804,18630111,3444.57,0.96
534804,16574613,375.59,0.05
534778,244038915,1475.26,0.02
534778,30058360,1591.01,0.27
244038915,534787,2169.08,0.33
244038915,244038942,1134.11,0.04
30058360,30056676,1739.84,1.0
30058360,30056684,727.85,0.02
534787,244038955,893.57,0.07
534787,244038923,1275.52,0.32
244038955,244038925,1332.53,0.05
244038955,2072816,950.94,0.47
244038923,244038955,1389.89,0.1
534790,30261537,937.18,0.04
534790,30409389,1966.87,0.05
30261537,30409389,688.11,0.05
30409389,30409397,2255.5,0.08
30409389,3160432771,399.49,0.18
534796,534790,1023.84,0.05
534796,3160432775,1417.44,0.57
3160432775,534790,1880.21,0.22
534799,1501721437,414.54,0.02
534799,11769597,1274.04,0.43
1501721437,18630516,1410.54,0.02
1501721437,2071676,586.16,0.33
11769597,7128283648,1564.45,0.02
11769597,3595409680,6.37,0.02
18630111,280008666,2764.76,0.05
18630111,35711189,1691.53,0.94
16574613,534773,2298.48,0.05
16574613,16574619,670.81,0.16
534806,280008531,2046.11,0.02
534806,2287864441,3272.85,0.44
280008531,18630070,797.85,0.03
280008531,31197353,1248.27,0.05
2287864441,280221322,1074.4,0.11
2287864441,24969587,2198.45,0.06
24669567,976932104,797.04,0.14
1854526402,27318980,860.31,0.05
27318980,27318981,906.11,0.08
534908,534911,348.63,0.05
534911,534914,2099.43,0.39
3853544,15511907,673.15,0.41
534914,442936,307.21,0.41
534914,15866840,1792.22,1.08
30409415,30409424,1115.0,0.05
536575,30409422,3098.68,0.2
30403571,10919767,2542.84,0.53
30409422,30409424,2505.58,0.02
30409422,30409415,1083.42,0.12
536584,30587893,1211.06,2.26
30587893,1619208224,1056.63,0.69
536652,25479302,2206.6,2.19
536652,18629762,1471.84,0.13
25479302,18627237,1752.36,1.59
25479302,28796755,1397.82,0.15
18629762,264218470,1535.34,0.22
18629762,264223496,2805.96,0.06
25599929,2526224454,974.11,0.09
264218470,264223496,993.13,0.18
3899207524,309517759,1764.84,0.01
536663,21527849,3261.53,0.23
536663,536667,2157.48,3.22
21527849,2297622,2310.9,0.01
21527849,21552197,2432.82,0.34
21647397,2297615,1829.99,0.17
21647058,1632149359,213.43,0.28
536670,24945363,350.75,0.02
536670,2075220,4188.05,0.73
24945363,21660961,3747.2,0.03
2075220,25096430,3888.66,0.04
2075220,3869392962,1298.47,0.86
344434421,10919786,1579.44,0.23
1630023963,311941598,2016.47,0.36
3100041009,25873173,1032.97,0.41
31296012,3148489413,995.49,0.12
536675,3148489416,1232.15,0.18
3148489416,3148489413,442.66,0.02
3148489416,31296012,1315.69,0.16
248219433,248219482,197.99,0.38
2071674,518252065,538.56,0.04
518252065,29348253,538.56,0.24
11769758,3853550,595.15,0.92
534316145,518252065,0.0,0.05
2071676,18178669,2326.01,0.92
18178669,534743,271.43,0.05
18178669,534744,2054.58,0.08
7101166877,16574525,1089.58,0.33
2287857538,5824956622,942.69,0.08
2274921120,206133365,860.68,2.45
2072802,30151417,841.93,1.8
316507154,316507156,867.23,0.28
30151417,30151418,2118.18,0.07
2072807,1485594848,626.18,0.01
2072807,1485594778,893.66,0.12
1485594848,159725096,455.11,0.02
1485594848,11007703,1070.18,0.72
1485594778,1485594848,899.12,0.09
2072816,244038925,911.28,0.51
244038925,244038942,2243.8,0.34
2075215,25755498,658.06,0.02
2075215,2039066667,2750.07,3.72
25755498,25755497,2122.13,0.02
25755498,25755500,443.96,0.05
2039066667,25755506,2635.51,2.94
25096430,25096432,1854.68,0.02
25096430,10919799,3446.53,0.46
3869392962,25096430,1412.55,0.31
21540856,21647397,917.18,0.15
2297619,3790101104,1482.19,3.86
3790101104,21552197,0.0,0.12
3790101104,21527849,1482.19,0.09
2297622,21552199,1617.73,0.04
2297622,21527762,2138.81,0.08
21552199,21552200,2300.54,0.76
21527762,536663,3021.24,0.02
21527762,3146686054,1768.48,0.29
3411653,113794494,582.17,0.07
26165869,262185367,1445.78,0.09
113794494,15618026,591.94,0.02
113794494,26291274,1555.97,0.26
3411658,15618078,1220.97,0.16
3411658,25622663,2047.78,0.31
15618078,3030258494,1220.97,0.09
15618078,25622151,1677.26,0.06
25622663,25622670,2047.78,1.31
15511907,2071674,769.34,1.15
3855350,11769597,296.78,0.02
3855350,1501721437,1582.17,0.47
9100179,3137684026,873.07,0.9
3137684026,3137684031,1049.94,0.55
3137684031,3137684026,613.19,0.22
9100190,9982673425,77.77,0.05
9982673432,2970916246,119.95,0.04
9982673425,9100190,119.95,0.05
10919218,8224298741,1334.36,0.01
8224298741,346633166,0.0,0.02
8224298741,346633485,1334.36,0.31
10919223,11008027,1519.14,0.55
25740441,25740442,793.65,0.11
11008027,2075215,2874.97,0.02
11008027,11008006,653.91,0.24
86684589,3121844724,269.02,0.05
10919237,10919235,0.0,0.06
10919237,10919238,653.91,0.07
10919238,10049596107,635.68,0.08
10049596107,10919237,653.91,0.01
3073762517,3877390797,99.81,0.03
10919767,536575,2650.29,0.55
126667225,18178749,539.45,0.11
126667225,31271217,660.66,0.05
3151457278,18178797,1659.47,0.27
2262218571,18178769,1343.48,0.83
3147805129,2262248282,1281.3,0.05
10919786,536663,2397.77,0.33
10919786,3146686054,514.36,0.01
3146686054,21552195,930.79,0.01
3146686054,21527733,1614.53,0.67
10919799,15613225,3364.26,0.08
10919799,1952603929,446.38,0.45
15613225,1698611463,3366.19,2.33
15613225,15613290,308.05,0.02
1952603929,15613225,309.98,0.44
10940911,773684928,1737.26,1.5
773684928,4186859645,1737.26,0.28
773684928,1758438692,0.0,0.48
10941033,26910102,0.0,0.43
10941033,10940911,0.0,0.11
26910102,12262641,0.0,0.01
26910102,26910582,0.0,0.26
3324432562,25621845,1079.38,0.8
11004892,3780365870,1031.67,1.66
3780365870,3879014011,1276.85,1.65
7260653744,2272203032,2442.56,0.23
11005259,1762496623,1486.32,0.13
1762496623,433065573,2121.88,1.15
11005798,25600624,390.88,0.74
312068888,312068717,1148.13,0.09
11007218,95145062,1838.54,0.52
95145062,159729140,938.37,0.02
95145062,1670657170,1009.76,1.17
11007703,344624368,964.49,1.05
344624368,344625887,856.41,0.07
344624368,99089590,114.97,0.03
95145069,159725096,1184.42,0.9
11008006,2075215,635.68,0.24
11068788,828163530,1058.22,0.02
11068788,25621138,1154.8,0.02
828163530,4862265262,2948.7,1.71
25621138,773660261,12.77,0.02
25621138,25621140,3560.93,0.49
203786445,415524744,188.77,0.03
2970916246,9982673432,77.77,0.04
3183738525,11070793,0.0,0.04
2241122861,2241123813,115.1,0.03
81580487,81580494,752.06,0.1
3137621725,28238725,1532.75,0.29
2078553223,85748936,790.63,0.07
9946740207,9946740209,618.35,0.07
11768081,376974958,1097.54,0.2
