From,To,Volume,EstimatedTT
442874,26384674,2187.31,0.79
442928,1803689295,0.0,0.03
26384674,264670999,679.98,0.47
26384674,534589,1507.33,0.75
1803689298,1803689295,0.0,0.04
1803689295,139470345,0.0,0.59
442936,15866840,767.69,0.5
15866840,1803689315,2271.76,0.82
264670999,534589,321.07,0.33
534589,534591,1828.4,0.39
534591,534626,1503.44,0.67
8083440,534911,1566.48,0.04
534626,534624,3.56,0.07
534626,534625,1499.88,0.08
534608,30409417,1393.78,0.88
30436919,30436908,975.02,1.3
30409417,30409422,527.67,0.02
30409417,30403571,2533.29,0.23
534624,534608,1015.78,1.23
534625,30436908,1507.02,0.02
534625,534624,1012.21,0.07
30436908,30436907,1510.09,0.02
30436908,534628,964.81,0.4
534628,534629,1360.94,0.23
534629,3595409680,1679.87,0.66
11769656,11769730,1089.91,0.2
3595409680,3855350,1307.76,0.01
3595409680,7128283652,372.11,0.04
3160432771,30409397,450.12,0.16
30409405,30409419,1091.78,0.72
534736,140605768,2093.43,0.16
534306820,2021890013,1671.42,0.19
140605768,534324288,2093.43,0.56
534329195,2021890013,1118.21,0.02
534329195,534306820,2093.43,0.34
3853550,3564765835,365.92,0.4
534742,534770,1836.76,0.58
534770,29138173,2841.9,0.1
534743,534744,582.59,0.07
534744,534747,2352.09,0.05
247994358,534742,833.74,0.07
534747,277692998,122.0,0.01
534747,2287846802,2230.09,0.36
277692998,288154283,2100.93,0.08
2287846802,29510418,0.0,0.04
2287846802,2287846804,2230.09,0.21
534749,25235133,2552.38,0.12
534749,7095690293,562.98,0.82
25235133,25235132,1054.28,0.01
25235133,534751,1511.21,1.03
7095690293,7095690318,1416.09,0.02
534751,534754,781.81,0.85
534754,3098430373,1038.64,0.17
29510455,25235132,1521.14,0.74
3098430373,16574394,767.95,0.03
3098430373,2260849842,1231.11,1.03
534758,25873172,1668.9,0.03
534758,2202559858,1534.01,0.64
25873172,25873173,2437.2,0.02
25873172,3100041009,1000.54,0.39
2202559858,25873172,1768.84,0.66
534769,546378258,1528.52,0.58
534769,534770,1005.14,0.04
546378258,247994363,998.39,0.05
546378258,290077155,530.13,0.24
29138173,1775338888,307.44,0.09
29138173,534773,2534.46,0.83
534773,2544089666,3070.56,0.04
534773,335716508,911.04,0.28
2544089666,2544089665,2144.33,0.07
2544089666,16574602,926.24,0.04
335716508,534799,911.04,0.51
534774,534804,534.25,0.15
244038933,534778,838.26,0.08
534804,18630111,3306.66,0.89
534804,16574613,314.21,0.05
534778,244038915,1321.79,0.02
534778,30058360,1345.07,0.24
244038915,534787,1989.08,0.28
244038915,244038942,961.64,0.03
30058360,30056676,1541.28,0.9
30058360,30056684,617.38,0.02
534787,244038955,790.94,0.06
534787,244038923,1198.13,0.28
244038955,244038925,1176.21,0.05
244038955,2072816,799.23,0.39
244038923,244038955,1184.49,0.1
534790,30261537,812.02,0.04
534790,30409389,1731.96,0.04
30261537,30409389,590.66,0.05
30409389,30409397,2019.94,0.06
30409389,3160432771,302.69,0.18
534796,534790,871.29,0.05
534796,3160432775,1297.64,0.45
3160432775,534790,1672.69,0.19
534799,1501721437,307.31,0.02
534799,11769597,1033.46,0.43
1501721437,18630516,1166.47,0.01
1501721437,2071676,448.59,0.32
11769597,7128283648,1290.72,0.02
11769597,3595409680,0.0,0.02
18630111,280008666,2597.66,0.05
18630111,35711189,1362.33,0.9
16574613,534773,2014.41,0.05
16574613,16574619,503.86,0.15
534806,280008531,1674.35,0.02
534806,2287864441,3006.13,0.39
280008531,18630070,652.07,0.03
280008531,31197353,1022.3,0.05
2287864441,280221322,925.35,0.09
2287864441,24969587,2080.78,0.06
24669567,976932104,668.92,0.12
1854526402,27318980,763.53,0.04
27318980,27318981,921.43,0.08
534908,534911,194.35,0.05
534911,534914,1760.83,0.33
3853544,15511907,639.93,0.39
534914,442936,256.76,0.41
534914,15866840,1504.07,0.79
30409415,30409424,986.67,0.05
536575,30409422,2607.08,0.18
30403571,10919767,2188.12,0.47
30409422,30409424,2169.83,0.01
30409422,30409415,964.92,0.09
536584,30587893,1040.54,1.67
30587893,1619208224,895.97,0.54
536652,25479302,1916.16,1.74
536652,18629762,1163.69,0.07
25479302,18627237,1463.84,1.37
25479302,28796755,1154.75,0.09
18629762,264218470,1352.38,0.2
18629762,264223496,2223.82,0.04
25599929,2526224454,832.8,0.09
264218470,264223496,1016.36,0.18
3899207524,309517759,1485.38,0.01
536663,21527849,2840.81,0.16
536663,536667,1901.65,2.64
21527849,2297622,2002.9,0.01
21527849,21552197,2135.82,0.23
21647397,2297615,1616.42,0.15
21647058,1632149359,202.12,0.28
536670,24945363,316.52,0.02
536670,2075220,3619.98,0.59
24945363,21660961,3242.71,0.02
2075220,25096430,3287.28,0.04
2075220,3869392962,1166.55,0.67
344434421,10919786,1300.97,0.22
1630023963,311941598,1675.84,0.28
3100041009,25873173,905.26,0.32
31296012,3148489413,865.1,0.12
536675,3148489416,1046.21,0.18
3148489416,3148489413,325.94,0.02
3148489416,31296012,1116.77,0.14
248219433,248219482,339.93,0.38
2071674,518252065,396.13,0.04
518252065,29348253,396.13,0.24
11769758,3853550,459.01,0.85
534316145,518252065,0.0,0.05
2071676,18178669,1989.87,0.84
18178669,534743,220.37,0.05
18178669,534744,1769.5,0.07
7101166877,16574525,941.69,0.22
2287857538,5824956622,864.04,0.07
2274921120,206133365,788.95,2.17
2072802,30151417,700.3,1.77
316507154,316507156,755.81,0.28
30151417,30151418,1784.39,0.05
2072807,1485594848,514.39,0.01
2072807,1485594778,813.6,0.11
1485594848,159725096,290.68,0.02
1485594848,11007703,1093.16,0.75
1485594778,1485594848,869.45,0.09
2072816,244038925,779.2,0.44
244038925,244038942,1955.41,0.27
2075215,25755498,585.3,0.02
2075215,2039066667,2366.3,3.52
25755498,25755497,1834.74,0.02
25755498,25755500,379.83,0.05
2039066667,25755506,2267.76,2.8
25096430,25096432,1607.3,0.02
25096430,10919799,2904.55,0.4
3869392962,25096430,1224.56,0.31
21540856,21647397,821.38,0.13
2297619,3790101104,1297.92,2.67
3790101104,21552197,0.0,0.12
3790101104,21527849,1297.92,0.08
2297622,21552199,1453.07,0.03
2297622,21527762,1791.69,0.07
21552199,21552200,2024.35,0.53
21527762,536663,2709.27,0.02
21527762,3146686054,1471.54,0.28
3411653,113794494,353.17,0.07
26165869,262185367,1182.71,0.07
113794494,15618026,360.06,0.02
113794494,26291274,1508.11,0.25
3411658,15618078,1044.7,0.16
3411658,25622663,1816.51,0.23
15618078,3030258494,1044.7,0.08
15618078,25622151,1456.23,0.04
25622663,25622670,1816.51,0.98
15511907,2071674,662.38,1.0
3855350,11769597,257.25,0.02
3855350,1501721437,1307.76,0.44
9100179,3137684026,682.98,0.67
3137684026,3137684031,802.1,0.3
3137684031,3137684026,501.1,0.19
9100190,9982673425,74.86,0.05
9982673432,2970916246,104.77,0.04
9982673425,9100190,104.77,0.05
10919218,8224298741,1146.97,0.01
8224298741,346633166,0.0,0.02
8224298741,346633485,1146.97,0.22
10919223,11008027,1420.52,0.55
25740441,25740442,680.13,0.11
11008027,2075215,2470.62,0.02
11008027,11008006,636.87,0.24
86684589,3121844724,113.92,0.05
10919237,10919235,0.0,0.06
10919237,10919238,636.87,0.07
10919238,10049596107,563.99,0.07
10049596107,10919237,636.87,0.01
3073762517,3877390797,103.36,0.03
10919767,536575,2280.7,0.48
126667225,18178749,402.56,0.11
126667225,31271217,468.83,0.04
3151457278,18178797,1543.28,0.27
2262218571,18178769,1163.22,0.59
3147805129,2262248282,1206.58,0.05
10919786,536663,2033.19,0.3
10919786,3146686054,468.19,0.01
3146686054,21552195,722.76,0.01
3146686054,21527733,1434.01,0.47
10919799,15613225,2904.55,0.05
10919799,1952603929,75.11,0.45
15613225,1698611463,2905.34,1.46
15613225,15613290,153.34,0.02
1952603929,15613225,154.13,0.44
10940911,773684928,1383.42,1.49
773684928,4186859645,1383.42,0.28
773684928,1758438692,0.0,0.48
10941033,26910102,0.0,0.43
10941033,10940911,0.0,0.11
26910102,12262641,0.0,0.01
26910102,26910582,0.0,0.26
3324432562,25621845,869.18,0.79
11004892,3780365870,875.05,1.64
3780365870,3879014011,1037.33,1.6
7260653744,2272203032,2206.47,0.2
11005259,1762496623,1258.48,0.11
1762496623,433065573,1836.09,1.0
11005798,25600624,172.8,0.73
312068888,312068717,974.42,0.07
11007218,95145062,1643.31,0.43
95145062,159729140,876.34,0.02
95145062,1670657170,909.72,0.95
11007703,344624368,806.55,0.78
344624368,344625887,722.7,0.05
344624368,99089590,142.76,0.03
95145069,159725096,1138.08,0.83
11008006,2075215,563.99,0.24
11068788,828163530,749.78,0.01
11068788,25621138,1002.95,0.02
828163530,4862265262,2566.96,1.25
25621138,773660261,33.86,0.02
25621138,25621140,3002.64,0.37
203786445,415524744,136.39,0.03
2970916246,9982673432,74.86,0.04
3183738525,11070793,0.0,0.04
2241122861,2241123813,0.0,0.03
81580487,81580494,712.54,0.09
3137621725,28238725,1265.32,0.26
2078553223,85748936,730.64,0.07
9946740207,9946740209,480.22,0.06
11768081,376974958,856.78,0.19
376974958,30788689,0.0,0.04
376974958,288155029,856.78,0.23
11769730,11769758,171.95,0.32
11769730,29348253,917.96,0.04
29348253,252007120,917.96,0.28
29348253,534628,396.13,0.02
3121547154,534324289,1216.63,0.08
12262630,26910582,409.54,0.01
12262630,12262641,1089.43,0.27
26910582,26910090,0.0,0.01
26910582,656211460,409.54,0.43
12262641,12262886,296.01,0.01
12262641,248219548,793.43,0.63
12262886,26910102,0.0,0.01
12262886,839865307,296.01,0.03
248219548,211626783,291.0,0.36
248219548,248219582,502.42,0.15
839865307,10940911,1508.16,0.5
12961684,784730663,1897.61,1.51
64804962,33477280,179.77,0.96
784730663,12961684,1893.95,0.24
15017262,1363071246,0.0,0.02
15017262,15017430,0.0,1.08
1065689955,1363071255,0.0,0.04
1698611463,25272054,5161.81,1.5
15613290,10919799,75.11,0.01
15613290,15613314,2753.09,0.27
15613314,15613331,149.14,0.06
15613314,25096432,2603.95,0.06
15613331,15613353,1437.46,0.39
25096432,15613331,1288.33,0.06
25096432,24945369,2878.15,0.04
15613353,2338426490,1437.46,0.29
15613353,26730552,0.0,0.04
2338426490,15613573,2160.64,0.24
26730552,3025700050,0.0,0.06
15613573,1629974641,2160.64,1.41
1629974641,15866451,795.05,0.64
1629974641,25269438,1097.26,0.58
15614141,12262630,1234.83,0.7
15614141,10941037,0.0,0.1
15618026,24973521,471.74,0.02
15618026,282973002,2793.03,2.32
24973521,113794494,1515.0,0.02
24973521,3411653,1182.71,0.09
282973002,24969633,1885.66,0.09
282973002,1516305879,907.37,0.12
25622151,2503004249,1456.23,0.48
15866433,25269437,1382.69,0.11
15866433,15866451,0.73,0.64
25269437,25096273,2940.54,1.51
15866451,903673001,795.78,1.18
1803689315,1803689298,416.51,0.03
1803689315,442928,1855.24,0.04
16573458,3840043618,1515.64,0.56
16573467,16573472,874.0,0.3
3840043618,16573467,863.5,0.5
16573472,25622670,0.0,0.02
16573472,16573581,1456.23,0.41
25622670,16573458,1816.51,0.37
16573581,15618078,1456.23,0.08
16573581,25622663,0.0,0.1
3844764355,3844764341,124.57,0.08
16574244,26165880,477.52,0.02
16574244,3861801989,1259.99,0.18
26165880,262185376,767.07,0.31
3861801989,26165886,2283.39,0.43
3861801989,2260731086,1306.25,1.21
16574394,29510455,841.47,1.27
16574394,7093468874,1032.72,0.08
16574525,7101166877,970.25,0.24
16574602,2544089665,942.28,0.03
16574602,534774,838.26,0.15
2544089665,534804,3086.61,0.04
16574619,1775338888,1471.07,0.59
1775338888,357917181,1778.51,0.04
21596886,1690044417,1033.61,0.21
18178769,21684322,2264.6,0.74
21684322,534758,1511.82,0.01
21684322,25873175,2101.15,0.04
25873183,2262218571,1069.46,0.5
25873183,7193964013,1640.37,0.23
18178797,534749,334.22,0.01
