fishnetid,CO2,fishnetid,CO2psqkm
0,392289.0385306373,0,157395.79679345808
100,3116378.8993009245,3,1250494.28829349
103,2377577.0356549923,5,954136.6683089728
105,152632.4847597424,7,61252.37933416365
108,884401.3765937431,9,354915.85351662687
112,10019308.117035924,13,4020811.575056328
114,409094.2246222809,15,164172.09396442806
118,10721853.309718622,21,4303188.929851161
120,12742755.691064047,23,5114273.031117563
122,316140.98332035163,25,126882.39060902613
124,3395130.6324164416,27,1362627.162559468
126,17051528.53966379,29,6843588.205248882
128,6604892.219634105,31,2650856.923833016
13,1107565.8513963195,33,444518.7761042864
130,1433549.6042416554,35,575410.6207953162
133,891218.825056247,37,357725.171052847
135,85536.9419529036,39,34333.56245527838
137,6917826.014455114,41,2776737.233056772
143,3211212.1358471597,43,1288944.2842608707
146,11122570.389867693,45,4464474.1374319075
148,8234425.573530613,47,3305205.426542992
15,965500.0252589441,49,387540.8058904004
150,6416819.489890937,51,2575638.872407802
152,9287431.815948637,54,3728253.3313362957
154,1508576.2257337903,56,605587.685662808
156,2482564.8588538067,58,996575.8983448636
158,3389346.8287203168,60,1360585.3432518502
160,1707007.9032796596,62,685244.1049528635
162,6910054.599349098,64,2773902.9034399632
164,3119886.010599739,66,1252415.6992941182
166,5064390.682416303,68,2032998.1212368375
169,18535649.43398668,70,7440764.908989426
171,10419282.808221417,72,4182612.2236803356
173,3392485.252649115,74,1361845.200629091
175,5507918.45797835,76,2211043.456000461
177,18990473.69915904,78,7624128.960918982
179,13035049.705083705,80,5233197.525137644
181,2077085.1538338086,82,833889.9453765115
184,1139821.9703338125,87,457605.7360120451
186,7296503.325296801,89,2929336.213366491
189,7521396.743498413,92,3019624.4520855392
192,10334799.445631562,94,4149124.714163959
194,5856614.470390694,96,2351262.254117452
196,12316989.520887211,98,4944917.014985738
198,5727561.406707354,100,2299451.161048528
201,4838011.626064031,103,1942322.5105333694
203,822596.7112499521,105,330248.91894510586
205,701133.1188561915,108,281513.74827921914
207,1069587.220061155,112,429452.6949777774
209,1076935.0288706683,114,432402.9324486943
21,245868.05436520008,118,98719.11011618174
213,164908.9620214084,120,66213.01829132973
215,5850786.225405082,122,2349164.112205378
217,12736912.56303612,124,5114030.275693484
219,7473042.026799669,126,3000520.1800309527
221,10504499.87671548,128,4217688.559512753
224,4699448.81082799,130,1886887.6879482525
226,3800174.2485322156,133,1525817.6629335554
228,4652319.83163352,135,1868157.183500274
23,1045568.9650591295,137,419852.29812456045
230,1317615.874887385,143,529093.7963950156
232,7611304.089362967,146,3056348.8592648692
234,5423066.650907889,148,2177653.5765248765
236,869042.5900673678,150,348967.44337402016
238,848089.8183947075,152,340553.7761426611
240,5972850.105770437,154,2398421.2682915
242,5018760.674566462,156,2015302.9339721596
244,6321204.001609869,158,2538304.134570169
246,4980911.855305748,160,2000104.5928959488
249,6181139.443999218,162,2482316.462530549
25,1484779.873072175,164,596280.5977032335
251,4901903.173173936,166,1968581.2065448875
253,10530704.975466393,169,4229081.4759094985
255,8733811.383399008,171,3507457.4799789633
257,15381886.589589125,173,6177293.143443233
259,7919193.972546031,175,3180310.967922192
261,11407337.372789219,177,4581132.9141919045
264,392155.74391288625,179,157487.89811468928
266,317529.62585201184,181,127518.40089259963
268,5509010.32576466,184,2212392.5770936934
27,2076654.9977464902,186,834060.8673180563
270,1120126.5724790054,189,449883.94392022694
272,449072.22876209836,192,180363.88953206968
273,6920698.982172998,194,2779606.724172827
275,3670289.0897838064,196,1474122.8104139473
277,523748.85363626626,198,210356.76296483673
279,2073442.7477630991,201,832770.709824348
281,787933.2668343164,203,316462.9197622312
285,2879563.126966767,205,1156538.2414437172
287,3881397.7812260874,207,1558911.8092950217
29,5495082.496085276,209,2207254.5965386643
290,1514745.4734302664,213,608440.1664937634
292,8537176.934490627,215,3429197.4767575054
294,2750092.528674185,217,1104652.091965342
298,3257055.18350978,219,1308287.9156245007
3,1115824.398332306,221,448202.2852074669
300,2589686.289826848,224,1040220.4099548362
303,386024.32575782086,226,155057.53881082078
305,11135821.347916279,228,4473016.169270164
307,1053913.5669221957,230,423334.0566957213
308,1457273.4840046773,232,585354.9238391676
31,332941.29798301705,234,133735.24617220944
310,6856488.784979725,236,2754101.7623610348
313,1335533.9956980234,238,536454.8308311404
315,1459959.4806716903,240,586494.3966302213
317,1494197.466139752,242,600248.4678173297
320,1048110.6282530341,244,421046.62400332914
322,4540555.774432169,246,1824030.429985823
324,4090384.4140166854,249,1643187.7532509656
326,5400853.498184414,251,2169628.92165238
329,6448332.560298674,253,2590421.83312996
33,1536525.5943913916,255,617252.5082505109
331,1322903.2940824719,257,531436.2347271576
334,1561461.883971556,259,627269.9055179636
336,1504091.7499430578,261,604223.1959424065
338,4031286.4217655254,264,1619446.929093691
340,6224188.850040902,266,2500637.324752576
342,12060283.314452585,268,4845353.3994253175
345,571273.4935086403,270,229515.50072284797
349,1004835.3139325294,272,403703.8000915803
35,665255.6222992088,273,267273.86968902254
351,1242973.0578045861,275,499378.29601483955
353,1578331.6427354482,277,634112.349698337
355,1011555.6311965754,279,406403.7625431803
357,8492645.415162127,281,3412015.062962227
359,7754739.3278471455,285,3115875.2902322127
361,3595317.2788078547,287,1444608.2319444977
363,2463694.1920609307,290,989919.0071003097
365,256107.38864372583,292,102904.64323607665
367,395759.12546146713,294,159017.08977917023
369,304131.92943943164,298,122213.68183501907
37,676979.3984730756,300,272040.31147409545
371,2959473.75749731,303,1189247.6559920008
373,4703269.774914158,305,1889982.1433237933
375,5099157.755074632,307,2049067.4709966409
377,1224689.004243492,308,492134.29378275195
379,1669285.808821243,310,670792.9848312496
381,1335087.146305939,313,536497.1577348057
384,99278.27784400899,315,39894.40991588775
385,4757816.868349439,317,1911901.5818217336
387,111799.2527138881,320,44930.545447786266
389,9115220.688485825,322,3663278.8455130896
39,1055964.0806686366,324,424377.0952484941
392,5463869.468509201,326,2195852.203986463
394,3457107.8205924793,329,1389362.9544055227
396,6735503.377366996,331,2706903.96639088
398,4021962.252074497,334,1616369.996842257
400,5703012.364315526,336,2291960.366498497
404,1267663.1783895807,338,509455.9817396961
406,6090015.558641176,340,2447491.500996696
409,4436251.965026053,342,1782867.1989668948
41,559737.3200901442,345,224950.54741996658
411,746786.2500065815,349,300153.98571773444
414,4336450.659690063,351,1742939.0931660752
416,1057698.5211907406,353,425118.2005829509
419,458677.7340218071,355,184355.22885635163
421,4460108.807473124,357,1792640.7125011089
423,953637.8373248733,359,383293.34237476793
425,163150.53922071375,361,65574.70041616754
429,1062862.0352293625,363,427193.5592535034
43,2113756.3957589697,365,849576.9800492217
431,620298.0424355657,367,249340.74670932564
434,5628.171286291257,369,2262.3518617323384
45,7409075.808068805,371,2978220.7391082905
47,784579.3119161346,373,315376.7674609655
49,1396249.2052998354,375,561249.2634590568
5,3882733.737845666,377,1560739.617468132
51,583075.3500367374,379,234378.36849402232
54,231555.8881067512,381,93078.3495926893
56,4037597.3035996123,384,1623158.469995583
58,1672313.938303497,385,672288.5739562815
60,2780624.529958751,387,1117841.606851789
62,4298434.179492528,389,1728017.7594599347
64,5905846.505253593,392,2374461.780442429
66,16611306.186017316,394,6678621.197978059
68,1881367.3075975538,396,756408.8844669275
7,701298.5425302972,398,281959.00188707426
70,386166.8519239474,400,155259.44163178888
72,3523084.9952391847,404,1416613.2141069744
74,586312.4474587606,406,235753.02945755274
76,490744.30924189184,409,197325.6036000534
78,157832.68922882495,411,63463.66138806074
80,2718605.511920902,414,1093136.4123579732
82,3878634.9650803334,416,1559577.9130081702
87,10055366.488847915,419,4043628.4497039714
89,10954503.39697004,421,4405204.090514216
9,97542.62387295603,423,39225.4354318069
92,9447366.871125218,425,3799525.152775168
94,7267876.138867168,429,2922981.4585988745
96,12139037.967891043,431,4882565.169920482
98,9137130.784879094,434,3675137.7367157275
