fishnetid,CO2,CO2pcap,CO2psqkm
0,7616479.765262482,894.4942638240341,76534.35576419822
1,1060681.4422258805,3635.600842891473,10658.279592894889
2,30756379.311367087,1407.7289968068906,310613.5380711875
3,1111740.6185410891,13770.230501655968,11241.874693525304
4,2481673.22144795,3478.1673052361743,25126.48273046874
5,10690474.879283378,830.999488162515,108377.14038907323
6,29271712.26881032,0.0,296748.6950587241
7,24955257.433387816,1167.5307086509192,252989.64441183786
8,710825.5638002161,261.9442263624401,7206.157143627491
9,2928389.10558646,0.0,29725.201721693647
10,15573633.705453662,7240.183033683711,158083.29656440695
11,19138393.168701995,12459.831972765,194517.46210005623
12,21934796.12419247,164865.23017638543,222939.34690075545
13,40038817.709139265,9101.884753041848,406943.7354336039
14,48528924.35029414,30057.516446250065,493234.8875820536
15,3991820.3736318834,2758.7653946916207,40624.026635332535
16,27986182.123229735,6226.011274615554,284810.26238187583
17,54247071.620472476,102367.18246193595,552062.536920708
18,25812843.030218106,8245.64896280128,262692.5875021699
19,53954593.513757825,4201.087027389662,549086.0406645356
20,31519950.98534415,5984.502504802901,320772.782470667
21,9269980.74103453,11202.858028709896,94338.90037246833
22,8249782.810920407,559.273132235265,84064.98004626868
23,10123337.126790129,224.36272117541336,103156.42885030941
24,15443551.85939318,4431.680827682896,157369.21912475032
25,16015707.439949494,1053.9741509355374,163410.93591993937
26,9307744.434540756,227.79469028781742,94968.46986340749
27,23889904.27610727,2622.139047740989,243752.68038792055
28,1320929.458596359,205.61221295134558,13495.18313183252
29,2484648.746071715,132.68808946747018,25384.23958092687
30,2414463.562638653,296.09896783081143,24667.19757886942
31,7895039.866301078,652.8118740713275,80659.12084515263
32,31126414.75252079,785.9212645503308,318000.83236010006
33,5505876.047259568,218.76039176203932,56250.39632161236
34,131571.2418419741,136.74664844397228,1345.9411656412763
35,1143569.2419105584,1819.9817051681334,11698.429663659042
36,13539442.990365578,2161.272917517869,138505.14311078444
37,4461597.209230085,746.4163332281632,182564.12096266026
38,654354.2816063652,68.5321441115718,26775.52648017885
39,4412304.402811389,829.6208386252888,180665.06376587137
40,11110762.159690557,323.01228734338105,454938.3657186335
41,9301329.725814158,442.3968449932538,95150.29574785326
42,5453666.527657971,2635.395153492991,892634.4317164031
43,2532684.519012345,873.1180931925065,414810.5499832425
44,3238313.082145367,1056.413249801321,530553.9108098941
45,4939010.101577012,3727.0421467970327,809190.1735411634
46,4974559.389119951,3614.875507275475,815014.4447138323
47,10644370.92154186,434.7657934706474,1743936.5735431
48,16208214.835777942,1181.4705466391313,663224.0328075296
49,29160463.9738542,1365.4137447712294,1193996.7423649533
50,27917434.27215425,1058.2437871477389,1143099.9728272771
51,7668456.109606275,691.306106616082,1255142.3756523957
52,13495495.003388345,2971.062009045085,2209610.066562848
53,8481094.021410313,342.7531244089547,1388604.9174538052
54,5130696.033502391,163.20852003886213,840046.074727683
55,6431717.992303372,396.8830905382518,1053405.766764941
56,14150600.44475536,536.1563001364195,2317627.130034776
57,8052915.834922616,185.39860419896925,1318930.3371095194
58,10739808.655395325,199.4930170164024,1758997.5781099678
59,18486215.800716735,492.176836232036,3028717.0635917056
60,10314301.363355195,410.25781583618937,1689859.1293636595
61,8653843.203401301,212.107168044285,1417815.4609002327
62,6997529.014637578,132.3306310534549,1146450.7262104894
63,19385451.52678202,414.97759750948643,198308.3602401299
64,3725548.9746215246,417.36922511023647,38111.44182691593
65,867654.6921560758,467.5033986996258,8875.892264795162
66,36945164.5670658,910.5704315444161,377939.8686677261
67,8846175.397604836,362.45979692560843,90494.17987875502
68,3171231.14129537,549.1687297685801,32483.34388352473
69,12257751.017522775,1106.9076021126345,125557.77986532185
70,12288486.180900753,512.066513545835,125872.60424639599
71,60313043.64430513,1986.814333802274,617794.556772621
72,9820054.131563012,440.4067260811172,4928817.7933088895
73,1662124.5271799713,93.10505457549135,834242.7480033352
74,2946662.348790979,1009.8003805805758,1478969.6289874418
75,2895134.680417661,225.30054617517547,1453107.1963242823
76,4318135.026306285,161.91102233915637,2167330.2882468994
77,3689442.8771389346,241.24562692813575,1851781.207782891
78,4183961.537866596,209.59389004231792,2100379.715929236
79,5686410.777723302,336.8089978307209,2854620.374943992
80,6218168.697169621,265.85990236174354,3121566.7934714705
81,2759994.8604699997,122.73808873327874,1385537.8852158475
82,9328463.720094504,543.8138439648403,4682957.957703028
83,9187829.651252003,1069.5190352759298,4613221.985910466
84,7183641.812324797,374.32332280359736,3606916.4977382766
85,7608289.6868735505,370.6813125397945,3820132.783358483
86,9009757.95084794,511.2695600766235,4523811.938646416
87,3986863.7722578687,163.31633808004744,2001809.8187635227
88,9733172.420445196,361.15589087076864,4887039.345199067
89,4295197.599642357,530.0220300557636,2157028.5338431518
90,6283504.840502061,1278.5374894485205,3155547.310472486
91,5510682.753099536,457.0286499370556,2767439.6028678142
92,5853086.875352396,277.92321896133745,2939393.382565036
93,1593599.0970083491,223.43642509718242,800298.157188064
94,8434899.56174266,470.78593006349195,4235967.871721426
95,3063238.737563405,3560.4245086097803,1538632.6608951124
96,35475910.65068498,12783.298819341155,17819177.504127447
97,1182876.5382600487,994.7951632660973,594257.8341926385
98,9584144.95043789,261.4043091740668,1570746.7114127493
99,5854943.51775486,125.55772362318248,959567.4234455995
100,8877103.337432839,1539.7892976344099,1454869.5732639872
101,15930092.44382295,284.2589683668291,2611639.8912204723
102,13064442.171976501,443.90449349664897,2142536.3161733015
103,5978745.19754373,443.68314487559337,980499.4765380176
104,16535509.524390733,6632.875613705578,2712672.336005313
105,8031268.937405007,1381.6549768194873,1317540.353829531
106,2674627.460886631,354.6376732709407,438776.19323222083
107,2555360.8920995723,191.66654484422935,26174.9027132315
108,13476995.29095052,1640.6087530482046,138046.66170556832
109,7676866.243774471,1784.048533247334,78635.16566076406
110,3566198.7910929145,241.16169313804514,36529.0502415925
