Capacity Factor A,Capacity Factor F,FFTT Factor,TSTT,Total Demand,Average Time (min),Average Distance (m),Congestion(%),Weighted Link Congestion,Weighted VC Ratio,Vehicle Kilometres Travelled
0.6,0.7,1.0,15200.94469524687,63185.499999999854,14.364118769457876,7553.283113482768,66.07138487236053,1.3496083726582937,0.7463283432639648,469465.2329586731
