origin,destination,TT,FFTT,Average Trip Length
20,75,10.282352357643177,5.289210799999998,4861.649799999999
20,77,78.78410870662796,7.681200799999999,7211.7123999999985
20,80,94.40464724184903,14.408436799999999,12817.742399999997
20,82,99.61920331941529,17.961756999999995,15936.054399999999
20,84,114.19374695250883,31.609092999999998,22313.254399999998
20,86,25.329777585126976,16.0620948,14545.058199999996
20,88,21.885260079374543,12.623059199999998,11679.195199999998
20,89,18.070869522688184,9.7497308,9640.1872
20,91,20.661697592435225,9.298183799999999,8858.194000000001
20,93,23.524398841562764,9.538944800000001,8195.9356
20,95,21.9541830042013,11.976621,13057.492200000002
20,97,21.56622265607949,11.6417934,12424.649000000001
20,99,23.087589102931492,11.629711400000001,11333.3898
20,101,25.899198931404236,13.503782600000001,14678.675800000003
20,103,23.802455079267695,12.712359000000001,14552.181800000002
20,105,25.836472165972364,12.220688800000001,10872.648600000004
20,107,29.262703867201875,14.2183188,11861.401600000001
20,110,28.218880432605047,16.321179485714286,17947.149800000007
20,111,25.247315527191184,13.478567200000002,15549.868800000002
20,113,24.8682138512358,13.243991200000002,15276.196800000002
20,116,44.27087901360561,20.699015428571432,15971.4756
20,117,40.70509894682482,23.0698192,19510.283600000002
20,119,36.92353521059557,19.2976972,15818.5196
22,0,6.637085059054661,5.298749399999999,4949.843400000001
22,3,14.195111553110697,11.080550800000001,10523.3928
22,4,11.514481657917106,9.073001885714287,8262.424799999999
22,6,8.249953339573784,6.570181399999999,6015.3624
22,8,1.401009919782788,1.1920457999999996,1572.9281999999998
22,10,4.835577230087275,1.4327897999999994,2384.9024
22,12,21.959748732400204,20.817192000000006,7609.759000000003
22,14,24.213594257366694,17.86363517142857,16686.8912
22,16,12.811140529782623,9.230296000000001,8437.9068
22,18,9.108466476253135,6.758167600000001,6128.3718
22,20,3.434481817333616,2.3430564,2632.2182000000003
22,24,3.5609405833296655,3.1262748,3104.6462
22,27,109.38306370932344,25.39424899999999,19940.8684
22,28,23.257105411200378,17.370499257142853,16717.2052
22,30,22.424567602168377,16.37907617142857,15202.332199999999
22,32,18.61800165991645,12.913495199999998,10881.657200000001
22,34,17.239881074970054,11.549789999999998,9745.2362
22,36,13.159615460158587,9.155399999999998,8309.1712
22,38,17.412884036158086,11.801957999999996,10514.636200000003
