Capacity Factor A,Capacity Factor F,FFTT Factor,TSTT,Total Demand,Average Time (min),Average Distance (m),Congestion(%),Weighted Link Congestion,Weighted VC Ratio,Vehicle Kilometres Travelled
0.6,0.7,1.0,154446.7529984492,370369.99999999907,24.89654986768189,6518.033618199416,304.5140379663702,2.642234016459352,1.1959252230674724,2402415.7301052744
