,Unnamed: 0,osmid,y,x,street_cou,lon,lat,highway,ref,geometry,gridID_lon,gridID_lat,inner_grid_lon,inner_grid_lat
3826,3826,60095384,14.6136774,121.06379229999999,4,121.06379229999999,14.6136774,,,POINT (121.0637923 14.6136774),5.0,4.0,None,None
3827,3827,224893567,14.6143646,121.06303899999999,4,121.06303899999999,14.6143646,,,POINT (121.063039 14.6143646),5.0,4.0,None,None
3828,3828,60095381,14.613849499999999,121.0642297,4,121.0642297,14.613849499999999,,,POINT (121.0642297 14.6138495),5.0,4.0,None,None
3829,3829,5512736224,14.6131855,121.06454879999998,3,121.06454879999998,14.6131855,traffic_signals,,POINT (121.0645488 14.6131855),5.0,4.0,None,None
3830,3830,6260376274,14.614339000000001,121.0643332,1,121.0643332,14.614339000000001,,,POINT (121.0643332 14.614339),5.0,4.0,None,None
3831,3831,5472868284,14.6130664,121.06406969999999,3,121.06406969999999,14.6130664,,,POINT (121.0640697 14.6130664),5.0,4.0,None,None
3832,3832,60095415,14.6135188,121.06338840000001,4,121.06338840000001,14.6135188,,,POINT (121.0633884 14.6135188),5.0,4.0,None,None
3833,3833,312264232,14.613371300000003,121.06301270000002,3,121.06301270000002,14.613371300000003,,,POINT (121.0630127 14.6133713),5.0,4.0,None,None
3834,3834,5288960678,14.612755100000001,121.0627571,3,121.0627571,14.612755100000001,traffic_signals,,POINT (121.0627571 14.6127551),5.0,4.0,None,None
3835,3835,5472868285,14.612962099999999,121.0636503,3,121.0636503,14.612962099999999,,,POINT (121.0636503 14.6129621),5.0,4.0,None,None
3836,3836,60095502,14.6184736,121.06349240000002,3,121.06349240000002,14.6184736,,,POINT (121.0634924 14.6184736),5.0,4.0,None,None
3837,3837,246782582,14.617092800000002,121.06405430000001,4,121.06405430000001,14.617092800000002,,,POINT (121.0640543 14.6170928),5.0,4.0,None,None
3838,3838,246784903,14.619537099999999,121.0628638,3,121.0628638,14.619537099999999,,,POINT (121.0628638 14.6195371),5.0,4.0,None,None
3839,3839,60095507,14.616145499999998,121.06517849999999,3,121.06517849999999,14.616145499999998,,,POINT (121.0651785 14.6161455),5.0,4.0,None,None
3840,3840,246783034,14.6171014,121.06476880000001,3,121.06476880000001,14.6171014,,,POINT (121.0647688 14.6171014),5.0,4.0,None,None
3841,3841,5472868281,14.6136039,121.0663246,3,121.0663246,14.6136039,traffic_signals,,POINT (121.0663246 14.6136039),5.0,4.0,None,None
3842,3842,246782620,14.617355300000002,121.06465549999999,3,121.06465549999999,14.617355300000002,,,POINT (121.0646555 14.6173553),5.0,4.0,None,None
3843,3843,369142003,14.6192089,121.0638223,3,121.0638223,14.6192089,,,POINT (121.0638223 14.6192089),5.0,4.0,None,None
3844,3844,60095586,14.6178987,121.0664791,3,121.0664791,14.6178987,,,POINT (121.0664791 14.6178987),5.0,4.0,None,None
3845,3845,60095588,14.618583800000001,121.06653899999999,3,121.06653899999999,14.618583800000001,,,POINT (121.066539 14.6185838),5.0,4.0,None,None
3846,3846,8601176460,14.617526699999999,121.0655732,3,121.0655732,14.617526699999999,,,POINT (121.0655732 14.6175267),5.0,4.0,None,None
3847,3847,553015204,14.618974800000002,121.0660574,3,121.0660574,14.618974800000002,,,POINT (121.0660574 14.6189748),5.0,4.0,None,None
3848,3848,8317583254,14.6188457,121.0667713,3,121.0667713,14.6188457,,,POINT (121.0667713 14.6188457),5.0,4.0,None,None
3849,3849,6507429515,14.6180468,121.06534270000002,3,121.06534270000002,14.6180468,,,POINT (121.0653427 14.6180468),5.0,4.0,None,None
3850,3850,60095596,14.621379999999998,121.0658426,1,121.0658426,14.621379999999998,,,POINT (121.0658426 14.62138),5.0,4.0,None,None
3851,3851,224905145,14.6204603,121.06568159999999,3,121.06568159999999,14.6204603,,,POINT (121.0656816 14.6204603),5.0,4.0,None,None
3852,3852,60095850,14.6201989,121.06653119999999,3,121.06653119999999,14.6201989,,,POINT (121.0665312 14.6201989),5.0,4.0,None,None
3853,3853,521260453,14.619501399999999,121.06733700000001,3,121.06733700000001,14.619501399999999,,,POINT (121.067337 14.6195014),5.0,4.0,None,None
3854,3854,60095886,14.619689600000001,121.0660111,3,121.0660111,14.619689600000001,,,POINT (121.0660111 14.6196896),5.0,4.0,None,None
3855,3855,60095890,14.616475,121.06311310000001,3,121.06311310000001,14.616475,,,POINT (121.0631131 14.616475),5.0,4.0,None,None
3856,3856,246783012,14.61625,121.0625244,3,121.0625244,14.61625,,,POINT (121.0625244 14.61625),5.0,4.0,None,None
3857,3857,246784285,14.616631,121.0630426,3,121.0630426,14.616631,,,POINT (121.0630426 14.616631),5.0,4.0,None,None
3858,3858,60095957,14.615829399999999,121.06146820000001,3,121.06146820000001,14.615829399999999,,,POINT (121.0614682 14.6158294),4.0,4.0,None,None
3859,3859,246781429,14.616052499999999,121.0620251,3,121.0620251,14.616052499999999,,,POINT (121.0620251 14.6160525),5.0,4.0,None,None
3860,3860,60096177,14.6169677,121.07226750000001,3,121.07226750000001,14.6169677,,,POINT (121.0722675 14.6169677),5.0,4.0,None,None
3861,3861,60096233,14.616649800000003,121.0721,3,121.0721,14.616649800000003,,,POINT (121.0721 14.6166498),5.0,4.0,None,None
3862,3862,1162946030,14.6173158,121.0714615,3,121.0714615,14.6173158,,,POINT (121.0714615 14.6173158),5.0,4.0,None,None
3863,3863,60096219,14.6202565,121.0736837,3,121.0736837,14.6202565,,,POINT (121.0736837 14.6202565),5.0,4.0,None,None
3864,3864,315019220,14.620406400000002,121.0746419,3,121.0746419,14.620406400000002,,,POINT (121.0746419 14.6204064),5.0,4.0,None,None
3865,3865,312264226,14.6208096,121.0730315,3,121.0730315,14.6208096,,,POINT (121.0730315 14.6208096),5.0,4.0,None,None
3866,3866,60096231,14.620433199999999,121.074651,3,121.074651,14.620433199999999,,,POINT (121.074651 14.6204332),5.0,4.0,None,None
3867,3867,60096252,14.621431099999999,121.0758238,3,121.0758238,14.621431099999999,,,POINT (121.0758238 14.6214311),5.0,4.0,None,None
3868,3868,8321525911,14.6227851,121.0749929,3,121.0749929,14.6227851,,,POINT (121.0749929 14.6227851),5.0,4.0,None,None
3869,3869,60096232,14.6163448,121.0728082,3,121.0728082,14.6163448,,,POINT (121.0728082 14.6163448),5.0,4.0,None,None
3870,3870,315019186,14.616241800000001,121.07305020000001,3,121.07305020000001,14.616241800000001,,,POINT (121.0730502 14.6162418),5.0,4.0,None,None
3871,3871,387098929,14.617921300000003,121.0735045,3,121.0735045,14.617921300000003,,,POINT (121.0735045 14.6179213),5.0,4.0,None,None
3872,3872,8317652670,14.6159791,121.07184029999999,3,121.07184029999999,14.6159791,,,POINT (121.0718403 14.6159791),5.0,4.0,None,None
3873,3873,60096331,14.621842800000001,121.07561489999999,1,121.07561489999999,14.621842800000001,,,POINT (121.0756149 14.6218428),5.0,4.0,None,None
3874,3874,315019227,14.6200521,121.0755662,3,121.0755662,14.6200521,,,POINT (121.0755662 14.6200521),5.0,4.0,None,None
3875,3875,60096335,14.6195815,121.07527150000001,3,121.07527150000001,14.6195815,,,POINT (121.0752715 14.6195815),5.0,4.0,None,None
3876,3876,60096353,14.6192318,121.0755297,3,121.0755297,14.6192318,,,POINT (121.0755297 14.6192318),5.0,4.0,None,None
3877,3877,60096348,14.618706099999999,121.0764976,3,121.0764976,14.618706099999999,,,POINT (121.0764976 14.6187061),5.0,4.0,None,None
3878,3878,315019117,14.618310300000001,121.0774297,3,121.0774297,14.618310300000001,,,POINT (121.0774297 14.6183103),5.0,4.0,None,None
3879,3879,386043853,14.6178367,121.0762623,3,121.0762623,14.6178367,,,POINT (121.0762623 14.6178367),5.0,4.0,None,None
3880,3880,522379977,14.618947,121.0759119,3,121.0759119,14.618947,,,POINT (121.0759119 14.618947),5.0,4.0,None,None
3881,3881,60096374,14.6182979,121.0752125,3,121.0752125,14.6182979,,,POINT (121.0752125 14.6182979),5.0,4.0,None,None
3882,3882,60096409,14.616838099999999,121.07541880000001,3,121.07541880000001,14.616838099999999,,,POINT (121.0754188 14.6168381),5.0,4.0,None,None
3883,3883,6285406737,14.616532399999999,121.07542849999999,1,121.07542849999999,14.616532399999999,,,POINT (121.0754285 14.6165324),5.0,4.0,None,None
3884,3884,5432851539,14.617580100000001,121.07498400000001,4,121.07498400000001,14.617580100000001,,,POINT (121.074984 14.6175801),5.0,4.0,None,None
3885,3885,60096464,14.620729699999998,121.07685330000001,3,121.07685330000001,14.620729699999998,,,POINT (121.0768533 14.6207297),5.0,4.0,None,None
3886,3886,60096465,14.6197166,121.0775995,3,121.0775995,14.6197166,,,POINT (121.0775995 14.6197166),5.0,4.0,None,None
3887,3887,60096479,14.620261,121.0765999,3,121.0765999,14.620261,,,POINT (121.0765999 14.620261),5.0,4.0,None,None
3888,3888,8606592441,14.619133900000001,121.0772562,3,121.0772562,14.619133900000001,,,POINT (121.0772562 14.6191339),5.0,4.0,None,None
3889,3889,60171014,14.610939199999999,121.05522240000002,4,121.05522240000002,14.610939199999999,traffic_signals,,POINT (121.0552224 14.6109392),4.0,4.0,None,None
3890,3890,258776816,14.6112465,121.0550769,3,121.0550769,14.6112465,,,POINT (121.0550769 14.6112465),4.0,4.0,None,None
3891,3891,496095907,14.610848999999998,121.0548804,4,121.0548804,14.610848999999998,traffic_signals,,POINT (121.0548804 14.610849),4.0,4.0,None,None
3892,3892,5512736239,14.6111215,121.05593859999999,3,121.05593859999999,14.6111215,,,POINT (121.0559386 14.6111215),4.0,4.0,None,None
3893,3893,60446860,14.625206599999999,120.990439,3,120.990439,14.625206599999999,,,POINT (120.990439 14.6252066),2.0,4.0,0,1
3894,3894,60446862,14.6226073,120.99378109999999,4,120.99378109999999,14.6226073,,,POINT (120.9937811 14.6226073),2.0,4.0,0,1
3895,3895,60446863,14.621720000000002,120.9949828,4,120.9949828,14.621720000000002,,,POINT (120.9949828 14.62172),2.0,4.0,0,1
3896,3896,60447306,14.622319500000001,120.99346489999999,4,120.99346489999999,14.622319500000001,,,POINT (120.9934649 14.6223195),2.0,4.0,0,1
3897,3897,60447312,14.621228699999998,120.99444640000002,4,120.99444640000002,14.621228699999998,,,POINT (120.9944464 14.6212287),2.0,4.0,0,1
3898,3898,60446864,14.620799,120.99614240000001,4,120.99614240000001,14.620799,,,POINT (120.9961424 14.620799),2.0,4.0,0,1
3899,3899,60447115,14.6210918,120.99646570000002,4,120.99646570000002,14.6210918,,,POINT (120.9964657 14.6210918),2.0,4.0,0,1
3900,3900,60446866,14.619888199999998,120.997321,4,120.997321,14.619888199999998,,,POINT (120.997321 14.6198882),2.0,4.0,0,1
3901,3901,79637711,14.6195715,120.9969773,4,120.9969773,14.6195715,,,POINT (120.9969773 14.6195715),2.0,4.0,0,1
3902,3902,8257160974,14.6175005,120.99847790000001,3,120.99847790000001,14.6175005,,,POINT (120.9984779 14.6175005),2.0,4.0,0,1
3903,3903,60447330,14.6191117,120.9964807,4,120.9964807,14.6191117,,,POINT (120.9964807 14.6191117),2.0,4.0,0,1
3904,3904,67780236,14.624737900000001,120.99164840000002,3,120.99164840000002,14.624737900000001,,,POINT (120.9916484 14.6247379),2.0,4.0,0,1
3905,3905,1345725039,14.6243975,120.99255829999998,3,120.99255829999998,14.6243975,,,POINT (120.9925583 14.6243975),2.0,4.0,0,1
3906,3906,60447178,14.626330800000002,120.9917129,3,120.9917129,14.626330800000002,,,POINT (120.9917129 14.6263308),2.0,5.0,None,None
3907,3907,60448275,14.6256995,120.99248700000001,4,120.99248700000001,14.6256995,,,POINT (120.992487 14.6256995),2.0,5.0,None,None
3908,3908,60447225,14.6224568,120.99581210000001,4,120.99581210000001,14.6224568,,,POINT (120.9958121 14.6224568),2.0,4.0,0,1
3909,3909,60447116,14.6200641,120.99751189999999,4,120.99751189999999,14.6200641,,,POINT (120.9975119 14.6200641),2.0,4.0,0,1
3910,3910,60447221,14.6214063,120.9968144,4,120.9968144,14.6214063,,,POINT (120.9968144 14.6214063),2.0,4.0,0,1
3911,3911,1085382911,14.6187452,120.99870159999999,3,120.99870159999999,14.6187452,,,POINT (120.9987016 14.6187452),2.0,4.0,0,1
3912,3912,60447127,14.620642000000002,120.9981406,3,120.9981406,14.620642000000002,,,POINT (120.9981406 14.620642),2.0,4.0,0,1
3913,3913,60447130,14.621698199999999,120.99713329999999,4,120.99713329999999,14.621698199999999,,,POINT (120.9971333 14.6216982),2.0,4.0,0,1
3914,3914,79636699,14.6205315,120.9980189,3,120.9980189,14.6205315,,,POINT (120.9980189 14.6205315),2.0,4.0,0,1
3915,3915,60447166,14.6227351,120.99611840000001,4,120.99611840000001,14.6227351,,,POINT (120.9961184 14.6227351),2.0,4.0,0,1
3916,3916,60447582,14.622007199999999,120.99747479999999,4,120.99747479999999,14.622007199999999,,,POINT (120.9974748 14.6220072),2.0,4.0,0,1
3917,3917,60447579,14.6230479,120.99646299999999,4,120.99646299999999,14.6230479,,,POINT (120.996463 14.6230479),2.0,4.0,0,1
3918,3918,60447574,14.6241229,120.9954403,4,120.9954403,14.6241229,,,POINT (120.9954403 14.6241229),2.0,4.0,0,1
3919,3919,251010113,14.626441699999999,120.99258400000001,3,120.99258400000001,14.626441699999999,,,POINT (120.992584 14.6264417),2.0,5.0,None,None
3920,3920,251010112,14.625999100000001,120.99209009999998,3,120.99209009999998,14.625999100000001,,,POINT (120.9920901 14.6259991),2.0,5.0,None,None
3921,3921,8251700083,14.620371300000002,120.99784209999999,3,120.99784209999999,14.620371300000002,,,POINT (120.9978421 14.6203713),2.0,4.0,0,1
3922,3922,60447255,14.6247529,120.99011509999998,4,120.99011509999998,14.6247529,,,POINT (120.9901151 14.6247529),2.0,4.0,0,1
3923,3923,60447259,14.6239054,120.99095990000002,4,120.99095990000002,14.6239054,,,POINT (120.9909599 14.6239054),2.0,4.0,0,1
3924,3924,1345725046,14.625144500000001,120.9905152,3,120.9905152,14.625144500000001,,,POINT (120.9905152 14.6251445),2.0,4.0,0,1
3925,3925,60448381,14.624510699999998,120.98985490000001,4,120.98985490000001,14.624510699999998,,,POINT (120.9898549 14.6245107),2.0,4.0,0,1
3926,3926,60448390,14.6236436,120.99067350000001,4,120.99067350000001,14.6236436,,,POINT (120.9906735 14.6236436),2.0,4.0,0,1
3927,3927,60447302,14.6218138,120.9929159,4,120.9929159,14.6218138,,,POINT (120.9929159 14.6218138),2.0,4.0,0,1
3928,3928,60447297,14.618638,120.9959621,3,120.9959621,14.618638,,,POINT (120.9959621 14.618638),2.0,4.0,0,1
3929,3929,60447298,14.6196989,120.99495459999999,4,120.99495459999999,14.6196989,,,POINT (120.9949546 14.6196989),2.0,4.0,0,1
3930,3930,61090297,14.618408800000001,120.99571090000002,3,120.99571090000002,14.618408800000001,,,POINT (120.9957109 14.6184088),2.0,4.0,0,1
3931,3931,61090312,14.619930100000001,120.9952162,4,120.9952162,14.619930100000001,,,POINT (120.9952162 14.6199301),2.0,4.0,0,1
3932,3932,60447301,14.620757999999999,120.99394129999999,4,120.99394129999999,14.620757999999999,,,POINT (120.9939413 14.620758),2.0,4.0,0,1
3933,3933,61090304,14.6205231,120.9936731,4,120.9936731,14.6205231,,,POINT (120.9936731 14.6205231),2.0,4.0,0,1
3934,3934,60448385,14.621005599999998,120.9942068,4,120.9942068,14.621005599999998,,,POINT (120.9942068 14.6210056),2.0,4.0,0,1
3935,3935,60448384,14.622062,120.99318259999998,4,120.99318259999998,14.622062,,,POINT (120.9931826 14.622062),2.0,4.0,0,1
3936,3936,60448400,14.6215845,120.99265690000001,4,120.99265690000001,14.6215845,,,POINT (120.9926569 14.6215845),2.0,4.0,0,1
3937,3937,60447304,14.6233543,120.992401,1,120.992401,14.6233543,,,POINT (120.992401 14.6233543),2.0,4.0,0,1
3938,3938,60447329,14.6201742,120.9954732,4,120.9954732,14.6201742,,,POINT (120.9954732 14.6201742),2.0,4.0,0,1
3939,3939,61090313,14.618884,120.99623030000001,3,120.99623030000001,14.618884,,,POINT (120.9962303 14.618884),2.0,4.0,0,1
3940,3940,60447543,14.618182500000001,120.99545690000001,4,120.99545690000001,14.618182500000001,,,POINT (120.9954569 14.6181825),2.0,4.0,0,1
3941,3941,60447544,14.6192234,120.99443219999999,4,120.99443219999999,14.6192234,,,POINT (120.9944322 14.6192234),2.0,4.0,0,1
3942,3942,61090303,14.619454699999999,120.99469170000002,4,120.99469170000002,14.619454699999999,,,POINT (120.9946917 14.6194547),2.0,4.0,0,1
3943,3943,60447545,14.620285999999998,120.99341329999999,4,120.99341329999999,14.620285999999998,,,POINT (120.9934133 14.620286),2.0,4.0,0,1
3944,3944,60447546,14.6213538,120.99240990000001,4,120.99240990000001,14.6213538,,,POINT (120.9924099 14.6213538),2.0,4.0,0,1
3945,3945,191591401,14.6234234,120.99042220000001,4,120.99042220000001,14.6234234,,,POINT (120.9904222 14.6234234),2.0,4.0,0,1
3946,3946,60447778,14.624431699999999,120.9957798,4,120.9957798,14.624431699999999,,,POINT (120.9957798 14.6244317),2.0,4.0,0,1
3947,3947,60447777,14.623360199999999,120.99680239999999,4,120.99680239999999,14.623360199999999,,,POINT (120.9968024 14.6233602),2.0,4.0,0,1
3948,3948,60447775,14.6223247,120.9978277,4,120.9978277,14.6223247,,,POINT (120.9978277 14.6223247),2.0,4.0,0,1
3949,3949,191592529,14.620967499999999,120.9985053,4,120.9985053,14.620967499999999,,,POINT (120.9985053 14.6209675),2.0,4.0,0,1
3950,3950,60447693,14.618868099999998,121.00055719999999,1,121.00055719999999,14.618868099999998,,,POINT (121.0005572 14.6188681),2.0,4.0,0,1
3951,3951,1085382902,14.6163826,121.00001999999999,3,121.00001999999999,14.6163826,,,POINT (121.00002 14.6163826),2.0,4.0,0,1
3952,3952,60447758,14.621253099999999,120.9988068,4,120.9988068,14.621253099999999,,,POINT (120.9988068 14.6212531),2.0,4.0,0,1
3953,3953,60447760,14.6191579,121.0008648,1,121.0008648,14.6191579,,,POINT (121.0008648 14.6191579),2.0,4.0,0,1
3954,3954,60447851,14.6226043,120.998131,4,120.998131,14.6226043,,,POINT (120.998131 14.6226043),2.0,4.0,0,1
3955,3955,60447855,14.6236693,120.99712690000001,4,120.99712690000001,14.6236693,,,POINT (120.9971269 14.6236693),2.0,4.0,0,1
3956,3956,60447858,14.624724100000002,120.9961152,4,120.9961152,14.624724100000002,,,POINT (120.9961152 14.6247241),2.0,4.0,0,1
3957,3957,60447849,14.621577800000003,120.9991682,4,120.9991682,14.621577800000003,,,POINT (120.9991682 14.6215778),2.0,4.0,0,1
3958,3958,60447854,14.620514800000002,121.00016640000001,1,121.00016640000001,14.620514800000002,,,POINT (121.0001664 14.6205148),2.0,4.0,0,1
3959,3959,79635406,14.6229362,120.99850020000001,4,120.99850020000001,14.6229362,,,POINT (120.9985002 14.6229362),2.0,4.0,0,1
3960,3960,60723895,14.6239804,120.99747240000002,4,120.99747240000002,14.6239804,,,POINT (120.9974724 14.6239804),2.0,4.0,0,1
3961,3961,191592226,14.6250385,120.9964537,4,120.9964537,14.6250385,,,POINT (120.9964537 14.6250385),2.0,4.0,0,1
3962,3962,3103152135,14.6320081,120.9959293,4,120.9959293,14.6320081,,,POINT (120.9959293 14.6320081),2.0,5.0,None,None
3963,3963,60448814,14.6333156,120.99892320000001,4,120.99892320000001,14.6333156,,,POINT (120.9989232 14.6333156),2.0,5.0,None,None
3964,3964,60449720,14.6333891,120.9994196,4,120.9994196,14.6333891,,,POINT (120.9994196 14.6333891),2.0,5.0,None,None
3965,3965,5391512919,14.6321294,120.9994919,3,120.9994919,14.6321294,,,POINT (120.9994919 14.6321294),2.0,5.0,None,None
3966,3966,8305398883,14.6333264,120.99891799999999,3,120.99891799999999,14.6333264,,,POINT (120.998918 14.6333264),2.0,5.0,None,None
3967,3967,191591171,14.632586400000001,120.99731940000001,4,120.99731940000001,14.632586400000001,,,POINT (120.9973194 14.6325864),2.0,5.0,None,None
3968,3968,191593290,14.633588099999999,121.00101740000001,4,121.00101740000001,14.633588099999999,,,POINT (121.0010174 14.6335881),2.0,5.0,None,None
3969,3969,60448917,14.636946799999999,121.0010971,4,121.0010971,14.636946799999999,,,POINT (121.0010971 14.6369468),2.0,5.0,None,None
3970,3970,60448858,14.635844899999999,121.00583600000002,1,121.00583600000002,14.635844899999999,,,POINT (121.005836 14.6358449),2.0,5.0,None,None
3971,3971,60450023,14.6359395,121.00654250000001,4,121.00654250000001,14.6359395,,,POINT (121.0065425 14.6359395),2.0,5.0,None,None
3972,3972,60450324,14.635350099999998,120.99486759999999,4,120.99486759999999,14.635350099999998,,,POINT (120.9948676 14.6353501),2.0,5.0,None,None
3973,3973,67734564,14.6361943,120.9938578,3,120.9938578,14.6361943,,,POINT (120.9938578 14.6361943),2.0,5.0,None,None
3974,3974,60448899,14.6375214,121.00560420000001,1,121.00560420000001,14.6375214,,,POINT (121.0056042 14.6375214),2.0,5.0,None,None
3975,3975,60449377,14.637434099999998,121.0049011,3,121.0049011,14.637434099999998,,,POINT (121.0049011 14.6374341),2.0,5.0,None,None
3976,3976,60448916,14.6364584,120.9974078,4,120.9974078,14.6364584,,,POINT (120.9974078 14.6364584),2.0,5.0,None,None
3977,3977,1344111372,14.634843,120.9981883,3,120.9981883,14.634843,,,POINT (120.9981883 14.634843),2.0,5.0,None,None
3978,3978,60449257,14.6370826,120.9971185,3,120.9971185,14.6370826,,,POINT (120.9971185 14.6370826),2.0,5.0,None,None
3979,3979,1344111371,14.6365361,120.9979668,3,120.9979668,14.6365361,,,POINT (120.9979668 14.6365361),2.0,5.0,None,None
3980,3980,60449450,14.637020699999999,121.0017616,3,121.0017616,14.637020699999999,,,POINT (121.0017616 14.6370207),2.0,5.0,None,None
3981,3981,60449492,14.636881299999999,121.00053600000001,3,121.00053600000001,14.636881299999999,,,POINT (121.000536 14.6368813),2.0,5.0,None,None
3982,3982,60449597,14.637267699999999,120.99838390000002,4,120.99838390000002,14.637267699999999,,,POINT (120.9983839 14.6372677),2.0,5.0,None,None
3983,3983,60449259,14.6379236,121.0035222,1,121.0035222,14.6379236,,,POINT (121.0035222 14.6379236),2.0,5.0,None,None
3984,3984,60450215,14.6298307,120.9986145,3,120.9986145,14.6298307,,,POINT (120.9986145 14.6298307),2.0,5.0,None,None
3985,3985,60449341,14.634333300000002,121.005349,3,121.005349,14.634333300000002,,,POINT (121.005349 14.6343333),2.0,5.0,None,None
3986,3986,60449406,14.634051600000001,121.00471999999999,3,121.00471999999999,14.634051600000001,,,POINT (121.00472 14.6340516),2.0,5.0,None,None
3987,3987,60449404,14.6373519,121.0042531,3,121.0042531,14.6373519,,,POINT (121.0042531 14.6373519),2.0,5.0,None,None
3988,3988,60449422,14.6371761,121.0029722,3,121.0029722,14.6371761,,,POINT (121.0029722 14.6371761),2.0,5.0,None,None
3989,3989,60449432,14.633506599999999,121.00350279999999,3,121.00350279999999,14.633506599999999,,,POINT (121.0035028 14.6335066),2.0,5.0,None,None
3990,3990,60449438,14.6370992,121.0023727,3,121.0023727,14.6370992,,,POINT (121.0023727 14.6370992),2.0,5.0,None,None
3991,3991,60449445,14.633242999999998,121.00291419999999,3,121.00291419999999,14.633242999999998,,,POINT (121.0029142 14.633243),2.0,5.0,None,None
3992,3992,60449516,14.6368048,121.0000272,3,121.0000272,14.6368048,,,POINT (121.0000272 14.6368048),2.0,5.0,None,None
3993,3993,225292228,14.632210699999998,121.0006479,3,121.0006479,14.632210699999998,,,POINT (121.0006479 14.6322107),2.0,5.0,None,None
3994,3994,60449551,14.636739000000002,120.9995155,3,120.9995155,14.636739000000002,,,POINT (120.9995155 14.636739),2.0,5.0,None,None
3995,3995,60449530,14.633517800000002,121.00047990000002,4,121.00047990000002,14.633517800000002,,,POINT (121.0004799 14.6335178),2.0,5.0,None,None
3996,3996,60449549,14.633449800000003,120.99995870000001,4,120.99995870000001,14.633449800000003,,,POINT (120.9999587 14.6334498),2.0,5.0,None,None
3997,3997,60449603,14.6366441,120.9989758,3,120.9989758,14.6366441,,,POINT (120.9989758 14.6366441),2.0,5.0,None,None
3998,3998,60449598,14.6365964,120.9984727,4,120.9984727,14.6365964,,,POINT (120.9984727 14.6365964),2.0,5.0,None,None
3999,3999,5391512917,14.6321478,120.9995919,3,120.9995919,14.6321478,,,POINT (120.9995919 14.6321478),2.0,5.0,None,None
4000,4000,60449754,14.6288112,121.0036119,3,121.0036119,14.6288112,,,POINT (121.0036119 14.6288112),2.0,5.0,None,None
4001,4001,60449735,14.631881900000002,121.008476,3,121.008476,14.631881900000002,,,POINT (121.008476 14.6318819),2.0,5.0,None,None
4002,4002,60449753,14.631240700000001,121.00889340000002,3,121.00889340000002,14.631240700000001,,,POINT (121.0088934 14.6312407),2.0,5.0,None,None
4003,4003,60449826,14.630659699999997,121.00943500000001,3,121.00943500000001,14.630659699999997,,,POINT (121.009435 14.6306597),2.0,5.0,None,None
4004,4004,2445818025,14.636784099999998,121.00642659999998,3,121.00642659999998,14.636784099999998,,,POINT (121.0064266 14.6367841),2.0,5.0,None,None
4005,4005,60450034,14.636975,121.0076081,3,121.0076081,14.636975,,,POINT (121.0076081 14.636975),2.0,5.0,None,None
4006,4006,60450030,14.6381786,121.00623610000001,3,121.00623610000001,14.6381786,,,POINT (121.0062361 14.6381786),2.0,5.0,None,None
4007,4007,1239555478,14.638244699999998,121.00551010000001,1,121.00551010000001,14.638244699999998,,,POINT (121.0055101 14.6382447),2.0,5.0,None,None
4008,4008,60450410,14.635553699999997,120.9954012,4,120.9954012,14.635553699999997,,,POINT (120.9954012 14.6355537),2.0,5.0,None,None
4009,4009,60450407,14.6306596,120.9972437,4,120.9972437,14.6306596,,,POINT (120.9972437 14.6306596),2.0,5.0,None,None
4010,4010,60450419,14.6294734,120.9978164,4,120.9978164,14.6294734,,,POINT (120.9978164 14.6294734),2.0,5.0,None,None
4011,4011,3103152137,14.636375,120.99453840000001,4,120.99453840000001,14.636375,,,POINT (120.9945384 14.636375),2.0,5.0,None,None
4012,4012,60450404,14.6267895,120.9990953,4,120.9990953,14.6267895,,,POINT (120.9990953 14.6267895),2.0,5.0,None,None
4013,4013,60450329,14.6183364,121.0021632,3,121.0021632,14.6183364,,,POINT (121.0021632 14.6183364),2.0,4.0,1,1
4014,4014,60450335,14.6190152,121.00287620000002,3,121.00287620000002,14.6190152,,,POINT (121.0028762 14.6190152),2.0,4.0,1,1
4015,4015,60450338,14.6254149,120.9997662,4,120.9997662,14.6254149,,,POINT (120.9997662 14.6254149),2.0,5.0,None,None
4016,4016,60450408,14.6322815,120.9966249,4,120.9966249,14.6322815,,,POINT (120.9966249 14.6322815),2.0,5.0,None,None
4017,4017,505043437,14.6193955,121.00331059999999,3,121.00331059999999,14.6193955,,,POINT (121.0033106 14.6193955),2.0,4.0,1,1
4018,4018,60450524,14.628525400000001,120.99925359999999,1,120.99925359999999,14.628525400000001,,,POINT (120.9992536 14.6285254),2.0,5.0,None,None
4019,4019,60450589,14.621310699999999,121.0036868,1,121.0036868,14.621310699999999,,,POINT (121.0036868 14.6213107),2.0,4.0,1,1
4020,4020,60450631,14.626069699999999,121.0089743,1,121.0089743,14.626069699999999,,,POINT (121.0089743 14.6260697),2.0,5.0,None,None
4021,4021,60451177,14.6268157,121.01468,3,121.01468,14.6268157,,,POINT (121.01468 14.6268157),3.0,5.0,0,0
4022,4022,7301241847,14.621144000000001,121.0150336,3,121.0150336,14.621144000000001,motorway_junction,,POINT (121.0150336 14.621144),3.0,4.0,None,None
4023,4023,60451118,14.6281804,121.01331929999999,4,121.01331929999999,14.6281804,traffic_signals,,POINT (121.0133193 14.6281804),2.0,5.0,None,None
4024,4024,60451120,14.628342499999999,121.01315009999999,4,121.01315009999999,14.628342499999999,traffic_signals,,POINT (121.0131501 14.6283425),2.0,5.0,None,None
