,Unnamed: 0,osmid,y,x,street_cou,lon,lat,highway,ref,geometry,gridID_lon,gridID_lat,inner_grid_lon,inner_grid_lat
0,0,12067302,14.5415061,120.9949722,3,120.9949722,14.5415061,,,POINT (120.9949722 14.5415061),2.0,1.0,None,None
1,1,1686647100,14.5412542,120.9937997,1,120.9937997,14.5412542,,,POINT (120.9937997 14.5412542),2.0,1.0,None,None
2,2,24785165,14.540372400000003,120.9952246,3,120.9952246,14.540372400000003,,,POINT (120.9952246 14.5403724),2.0,1.0,None,None
3,3,24815764,14.544175,120.99434860000001,3,120.99434860000001,14.544175,,,POINT (120.9943486 14.544175),2.0,1.0,None,None
4,4,12067308,14.537867199999999,120.9957327,3,120.9957327,14.537867199999999,,,POINT (120.9957327 14.5378672),2.0,1.0,None,None
5,5,978165773,14.538511600000001,120.9956048,3,120.9956048,14.538511600000001,,,POINT (120.9956048 14.5385116),2.0,1.0,None,None
6,6,1723298722,14.537591800000001,120.9941267,3,120.9941267,14.537591800000001,,,POINT (120.9941267 14.5375918),2.0,1.0,None,None
7,7,12067327,14.556251300000001,120.9883148,3,120.9883148,14.556251300000001,,,POINT (120.9883148 14.5562513),1.0,2.0,None,None
8,8,1257037322,14.5568606,120.9881199,3,120.9881199,14.5568606,,,POINT (120.9881199 14.5568606),1.0,2.0,None,None
9,9,5892903986,14.556529500000002,120.9891084,4,120.9891084,14.556529500000002,,,POINT (120.9891084 14.5565295),1.0,2.0,None,None
10,10,12067330,14.55965,120.98716200000001,4,120.98716200000001,14.55965,traffic_signals,,POINT (120.987162 14.55965),1.0,2.0,None,None
11,11,21590503,14.559607399999999,120.98700420000002,3,120.98700420000002,14.559607399999999,traffic_signals,,POINT (120.9870042 14.5596074),1.0,2.0,None,None
12,12,25353083,14.5642677,120.98509840000001,4,120.98509840000001,14.5642677,traffic_signals,,POINT (120.9850984 14.5642677),1.0,2.0,None,None
13,13,12067342,14.583039900000001,120.97554140000001,4,120.97554140000001,14.583039900000001,traffic_signals,,POINT (120.9755414 14.5830399),1.0,3.0,0,0
14,14,3403138097,14.5840429,120.9750241,3,120.9750241,14.5840429,,,POINT (120.9750241 14.5840429),1.0,3.0,0,0
15,15,21590497,14.582928400000002,120.97534109999998,3,120.97534109999998,14.582928400000002,traffic_signals,,POINT (120.9753411 14.5829284),1.0,3.0,0,0
16,16,12067355,14.538879399999999,121.01082530000001,3,121.01082530000001,14.538879399999999,,,POINT (121.0108253 14.5388794),2.0,1.0,None,None
17,17,750630860,14.538696,121.0094236,3,121.0094236,14.538696,,,POINT (121.0094236 14.538696),2.0,1.0,None,None
18,18,31457284,14.5399639,121.0109966,1,121.0109966,14.5399639,,,POINT (121.0109966 14.5399639),2.0,1.0,None,None
19,19,12067389,14.594472099999999,120.98047659999999,3,120.98047659999999,14.594472099999999,,,POINT (120.9804766 14.5944721),1.0,3.0,1,1
20,20,6054023526,14.5943922,120.98099950000001,1,120.98099950000001,14.5943922,,,POINT (120.9809995 14.5943922),1.0,3.0,1,1
21,21,163700040,14.5979905,120.9840912,3,120.9840912,14.5979905,,,POINT (120.9840912 14.5979905),1.0,3.0,1,1
22,22,12067395,14.604536600000001,120.9853908,3,120.9853908,14.604536600000001,,,POINT (120.9853908 14.6045366),1.0,4.0,2,0
23,23,990043712,14.605142,120.98737220000001,3,120.98737220000001,14.605142,,,POINT (120.9873722 14.605142),1.0,4.0,2,0
24,24,1934653712,14.606342199999998,120.98573909999999,3,120.98573909999999,14.606342199999998,,,POINT (120.9857391 14.6063422),1.0,4.0,2,0
25,25,12067407,14.6176513,121.0018404,3,121.0018404,14.6176513,,,POINT (121.0018404 14.6176513),2.0,4.0,1,1
26,26,316549463,14.6178343,121.002624,3,121.002624,14.6178343,,,POINT (121.002624 14.6178343),2.0,4.0,1,1
27,27,12067409,14.6178165,121.0018811,3,121.0018811,14.6178165,,,POINT (121.0018811 14.6178165),2.0,4.0,1,1
28,28,1365497867,14.6180179,121.002023,3,121.002023,14.6180179,,,POINT (121.002023 14.6180179),2.0,4.0,1,1
29,29,12067411,14.617969800000001,121.0017006,3,121.0017006,14.617969800000001,,,POINT (121.0017006 14.6179698),2.0,4.0,1,1
30,30,5382926912,14.6179686,121.0016555,3,121.0016555,14.6179686,,,POINT (121.0016555 14.6179686),2.0,4.0,1,1
31,31,12067439,14.631364800000002,121.02182990000001,3,121.02182990000001,14.631364800000002,,,POINT (121.0218299 14.6313648),3.0,5.0,0,0
32,32,5380606828,14.6316916,121.0217702,1,121.0217702,14.6316916,,,POINT (121.0217702 14.6316916),3.0,5.0,0,0
33,33,6636742026,14.631443099999998,121.02156629999999,3,121.02156629999999,14.631443099999998,,,POINT (121.0215663 14.6314431),3.0,5.0,0,0
34,34,12067458,14.630317300000002,121.0409196,1,121.0409196,14.630317300000002,,,POINT (121.0409196 14.6303173),4.0,5.0,None,None
35,35,12067502,14.6312228,121.0367803,4,121.0367803,14.6312228,,,POINT (121.0367803 14.6312228),3.0,5.0,1,0
36,36,12067461,14.629357999999998,121.04094070000001,3,121.04094070000001,14.629357999999998,traffic_signals,,POINT (121.0409407 14.629358),4.0,5.0,None,None
37,37,32929345,14.628825899999999,121.04111329999999,4,121.04111329999999,14.628825899999999,,,POINT (121.0411133 14.6288259),4.0,5.0,None,None
38,38,31241750,14.628045000000002,121.0363744,3,121.0363744,14.628045000000002,traffic_signals,,POINT (121.0363744 14.628045),3.0,5.0,1,0
39,39,5352181469,14.630114,121.043549,3,121.043549,14.630114,,,POINT (121.043549 14.630114),4.0,5.0,None,None
40,40,12067467,14.627406099999998,121.03421589999999,3,121.03421589999999,14.627406099999998,,,POINT (121.0342159 14.6274061),3.0,5.0,1,0
41,41,8340814047,14.6274438,121.0343254,3,121.0343254,14.6274438,,,POINT (121.0343254 14.6274438),3.0,5.0,1,0
42,42,5352171552,14.6273932,121.0339642,3,121.0339642,14.6273932,,,POINT (121.0339642 14.6273932),3.0,5.0,1,0
43,43,12067468,14.6273636,121.0335804,3,121.0335804,14.6273636,,,POINT (121.0335804 14.6273636),3.0,5.0,1,0
44,44,8340814049,14.6272851,121.0335617,3,121.0335617,14.6272851,,,POINT (121.0335617 14.6272851),3.0,5.0,1,0
45,45,12067476,14.6189425,121.0345777,3,121.0345777,14.6189425,,,POINT (121.0345777 14.6189425),3.0,4.0,None,None
46,46,31909294,14.6196231,121.03416409999998,3,121.03416409999998,14.6196231,,,POINT (121.0341641 14.6196231),3.0,4.0,None,None
47,47,12067481,14.617667800000001,121.03232369999999,4,121.03232369999999,14.617667800000001,,,POINT (121.0323237 14.6176678),3.0,4.0,None,None
48,48,31909271,14.616938099999999,121.0327751,4,121.0327751,14.616938099999999,,,POINT (121.0327751 14.6169381),3.0,4.0,None,None
49,49,246782961,14.615163199999998,121.02919479999998,3,121.02919479999998,14.615163199999998,,,POINT (121.0291948 14.6151632),3.0,4.0,None,None
50,50,12067485,14.6232725,121.0289517,3,121.0289517,14.6232725,traffic_signals,,POINT (121.0289517 14.6232725),3.0,4.0,None,None
51,51,12067544,14.623168599999998,121.02861899999999,3,121.02861899999999,14.623168599999998,,,POINT (121.028619 14.6231686),3.0,4.0,None,None
52,52,3610291872,14.624005100000002,121.0314497,3,121.0314497,14.624005100000002,traffic_signals,,POINT (121.0314497 14.6240051),3.0,4.0,None,None
53,53,31909343,14.6224318,121.0294156,4,121.0294156,14.6224318,,,POINT (121.0294156 14.6224318),3.0,4.0,None,None
54,54,12067495,14.628747599999999,121.03390549999999,4,121.03390549999999,14.628747599999999,traffic_signals,,POINT (121.0339055 14.6287476),3.0,5.0,1,0
55,55,8354101457,14.629038199999998,121.0325518,3,121.0325518,14.629038199999998,,,POINT (121.0325518 14.6290382),3.0,5.0,1,0
56,56,5404739034,14.6286688,121.03388429999998,4,121.03388429999998,14.6286688,traffic_signals,,POINT (121.0338843 14.6286688),3.0,5.0,1,0
57,57,32476444,14.630711900000001,121.0366699,4,121.0366699,14.630711900000001,,,POINT (121.0366699 14.6307119),3.0,5.0,1,0
58,58,32476443,14.6317695,121.0368979,4,121.0368979,14.6317695,,,POINT (121.0368979 14.6317695),3.0,5.0,1,0
59,59,12067507,14.631718900000001,121.03462490000001,4,121.03462490000001,14.631718900000001,,,POINT (121.0346249 14.6317189),3.0,5.0,1,0
60,60,32929652,14.6322639,121.0347491,4,121.0347491,14.6322639,,,POINT (121.0347491 14.6322639),3.0,5.0,1,0
61,61,32929567,14.6312095,121.0345143,4,121.0345143,14.6312095,,,POINT (121.0345143 14.6312095),3.0,5.0,1,0
62,62,40820505,14.6337859,121.0251027,1,121.0251027,14.6337859,,,POINT (121.0251027 14.6337859),3.0,5.0,0,0
63,63,12067542,14.616222,121.0332103,4,121.0332103,14.616222,,,POINT (121.0332103 14.616222),3.0,4.0,None,None
64,64,31909264,14.6152633,121.03379640000001,3,121.03379640000001,14.6152633,,,POINT (121.0337964 14.6152633),3.0,4.0,None,None
65,65,31909296,14.6175397,121.0354452,3,121.0354452,14.6175397,,,POINT (121.0354452 14.6175397),3.0,4.0,None,None
66,66,1637315656,14.613891699999998,121.028802,1,121.028802,14.613891699999998,,,POINT (121.028802 14.6138917),3.0,4.0,None,None
67,67,25629687,14.621887300000003,121.02677209999999,1,121.02677209999999,14.621887300000003,,,POINT (121.0267721 14.6218873),3.0,4.0,None,None
68,68,6618409271,14.622369400000002,121.0261034,3,121.0261034,14.622369400000002,,,POINT (121.0261034 14.6223694),3.0,4.0,None,None
69,69,12067613,14.584518099999999,121.0554759,3,121.0554759,14.584518099999999,,,POINT (121.0554759 14.5845181),4.0,3.0,None,None
70,70,962953430,14.5780323,121.05116399999999,3,121.05116399999999,14.5780323,,,POINT (121.051164 14.5780323),4.0,3.0,None,None
71,71,8459730704,14.581600400000001,121.05365390000001,3,121.05365390000001,14.581600400000001,,,POINT (121.0536539 14.5816004),4.0,3.0,None,None
72,72,12072780,14.5357196,121.0464686,4,121.0464686,14.5357196,traffic_signals,,POINT (121.0464686 14.5357196),4.0,1.0,None,None
73,73,6948434974,14.5357794,121.0463608,3,121.0463608,14.5357794,traffic_signals,,POINT (121.0463608 14.5357794),4.0,1.0,None,None
74,74,32542694,14.5450767,121.045795,4,121.045795,14.5450767,traffic_signals,,POINT (121.045795 14.5450767),4.0,1.0,None,None
75,75,12072804,14.545175500000001,121.0456975,4,121.0456975,14.545175500000001,traffic_signals,,POINT (121.0456975 14.5451755),4.0,1.0,None,None
76,76,301301822,14.545064300000002,121.045694,4,121.045694,14.545064300000002,traffic_signals,,POINT (121.045694 14.5450643),4.0,1.0,None,None
77,77,301301821,14.545082800000001,121.0454362,3,121.0454362,14.545082800000001,,,POINT (121.0454362 14.5450828),4.0,1.0,None,None
78,78,12072844,14.556877400000001,121.0211634,4,121.0211634,14.556877400000001,traffic_signals,,POINT (121.0211634 14.5568774),3.0,2.0,None,None
79,79,316974315,14.556744400000001,121.02107340000002,4,121.02107340000002,14.556744400000001,traffic_signals,,POINT (121.0210734 14.5567444),3.0,2.0,None,None
80,80,225266054,14.558362400000002,121.0188781,3,121.0188781,14.558362400000002,traffic_signals,,POINT (121.0188781 14.5583624),3.0,2.0,None,None
81,81,12072892,14.5504261,121.0227205,3,121.0227205,14.5504261,,,POINT (121.0227205 14.5504261),3.0,1.0,None,None
82,82,6681088378,14.550492199999999,121.02256580000001,3,121.02256580000001,14.550492199999999,,,POINT (121.0225658 14.5504922),3.0,1.0,None,None
83,83,303802426,14.550982500000002,121.0225571,3,121.0225571,14.550982500000002,,,POINT (121.0225571 14.5509825),3.0,1.0,None,None
84,84,244002285,14.548454099999999,121.0253024,3,121.0253024,14.548454099999999,,,POINT (121.0253024 14.5484541),3.0,1.0,None,None
85,85,12077431,14.517579800000002,120.9931705,4,120.9931705,14.517579800000002,traffic_signals,,POINT (120.9931705 14.5175798),2.0,0.0,0,1
86,86,27499303,14.5174218,120.9931383,4,120.9931383,14.5174218,traffic_signals,,POINT (120.9931383 14.5174218),2.0,0.0,0,1
87,87,5496084388,14.517635999999998,120.99271999999999,3,120.99271999999999,14.517635999999998,,,POINT (120.99272 14.517636),2.0,0.0,0,1
88,88,12077464,14.516705199999999,121.0011183,3,121.0011183,14.516705199999999,traffic_signals,,POINT (121.0011183 14.5167052),2.0,0.0,0,1
89,89,243835632,14.5169083,121.00111229999999,4,121.00111229999999,14.5169083,traffic_signals,,POINT (121.0011123 14.5169083),2.0,0.0,0,1
90,90,414571614,14.515683600000001,121.0033261,3,121.0033261,14.515683600000001,,,POINT (121.0033261 14.5156836),2.0,0.0,1,1
91,91,12077467,14.515286999999999,121.0041652,4,121.0041652,14.515286999999999,traffic_signals,,POINT (121.0041652 14.515287),2.0,0.0,1,0
92,92,243845462,14.515225899999999,121.0042994,4,121.0042994,14.515225899999999,traffic_signals,,POINT (121.0042994 14.5152259),2.0,0.0,1,0
93,93,5496604269,14.514989300000002,121.0040308,4,121.0040308,14.514989300000002,motorway_junction,,POINT (121.0040308 14.5149893),2.0,0.0,1,0
94,94,12089276,14.656851199999998,121.0000425,3,121.0000425,14.656851199999998,motorway_junction,,POINT (121.0000425 14.6568512),2.0,6.0,None,None
95,95,35454049,14.655988800000001,120.99963559999999,3,120.99963559999999,14.655988800000001,,,POINT (120.9996356 14.6559888),2.0,6.0,None,None
96,96,1345741955,14.6571975,120.99943,3,120.99943,14.6571975,,,POINT (120.99943 14.6571975),2.0,6.0,None,None
97,97,12089306,14.6583302,121.0001017,3,121.0001017,14.6583302,,,POINT (121.0001017 14.6583302),2.0,6.0,None,None
98,98,17216338,14.6531511,121.05116540000002,3,121.05116540000002,14.6531511,,,POINT (121.0511654 14.6531511),4.0,6.0,None,None
99,99,5372277506,14.654291800000001,121.0479959,3,121.0479959,14.654291800000001,motorway_junction,,POINT (121.0479959 14.6542918),4.0,6.0,None,None
100,100,17216497,14.636435500000001,121.0730785,4,121.0730785,14.636435500000001,,,POINT (121.0730785 14.6364355),5.0,5.0,None,None
101,101,29500573,14.6360665,121.0743374,3,121.0743374,14.6360665,,,POINT (121.0743374 14.6360665),5.0,5.0,None,None
102,102,4538962863,14.640170800000002,121.0733043,4,121.0733043,14.640170800000002,,,POINT (121.0733043 14.6401708),5.0,5.0,None,None
103,103,2977200181,14.635442999999999,121.07305430000001,3,121.07305430000001,14.635442999999999,,,POINT (121.0730543 14.635443),5.0,5.0,None,None
104,104,8292586444,14.636752300000001,121.07210590000001,3,121.07210590000001,14.636752300000001,,,POINT (121.0721059 14.6367523),5.0,5.0,None,None
105,105,21322166,14.628756099999999,121.0803713,3,121.0803713,14.628756099999999,,,POINT (121.0803713 14.6287561),5.0,5.0,None,None
106,106,25526909,14.6290978,121.08022859999998,3,121.08022859999998,14.6290978,,,POINT (121.0802286 14.6290978),5.0,5.0,None,None
107,107,32614373,14.6294446,121.07988940000001,3,121.07988940000001,14.6294446,,,POINT (121.0798894 14.6294446),5.0,5.0,None,None
108,108,21322188,14.5703745,120.99155959999999,4,120.99155959999999,14.5703745,traffic_signals,,POINT (120.9915596 14.5703745),2.0,2.0,0,2
109,109,648389623,14.5706415,120.99141589999999,3,120.99141589999999,14.5706415,,,POINT (120.9914159 14.5706415),2.0,2.0,0,2
110,110,33955831,14.5702961,120.99149140000002,5,120.99149140000002,14.5702961,traffic_signals,,POINT (120.9914914 14.5702961),2.0,2.0,0,2
111,111,21322190,14.584252900000001,121.0026213,3,121.0026213,14.584252900000001,,,POINT (121.0026213 14.5842529),2.0,3.0,None,None
112,112,1400765434,14.5848359,121.0022855,3,121.0022855,14.5848359,,,POINT (121.0022855 14.5848359),2.0,3.0,None,None
113,113,21458341,14.6231874,121.0812261,3,121.0812261,14.6231874,,,POINT (121.0812261 14.6231874),5.0,4.0,None,None
114,114,5870211220,14.6215093,121.0805162,3,121.0805162,14.6215093,,,POINT (121.0805162 14.6215093),5.0,4.0,None,None
115,115,8383288209,14.625741399999999,121.0814304,3,121.0814304,14.625741399999999,,,POINT (121.0814304 14.6257414),5.0,5.0,None,None
116,116,21458432,14.6049062,121.0359533,2,121.0359533,14.6049062,,,POINT (121.0359533 14.6049062),3.0,4.0,None,None
117,117,257905564,14.604424100000001,121.03254070000001,3,121.03254070000001,14.604424100000001,traffic_signals,,POINT (121.0325407 14.6044241),3.0,4.0,None,None
118,118,21458474,14.6055242,121.0368679,2,121.0368679,14.6055242,,,POINT (121.0368679 14.6055242),3.0,4.0,None,None
119,119,21458435,14.5988829,121.0146382,3,121.0146382,14.5988829,,,POINT (121.0146382 14.5988829),3.0,3.0,None,None
120,120,25353393,14.5988366,121.0146716,3,121.0146716,14.5988366,,,POINT (121.0146716 14.5988366),3.0,3.0,None,None
121,121,3736295080,14.598512,121.01413020000001,3,121.01413020000001,14.598512,,,POINT (121.0141302 14.598512),3.0,3.0,None,None
122,122,21458446,14.602055800000002,121.0274277,3,121.0274277,14.602055800000002,,,POINT (121.0274277 14.6020558),3.0,4.0,None,None
123,123,21458506,14.6021065,121.0259125,4,121.0259125,14.6021065,,,POINT (121.0259125 14.6021065),3.0,4.0,None,None
124,124,61091574,14.602604800000002,121.02707079999999,3,121.02707079999999,14.602604800000002,,,POINT (121.0270708 14.6026048),3.0,4.0,None,None
125,125,61091572,14.6014573,121.0277409,3,121.0277409,14.6014573,,,POINT (121.0277409 14.6014573),3.0,4.0,None,None
126,126,21458457,14.6162985,121.07423290000001,3,121.07423290000001,14.6162985,,,POINT (121.0742329 14.6162985),5.0,4.0,None,None
127,127,3343697901,14.616235199999998,121.07408079999999,3,121.07408079999999,14.616235199999998,,,POINT (121.0740808 14.6162352),5.0,4.0,None,None
128,128,92289480,14.6164788,121.0742392,3,121.0742392,14.6164788,,,POINT (121.0742392 14.6164788),5.0,4.0,None,None
129,129,21458468,14.576111,120.9883507,4,120.9883507,14.576111,traffic_signals,,POINT (120.9883507 14.576111),1.0,2.0,None,None
130,130,33956685,14.576727300000002,120.9898007,2,120.9898007,14.576727300000002,,,POINT (120.9898007 14.5767273),2.0,3.0,None,None
131,131,26082631,14.5824451,120.9847365,4,120.9847365,14.5824451,traffic_signals,,POINT (120.9847365 14.5824451),1.0,3.0,1,0
132,132,61091954,14.605910399999999,121.03725530000001,3,121.03725530000001,14.605910399999999,traffic_signals,,POINT (121.0372553 14.6059104),3.0,4.0,None,None
133,133,8386235344,14.601951399999999,121.0253369,3,121.0253369,14.601951399999999,,,POINT (121.0253369 14.6019514),3.0,4.0,None,None
134,134,61091584,14.6028574,121.02581909999999,3,121.02581909999999,14.6028574,,,POINT (121.0258191 14.6028574),3.0,4.0,None,None
135,135,61091622,14.6013491,121.0260541,4,121.0260541,14.6013491,,,POINT (121.0260541 14.6013491),3.0,4.0,None,None
136,136,21458559,14.6006894,121.01336429999999,3,121.01336429999999,14.6006894,,,POINT (121.0133643 14.6006894),2.0,3.0,None,None
137,137,8605166525,14.600081699999999,121.0137713,3,121.0137713,14.600081699999999,,,POINT (121.0137713 14.6000817),3.0,3.0,None,None
138,138,2616880233,14.601673000000002,121.01233229999998,3,121.01233229999998,14.601673000000002,,,POINT (121.0123323 14.601673),2.0,4.0,1,0
139,139,21458570,14.614653200000001,121.07059140000001,4,121.07059140000001,14.614653200000001,traffic_signals,,POINT (121.0705914 14.6146532),5.0,4.0,None,None
140,140,174587525,14.614562900000001,121.07060530000001,4,121.07060530000001,14.614562900000001,traffic_signals,,POINT (121.0706053 14.6145629),5.0,4.0,None,None
141,141,5868170507,14.614576300000001,121.07016000000002,3,121.07016000000002,14.614576300000001,,,POINT (121.07016 14.6145763),5.0,4.0,None,None
142,142,21590461,14.552357800000001,120.98932820000002,4,120.98932820000002,14.552357800000001,traffic_signals,,POINT (120.9893282 14.5523578),1.0,2.0,None,None
143,143,21590466,14.5521284,120.98849479999998,3,120.98849479999998,14.5521284,,,POINT (120.9884948 14.5521284),1.0,2.0,None,None
144,144,21590462,14.552142300000002,120.98941119999999,4,120.98941119999999,14.552142300000002,traffic_signals,,POINT (120.9894112 14.5521423),1.0,2.0,None,None
145,145,21590515,14.5522092,120.9896335,4,120.9896335,14.5522092,traffic_signals,,POINT (120.9896335 14.5522092),2.0,2.0,0,0
146,146,21590514,14.551822,120.98949250000001,3,120.98949250000001,14.551822,,,POINT (120.9894925 14.551822),2.0,1.0,None,None
147,147,8637300630,14.5520657,120.9881649,3,120.9881649,14.5520657,,,POINT (120.9881649 14.5520657),1.0,2.0,None,None
148,148,21590467,14.551843099999997,120.98848909999998,3,120.98848909999998,14.551843099999997,,,POINT (120.9884891 14.5518431),1.0,1.0,None,None
149,149,21590491,14.5846557,120.9744314,3,120.9744314,14.5846557,traffic_signals,,POINT (120.9744314 14.5846557),1.0,3.0,0,0
150,150,3403138105,14.584780800000003,120.97446699999999,4,120.97446699999999,14.584780800000003,,,POINT (120.974467 14.5847808),1.0,3.0,0,0
151,151,21590492,14.5850375,120.9744955,3,120.9744955,14.5850375,traffic_signals,,POINT (120.9744955 14.5850375),1.0,3.0,0,0
152,152,8579134322,14.5879404,120.97275890000002,3,120.97275890000002,14.5879404,,,POINT (120.9727589 14.5879404),1.0,3.0,0,0
153,153,243973244,14.5828133,120.9754055,3,120.9754055,14.5828133,traffic_signals,,POINT (120.9754055 14.5828133),1.0,3.0,0,0
154,154,1685739476,14.559494400000002,120.98704769999999,3,120.98704769999999,14.559494400000002,traffic_signals,,POINT (120.9870477 14.5594944),1.0,2.0,None,None
155,155,21590505,14.548203599999999,120.99042859999999,3,120.99042859999999,14.548203599999999,,,POINT (120.9904286 14.5482036),2.0,1.0,None,None
156,156,243956353,14.5397117,120.9921007,3,120.9921007,14.5397117,milestone,5,POINT (120.9921007 14.5397117),2.0,1.0,None,None
157,157,21590507,14.545406400000001,120.9912522,3,120.9912522,14.545406400000001,,,POINT (120.9912522 14.5454064),2.0,1.0,None,None
158,158,8582855435,14.547587099999998,120.9907363,3,120.9907363,14.547587099999998,,,POINT (120.9907363 14.5475871),2.0,1.0,None,None
159,159,243427364,14.5458149,120.9926746,3,120.9926746,14.5458149,,,POINT (120.9926746 14.5458149),2.0,1.0,None,None
160,160,21590513,14.5518961,120.989725,3,120.989725,14.5518961,,,POINT (120.989725 14.5518961),2.0,1.0,None,None
161,161,26035321,14.5524218,120.98955819999999,4,120.98955819999999,14.5524218,traffic_signals,,POINT (120.9895582 14.5524218),2.0,2.0,0,0
162,162,5883454762,14.5523709,120.9902717,3,120.9902717,14.5523709,,,POINT (120.9902717 14.5523709),2.0,2.0,0,0
163,163,21590520,14.5341693,120.9927503,3,120.9927503,14.5341693,,,POINT (120.9927503 14.5341693),2.0,1.0,None,None
164,164,482848175,14.529945300000001,120.99325159999998,3,120.99325159999998,14.529945300000001,,,POINT (120.9932516 14.5299453),2.0,1.0,None,None
165,165,21630141,14.554975,121.00074280000001,3,121.00074280000001,14.554975,,,POINT (121.0007428 14.554975),2.0,2.0,1,0
166,166,312972420,14.555287400000001,121.0014361,3,121.0014361,14.555287400000001,,,POINT (121.0014361 14.5552874),2.0,2.0,1,0
167,167,243428930,14.5544701,121.0021405,3,121.0021405,14.5544701,,,POINT (121.0021405 14.5544701),2.0,2.0,1,0
168,168,21630394,14.5523362,121.0273032,3,121.0273032,14.5523362,traffic_signals,,POINT (121.0273032 14.5523362),3.0,2.0,None,None
169,169,8323827360,14.551599300000001,121.028042,3,121.028042,14.551599300000001,,,POINT (121.028042 14.5515993),3.0,1.0,None,None
170,170,21674120,14.5599104,121.0315274,1,121.0315274,14.5599104,,,POINT (121.0315274 14.5599104),3.0,2.0,None,None
171,171,244893824,14.5607378,121.03400069999999,4,121.03400069999999,14.5607378,,,POINT (121.0340007 14.5607378),3.0,2.0,None,None
172,172,21674221,14.571174800000001,121.01897120000001,3,121.01897120000001,14.571174800000001,traffic_signals,,POINT (121.0189712 14.5711748),3.0,2.0,None,None
173,173,262621872,14.57125,121.01854399999999,3,121.01854399999999,14.57125,,,POINT (121.018544 14.57125),3.0,2.0,None,None
174,174,21674226,14.5700063,121.02327009999999,4,121.02327009999999,14.5700063,,,POINT (121.0232701 14.5700063),3.0,2.0,None,None
175,175,21674230,14.570554300000001,121.02349280000001,4,121.02349280000001,14.570554300000001,,,POINT (121.0234928 14.5705543),3.0,2.0,None,None
176,176,315819229,14.569564900000001,121.0231142,4,121.0231142,14.569564900000001,,,POINT (121.0231142 14.5695649),3.0,2.0,None,None
177,177,25584063,14.5701859,121.0226943,3,121.0226943,14.5701859,,,POINT (121.0226943 14.5701859),3.0,2.0,None,None
178,178,21674228,14.5677001,121.02247609999999,4,121.02247609999999,14.5677001,,,POINT (121.0224761 14.5677001),3.0,2.0,None,None
179,179,304906881,14.567884099999999,121.0220207,3,121.0220207,14.567884099999999,,,POINT (121.0220207 14.5678841),3.0,2.0,None,None
180,180,301125708,14.568161100000001,121.0226285,3,121.0226285,14.568161100000001,,,POINT (121.0226285 14.5681611),3.0,2.0,None,None
181,181,3650224014,14.567242000000002,121.0223142,3,121.0223142,14.567242000000002,,,POINT (121.0223142 14.567242),3.0,2.0,None,None
182,182,225368084,14.567259,121.0237889,1,121.0237889,14.567259,,,POINT (121.0237889 14.567259),3.0,2.0,None,None
183,183,225367710,14.570395499999998,121.02390390000001,3,121.02390390000001,14.570395499999998,,,POINT (121.0239039 14.5703955),3.0,2.0,None,None
184,184,21674234,14.57189,121.0243319,4,121.0243319,14.57189,,,POINT (121.0243319 14.57189),3.0,2.0,None,None
185,185,32546858,14.570859,121.0229923,4,121.0229923,14.570859,,,POINT (121.0229923 14.570859),3.0,2.0,None,None
186,186,21674232,14.570225299999999,121.024325,3,121.024325,14.570225299999999,,,POINT (121.024325 14.5702253),3.0,2.0,None,None
187,187,21674233,14.5713026,121.0250898,4,121.0250898,14.5713026,,,POINT (121.0250898 14.5713026),3.0,2.0,None,None
188,188,225368019,14.5700384,121.0247605,1,121.0247605,14.5700384,,,POINT (121.0247605 14.5700384),3.0,2.0,None,None
189,189,225367745,14.571593099999998,121.0247104,4,121.0247104,14.571593099999998,,,POINT (121.0247104 14.5715931),3.0,2.0,None,None
190,190,262622817,14.572547400000001,121.0261164,3,121.0261164,14.572547400000001,,,POINT (121.0261164 14.5725474),3.0,2.0,None,None
191,191,262622272,14.570665900000002,121.02597450000002,4,121.02597450000002,14.570665900000002,,,POINT (121.0259745 14.5706659),3.0,2.0,None,None
192,192,32546859,14.572181500000001,121.02392379999999,4,121.02392379999999,14.572181500000001,,,POINT (121.0239238 14.5721815),3.0,2.0,None,None
193,193,32546840,14.5731466,121.02535379999999,3,121.02535379999999,14.5731466,,,POINT (121.0253538 14.5731466),3.0,2.0,None,None
194,194,21674240,14.5629216,121.02371380000001,1,121.02371380000001,14.5629216,,,POINT (121.0237138 14.5629216),3.0,2.0,None,None
195,195,254034261,14.565412400000001,121.0245953,3,121.0245953,14.565412400000001,,,POINT (121.0245953 14.5654124),3.0,2.0,None,None
196,196,21675194,14.5593255,121.0321575,1,121.0321575,14.5593255,,,POINT (121.0321575 14.5593255),3.0,2.0,None,None
197,197,246041542,14.5602552,121.03451059999999,3,121.03451059999999,14.5602552,,,POINT (121.0345106 14.5602552),3.0,2.0,None,None
198,198,21675195,14.559645699999999,121.030629,4,121.030629,14.559645699999999,traffic_signals,,POINT (121.030629 14.5596457),3.0,2.0,None,None
199,199,145193352,14.559690599999998,121.03079709999999,3,121.03079709999999,14.559690599999998,traffic_signals,,POINT (121.0307971 14.5596906),3.0,2.0,None,None
200,200,32546018,14.557222,121.0329922,3,121.0329922,14.557222,,,POINT (121.0329922 14.557222),3.0,2.0,None,None
201,201,2139625333,14.55957,121.0303653,3,121.0303653,14.55957,,,POINT (121.0303653 14.55957),3.0,2.0,None,None
