from,to,volume,TT
9671602635,9671602634,183.0060292,0.013315647
9671602635,2020654947,809.5552856,0.011576435
2020654945,6665683953,637.2141909,16.94292503
6665683953,9929541394,637.2141909,0.017163119
2020654947,9671602638,723.4076149,0.01259361
2020654947,9671602643,286.4685413,0.071247863
9671602638,2020654945,540.4015858,0.064668685
9671602638,9671602635,803.2286219,0.007092205
9671602643,129467406,286.4897198,0.060818138
2020654951,2020654947,602.2399965,0.079380142
2020654951,9671602643,0.021178476,0.088681
2021977561,9913844422,637.2141909,0.029387953
9913844422,2021977585,0,0.034362
9913844422,9938998995,637.2141909,5.580971672
2021977585,9913844417,552.5780535,0.020656201
9913844417,2021977561,0,0.031469
9913844417,6665683957,552.5780535,2.967730053
6665683819,9938998992,552.5780535,2.30794175
6665683819,6665683826,163.8080063,0.025264343
9938998992,9938999008,552.5780535,0.019572301
6665683826,9933256035,801.0221973,0.03119195
9933256035,6665683833,0,0.03086
9933256035,10899258201,676.5444922,7.294476142
6665683833,6665683819,716.3860599,0.022575411
9929541394,6665683957,0,0.034016
9929541394,2021977561,637.2141909,2.969735098
6665683957,9929541400,552.5780535,0.015762625
9929541400,129461885,552.5780535,16.97094118
9929541400,6665683953,0,0.033881
1495063404,1494507931,0,0.013628
1495063404,6669281001,2235.862193,2.903396788
9938998995,9938998993,637.2141909,0.023866866
10899258201,10899258202,676.5444922,0.020345948
9938999008,9938998995,0,0.034512
9938999008,2021977585,552.5780535,5.591914029
9938998993,6665683826,637.2141909,2.309710373
9938998993,9938998992,0,0.029313
10899258197,6665683833,716.3860599,7.318282297
10899258197,10899258201,0,0.034993
10899258202,8933553486,443.3957927,8.828082529
10899258202,10899325806,348.5195017,0.033543316
130170579,6688209092,89.55715991,0.088344107
130170579,1487684505,0.045348594,0.199895
6688209092,2021341652,89.55715991,0.006233008
1487684505,6186114186,0.045348594,21.465747
130170602,2021341659,3.916714545,17.758666
2021341659,6688209099,3.916714545,0.075373
2021341659,2021341664,0,0.079129
2021341836,7959547401,89.55715991,1.768133142
6186114186,6186114187,0.045348594,0.020839
2021341652,1487684505,0,0.124759
2021341652,6688209099,89.55715991,0.025884031
6688209099,2021341656,93.47387446,0.002920004
2021341656,2021341664,89.55715991,0.06617408
2021341656,6183055913,3.916714545,0.032398
2021341664,1479391332,89.55715991,7.345268897
6183055913,6183055914,235.0795076,0.023102328
7959547401,7959547411,89.55715991,0.651390789
8897641386,8414426064,89.60250851,0.310013376
8897641386,8897641389,240.2696527,0.032068012
2478678344,130170579,89.60250851,37.3193253
8414426064,8897641389,235.0795076,0.302650403
6183055914,2478678344,235.0795076,37.3773803
6183055914,6688209092,0,0.029951
7959547411,1433254639,89.55715991,8.80883567
1433254639,6315591160,118.560195,0.026180097
7959547414,7959547421,231.1627931,0.640609443
7959547421,6183055913,231.1627931,9.212878334
8414426055,6322663646,475.3491603,23.05655933
8414426055,2291325731,0,0.027497
8897641389,8414426055,475.3491603,0.028284166
2587828740,10617982026,79.04210408,40.93506854
130072071,10766496054,4.313676154,0.026711
10766496054,10766496058,13.93712272,0.017059714
10038756363,1349066469,353.5161732,1.474802388
6360765464,6360765468,0,0.155462
6853669861,6853670169,0,0.03335
6853669861,130069505,1512.257323,3.87490503
6853670169,6853670178,1216.481197,0.014516762
130069505,6853670169,1216.481197,3.683234342
6853670178,6853669860,0,0.032949
6853670178,6343862080,1216.481197,14.46228594
10766496058,10766496050,13.93712272,0.013979143
10766496050,10766496047,0,0.041359
10766496050,130072071,13.93712272,0.012395143
1224572996,1224574893,1512.257525,0.038507677
5849735010,5849735007,385.719174,0.14846457
1224574893,5849735003,24.33202494,0.067638003
1224574893,5849735008,1487.9255,0.074110522
1224573070,1224576921,1648.861043,2.248827018
1224576921,1224581165,1648.861043,2.669408667
1224576921,1224577796,0,0.041143
5849735003,5849735010,465.4635471,0.115159412
5849735008,5849735007,1487.9255,0.018444834
5849735008,5849735003,441.1315222,0.029790227
1224577796,1224576921,0,0.041148
1224577796,6643154809,993.2149823,4.92987388
6643154809,5849734662,1467.779238,7.196866032
6643154809,5849735024,0,0.044896
1224579286,5848295360,1648.861043,3.8701376
5848295360,5848295369,0,0.04648
5848295360,1014189224,1648.861043,1.593176797
1224579735,1224572996,1216.4814,0.050941452
5848295369,1224577796,993.2149823,13.76608455
5848295369,5848295360,0,0.045011
5849734662,5849735006,456.216293,0.121830298
5849734662,1224579735,1011.562945,0.163077778
5849735006,5849735008,441.1315222,0.006108066
5849735006,1224579735,204.9184547,0.046622062
5849735007,5849735006,189.8336839,0.01033948
5849735007,5849735024,1683.81099,3.317622781
5849735024,6643154809,34.94994686,0.043767001
5849735024,1224574335,1648.861043,0.106669641
638522119,9248039207,2198.353951,1.621493117
638522119,2292472419,0,0.030879
9248039207,9248039212,2198.353951,0.004580381
2292472419,9248034782,1223.328713,0.010191551
9248034782,7996767093,1223.328713,11.59580625
9248034782,9248034790,0,0.031635
2399946336,5680298439,2677.461428,0.086238157
2399946336,5680298429,533.6206467,0.010955559
5680298439,6726294139,2677.477603,4.168084378
5680298429,5680298432,3013.258359,0.035661567
5680298431,2399946336,2035.580014,0.014587124
5680298431,5680298446,1952.703378,0.052593584
5680298446,5680298463,1952.703584,0.749583923
5680298432,5680298431,1789.929647,0.012259468
5680298432,9248039213,1223.328713,13.88233962
9248039213,9248039208,1223.328713,0.003392718
5680298441,5680298431,2198.353746,0.041640552
5680298441,5680298446,2.06E-04,0.13717
9248039212,9248039213,0,0.012985
9248039212,5680298441,2198.353951,19.13900984
9248039208,9248039207,0,0.012989
9248039208,2292472419,1223.328713,1.173251767
959227355,1457801721,2215.681625,5.404436198
1457801723,3666325138,2215.681625,27.31549727
2355299086,1495063404,1689.610803,0.006613786
2355299086,2020654951,602.261175,37.80457907
1493528284,6665790255,2115.041007,0.687459359
1493528284,6665790209,0,0.536347
6665790255,2760096255,2290.509821,2.205182051
6665790209,6665790248,175.468814,0.035954642
1493528286,1860378568,1443.632093,10.92377267
1860378568,10276738214,1443.591625,0.077985773
1860378568,10276738200,0.040468277,0.376615
1494507931,2355299086,602.261175,0.011406188
1494507931,6646965015,1688.248646,23.06660723
6669281001,2760096257,2235.862193,0.028027801
1860378516,1860378518,2382.05544,0.046641769
1860378516,10276738209,0.003955177,0.358787
1860378518,959227355,1371.104311,0.07297932
1860378518,1860378566,1010.951129,0.10705647
10276738209,1493528284,1764.368826,11.89308231
1860378566,10276738209,1764.36487,0.02682871
1860378563,1860378566,755.5080344,0.228059601
1860378563,10276738214,1749.555677,0.091296454
10276738214,10276738215,3193.147302,0.019558364
10276738200,5843582749,2356.810711,41.02983503
2760096255,2852812296,2290.509821,0.020586655
2852812296,1494507931,2290.509821,3.00956471
2852812296,6669281001,0,0.027123
2760096257,2760096255,0,0.035084
2760096257,6665790256,2235.862193,2.134634886
6665790256,6665790225,792.2301,0.600580022
6665790256,1493528286,1443.632093,0.500140841
6665790248,6665790225,0,0.036274
6665790248,6665790255,175.468814,0.592425575
6665790211,6665790209,175.468814,0.038162681
6665790211,1493528286,0,0.459789
6665790225,6665790211,175.468814,0.029350524
5843582749,127565529,2357.273919,0.033404458
10276738215,959227355,844.5773139,0.162439567
10276738215,10276738200,2348.569988,0.126917739
127565529,5843582752,0,0.031213
127565529,1433256484,2357.273919,9.581025816
5843582752,5843582747,2382.522603,0.041720597
1433256484,2228861363,2333.053077,0.259546895
1433256484,2228861367,24.22084211,0.104804001
127565546,959212068,0.153472724,0.105752
127565546,5121255521,97.21908552,0.191004321
959212068,959211994,0.153472724,0.048271
959212068,5121255521,1622.125898,0.138098972
5121255521,6181782283,1719.344983,1.233644938
153176127,2894114305,1719.344983,31.85477298
2894114305,6731999753,1681.044272,48.87651871
959211939,4204424605,234.4872421,0.798008427
959211939,4204121995,5.495983694,0.436793
4204424605,4204456993,239.9832258,0.162818168
4204121995,4204121885,5.495983694,0.033711
959211964,2228861368,2279.724836,2.42753558
959212213,959212204,1631.802097,0.946593441
2228861368,5113493150,2279.724836,0.31555419
2228861368,9909672238,0,0.092744
959211994,10799455030,143.4491537,0.032138256
959211994,959212204,230.3436256,0.042053229
10799455030,959211964,1450.85412,0.870111113
959212204,959212168,1862.145723,0.019809085
959212097,6726595523,239.9832258,0.033547095
6726595523,5102562227,0,0.032586
6726595523,10567634775,239.9832258,0.671470935
959212117,4204121995,0,0.036204
959212117,4204424632,0,0.390424
4204424632,4203954096,97.33595926,0.184838312
959212168,1477783609,240.0198248,0.436605284
959212168,959212068,1622.125898,0.042987009
1477783609,4204121791,240.0198248,0.022581411
1241603969,1241604000,0,0.013659
1241603969,9285640555,0,0.022983
1241604000,1241604019,0,0.02551
9285640555,1241604000,0,0.023034
1241604019,1241604032,0,0.019973
1241604019,1241604012,0,0.218624
1241604012,1241604045,0,0.045756
1241604045,1241604101,0,0.021791
1241604045,5099498697,0,2.797395
1241604032,1241603969,0,0.009811
1241604101,1241604012,0,0.024527
1241604101,1241604032,0,0.219642
5099498697,4204457048,0,0.00961
6315591160,6315592190,0,0.040435
6315591160,6799234179,118.560195,0.283342054
1433256309,1433256283,0,0.229028
1433256309,959212097,239.9832258,0.183876484
2228861363,959212213,2357.273919,2.456716593
2228861367,2228861363,24.22084211,0.162868001
1477783491,4204456992,97.33595926,0.014250024
1477783491,4204457052,0,2.274477
4204456992,4204456993,0,0.012735
4204456992,4204424592,97.33595926,0.167176283
4204457052,4204457053,0,0.005137
1477783538,4203953885,0,0.036792
1477783538,4203953825,0,0.040221
4203953885,4203954094,0,0.319815
4203953825,4203953827,0,0.033929
1477783603,127565546,97.37255825,0.324160549
1477783603,1477783609,0,0.029336
4204121791,4203954109,239.9832258,0.41407386
4204121791,4204121790,0.036598986,0.033868
1478011727,1477783491,0,0.011884
1478011727,1433256309,239.9832258,2.440400409
1860376273,10879118649,3.916714545,0.050789
1860376273,6186114186,0,0.035243
10879118649,130170601,3.916714545,3.640916
1860376278,1860376273,3.916714545,0.026713
1860376278,6186109976,0,0.070141
6186109976,4204457055,0,19.572549
1860376341,10879118650,0,13.53901757
10879118650,1860376278,0,0.058296
10879118650,6186109976,0,0.095581
5113493182,5113493167,0,0.041545
5113493150,6731980984,2279.724836,8.941534809
9909672238,1433256525,0,0.028885
9909672238,9909672237,0,0.045237
2229108913,10567634794,0,0.06431
2229108913,5108575992,0,0.057424
10567634794,10567634788,25.67857864,0.328899003
10567634794,10570230642,0,0.958722
5108575992,10567634794,5.495976324,0.041483
5108575992,6732029799,0,0.040494
4203953827,4203953833,0,0.049401
4203953827,4203953877,0,0.055479
4203953833,1477783538,0,0.032118
4203953877,4203954102,0,0.311968
4203953869,4203953833,0,0.039656
4203953869,4203953877,0,0.059992
4203954102,4204121790,97.33595926,0.423632716
4203953878,4203953885,0,0.044131
4203953878,4203953825,0,0.03347
4203954094,959211939,239.9832258,0.131191193
4203954096,4203953878,0,0.322121
4203954096,4203954102,97.33595926,0.749411267
4204121790,1477783603,97.37255825,0.02348404
4203954109,4203954094,239.9832258,0.759094407
4203954109,4203953869,0,0.335561
4204121885,4204121989,0,0.0407
4204121885,4204424612,5.495983694,0.036937
4204121989,959212117,0,0.02789
4204424612,4204424605,5.495983694,0.291704
4204424592,4204424632,97.33595926,0.741960254
4204424592,4204424606,0,0.288001
4204424606,4204121989,0,0.042018
4204424606,4204424612,0,0.045937
4204456993,1478011727,239.9832258,0.015283955
4204457048,4204456992,0,2.267509
4204457048,4204457052,0,0.020421
4204457053,4204457055,0,0.021539
4204457053,6186109977,0,19.582341
4204457055,4204457060,0,0.02804
6186109977,1860376273,0,0.077251
6186109977,10879118649,0,0.108522
4204457060,5099498697,0,0.016743
4204457060,1241604101,0,2.805378
4206306349,10567634789,0,0.04183
4206306349,6732029802,0,0.044611
10567634789,6732027396,0,1.000083
6732029802,5108575992,5.495976324,0.02078
6732029802,2229108913,0,0.06193
5102560814,1477783491,97.33595926,2.633444451
5102560814,959212097,0,0.03598
5102562227,5102560814,97.33595926,0.01798803
6732029799,4206306349,0,0.025912
6731980984,5843582752,2382.522603,0.039750735
6731980984,6731990088,0,0.084482
5113493159,5113493150,0,0.141941
6181782283,6181782284,1719.344983,0.028609578
5843582747,5843582749,0.463207952,0.033386
5843582747,6731968529,2382.059396,0.074551706
6731968529,1860378516,2382.059396,41.67705178
6181782284,6731999753,0,0.023399
6181782284,5444165047,1719.344983,17.60405158
6731999753,6181782695,1681.044272,0.035134701
6181782695,6181782283,0,0.024556
6181782695,6787301532,1681.044272,1.291748429
6787301532,959211994,373.6393065,0.049794268
6787301532,10799455030,1307.404966,0.081871407
6186114187,1860376341,0,13.55568686
6186114187,1860376278,3.916714545,0.032495
6315592190,6315592193,260.1658281,0.019311666
6799234179,10567634790,203.8952546,5.58754584
6799234179,5102562227,97.33595926,6.859907595
6315592193,1433254639,29.00303509,0.035746
6315592193,7959547414,231.1627931,8.809651654
10567634775,10567634788,234.4872495,0.924604634
10567634775,10567634795,5.495976324,0.478447
6731968533,6731968529,0,0.034054
10567634790,6732029799,0,0.048004
10567634790,10567634794,203.8952546,0.05314573
9909672239,5113493182,0,0.0407
10567634788,10570230643,260.1658281,0.630452384
10567634795,6732029802,5.495976324,0.05694
10567634795,10567634789,0,0.065492
10570230643,6315592190,260.1658281,4.899218615
10570230642,7049446155,0,5.295155
1014189555,4010141666,1648.861043,1.457716225
4010141666,8856475756,1648.861043,0.008887916
1698557656,5841508547,162.888154,0.040045394
8856475756,5848174151,2438.888418,9.550093415
8856475739,5848295369,993.2149823,4.663196133
5848174151,6643290855,21.58225288,0.050776
5848174151,2021297052,2067.2205,8.333066112
6643290855,8856475763,1000.987541,5.851600017
6643290855,5848174151,0,0.048798
8856475763,8856475739,993.2149823,0.012186287
130052137,1111592646,556.3961845,1.132307727
130053282,9739763550,556.3961845,1.04333159
9739763550,130053306,556.3961845,1.592166112
9739763550,9739763549,0,0.037776
1111593159,130055584,556.6925806,27.59854857
1111304824,1111355284,162.9880224,0.890514833
1111304824,5841956793,0,0.04459
5841956793,1111629920,613.5011715,2.620729235
5841956793,1111304824,0,0.044938
1111306023,5841956847,296.2434642,0.009844428
1111306023,5841984516,1866.89277,0.958905789
5841956847,1111306223,912.333,0.009086585
5841956847,5841956793,613.5011715,1.340716224
5841984516,5841984510,2096.486379,0.026086119
1111306120,1111306023,2163.136234,0.012554945
1111306223,1111306120,95.91573413,0.019614031
1111306223,5848173971,979.4052883,3.163543314
5848173971,5848173966,979.4052883,0.024331391
1111352736,1111306223,162.9880224,2.194233158
5841508547,1111304824,162.9880224,9.653117274
2021297049,5848173968,2067.2205,2.893319791
5848173968,5848173969,2067.2205,0.033651989
4454848878,4454848901,2104.535371,0.013576277
4454848878,4454848877,427.6686459,0.034267572
4454848901,6726294149,2479.637713,1.708721781
4454848877,2381162398,189.8697604,0.035061023
4454848877,4454848879,2887.467453,0.04386771
4454848880,5475765536,1418.758702,0.02226421
4454848880,4454848878,1029.750712,0.030448316
5475765536,11162495619,1424.151589,3.084896971
4454848898,4454848878,1502.453304,0.022085643
4454848898,4454848901,375.1023416,0.036823722
11162495619,11162495624,1424.151589,0.022006049
5841984510,6643298872,0,0.028913
5841984510,10583713346,1877.555646,1.124821425
6643298872,6643298870,1424.151589,0.027191865
10583713346,10583713345,1877.555646,0.034724905
5848173966,5848173968,0,0.032731
5848173966,6643290855,979.4052883,8.544278792
5848173969,1111306120,2067.2205,4.177453004
5848173969,5848173971,0,0.032594
6633697605,1698557656,68.01346405,0.022235009
6633697605,5841508547,0.099868449,0.091375
6643298870,5841956847,1194.55798,0.814560294
6643298870,5841984516,229.5936092,0.034435802
9739763549,9739763550,0,0.03776
9739763549,6633697605,68.1133325,1.515974614
10583713344,10583713370,1424.151589,0.030046057
10583713345,11162495622,1877.555646,51.07826786
10583713370,6643298872,1424.151589,0.982152907
11162495622,11162495621,1877.555646,0.020836177
11162495624,10583713344,1424.151589,44.59165869
11162495624,11162495622,0,0.031637
11162495621,4454848898,1877.555646,3.53682903
11162495621,11162495619,0,0.031828
639517313,2381162406,217.6788254,0.1927367
2381162406,4454848879,52.14382223,0.022920019
2381162406,2381162425,17.21358403,0.030857
967212657,967212716,0,0.104392
2381162398,639517313,217.6788254,0.181526926
4454848879,2381162425,1642.043708,0.008024866
4454848879,4454848880,1297.567567,0.043056885
2381162425,171372714,1659.257292,17.2380791
2381162411,2381162398,27.80906494,0.036805002
2381162411,4454848877,2649.668567,0.026983697
171372714,5475765539,1156.334735,15.60347806
3666325141,10577455987,2215.681625,11.9224185
10577455987,10571329922,1210.031219,1.926848437
6726294149,6726294156,2479.637713,0.041954766
5475765539,4454848880,1150.941847,0.014131573
5475765539,5475765536,5.392887759,0.037529
6726294139,6726294137,2677.477632,0.04866805
5680298463,5680298451,1952.703584,0.014424268
5680298451,10570506995,1952.703584,2.47400586
5680298451,5680298471,0,0.041282
10570506995,10570506996,2117.656304,0.021598451
5680298471,5680298455,1337.958,0.011163287
5680298455,5680298463,0,0.039657
5680298455,6595904328,1337.958,0.623383749
6595904328,5680298439,0.016174485,0.156484
6595904328,2399946336,1337.941826,0.043394098
6726294137,2381162411,2677.477632,1.957335686
6726294137,6726294149,0,0.049248
6726294156,5680298429,2479.637713,3.691129227
6726294156,6726294139,0,0.057423
10570506994,10570506995,164.9527196,0.032118448
10570506994,5680298471,1337.958,2.05564334
10570506996,10570506997,0,0.033945
10570506996,10570507003,2117.656304,0.670045351
10570506997,10570506994,1502.91072,0.016791007
10570507003,10570507000,2117.656304,0.019637372
10570507000,10577455988,2117.656304,7.78487726
10570507000,10570507005,0,0.029955
10577455988,1860378563,2653.227778,32.53427118
10570507005,10570507001,1373.566067,0.014290089
10570507001,10570506997,1373.566067,0.522933816
10570507001,10570507003,0,0.029867
10571329922,10570507005,1373.566067,5.176377631
2269413004,1273170308,556.6925806,17.88827735
7232726808,10806840969,68.1133325,17.07857892
1273121295,10806840972,556.6925806,3.511379828
10806840972,10806840971,556.6925806,0.019545284
10806840969,10806840974,68.1133325,0.022142009
10806840974,9739763549,68.1133325,52.77743639
10806840974,10806840972,0,0.032518
10806840971,7232726808,556.6925806,17.18025822
10806840971,10806840969,0,0.030938
674646255,7515770408,0,0.024774
7515770408,674646255,0,0.024774
1434794325,7865969494,0,0.356943
7865969494,7865969493,0,0.009006
7865969494,1434794325,0,0.356943
1804718931,7865985968,0,0.120402
7865985968,1804718931,0,0.120402
7865962057,7865962061,0,0.292763
7515770461,7515770393,0,0.846028
7865962061,7865962057,0,0.292763
7865985459,7865985478,0,0.032223
7515770393,7515770461,0,0.846028
7865969493,7865969494,0,0.009006
7865985478,7865985459,0,0.032223
631709876,9397138885,0,0.05053
1024907007,6499032670,30.39926975,11.73477368
6499032670,1024907007,260.182473,11.82962022
2046702133,2046702175,0,0.682033
2046702175,2046702133,0,0.682033
8954239842,672021793,30.00140465,0.630772901
5590306836,4452294662,0,0.025333
1490606957,1490606963,0,0.021221
1490606963,1490606957,0,0.021221
1490606963,1490606977,0,0.069558
1490606977,1490606963,0,0.069558
1490607068,1490607069,0,0.008111
1490607069,1490607068,0,0.008111
1490607096,1490607130,0,0.17925
1490607130,1490607096,0,0.17925
3808791646,3808791647,0,0.011703
3808791647,3808791646,0,0.011703
4037745842,9256584597,0,0.049895
9256584597,4037745842,0,0.049895
4452294662,5590306836,0,0.025333
4604787067,4604787161,0,0.056884
4604787161,4604787162,0,0.013196
4604787161,4604787067,0,0.056884
4604787179,4604787180,0,0.00735
4604787180,4604787179,0,0.00735
5590306825,5590306824,0,0.017966
5590306824,5590306825,0,0.017966
2299663395,3624773494,0,0.030102
2299663395,2299663391,0,0.050131
3447457754,3447457752,47.41568621,0.028749044
1729042235,1729042230,0,0.088243
2299662394,2299662343,0,0.252326
741998889,3078045152,51.06541077,3.615337368
3078045152,8141088818,51.06541077,0.074982899
3078045152,741998889,31.31086627,3.61530013
8897566220,8897566226,0,0.19599
2020267407,2299662013,0,0.060056
10027569715,1881993395,0,0.017989
1654014088,2915492216,6.167809143,75.18380119
2915492216,672021793,189.7651993,0.489056218
2915492216,1654014088,6.587209098,75.18380125
2915492216,6499032667,2.064828181,0.972619
1693458373,10031802580,0,0.025092
10031802580,1693458373,0,0.025092
1693458585,1693458804,0,0.206130463
1693458804,1693458585,0,0.206130463
1693458928,1693458943,0,0.109777921
1693458943,1693458928,3.33E-04,0.109777921
1693460745,1693460755,0,0.242332
1693460755,1693460745,0,0.242332
1729042230,2061635350,0,0.018613
1729042230,1729042235,0,0.088243
2061635350,1729042230,0,0.018613
1881993395,10027569715,173.7661676,0.017993941
2299662013,2020267407,0,0.060056
2020267414,2020267427,0,0.058563
2020267427,2020267414,0,0.058563
2291888114,2291888133,0,0.849728
2291888133,2291888136,0,0.043558
2291888133,2291888114,0,0.849728
2291888136,2291888133,0,0.043558
3624772951,2291888167,3.037538812,0.015567
2291888167,3624772951,0,0.015567
2296482249,2296482251,31.31086627,0.052941015
2296482251,2296482249,0,0.052941
2299662016,2299662020,0,0.035399
2299662020,2299662016,0,0.035399
2299662321,2299662343,0,0.351053
2299662343,2299662321,0,0.351053
2299662343,2299662394,0,0.252326
2299663274,2299663280,0,0.023935
8141088818,8141088840,0,6.668621
8141088818,3078045152,0,0.074982
3447457752,3447457754,0,0.028749
4604787162,4604787161,0,0.013196
8141088840,8141088818,0,6.668621
8897566226,8897566220,0,0.19599
672021793,2302303657,217.4835541,69.90169077
672021793,2915492216,275.7856508,0.492919312
672021793,8954239842,258.1151081,0.635711038
2302303657,10796985483,224.1083488,90.13782059
2302303657,672021793,531.6177091,79.43739992
741998986,5688470034,157.8956641,28.41306376
5688470034,741998986,47.52550695,28.40778766
6499032667,2915492216,0,0.972619
5688477221,873631639,58.06623027,0.061224228
5688477221,671474461,144.532407,20.9029707
521890652,5887540691,1077.980213,29.07418075
5887540691,521890652,944.6726329,20.67360633
632384858,674609608,0,0.01145
674609608,632384858,0,0.01145
632384881,2090688135,0,0.056614
2090688135,632384881,957.0831775,0.07092588
632384900,5887288498,957.0831775,0.080856806
5887288498,632384900,0,0.064541
1024919860,1024919974,0,0.068941
1024919974,1024919860,945.9382772,0.085571408
2090688142,2090688144,957.0831775,0.102581568
2090688144,2090688142,0,0.081882
9397138885,631709876,0,0.05053
127768193,4373213330,294.61743,0.151275604
4373213330,127768193,0,0.150933
135288346,135288347,0,0.031181
135288347,135288346,0,0.031181
135288350,1929038069,0,0.651843
1929038069,135288350,0,0.651843
1926709568,7284916821,121.9562613,12.76360794
7284916821,1926709568,334.3218254,13.03980558
1929231814,2100426993,49.0328661,47.86956311
2100426993,1929231814,389.5041534,49.812732
3927477138,6795843342,0,0.056666
6795843342,3927477148,0,0.013595
6795843342,3927477138,0,0.056666
3927477148,6795843342,0,0.013595
7284916849,1924041913,0,7.575732
1924041913,7284916849,0,7.575732
5811060519,5818136686,0,0.282362
5818136686,5811060519,0,0.282362
3331189449,10744206110,299.3819304,1.722584173
10744206110,3331189449,301.9701762,1.722729879
2299663484,2299663475,8.47E-04,0.070116
1693460888,2299663475,0.021118792,0.013974
2299663475,1693460888,8.47E-04,0.013974
2299663475,2299663484,0,0.070116
2299663280,2299663274,0,0.023935
2299663391,2299663395,0,0.050131
2299663392,2299663412,0,0.68697
2299663412,2299663392,0,0.68697
3624773494,2299663395,0,0.030102
2299663430,10753508899,0,0.034912
2299663430,10753508900,0,0.021814
10753508899,10753508898,0,0.022099
10753508899,2299663430,0,0.034912
10753508900,2299663430,0,0.021814
3164550915,3164550918,0,0.025033
3164550915,3164550910,0,0.037421
3164550918,3164550915,0,0.025033
2299663527,2811881748,0,0.025619
2811881748,5804892102,0,0.035767
2811881748,2299663527,0,0.025619
2299663605,10861358153,0,0.057445
10861358153,2299663605,0.681143864,0.057445
5804892102,2811881748,0,0.035767
3164550910,10753508897,0,0.016891
3164550910,3164550915,0,0.037421
10753508897,3164550910,0,0.016891
9670347695,10753508898,0,0.065524
10753508898,9670347695,0,0.065524
10753508898,10753508899,0,0.022099
179414840,2302303957,404.0578612,12.77731997
2302303957,179414840,49.16540967,12.20362679
671474461,5688477221,44.70297318,20.88703914
873631639,5688477221,0,0.061223
1004993627,1946239996,0,0.013182
1946239996,1004993627,0,0.013182
1004994491,1946240005,0,0.013197
1004994146,2296481743,0,0.014367
2296481743,1004994146,0,0.014367
1946240005,1004994491,0,0.013197
2296481776,1729072326,4.893184916,60.20663506
2296481656,2296481680,0,0.013213
2296481640,2296481648,0,0.012008
2296481648,2296481640,0.13809139,0.012008
2296481732,2296481734,0,0.013927
2296481680,2296481656,0,0.013213
2296481734,2296481732,0,0.013927
2296481738,2296481739,297.0197921,0.012115082
2296481739,2296481738,0,0.011951
1729072326,2296481776,41.20860917,60.20694128
10796985483,2302303657,64.51879502,89.74123809
10133138351,10133138350,0,0.014211
10130646029,10130646030,0,0.01443
10130646030,10130646029,0,0.01443
2197536081,1852476717,446.1308874,44.73575643
1852476717,2197536081,101.9435036,41.82169561
10133138352,10133138353,356.3605189,0.011655358
2229101040,2229101042,0,0.0178
2229101042,2229101040,0,0.0178
4538172705,9255276670,0,0.01496
9255276670,4538172705,0,0.01496
10133138350,10133138351,0,0.014211
10133138353,10133138352,0,0.011599
8036608181,6040150223,89.65888379,38.22232169
6040150223,2048587206,89.65888379,0.480675789
6040150223,8036608181,40.90833408,38.21815381
2796043647,2796043646,23.43500104,0.033719003
3453371958,3453371959,0,0.015415
3453371959,3453371958,0,0.015415
2796043646,2796043647,0,0.033719
611141226,611143638,826.784178,8.483613358
611143638,611141226,756.8440382,7.342040869
8204586645,8204586646,646.9522925,0.569636302
1118628026,600135965,826.784178,53.58155578
600135965,1118628026,756.8440382,46.37151126
1118798371,8204586656,781.8521699,6.182588747
8204586656,1118798371,506.7317699,4.159667393
8204586646,8204586645,805.761327,0.758743363
3782264963,6074317071,349.6740997,55.63268439
6074317071,3782264963,185.7679642,54.31702386
6395619750,6208999733,553.9483856,67.76455163
6208999733,6395619750,561.3840631,68.29336505
1112636652,965056985,15.33167623,53.23572219
10221194567,7426432397,1.10185023,4.435033989
965056985,1112636652,1.10185023,53.235717
1941879432,1941879897,0,2.489415
1941879432,10151249540,17.02819082,25.32911276
1941879432,10798669787,0,0.073221072
1941879897,1941879432,5.628598711,2.489415004
10151249540,1941879432,0,25.329109
10798669787,1941879432,11.39959211,0.073221074
7426432391,7426432396,15.33167623,2.135202962
7426432396,7426432391,1.10185023,2.135202754
7426432397,10221194567,15.33167623,4.435034421
7426432414,7426464800,1036.172884,15.13025593
7426464800,7426432414,544.859864,5.763171173
9234023552,9234023573,185.7679642,7.24774141
9051786089,9234023540,544.859864,8.848009159
9234023540,9051786089,1036.172884,23.22898956
9234023573,9234023552,349.6740997,7.423295346
9405780887,10982882365,0,8.258672251
10982882365,9405780887,0,8.258672251
10224216063,10224216069,4.893184916,2.836250003
10224216069,10224216063,41.20860917,2.836264428
10224216075,10984304473,4.893184916,2.707658003
10984304473,10224216075,41.20860917,2.707671774
10224216105,10836701478,0,1.436391
10836701478,10224216105,0,1.436391
10224216110,10984304468,116.9078571,5.917403302
10984304468,10224216110,4.893202919,5.915454006
10224216114,10224267338,0,1.080974
10224267338,10224216114,0,1.080974
1367972739,3198984040,908.0933566,43.03776833
3198984040,1367972739,786.3544099,32.76372533
3198984040,3198984029,98.63829565,0.061714304
3198984040,3198984030,789.6187593,0.16475147
1941509817,10151249539,0,49.59918
10151249539,1941509817,17.02819082,49.59918736
2048717874,2048717894,133.4243935,0.420527968
2048717874,162036091,73.15651817,23.11586793
2048717894,3198984029,133.4243935,13.92513976
162036091,2048717874,137.2781263,23.12918138
3198984029,3198984040,91.84867837,0.061711747
3198984029,2048717894,68.78648152,13.91790879
3198984029,3198984030,71.42752929,0.12021952
