From,To,Volume,EstimatedTT
442874,26384674,1384.77,0.57
442928,1803689295,0.0,0.03
26384674,264670999,409.28,0.36
26384674,534589,975.49,0.53
1803689298,1803689295,0.0,0.04
1803689295,139470345,0.0,0.59
442936,15866840,300.87,0.32
15866840,1803689315,1274.19,0.55
264670999,534589,166.24,0.33
534589,534591,1141.73,0.37
534591,534626,1098.44,0.66
8083440,534911,1141.5,0.04
534626,534624,0.0,0.07
534626,534625,1098.44,0.08
534608,30409417,883.69,0.86
30436919,30436908,682.53,1.3
30409417,30409422,406.06,0.02
30409417,30403571,1690.58,0.19
534624,534608,626.92,1.22
534625,30436908,1098.44,0.02
534625,534624,626.92,0.07
30436908,30436907,1194.72,0.02
30436908,534628,586.25,0.37
534628,534629,737.57,0.22
534629,3595409680,958.87,0.63
11769656,11769730,653.55,0.19
3595409680,3855350,894.51,0.01
3595409680,7128283652,64.35,0.04
3160432771,30409397,269.49,0.15
30409405,30409419,837.39,0.72
534736,140605768,1528.31,0.11
534306820,2021890013,1342.19,0.19
140605768,534324288,1528.31,0.39
534329195,2021890013,685.43,0.02
534329195,534306820,1528.31,0.24
3853550,3564765835,196.04,0.4
534742,534770,1074.68,0.54
534770,29138173,1758.35,0.07
534743,534744,549.58,0.07
534744,534747,1597.1,0.05
247994358,534742,517.91,0.06
534747,277692998,129.11,0.01
534747,2287846802,1468.0,0.32
277692998,288154283,1393.71,0.08
2287846802,29510418,0.0,0.04
2287846802,2287846804,1468.0,0.09
534749,25235133,1972.46,0.06
534749,7095690293,157.65,0.73
25235133,25235132,837.52,0.01
25235133,534751,1134.94,0.77
7095690293,7095690318,619.42,0.01
534751,534754,773.73,0.84
534754,3098430373,773.73,0.16
29510455,25235132,896.14,0.67
3098430373,16574394,328.15,0.02
3098430373,2260849842,1056.92,0.65
534758,25873172,964.7,0.02
534758,2202559858,1313.49,0.63
25873172,25873173,1661.76,0.02
25873172,3100041009,653.55,0.22
2202559858,25873172,1350.6,0.63
534769,546378258,1112.42,0.57
534769,534770,683.67,0.04
546378258,247994363,797.39,0.04
546378258,290077155,315.03,0.24
29138173,1775338888,203.84,0.09
29138173,534773,1554.51,0.66
534773,2544089666,2259.19,0.03
534773,335716508,571.13,0.26
2544089666,2544089665,1696.63,0.05
2544089666,16574602,562.56,0.03
335716508,534799,571.13,0.5
534774,534804,441.68,0.15
244038933,534778,552.44,0.08
534804,18630111,2619.35,0.64
534804,16574613,136.63,0.05
534778,244038915,955.86,0.02
534778,30058360,773.49,0.22
244038915,534787,1410.34,0.2
244038915,244038942,424.63,0.02
30058360,30056676,964.44,0.76
30058360,30056684,312.57,0.02
534787,244038955,455.81,0.05
534787,244038923,954.53,0.19
244038955,244038925,905.51,0.05
244038955,2072816,455.81,0.32
244038923,244038955,905.51,0.09
534790,30261537,430.35,0.04
534790,30409389,1341.28,0.03
30261537,30409389,303.1,0.05
30409389,30409397,1463.19,0.05
30409389,3160432771,181.2,0.18
534796,534790,464.38,0.05
534796,3160432775,1073.43,0.3
3160432775,534790,1307.24,0.16
534799,1501721437,146.93,0.02
534799,11769597,651.18,0.43
1501721437,18630516,811.94,0.01
1501721437,2071676,229.51,0.32
11769597,7128283648,791.92,0.01
11769597,3595409680,0.0,0.02
18630111,280008666,2107.26,0.03
18630111,35711189,956.56,0.89
16574613,534773,1508.63,0.04
16574613,16574619,136.63,0.14
534806,280008531,647.08,0.02
534806,2287864441,2357.61,0.3
280008531,18630070,154.38,0.03
280008531,31197353,492.71,0.04
2287864441,280221322,848.2,0.08
2287864441,24969587,1509.41,0.05
24669567,976932104,401.27,0.1
1854526402,27318980,551.98,0.03
27318980,27318981,637.11,0.05
534908,534911,0.69,0.05
534911,534914,1142.19,0.28
3853544,15511907,286.91,0.33
534914,442936,168.87,0.41
534914,15866840,973.32,0.56
30409415,30409424,742.98,0.05
536575,30409422,1766.62,0.17
30403571,10919767,1418.1,0.41
30409422,30409424,1506.34,0.01
30409422,30409415,666.33,0.06
536584,30587893,684.94,1.09
30587893,1619208224,677.04,0.44
536652,25479302,1112.02,1.21
536652,18629762,787.38,0.04
25479302,18627237,1079.3,1.22
25479302,28796755,510.57,0.05
18629762,264218470,1096.67,0.19
18629762,264223496,868.27,0.02
25599929,2526224454,727.01,0.09
264218470,264223496,684.9,0.18
3899207524,309517759,1136.81,0.01
536663,21527849,1900.42,0.08
536663,536667,1322.51,1.95
21527849,2297622,1431.18,0.01
21527849,21552197,1502.56,0.11
21647397,2297615,1322.02,0.13
21647058,1632149359,332.58,0.28
536670,24945363,179.81,0.02
536670,2075220,2344.62,0.45
24945363,21660961,1997.51,0.01
2075220,25096430,2142.2,0.03
2075220,3869392962,655.15,0.34
344434421,10919786,656.4,0.22
1630023963,311941598,859.22,0.22
3100041009,25873173,619.73,0.21
31296012,3148489413,622.13,0.12
536675,3148489416,878.89,0.17
3148489416,3148489413,173.01,0.02
3148489416,31296012,818.56,0.13
248219433,248219482,286.69,0.38
2071674,518252065,151.32,0.04
518252065,29348253,151.32,0.24
11769758,3853550,196.04,0.81
534316145,518252065,0.0,0.05
2071676,18178669,1193.95,0.76
18178669,534743,146.43,0.05
18178669,534744,1047.52,0.07
