Capacity Factor A,Capacity Factor F,FFTT Factor,TSTT,Total Demand,Average Time (min),Average Distance (m),Congestion(%),Weighted Link Congestion,Weighted VC Ratio,Vehicle Kilometres Travelled
0.6,0.7,1.0,30299.03006113229,74185.49999999991,24.384830149151952,7585.514317211549,266.5584430257615,1.8863166478922702,0.9290437778490457,578629.1968365877
