fishnetid,CO2,CO2psqkm
0,7559810.109944079,918192.4803565785
1,44171419.43851828,5364931.735752815
2,72427174.44207217,8796793.302877916
3,23431564.389686834,11383717.798538309
4,18388842.492624957,8933820.640244927
5,38609395.357038006,18757631.086729247
6,51438887.560641676,24990592.767684426
7,76798430.83292998,9327713.351052426
9,15801570.625018055,1919231.7980078314
10,66588618.202923276,8087739.913535979
11,69273419.06762412,8413831.244142815
12,26251922.292453,12754054.69949893
13,19529247.529999785,9487956.289939089
14,20413033.051023804,9917378.79004548
15,15137626.757526813,7354398.445418276
16,32214991.215073787,15651111.393813912
17,57885936.79726345,28122908.33484143
18,31436500.536841895,15272972.07024767
19,56926149.76143257,27656751.881596
20,57899337.22516229,28129418.70724443
21,59132211.01448347,28728389.691974994
22,49352670.00311793,23977285.56543377
23,46898002.976014934,22784720.861777727
24,86265183.48584332,10477621.94885628
25,40701619.266068615,4943549.206568686
26,24284986.273101978,2949612.983139177
27,38275334.042558946,4648904.020012174
28,49126431.42020877,5966873.189511683
29,89565206.02628943,10878547.679972067
30,52706280.813124076,6401680.008316949
31,85187711.23922825,10346859.227807993
32,91454182.89208052,11107981.91914348
33,55921071.146131605,27168587.703475296
34,51807893.25748152,25170249.118082955
35,55683819.44450157,27053461.38257007
36,39634675.201689355,19256135.18749905
37,73610521.81100364,35762797.04111458
38,42329657.142809354,20565360.766019776
39,60699932.55712325,29490492.888969615
40,49268651.14637651,23936712.036936752
41,70319067.52321433,8540920.774944132
42,58230006.281144075,7072589.098366663
43,25093168.14334725,3047804.3673406634
45,51354068.43280093,6237505.616267119
46,48273303.86040554,5863313.523813796
47,38826679.35524406,4715919.067955498
48,66308190.85983367,8053845.109345764
49,38051679.057444625,4621786.921123582
50,51719051.260193214,6281836.718070269
51,46558655.6504818,22620204.004652724
52,33426947.878607225,16240253.712290434
53,64627577.90198414,31399031.323002964
54,23676172.149004813,11502966.613461604
55,25963268.474991843,12614076.186836954
56,76626143.17609873,37228286.91070991
57,34777694.2472391,16896593.473872945
58,59424801.9383165,28871284.952908047
59,34364469.858916275,4173935.5865331623
60,57798707.632158056,7020276.571472094
61,63455779.76880833,7707389.010669956
62,6702460.066530108,814086.080881663
63,21977415.523232795,2669422.4270869703
64,39155083.381578036,4755857.557623259
65,32817824.45536773,3986120.957523559
66,28205376.409659173,3425883.460807489
67,7794560.04920016,946743.4140568316
68,64087111.49694867,7784153.352168745
69,118064043.97124696,14340303.411750522
70,23824998.69298179,11575334.828410817
71,17545515.301122986,8524458.572471201
72,18326665.36401696,8904026.731247928
73,35959028.59729796,17470726.152325533
74,76588700.52568702,9302622.259131894
75,46908895.21909225,5697651.609459958
76,37342947.5690971,4535751.787056335
77,5442760.5335622495,661088.9719128242
78,3833575.863961882,465639.0840507204
79,17455116.036933422,2120157.401824028
80,55840760.47991105,6782607.540649935
81,32694518.478646364,3971186.7400311194
82,49210982.27709742,5977332.267806588
83,53294527.175379805,6473333.435799937
84,47803416.45468922,23225458.258565657
85,33429794.083280846,16241983.202385155
86,5622154.884020023,2731558.6727655423
87,4628372.8965798,2248723.556581495
88,56351348.148195386,6844625.244909425
89,19141116.08074202,2324944.6667607343
91,65315428.40615502,7933519.80221417
92,62541241.87715547,7596554.030111491
93,50391658.23210655,6120808.332831088
94,40943778.37197233,4973224.311897806
95,20596966.1513179,2501804.593714288
96,10482754.173996834,1273284.733034225
99,6359759.015604075,772494.9403063825
100,20136525.80254521,2445904.673375418
101,37030958.54614685,4498005.040978223
102,17183822.908845644,2087251.4539677582
