fishnetid,CO2,fishnetid,CO2psqkm
0,1407638.801391913,0,564778.5407727245
100,5351429.5981248375,3,2147342.272199632
103,5705033.394817069,5,2289465.903435009
105,287801.227635577,7,115496.44884390922
108,2081294.657590341,9,835236.6802766662
112,17783719.427326676,13,7136718.831849136
114,949826.0908028132,15,381171.2041965893
118,20290732.606621798,21,8143634.631919466
120,34511659.69094478,23,13851168.043681432
122,862023.3447061975,25,345970.9069933479
124,6751238.175873863,27,2709592.506255522
126,35916882.8154917,29,14415150.81968433
128,12662908.13091296,31,5082226.413158877
13,3581222.031888125,33,1437314.4789230046
130,3685334.2103195884,35,1479251.5302740382
133,2696060.90084395,37,1082168.3965915174
135,172916.275841172,39,69406.64022564456
137,12523595.731009133,41,5026829.886351652
143,5865149.744410545,43,2354204.867065779
146,21836227.959097188,45,8764815.28687512
148,17865047.82660389,47,7170828.431766836
15,3312294.1844865056,49,1329517.476975432
150,14133585.679811848,51,5673061.668756458
152,18392227.014971744,54,7383190.853849391
154,3278446.5703922855,56,1316066.65759784
156,5603591.739506334,58,2249449.577053421
158,7795942.852678236,60,3129524.9846672746
160,4812938.417209869,62,1932057.6498548936
162,12297333.40675677,64,4936517.9900004035
164,5551830.421475726,66,2228671.0335094132
166,9440532.392948754,68,3789712.489002375
169,33099328.803104904,70,13287062.055547018
171,21533143.700567897,72,8644048.896071251
173,7983760.953717084,74,3204920.7964277337
175,10944995.603426147,76,4393649.087134746
177,38857507.647201486,78,15600171.648971492
179,26265632.94321393,80,10544896.13959767
181,4207068.358950412,82,1689016.9368189075
184,2345808.3923869072,87,941774.5962793356
186,12750023.830075867,89,5118767.834619977
189,14751705.809744593,92,5922385.57440571
192,17425782.538072154,94,6995950.465485164
194,10636269.145540027,96,4270156.127397272
196,24261447.000233367,98,9740273.130555283
198,10413731.97907926,100,4180813.855980625
201,9085736.569649674,103,3647661.8966630884
203,1767769.7838533854,105,709708.7212691406
205,2328556.3472918496,108,934944.6029234695
207,3230444.562197425,112,1297064.0422691929
209,2992549.324821941,114,1201546.1182531242
21,415067.3289766847,118,166654.7427670959
213,448041.4209355494,120,179894.25459986617
215,10973524.990862375,122,4406008.0303374855
217,22653012.427111264,124,9095468.844161775
219,13442913.504448975,126,5397498.515846504
221,19341750.319808546,128,7765955.543074943
224,10968889.877992008,130,4404146.974333515
226,8109701.804805117,133,3256147.07264413
228,9255112.270968113,135,3716426.449348337
23,2027026.0931335932,137,813960.2379193221
230,3283851.3731953437,143,1318643.3337329125
232,13248290.964177646,146,5319902.936496967
234,11700692.387121938,148,4698458.688566515
236,2121594.89027391,150,851934.7074541862
238,2226823.2158980076,152,894189.5522477167
240,13221302.05198615,154,5309065.433494473
242,12369188.088656072,156,4966895.746244248
244,11791458.228898227,158,4734906.066534354
246,9194649.630941454,160,3692147.440297591
249,14029632.569028154,162,5634234.30337964
25,3189594.2919802214,164,1280926.031760896
251,11239945.997490793,166,4513909.326959012
253,19200655.576630503,169,7710892.766782707
