fishnetID,osmid
0,7284871131
0,7284916849
0,5811060558
0,134330817
0,10020559956
2,10110812705
2,5860641057
2,3686762287
2,1797266590
2,3686762004
4,1832451284
4,6322785894
4,9776025667
4,6322663647
4,8933505787
6,2291325731
6,7959547401
6,8414426064
6,6799234179
6,6731980984
8,10567634794
8,1477783491
8,5102560814
8,6186114187
8,959212213
10,2894114305
10,3670233058
10,6830749677
10,6830756915
13,1472205138
13,180540695
13,6535114765
15,3437123801
15,3437123809
16,172868426
16,7822553589
16,9863308570
16,7462050406
16,4055038928
18,11365035653
18,7659242995
18,8979046955
18,8979046957
18,5138289242
20,180559492
20,3735463525
20,3747083091
20,3747106100
20,3751879962
22,32129180
22,2242119453
22,2242118606
22,2242118920
22,2242118741
24,415605364
24,9482664292
24,1353855561
24,7081719506
24,6534592977
26,7719184223
26,3476173005
26,9346339893
26,3476277605
26,3529995067
28,4357367259
28,3693587673
28,7106404509
28,7719517648
28,11017454530
30,1355530519
30,7605391647
30,6569598884
30,1062737492
30,8898291984
32,5455026131
32,1547295132
32,7125424249
32,1022657098
32,5185828431
34,1022604012
34,9775717056
34,1799545177
34,7644347618
34,6771050113
36,344128740
36,344128892
36,5543648728
36,5286976464
36,7157290316
38,1022604364
38,10665020100
38,6343675446
38,7291604040
38,6343675439
40,7643085446
40,1022605600
40,6765885258
40,1022605806
40,7643085451
42,344128526
44,607812991
44,5292279545
44,1339881717
44,7724491569
44,6328526926
46,5938408177
46,4881316670
46,2320305904
46,3636692782
46,1349550270
49,127761935
49,6172843390
49,4373213330
49,8050966982
49,1929038567
51,1788584074
51,3193731915
51,6497054985
51,4199100939
51,5922488381
53,2197430687
53,3833329479
53,6674304231
53,3967706023
53,6674246678
55,8933551484
55,8933551450
55,10899258202
55,2021976587
55,8933553492
57,2020654947
57,9913844417
57,9938998995
57,9933256035
57,9929541400
59,1860378563
59,1860378566
59,6665790225
59,1493528284
59,10276738200
61,5208047163
61,5308961729
61,3729634030
61,5308961615
63,1116751540
63,7232356298
63,7232356309
63,3716794615
65,7050909008
65,5091845561
65,7045904156
65,7721252790
67,625869467
67,3027205295
67,2093664104
67,6984402788
67,606355455
69,606350609
69,4350142684
69,9869581994
69,8498850465
69,180571137
71,8786281558
71,925917408
72,3787307046
72,3787343563
72,3076863401
72,2941617632
72,3787343571
74,7314968994
74,1027338845
74,9204521862
74,7314922505
74,7314968997
76,9560487376
76,9880616973
76,9234980947
76,1028144422
76,9844246821
78,5938275960
78,8206675002
78,8206646489
78,1912723220
78,1394638695
80,2464471466
80,2100426993
80,1852476717
80,8036608183
80,8036746781
82,162036091
82,2048587857
82,2048587206
82,2048220587
84,1813955738
84,1913292937
84,9656017273
84,9656017275
84,1813956196
86,10798758361
86,127596174
86,6183394893
86,6183394810
86,1859840315
89,10577455988
89,3027651671
89,10571329922
89,2306533884
89,7820716659
91,957045432
91,4348526407
91,6680823840
91,6680823817
91,3262415062
93,10815794586
93,5141627502
93,9244277265
93,1370907597
93,1469932004
95,1374280788
96,1917182866
96,10274290100
96,1917182992
96,1917182899
96,1980786070
98,4193644232
98,3715366859
98,2182524606
98,10844545733
98,1946241615
100,1356159031
100,2866849461
100,7364690857
100,10932063483
100,2501751485
102,8325792458
102,8910362175
102,8325720314
102,8325720337
102,5936469463
104,2939367702
104,2937864792
106,1804718931
106,626720452
106,7515770426
106,1434794325
106,7098334881
108,631709876
108,2197536081
110,1833795914
110,10130136649
110,10130118489
110,4036222970
110,10130136756
112,3198984040
112,2048717894
112,2048717874
114,8151928360
114,2153146178
114,1814079604
114,10233385585
116,637322794
116,10233385821
116,10230849589
116,127641234
116,10233385471
119,2399946336
119,10570506997
119,2381162406
119,5680298451
119,6726294139
121,171482894
121,8418569274
121,10806933054
121,4815192275
121,11039824403
123,3587892963
123,1918893332
123,590649554
123,760307624
123,2464228274
125,2143889519
125,1876496603
125,1254651723
125,1254651770
127,1296398101
127,9429963368
127,2959075042
127,6388827321
127,3621501453
129,2927709105
129,9433348091
129,9432968615
129,8006834002
131,3629235260
131,2106923007
131,8353890639
131,3715282225
131,2753215155
133,2885601967
133,8373248389
133,8373249736
133,7364717236
133,1356159679
135,5936469415
135,1927436961
135,9561014039
135,2864593525
135,8207029995
138,5851236580
138,1296364859
138,7004433446
138,1024907007
138,10855677243
140,3093550824
140,7419625939
140,2211767877
140,5887288498
140,7323776424
143,4969744824
143,2565914777
143,611074461
143,1399174498
143,671474344
147,1367972739
147,10172013643
147,1941509803
147,6395045366
149,6853771599
149,6853772097
149,10220422117
149,10220396148
149,8151928689
151,7858517273
151,2385590092
151,611076652
151,2385589716
153,1224576921
153,8856475763
153,1224579286
153,1224574335
153,6643154809
155,5848174151
155,5848173966
155,5841956847
155,2021297049
155,5841984510
157,8617601833
157,130052137
157,1111593159
157,1698557656
157,1111592646
160,958689218
160,10994116276
160,9084208716
160,9084208705
160,4191128876
162,986391726
162,986406470
162,7161616911
162,2009468947
162,1967983953
164,613525427
164,1238543028
164,2311191806
164,287890776
164,1907413394
166,10130391165
166,420782748
168,10894994806
168,1362845966
168,8327658392
168,11114578278
168,1327731502
170,1987669400
170,2627345256
170,958327296
170,1244656468
170,8780896772
172,440765886
172,956664817
174,5047412852
174,7595393803
174,7003001508
174,5047412857
174,10831688453
176,9082144583
177,2954854770
177,983138580
177,703653315
177,288952193
177,5174465013
179,3648427159
179,9852474758
181,925959064
181,4792060032
181,8194486327
181,1876508009
181,2377331906
183,3696697997
183,4158020463
183,3696697969
185,1439204480
185,3636582881
185,11080185624
185,11155805563
185,2749132107
187,2556775818
187,3712047665
187,2749132240
187,7455183938
187,8910363274
189,2888956124
189,4784964192
189,8910647828
189,4784964141
189,1912808967
191,3460895417
191,1902754406
191,5016310355
191,183415083
191,2312870641
193,1663834791
193,2751750732
193,224449836
193,8908336945
193,3424257789
195,1679660542
195,3858806805
195,2781598731
195,2781598739
197,8954239842
197,2046702133
197,2046702054
197,2915492216
197,2046702175
199,2302303657
199,2296481556
199,2296481648
199,2296481626
199,873631639
201,7377187534
201,2296481738
201,1004993627
201,10224216069
201,10984304468
203,9408727497
203,1944600668
203,1941881239
203,10798669787
203,1941880045
205,6373715057
205,1945721638
205,6193036203
207,2005962522
207,6125015599
207,10766496054
207,600136724
207,10134049632
209,3693645905
209,10586823190
209,7996429804
209,8959302823
209,11034840432
211,597103107
211,3457331489
211,1965165783
211,8303049195
213,1966279286
213,2254028688
213,6260181889
213,1141482258
213,925354868
215,1863095178
215,1251958997
215,10997694863
215,10997694856
215,4934925138
217,609599564
217,2036309287
217,1896162351
217,2036309331
217,1852621492
219,1875756336
219,1251959013
219,1875756300
219,590670952
219,1251959075
221,10543674916
221,8521983599
221,10543773448
221,3476097479
221,7912690543
223,2108520083
223,2108519983
225,2313008065
225,5169166147
225,1914210743
225,8874154173
225,7068236887
227,7157027204
227,2801285950
227,2108522737
227,8482912275
227,2801225000
229,1913155324
229,2754313884
229,2753437258
229,2108499298
229,2753421676
231,8521932052
231,2753437227
231,8521932048
231,11030705131
233,5171743453
233,2803851250
233,4328159398
233,9338501519
233,2131961879
235,2131953095
235,2322616469
235,6604395917
235,9248812769
235,6604416220
237,6603785374
237,8982913875
237,2715761538
237,6604428399
237,6603797165
239,2712785238
239,5016392217
239,183421009
239,5016425719
239,5016427136
241,3478051551
241,2777348060
241,9217038016
241,2062611646
243,8593185815
243,3478002433
243,2914588484
243,8593271424
245,346126591
245,1863904394
245,2106925902
245,5016381981
245,5016394432
247,226794313
247,11223269102
247,6604390096
247,6604376972
247,6603967620
249,226765128
249,6603938267
249,6603918378
249,7658424800
251,10879629932
251,3632446601
251,260146003
251,339108742
251,226668724
254,8740262358
254,2784071999
254,2553936048
254,11362765830
254,2320535880
256,303696291
256,3828776720
256,1770244931
256,9857407999
256,3908922054
258,1671954875
258,1286712181
258,10014148742
258,1761020227
258,1754181537
260,3597959746
260,6267413772
260,6269232472
260,3598156282
260,303548761
262,2768945625
262,7532694490
262,339071073
262,10257785661
262,3060500417
