fishnetid,CO2,fishnetid,CO2psqkm
0,781007.1843802107,0,313358.8655634537
100,4116223.5895192465,3,1651697.1313043498
103,3676828.983382348,5,1475534.6739710737
105,216830.4600105987,7,87015.4319290321
108,1385710.449518512,9,556094.3480345673
112,13737582.540705075,13,5512978.5657594465
114,634889.6858765921,15,254785.23746702934
118,15450449.910847116,21,6200999.3139257
120,22025188.38539055,23,8839754.107793052
122,537709.5762138607,25,215808.38955715654
124,5009703.782212208,27,2010632.046037263
126,25670606.130216878,29,10302833.375066197
128,9560887.346689299,31,3837238.152897948
13,2196039.7989749364,33,881375.0645038041
130,2559456.7720215726,35,1027337.0420738141
133,1584092.9039919707,37,635837.001096072
135,134099.86594813803,39,53826.1716827552
137,10014543.36280967,41,4019724.60271039
143,4451963.389965169,43,1786967.8247589231
146,16335418.749645106,45,6556852.595722557
148,12655956.167928737,47,5079957.8708673585
15,1884975.0578368455,49,756607.6995197138
150,10109057.22033939,51,4057661.39769399
152,13727826.776429048,54,5510760.878302231
154,2280314.493892756,56,915386.5435392034
156,4246553.322941688,58,1704693.7072306287
158,5717046.248435147,60,2294993.6154072206
160,2935822.7292553172,62,1178527.184639078
162,9363907.728242941,64,3758953.053332417
164,4245203.536149904,66,1704151.8623787796
166,7089001.354700612,68,2845737.4913018313
169,25609410.18560054,70,10280384.365682745
171,15541756.495504806,72,6238926.602920197
173,5694896.697381928,74,2286102.122139482
175,7956605.041229675,76,3194019.599710693
177,28836170.206141874,78,11576892.913438544
179,19604033.091022737,80,7870455.408746588
181,2932747.0654627187,82,1177413.5912087439
184,1627280.4216273192,87,653306.2832774479
186,10283683.121929612,89,4128602.980473364
189,10631386.377900878,92,4268195.836634818
192,13601384.208949635,94,5460564.53877743
194,7957177.684353715,96,3194577.9653272107
196,17636261.549206115,98,7080451.734372037
198,7985352.6395690115,100,3205889.3994459584
201,6784246.613615378,103,2723679.8778334577
203,1260095.8171308879,105,505892.2260245661
205,1443793.399961677,108,579701.1734762674
207,2021826.867054829,112,811788.8663493267
209,1810762.9122731285,114,727044.0390979877
21,337526.7627958404,118,135521.23210813128
213,281479.66224640445,120,113017.61769950968
215,8553701.65249991,122,3434418.58485838
217,18084768.341824725,124,7261261.500483177
219,10654076.252568487,126,4277745.351996969
221,15034057.209515344,128,6036362.686450871
224,7605696.049286688,130,3053782.4352101446
226,5975988.05775447,133,2399434.2195028597
228,6938874.677462066,135,2786332.2048427127
23,1567720.2776720342,137,629524.1953359377
230,2159438.3010160797,143,867130.8767155313
232,10372348.478474945,146,4165057.0083500477
234,8122441.851835498,148,3261598.222438174
236,1501814.368213287,150,603059.4202030229
238,1440374.1369428888,152,578387.855572431
240,9350462.432822838,154,3754714.67893973
242,8265166.515151863,156,3318909.8679611525
244,9324183.397178343,158,3744162.2296196576
246,7263733.818823497,160,2916780.660779372
249,9750373.041642843,162,3915703.849810633
25,2302478.6802552696,164,924664.5839971099
251,7641737.108641522,166,3068885.599322828
253,14864722.99940402,169,5969602.683558348
255,11941216.14482421,171,4795536.112311733
257,22415486.490079667,173,9001953.706759987
259,11810291.207144963,175,4742957.274522022
261,17473671.157932132,177,7017343.96532499
264,525800.7280568995,179,211159.0937381483
266,459583.6363102264,181,184566.62184334206
268,8861587.252604652,184,3558771.666707555
27,3638133.264786149,186,1461207.85086548
270,1972351.016420619,189,792168.5601106544
272,876138.1537025808,192,351889.2397440119
273,10521288.57928548,194,4225735.660122899
275,5632833.499767216,196,2262352.677445303
277,768918.4838202022,198,308825.8849967399
279,3328131.237319159,201,1336699.658517664
281,1228683.8793292858,203,493484.54277041333
285,4723634.851465057,205,1897185.1296381392
287,6107148.115172214,207,2452854.8359319107
29,9559833.650678305,209,3839976.339324685
290,2138993.9382993355,213,859187.1378897459
292,12888031.214723239,215,5176840.595085762
294,3777506.9050525357,217,1517342.0027040048
298,4682044.3534162985,219,1880674.9357533809
3,1845980.870243016,221,741490.1894319276
300,3746308.3489678605,224,1504810.2242689535
303,629594.0183659415,226,252894.16346026666
305,15965734.093474362,228,6413086.607908077
307,1627944.0430820219,230,653909.5590581987
308,2510343.844765096,232,1008350.2830398577
31,644900.3870255906,234,259042.39737726923
310,9277682.647003813,236,3726642.444849437
313,1860149.4632121567,238,747181.4037100298
315,2080570.052200576,240,835805.8518520542
317,2621816.779975562,242,1053235.2923498428
320,1427698.548558291,244,573534.5466030306
322,6429257.427292826,246,2582758.9775749533
324,5516336.982121473,249,2216020.905215199
326,7754718.439530912,251,3115222.6979186223
329,9009557.461847445,253,3619316.177906242
33,3259618.2684203098,255,1309452.676522819
331,2035860.8521368634,257,817845.2881081027
334,2380357.087010149,259,956236.1914785429
336,2051070.6732400786,261,823955.3719617048
338,5394810.1703348635,264,2167201.1981639247
340,8487591.530182267,266,3409984.6082735956
342,16297582.138754077,268,6547735.485102055
345,1085437.538130397,270,436086.6430845623
349,1447206.4917316255,272,581431.3570875266
35,918309.8672205388,273,368941.2363586992
351,1768078.3699417324,275,710345.2146917
353,2138884.6261563622,277,859320.7658658053
355,1329718.3968209948,279,534229.2039358157
357,11447217.608636461,281,4599047.411062601
359,10876138.137913533,285,4370061.796324116
361,5166757.539861556,287,2076017.1900656899
363,3785504.1242973637,290,1521025.8221877145
365,553826.8531911718,292,222529.13140853547
367,603047.3673984256,294,242306.06748706402
369,450034.13124726573,298,180843.64976912414
37,1211186.3311266885,300,486708.3215767541
371,3978482.8785193986,303,1598730.6613877967
373,6449715.51173691,305,2591781.4052934535
375,7628766.134384674,307,3065576.1756442524
377,1772299.5149350504,308,712188.4552991893
379,3058633.423594316,310,1229094.402453621
381,2198385.7669312125,313,883408.7863302502
384,165366.6594166822,315,66451.64924754214
385,6373625.497105903,317,2561205.066743885
387,165595.81053824487,320,66550.62454122606
389,13088242.853294548,322,5259980.510397969
39,1434755.8919552884,324,576608.1905296496
392,7504576.183567103,326,3015983.498076935
394,4642936.651156006,329,1865930.864042958
396,9225789.1011337,331,3707714.7336695404
398,5484787.228433223,334,2204258.7571602226
400,7862078.557132915,336,3159658.6681096973
404,1671564.2006099373,338,671778.1153385794
406,8125340.747035117,340,3265460.0352955055
409,6304333.181444011,342,2533622.7358513274
41,1062736.6993558898,345,427098.915335671
411,957731.1190784399,349,384938.5451791143
414,6173792.84589182,351,2481417.580566447
416,1518052.1570387194,353,610147.0205941489
419,839871.5477223103,355,337567.53359848814
421,6777551.434753905,357,2724084.805431816
423,1959868.2030846255,359,787725.072110814
425,223965.8502791386,361,90018.05084835501
429,1700913.6294029956,363,683644.0885487624
43,4344370.289787832,365,1746122.2108748506
431,802247.8019314476,367,322478.9573639208
434,7903.723413077721,369,3177.053872142674
45,12742523.339565014,371,5122102.710453402
47,1362507.7588470436,373,547686.2391084782
49,2663449.360157757,375,1070624.7752728541
5,8431294.627330724,377,3389121.2840988087
