fishnetid,CO2,CO2pcap,CO2psqkm
0,7971042.786598531,936.1348377536996,80097.18967856457
1,1109918.4362545237,3804.365987510508,11153.038554237422
2,32187461.506461143,1473.2300716393042,325066.26345179044
3,1163453.9072935244,14410.761120258538,11764.79730915112
4,2597129.831782318,3639.984503313562,26295.45957263023
5,11187707.323881948,869.6507091442818,113417.94831040232
6,30633444.604776427,0.0,310553.5688565504
7,26116297.416562147,1221.8499172563966,264759.9534649601
8,743936.6501623743,274.145894876986,7541.828373916831
9,3064610.9922482977,0.0,31107.949339559098
10,16297969.176098613,7576.926627660908,165435.80922675284
11,20043860.96502398,13049.326425066864,203720.39236705046
12,22955069.212697957,172533.7563220973,233309.1271678699
13,41911292.421825364,9527.547897285085,425975.06297231675
14,50793398.52577044,31460.071122306363,516250.39184733096
15,4171448.50248564,2882.907219576412,42452.06928454892
16,29128950.629183844,6480.239935424567,296440.0086827254
17,57275805.46328807,108082.56839254049,582885.4078882049
18,26992780.53422997,8622.567942424565,274700.5959054624
19,56523342.92633291,4401.098539496268,575227.7341248071
20,32998012.81033587,6265.133166253783,335814.74762114324
21,9701181.044014893,11723.967609320158,98727.1470754386
22,8660963.070572881,587.148056581727,88254.89160095219
23,10870427.907463929,240.92043514045108,110769.25612219295
24,16161693.868607463,4637.758820800321,164687.05949202267
25,16807847.099739607,1106.103894718637,171493.2690713754
26,9851044.03376329,241.09122682347046,100511.84634719814
27,26063724.92127076,2860.736068917396,265932.5352260639
28,1420230.850412391,221.06919196530367,14509.688833921418
29,3057540.1035187407,163.2822971244898,31237.143937838322
30,2799160.480730462,343.2764701701691,28597.426650614983
31,8866811.46439418,733.1641014018353,90587.15719352406
32,33276426.825136863,840.2076390121392,339966.2798461715
33,6046087.886932919,240.22417929867558,61769.432678120575
34,135763.70386559697,141.10402261201153,1388.8290121340467
35,1202243.5914974932,1913.3614839320787,12298.653704799688
36,14055208.19755372,2243.6034369407826,143781.29323630955
37,4561998.060674157,763.2131958478622,186672.42396004192
38,715215.732316397,74.906314539035,29265.916519513627
39,4594261.817170115,863.8332702513096,188115.44453444352
40,11423315.753293898,332.09885131947647,467736.1035362298
41,9651256.291950837,459.04031570137766,98729.95771441377
42,5687238.947038759,2748.2652050269458,930864.6357050821
43,2661426.1599553875,917.5005084561723,435896.23613342835
44,3286829.86930694,1072.2405572589807,538502.7318520679
45,5006939.891942831,3778.302862306737,820319.5532598201
46,5078627.343414454,3690.4988277838693,832064.5750565005
47,11016522.580160638,449.9662043115892,1804908.6021536929
48,16719016.155557139,1218.7045493111198,684125.514846104
49,29702335.788587227,1390.7864282924515,1216184.0841764803
50,28626789.675355222,1085.1327534115856,1172145.0539124217
51,8096033.000665118,729.8518727536251,1325126.4594297514
52,13560629.6435234,2985.401538994116,2220274.5258130077
53,8932463.333108498,360.9946674759594,1462507.3696881
54,5774261.564410421,183.68047494744857,945416.7095380791
55,6698398.777376421,413.33920604170135,1097083.533299096
56,14292032.706029097,541.5150690607841,2340791.323460339
57,8506951.102804065,195.85165085286297,1393293.5741285295
58,11855188.063988429,220.21130078456125,1941677.7115594011
59,19330188.196444824,514.6467493864913,3166990.5546997627
60,10772054.038112637,428.4652160200126,1764855.729635369
61,9014660.501958488,220.95086136984398,1476930.5075252475
62,7358110.700397079,139.14960985626658,1205527.1708572276
63,21336845.44879902,456.7504063829073,218270.63598713107
64,3898318.903219449,436.7244534839534,39878.83533806125
65,908007.1379966184,489.24581045264466,9288.687775658613
66,38585365.89515074,950.9957171977762,394718.72137522366
67,9207124.580057722,377.2491902500682,94186.60047588957
68,3317069.6534324936,574.4238899550334,33977.18723020576
69,12792073.73595513,1155.1583683558692,131030.91879285149
70,13408969.473539773,558.7575351006125,137349.8641775873
71,62884331.947105624,2071.5169478250455,644132.6060796924
72,9307823.681088194,417.43437453698533,4671722.412290551
73,1718166.6412993905,96.24429234515905,862371.0419562698
74,3122079.8126091794,1069.914706810311,1567014.023177217
75,3067437.7156169633,238.7092377295328,1539588.416728337
76,4511534.279516268,169.1626415257021,2264399.985385313
77,3798030.2434255527,248.34594752629738,1906282.6734481163
78,4327454.75870679,216.7821258992692,2172414.3767879438
79,6007384.64450966,355.8204429457444,3015751.6360801677
80,6723194.9717066465,287.45247126384555,3375093.7280403194
81,2942316.90812679,130.84602399933263,1477064.9050508027
82,9751897.875521906,568.4984396966066,4895525.043476282
83,9644774.749296132,1122.7102130605142,4842654.75215292
84,7604970.82831732,396.2778246259609,3818466.379881893
85,8182120.326076523,398.63875150039155,4108253.941612596
86,9162497.657349546,519.9369585767084,4600502.756706881
87,4130492.7223950378,169.19989857235888,2073926.113442047
88,10114176.577097083,375.2933056495345,5078342.059649182
89,4724897.448631011,583.0464558224817,2372821.827109519
90,6654741.93226624,1354.0750359838423,3341980.8752106144
91,6287757.462282578,521.4753657343679,3157682.9576264545
92,6554272.0064284345,311.2177237015814,3291525.339279555
93,1735577.8515159902,243.3430787884976,871599.2364906499
94,8715020.03442329,486.4205889347032,4376643.088278648
95,3226568.9698397047,3750.264417221026,1620671.721974562
96,37177091.23287182,13396.297875006981,18673662.652064778
97,1233807.6083947048,1037.6280207885309,619844.7711656671
98,10042626.335879378,273.9092337604823,1645887.282861773
99,6425218.083056642,137.78711166806465,1053029.7930865327
100,9536035.311912548,1654.0851848856653,1562862.016753839
101,16645612.604056833,297.02681785113134,2728944.985338986
102,13476826.609719686,457.9165196170565,2210166.3475560965
103,6344472.168677856,470.8237717725682,1040477.7983939429
104,17227007.678983036,6910.255711352535,2826113.5282222414
105,8282603.634337667,1424.8932044981923,1358772.1452322595
106,2808090.141545267,372.33393012519105,460670.9235504952
107,2678794.601145733,200.92477236243607,27439.250671207014
108,14027246.232511988,1707.593009672894,143682.95554874506
109,7978059.489048578,1854.0436784527142,81720.32827607461
110,3731703.6230290215,252.35384136935758,38224.33832708018
111,328501.8029160981,149.05804388361483,3364.887816446619
112,36023047.34713434,8980.394305725036,369473.07891853934
113,26555170.24514175,1677.5012158161917,272365.0894143046
114,18459798.929575972,526.6817101528841,189334.30814454774
115,48737211.07678008,3291.1472435359206,499876.84997649636
116,14709328.916956464,1010.1241964254176,603469.2955341348
117,26338804.25464887,576.9043398034881,1080583.6036776328
118,4518649.5700054495,489.7429903167535,185505.3385783566
119,2791796.3231438384,518.7577348274792,28634.267758788355
120,7841430.260419971,434.88599695154227,80426.21584796843
121,7319297.142304029,5877.370522414809,75070.91847691404
122,35522921.79259012,61261.618309891404,364823.11106087046
123,40272403.875529476,4670.707419507475,413600.65361614624
124,8699467.107239854,6442.701653906407,89344.18945507906
125,51923350.37393037,1892.6371424505971,533256.7611055084
126,18424963.3003412,11518.35528285952,189225.7757303796
127,32777276.469382193,26671.570533629074,336625.12457397656
128,15217956.792088125,1324.7038137288293,156289.57475106334
129,18549990.873166576,10241.33378844543,190761.38780912585
130,12361915.65431412,1855.8778934980298,127125.46342044463
131,31934017.937362395,3208.4980276201004,328397.8747862966
132,25509232.242142886,892.7006785362245,262327.70558908256
133,14991718.735920072,957.4825047895677,154169.40586451069
134,28102494.950626392,2072.9002517883305,289378.7022402751
135,127236606.08130148,10877.490258765212,1310188.4373594173
136,17512750.432768714,1914.4209087834272,180333.34769017526
137,224909.68841390885,88.29529265390963,2315.953578813147
138,23357740.612532243,4784.854792347981,240520.73232624205
139,25619986.922878996,4087.1596260152955,263815.67117727717
140,5684160.987072605,7909.890403250134,936500.4898370126
141,49776208.154878736,7368.963547158073,8200936.501499516
