fishnetID,carbon,CI
0,1.2514772519774278,2.4857978611421143
10,3.1704229522478253,3.2548982995915297
101,0.04985663783172248,2.719733534095059
103,0.5530461685456016,2.721729548793937
105,4.03652370852583,2.956674775799718
107,5.075782146008566,2.7537578787735972
110,0.045509749970384164,2.7111259605233236
111,2.0802001131491905,2.6397763907314236
113,1.3531171509030058,2.729611371863068
116,5.629520476448139,3.682438013110824
117,0.34286906343897505,3.062063957029572
119,4.148402122790745,3.580599673385089
12,0.4172240213697774,1.781739730316163
14,0.5829375808733724,2.0767437881405737
16,3.007349282028502,3.351796193070177
18,4.804096544027251,3.2967928693574025
20,6.348757733288196,3.3182182096136277
22,3.497123924015028,3.1802662581574648
24,1.6986086207527908,2.2901209950204886
27,0.7516878672170093,5.236351887219551
28,3.760194343154089,2.0052718298735317
3,1.1081798655276978,2.9105127836468476
30,3.735526914976288,2.1096783478555277
32,3.156723799409576,2.5760402507374693
34,1.2870536953535299,2.879346247354806
36,3.472475675926349,3.3399058494820313
38,3.476593703515877,3.1677399388290017
4,0.5041622835121599,2.944654728978696
40,3.0588663610525404,3.3136442637593255
42,3.1673629362922324,3.329145311692144
44,2.656221519792731,3.4874348758822378
46,3.271583199327164,3.758502675916426
48,4.69040404843766,3.176151871932649
50,9.131276533761437,3.9038498419361725
52,5.098023519015753,3.4959183150879563
56,0.4136785088569345,6.290020616086233
59,0.5165677151160284,4.984922973932746
6,2.471504749339362,2.4206235623407824
61,4.48910381152431,2.254295288695174
63,7.844779116991837,2.6767512035134193
65,10.06883117083881,3.2277295754222686
67,3.089231333545124,4.047984848612714
69,3.7392440827691735,4.261582787320803
71,1.2072278939411427,3.573909310502039
73,2.3739484182126476,3.901673084868842
75,16.263000736896668,5.0307549057904035
77,11.969490449521453,11.061293013276693
8,3.3257648814073626,2.9418965389953144
80,3.1624645236898212,7.6899784894353616
82,0.0,6.460002384307713
84,0.0,4.539515970008056
86,0.64106207631329,2.510330902077363
88,0.613033718234954,2.569223378778252
89,9.103732861492821,2.803482308417863
91,3.6700827395193283,3.370273500136741
93,1.376217142930045,3.340105777015049
95,0.19129820490210978,2.6391874460806304
97,3.8475701434779372,2.8083252581857194
99,3.325079403478181,2.8182629763672034
