fishnetid,CO2,CO2psqkm
4,7419133.772539392,7263164.959711031
6,2037859.4221987631,1995018.5024180915
8,5583844.983533967,5465927.210175245
10,2261524.885120748,2213766.757945806
15,5533216.345389487,5415841.126509688
19,2924819.494258091,2862497.3697391595
24,6201053.547575419,6068330.995725901
26,1192376.2801912206,1166855.5809329967
29,1093089.776381699,1069694.1286245976
31,182929.9059308394,179014.6157726472
35,9860011.4578108,9647097.563475484
39,2812292.8109930307,2751565.0707706385
41,8263910.816007964,8085462.602047505
49,2860970.2040880336,2798918.8385876985
53,3933563.946886562,3847874.453293452
62,3643334.2999337055,3563620.091961716
66,4063420.263830474,3974514.799404346
68,1617603.7819607523,1582057.3278913167
70,4271484.013184169,4177619.179302648
72,3389514.317293099,3315030.5553617068
74,2626054.29631348,2568347.38472925
82,2226988.6634238358,2178051.1231443654
84,5596114.438804233,5473141.1698983805
86,864692.2046543718,845608.3884292252
89,8818278.936264686,8623658.915711796
91,6496487.171305746,6353109.254147609
93,7545005.7405008655,7378486.946655592
97,19962313.026228357,19521743.40946667
102,3230577.9365257053,3159278.8600337263
105,1676990.2188677592,1639978.9297917427
108,2116216.327932572,2069511.2885246607
112,2654443.4082681816,2595606.62726786
115,10532941.322991451,10299474.540476084
117,10348780.84981312,10119396.056541791
119,10063064.910271397,9840013.123044966
125,13329007.973014427,13033565.27470672
129,2368867.798693768,2316360.9132753443
132,6067541.736322182,5932473.812928492
135,7202187.712421226,7041861.738495924
137,1945401.889669356,1902095.818640486
139,14192911.21152758,13876966.611958329
143,9865646.931272669,9646030.404209431
147,10213389.573018229,9986032.040035766
151,6308259.018677778,6167832.552258646
154,1763779.4651786012,1724348.2573582036
158,4201623.032393317,4107691.180798051
160,18061246.57730807,17657467.77086122
162,9458805.963627871,9247344.071113516
164,4853933.87881554,4745418.908945051
169,11097914.551116,10849808.603815066
173,8733627.603938399,8538377.862190224
175,7919544.730594442,7742494.696687067
179,8569336.068497963,8377759.242669822
181,9999828.27005009,9776271.235590136
186,1832738.135589721,1791590.4931757888
188,6212080.350014302,6072610.091865964
190,10732247.5866022,10491292.985720092
198,14256849.02841848,13936761.987952106
200,11827923.04117357,11562368.92935218
208,9642862.399387885,9425446.295077858
210,5549131.402667049,5424016.008308128
214,10020909.54867662,9794969.674655946
216,5367628.064703325,5246604.997604104
218,16414990.835383195,16044884.614647292
221,13689693.764714092,13381034.38907991
228,15775400.639738888,15418210.174258891
230,15360573.3271144,15012775.48273316
232,18824304.63823681,18398080.145465583
234,20805462.02423241,20334379.683144875
237,32807289.2349172,32064458.597485542
243,2351749.0735843047,2298500.197978168
250,8584919.423709791,8389718.447558362
252,21766065.792892773,21271156.39652747
261,2432510.008083672,2377200.423375786
263,2842589.875130426,2777956.0339667974
265,7295857.174474073,7129270.204204123
270,21154967.770139545,20671934.46743383
272,6825117.951845916,6669279.413047023
274,4263194.090523151,4165852.192206152
276,12073213.979167566,11797545.18657022
278,2733200.0125362,2670792.6081215176
280,2490077.7541603027,2433221.5823780964
282,12967410.036188023,12671323.98371195
289,3523405.8307383703,3442955.585023678
292,3758735.631514513,3672912.0790602826
294,10676981.76081865,10432174.184602626
297,5213849.627798003,5094303.681316662
299,8902316.35736951,8698199.26332368
302,24263279.91638217,23706958.394012023
307,7124921.576671132,6961557.545428788
309,921410.2960933828,900283.7056069869
311,8976215.040012958,8770403.557254182
318,11872092.520330297,11598749.471026346
321,11841559.402630923,11568919.34780071
325,1884565.7635221763,1841175.522792254
329,9152973.216601456,8942235.16810767
333,22752941.06388912,22229077.36586063
335,20847000.32848203,20367019.00850993
339,9679010.34109376,9456160.814239068
342,9164012.861535065,8953020.636264583
346,13835272.475370163,13516729.17224424
350,2627789.745550716,2567036.6227679467
353,6360473.419931639,6213422.605348046
355,2962707.267884185,2894211.027376386
358,10084381.160060233,9851235.548684437
361,8770089.048359144,8567329.182326134
367,14372177.370959535,14038527.723954985
369,10805994.191167142,10555133.374858178
371,10029109.136637116,9796283.68250861
373,5141897.185998682,5022528.204058013
375,5468370.957834068,5341422.89751734
379,18420221.481644288,17992596.617542993
384,3278456.3907508724,3202347.128440758
387,2958846.9462385955,2890157.4071609764
389,9931648.282313157,9701085.378857275
393,5562419.124939734,5432756.486118784
397,2570557.0239827987,2510636.1155645666
402,9715069.628143696,9488606.7284556
404,7808056.467168367,7626046.952448994
407,5731111.433627637,5597516.4967539925
410,1898451.0071954108,1854197.210109747
412,3766063.6685518106,3678274.930906582
415,17840373.74664115,17424506.138388753
418,6887610.791929368,6727057.304248252
424,2532827.898350745,2473544.5308702965
427,13323199.535684224,13011356.73949439
429,14676146.289585816,14332636.422907202
431,8739530.869412048,8534973.417847553
435,4764680.639251588,4653158.528551662
437,10962893.165163543,10706295.69773593
441,10129911.296545394,9892810.60197057
447,7238225.442943278,7068116.018402979
449,1662755.9934965053,1623678.671653707
451,13436593.76861758,13120813.160265611
453,8512430.443407064,8312375.242642485
455,3256472.869594396,3179940.751294894
461,5113645.992964447,4993467.451408976
464,2197794.1329407278,2146142.592358072
466,933206.7357007476,911274.9428823916
468,1957489.8218674096,1911485.801992673
470,1635248.0331214257,1596660.937165905
472,4597007.4560145,4488531.454685898
475,8171207.56407,7978390.839050386
477,2144478.6116013187,2093875.1555601784
479,5370379.762990518,5243654.425283468
482,20167336.784477647,19691446.311651647
484,17851553.80706895,17430309.074920505
486,11159241.0451097,10895915.423383389
494,1861791.4260550549,1817858.5651374047
496,2228328.10611153,2175746.0459534894
498,451403.002218323,440751.2046876697
502,3284375.312375338,3206559.727379691
508,5346848.029529272,5220166.981315043
511,14981300.637871005,14626353.787327155
514,16456007.034877218,16066120.468233489
516,3812662.150044416,3722330.045038457
518,6287046.072873148,6138089.232827548
519,11014692.405293228,10753725.051825602
521,2593250.945207959,2531809.934314549
533,8361782.661588414,8162870.542899365
535,8211052.098626146,8015725.595211188
539,3809919.697640984,3719288.401688484
541,10207521.042456666,9964702.050467651
545,2291458.094309498,2236948.3321124874
547,6748576.288750423,6588039.5154261775
556,5945561.909882183,5803559.047195109
558,1685603.1262447983,1645344.4470973827
560,3524583.079853262,3440402.49361032
562,4652024.281036489,4540916.067008985
565,2936417.0967053305,2866284.174015154
567,4829113.001798916,4713775.228702141
571,3642763.620008617,3555412.1277430668
573,5214032.346746925,5089002.684183171
574,5592502.98814589,5458397.805248259
576,1667636.930386292,1627647.902927508
578,7631878.744729084,7448870.439312947
580,4367485.06061729,4262755.141992618
582,5581880.051597144,5448029.600945842
584,10357338.65168737,10108975.298612485
588,4609408.843609608,4498436.927974907
591,627535.8562215886,612427.8763361379
593,2290447.8327740133,2235305.1035677143
598,2669819.1337128715,2605543.007702256
600,9115425.920144346,8895971.254592568
602,11411119.698826274,11136396.00746372
604,1598410.0997787437,1559928.2387070758
606,1903138.6928744053,1857320.4646303237
610,5715642.58268432,5577491.3222628925
612,13733899.880368665,13401941.478224574
614,4785337.526849503,4669672.419851504
616,3828444.1120896135,3735907.818597318
617,2643708.218125195,2579807.857450621
619,314150.6717922954,306557.4203523554
622,448966.5368731294,438071.73919453885
624,7709699.022146592,7522612.448625746
629,6437178.29665936,6280355.329467087
631,5285408.398634655,5156644.926549024
633,2267035.621477836,2211589.014306296
635,11901.839453565472,11610.747151993968
637,5289280.714428403,5159916.770073462
639,3023378.1803873046,2949433.130423926
641,596023.9822096704,581389.5292646508
643,178546.8757013869,174145.8408416615
645,465602.0515902668,454125.34077309805
647,7438635.844325986,7255279.537863151
649,2594279.772549536,2530332.8921025293
651,4908685.454294203,4787690.361467639
