fishnetid,CO2,CO2pcap,CO2psqkm
0,8797589.052894395,1033.2060460773712,88402.75707319906
1,1225129.107843964,4199.263077311257,12310.735390441656
2,35525549.935862824,1626.0154118252212,358778.1463413263
3,1284086.5552966841,15904.940015339758,12984.629606525748
4,2866504.3843517946,4017.5240413608467,29022.827134430165
5,12347980.316357514,959.8418628361014,125180.48181944732
6,33810464.223512545,0.0,342761.3337244928
7,28824819.513522826,1348.568013902049,292218.2172805405
8,821072.4803628051,302.57099154719424,8323.810539635197
9,3382382.660894503,0.0,34333.55447991696
10,17988544.81398147,8362.875320307518,182596.33675568845
11,22230688.989175577,14473.035797848579,225946.72210944956
12,25335603.785874948,190426.21258782048,257504.23798694919
13,46377458.20672303,10542.825784794693,471367.9664485138
14,56156745.83931355,34781.984851943685,570762.0062025936
15,4455574.032961098,3079.2676786796687,45343.56289835384
16,31022496.114965763,6901.491947991513,315710.2751400398
17,65556653.357897826,123708.97995808467,667158.0839975545
18,29792762.522758204,9516.993579792064,303195.50104492693
19,62740340.40868569,4885.1749780624605,638496.9816548812
20,36482415.409695655,6926.6956189779685,371274.87627313135
21,10707270.586618938,12939.836188212688,108965.9365375743
22,10047227.658594914,681.126353467753,102380.87619980243
23,14149228.566142967,313.58823517115314,144180.11290046724
24,17837790.298834253,5118.731364086465,181766.4197845283
25,18568142.052832667,1221.9467562056361,189453.85225876345
26,10813746.097433126,264.65208197751866,110334.45617109798
27,34621792.96292715,3800.063582577405,353251.93173709325
28,1734604.3047710888,270.00369124775375,17721.463172625015
29,4430519.77913603,236.6037476206022,45264.09445980421
30,3949878.395940217,484.3953473528374,40353.65549218969
31,12005687.340416314,992.7062288392887,122655.2623442864
32,38916253.22126629,982.6095034199702,397585.17050849483
33,7484990.411194474,297.3948960407493,76469.87935783951
34,146236.47727579792,151.9887466877955,1495.9628861773788
35,1344687.5024710034,2140.0598791698403,13755.81957851287
36,15648634.41913591,2497.9587262402742,160081.6482076154
37,4890365.282292904,818.1483784784073,200108.88412362596
38,810730.6154059118,84.90982474243928,33174.29055068251
39,4992783.278759994,938.7650244982987,204433.2002233593
40,12244005.721729433,355.9579655813115,501339.86065347673
41,11087205.143995227,527.3379957581416,113419.35826018946
42,6198471.001434841,2995.309733993459,1014541.0636708803
43,2860571.536009177,986.1539193736897,468512.8539345693
44,3548201.5187154887,1157.5060848819894,581324.950473582
45,5435148.571579631,4101.434778178114,890475.768505563
46,6330188.186523242,4599.973674443481,1037115.9345402878
47,12626859.379339052,515.739875805214,2068740.5618354185
48,18114039.590049565,1320.39243514084,741208.4865033383
49,30215183.21601495,1414.8000697423352,1237183.0010053753
50,29781273.44704039,1128.894843682442,1219416.2449243818
51,8964627.802627826,808.1551038329038,1467294.5996175904
52,14268212.677256517,3141.17745304851,2336126.711588574
53,10247283.638730485,414.13153480116483,1677782.1841572835
54,7047162.814284591,224.17173145358873,1153828.1397788255
55,7779657.205527044,480.06059947786895,1274175.2318064107
56,15238769.116504911,577.3862459077906,2495850.608645917
57,9651319.026301019,222.1979110219222,1580721.532157059
58,13989010.336459316,259.84726233385425,2291161.4248942584
59,21171504.39249886,563.6699345340727,3468665.372443717
60,11833043.920074968,470.66675505440895,1938684.6081056492
61,9944773.047744447,243.7480779835654,1629316.9001137216
62,8402238.002155475,158.89515495551558,1376593.343052172
63,25404372.968912967,543.8225489001262,259880.43350105555
64,4317885.148345844,483.72800646465333,44170.89394542303
65,1002179.97975442,539.9873369896264,10252.052585724658
66,42535061.279888846,1048.3420376999181,435123.12537444494
67,10001095.701352563,409.78105836871805,102308.72808919079
68,3683039.182953572,637.7995988536917,37725.86197154581
69,14201982.910661492,1282.4769263474493,145472.8066672925
70,16229814.10988266,676.3033464334687,166244.1523204845
71,71645789.59252682,2360.1342780593486,733877.3862412913
72,10370076.388803825,465.07395279268906,5204881.392540083
73,1874828.736224319,105.01982790785456,941001.8631979688
74,3503450.952524365,1200.607903601865,1758429.3489061065
75,3414354.7893848554,265.70646405066685,1713710.781338733
76,4840156.356974683,181.48452034615735,2429339.8442649655
77,4295466.051204033,280.8723254376104,2155952.4234882127
78,4953877.191528044,248.16250865769345,2486883.0829634056
79,6901506.332957468,408.7797245728432,3464607.353560421
80,7598568.496933654,324.87936192585664,3814537.7285667895
81,3301003.225154729,146.79694971927808,1657128.0958446153
82,10769306.110270562,627.8094580616481,5406271.52136477
83,10803215.089186491,1257.5596869594372,5424309.250353109
84,8580880.676791543,447.1302789633807,4308472.065678715
85,8831191.458534114,430.2619610800913,4434153.45567957
86,10260002.031421525,582.216165362851,5151561.222120618
87,4571498.056838093,187.26506969663276,2295355.50231611
88,11037251.301091064,409.54461240580446,5541819.156309
89,5822101.57867723,718.440077862382,2923832.7086944105
90,8059345.983588413,1639.87714532115,4047366.587314927
91,7040924.893525606,583.9393306730049,3535920.1870586546
92,7669038.195530583,364.1503751831774,3851355.806370788
93,2085087.2803251492,292.3473342863077,1047121.2685506098
94,9382080.819778511,523.6519548737493,4711637.955089629
95,3614479.039822626,4201.135093204419,1815514.8779606947
96,40940836.18679704,14752.516095860023,20564152.231730085
97,1328598.4326047911,1117.3467829722053,667466.1315312044
98,11136906.91635304,303.75536616567354,1825229.0636915073
99,7393289.869629535,158.547156484437,1211687.1989411218
100,10764782.867510954,1867.219161554232,1764241.6069096066
101,17878520.860765357,319.02701843871847,2931072.6501212213
102,14421286.930355158,490.007455819344,2365055.512321716
103,7026973.664010827,521.4722606822535,1152406.3614618788
104,19073355.3003544,7650.879645205499,3129009.3118541557
105,8932677.31457139,1536.7282759662999,1465417.5973203261
106,3112709.522503785,412.7244181748993,510644.138256601
107,2966661.6425470295,222.51643143904656,30387.91120143599
108,15197482.764592644,1850.0506017563064,155669.84455271397
109,8693063.396489874,2020.2054470482267,89044.20874036365
110,4133575.1500078747,279.5301216463442,42340.762020661525
111,362565.6121822728,164.51453371523192,3713.807961675739
112,39914420.481921375,9950.497273537194,409385.23847227654
113,31154089.503970493,1968.0168697136514,319534.24869955593
114,22284679.66832966,635.810457237449,228564.48346607116
115,53849837.46571629,3636.394865946408,552314.8848567021
116,16424302.324572984,1127.8954520034076,673828.303752455
117,28242394.286081754,618.5990705028308,1158680.8535073209
118,5014552.901312283,543.4902828694609,205863.79168497762
119,2992717.8041536203,556.0919670931927,30695.033953668823
120,8510648.375013579,472.0008570316069,87290.10148441268
121,8154123.490307622,6547.733218954683,83633.37734350808
122,39343731.86763115,67850.85693779551,404063.1213980818
123,46126147.855708584,5349.612148527958,473719.04992014216
124,10350039.0711175,7665.091783149626,106295.68917707927
125,60411060.22176977,2202.019237340029,620426.18738611
126,20814083.166102484,13011.912202273657,213762.2186281067
127,35673250.77980217,29028.08673643487,366367.0012036225
128,16555699.538953152,1441.1526210668492,170028.29459961446
129,20974605.111995697,11579.948125123416,215695.24250820666
130,14104454.080527535,2117.4828610624,145045.0974929361
131,34920620.93324558,3508.5701901763837,359111.01832502143
132,31108753.817240432,1088.6570547265528,319911.1574644068
133,16184243.934099203,1033.6460210541459,166432.90310057
134,30792388.167479884,2271.3125399604537,317077.2325531729
135,137989086.15085387,11796.722552177598,1420909.522226011
136,19603156.707428098,2142.935412854237,201858.80498422275
137,248233.96167678927,97.45196148489285,2556.129689132471
138,25536339.37521905,5231.142766136523,262954.33061551035
139,27905032.187446136,4451.693174649393,287345.3767917598
140,6368611.23858573,8862.348732326072,1049267.879302036
141,54133040.34216564,8013.957184867607,8918751.4062519
142,23493737.279545736,2314.013611367432,3870737.7430794165
143,3265624.131076255,2033.444893246903,538031.6647141359
144,27721905.125984583,23876.1438570826,4568869.176075817
145,30820178.539376497,631753.0017051181,5082871.850639176
146,17339430.693404213,63237.96729770532,178548.6292394259
147,26992332.518405207,7019.141787260181,278316.41552413383
148,24534063.013495225,1942.8315089143168,252969.33755181282
149,121360310.24943092,28735.096828732487,1251339.302095712
150,41509013.22797474,0.0,427997.09012462746
151,16777029.956557909,520.9335095539203,173217.6014018641
152,13555143.675643316,16241.51670986818,559810.4912722551
153,12309374.918603795,311.8668832701776,508701.3094189061
154,3532729.8266380797,226.36276486145147,36474.33357129118
155,9893781.602837892,2693.145160758551,102150.20909392159
156,31156150.630546197,2306.0415637908186,321677.5373896771
157,6602768.455258047,1358.631187587321,68171.52484040406
158,14745409.216575319,14185.142827672344,152241.7509414847
159,4715636.366819242,151.56113238513183,48752.57954596172
160,3633081.535060861,129.8035078092075,37560.592623576376
161,41996605.96186141,2782.4198362392167,434181.6699910162
162,40854787.93831092,1561.9703993100866,1689507.870706355
163,28804183.752011023,870.8016700358355,1191167.4889068592
164,12579685.34390392,58031.41542699222,130055.00481486831
165,3021400.0706197647,142.67239550198838,31236.727309916154
166,26656406.925254233,23886.792785489255,275956.783223633
167,24401651.181544032,5215.511935852703,252614.73477222826
168,41630204.65530586,5602.955374385062,430970.96295959817
169,4588281.997835818,3509.9248542228,47499.55776845687
170,38911984.99980804,35388.826843054885,402830.96816098277
171,40956469.656373955,5149.807539957839,423996.21412820544
172,21573345.040312987,12539.575705762423,223335.084784381
173,16339937.501330221,1233.01580592818,169384.57370958815
174,7059614.6155077955,1249.7822301894564,73182.03096580708
175,5891383.679637689,526.3007789721928,61071.80722409168
176,22485180.52740018,7255.665720683826,233087.96120588252
177,7923867.470606813,4592.261740584698,82252.0062375523
178,25314527.06721734,4351.252902169201,262772.0170683117
179,8638234.838136377,13296.83254957758,89667.3434308947
180,6166329.561109137,797.1992977044072,64008.26104229515
181,13268950.045971528,1625.4929865632362,137735.48914030244
182,39115068.32544211,0.0,406025.57473619224
183,5440540.091790809,2197.519745964531,56474.35917190594
184,5191774.797188802,1283.8844437073983,53965.078309630684
185,833760.8210408324,252.10988788830144,8666.394394328963
186,17159749.017724704,3550.923782286366,178364.28498720512
187,22827793.013464287,1566.0114333217477,237279.86781605944
