fishnetid,CO2,CO2pcap,CO2psqkm
0,6553950.723929641,769.7087773643425,65857.51053314446
1,912682.4997653251,3128.3183935752186,9171.109133037406
2,26465438.550012395,1211.3313105842094,267278.6488098347
3,956600.760536252,11848.638748064906,9673.106930096475
4,2135433.589035894,2992.898189695668,21620.870440656694
5,9198886.691998769,715.0543094703359,93255.82312286927
6,25187698.794988047,0.0,255346.07201332264
7,21473473.994505357,1004.6356114306934,217692.26643554828
8,611661.5120755624,225.40157492330297,6200.85883118877
9,2519813.8427559733,0.0,25577.876462573764
10,13400272.179823123,6229.787159378486,136022.15392448404
11,16366977.174396867,10655.533288372504,166349.5380280742
12,18874092.07312139,141860.5177083681,191831.17710793484
13,34354635.16876749,7809.7193656031695,349171.2384365868
14,41677949.90150384,25814.206298245404,423603.4325824514
15,4286500.271913478,2962.420025862026,43622.93012201345
16,24915930.224408723,5542.98052559092,253564.86974377665
17,54585702.02833577,103006.1965084715,555508.7167136271
18,20884213.058386203,6671.248476667629,212534.82074143004
19,45788711.39290325,3565.2638432826816,465983.3502304015
20,27072789.25769696,5140.146797817731,275514.83006656135
21,7976488.264453162,9639.660328395337,81175.26375987178
22,6827451.864509979,462.8498079240933,69571.48059669431
23,9585169.529045334,212.4353552123732,97672.5210429335
24,13288557.172710195,3813.283665962435,135409.90340846195
25,13395716.327606538,881.5557349246222,136678.72934241738
26,7521596.076324428,184.08108008617924,76744.10006879231
27,29164158.277836844,3201.0374479104175,297566.7742038621
28,1099266.1676070285,171.10872035846722,11230.575672260537
29,1594011.2799670699,85.12523617787964,16285.104399306554
30,1302387.4293670005,159.7189452426235,13305.749791196844
31,5272711.767419367,435.98118674727334,53868.28981639983
32,25809043.12183465,651.6611684454793,263676.27818415745
33,3763332.7151157553,149.52536744799872,38447.82463286917
34,122015.1042694261,126.81461643742655,1248.1842488305967
35,936959.9827372174,1491.1646488562674,9584.868195127458
36,11872213.265339186,1895.136529592282,121449.79660741259
37,3960010.0211809785,662.5017949719305,162039.67203148484
38,753637.9625601004,78.93036984694155,30838.1159720675
39,3872299.2037782064,728.0866911175889,158554.15191330976
40,9935072.314495506,288.8326099598976,406798.8763588931
41,8388399.95946031,398.97539233638446,85811.2507052388
42,4314740.50083108,2085.027778431723,706219.5525579901
43,2285605.373506036,787.9399864158169,374343.1978643812
44,2961220.614338156,966.0192245831802,485156.0481814649
45,4467960.684053983,3371.582045232965,732015.0813520995
46,4372188.960482901,3177.1494820219455,716324.1764899946
47,9376298.190455016,382.97178411367133,1536179.9639740395
48,12886609.520672373,939.3477165113765,527307.2464865329
49,25041383.427093312,1172.5413268491445,1025337.9460309489
50,24349785.92583502,923.0078030520953,997019.9753612314
51,6201669.694892559,559.076308192529,1015064.613085276
52,11552922.822493218,2543.4006001796592,1891553.778530943
53,7034312.863876409,284.28321936735387,1151724.2243781951
54,3839189.3042964917,122.12541932162141,628588.3794618817
55,5712566.612212029,352.5062968670969,935621.0299540714
56,12063676.257857898,457.0842102218991,1975824.5236533657
57,6500457.416773109,149.65706291107074,1064664.112704342
58,8393862.262483327,155.91682877159104,1374771.5498897168
59,16004637.452669483,426.1073175500965,2622143.929944795
60,8828841.124220023,351.17270170676693,1446486.5093500891
61,7542656.884959963,184.87180248075,1235762.5735070661
62,5651701.145080927,106.87961100120258,925954.9861885452
63,14964928.929426609,320.34901252901284,153087.51065223734
64,3198567.3803450344,358.33204665712543,32720.550843885918
65,746597.354634448,402.2761634405691,7637.505732204808
66,31244594.156588275,770.0711018068222,319624.4474884259
67,7453803.770781059,305.40929606846163,76250.56353694233
68,2707824.066282556,468.91955731418494,27736.603357524848
69,10730653.898791011,969.006660294508,109915.520237712
70,10692229.085642794,445.5497926529098,109521.92974759628
71,50184929.98096943,1653.1770277600335,514050.93659513036
72,7740941.463643747,347.16332935797107,3885283.0658375523
73,1443605.0969164222,80.86453760591651,724564.894741353
74,2432844.4066923745,833.7185998861622,1221077.4644832662
75,2443668.38323938,190.16725720525542,1226510.1644953534
76,3921011.3262642315,147.02063473496926,1968008.5398443127
77,2972175.5572024537,194.34488607500018,1491775.0528576318
78,3380623.9245873597,169.35101164569656,1697098.2773443402
79,4818789.365773965,285.4193410370325,2419067.9927645475
80,5554696.295551755,237.49291579315357,2788498.7282358324
81,2465930.1103145564,109.66091025195288,1237915.2001585583
82,8134531.556912057,474.2121540644024,4083595.1588223367
83,7709668.139945226,897.4520800141496,3871035.044976287
84,5856479.826367087,305.16791424327846,2940546.627499328
