,osmid,y,x,street_cou,lon,lat,ref,highway,geometry
0,16874214,45.4358687,-73.8983655,3,-73.8983655,45.4358687,,,POINT (-73.8983655 45.4358687)
1,2076579875,45.4368727,-73.8941345,3,-73.8941345,45.4368727,49,motorway_junction,POINT (-73.89413450000001 45.4368727)
2,16874246,45.443665,-73.8766694,3,-73.8766694,45.443665,,,POINT (-73.8766694 45.443665)
3,16874253,45.4483051,-73.8672226,3,-73.8672226,45.4483051,50,motorway_junction,POINT (-73.86722260000001 45.4483051)
4,109892866,45.450269,-73.862746,3,-73.862746,45.450269,,,POINT (-73.862746 45.450269)
5,4322954829,45.4561222,-73.8435555,4,-73.8435555,45.4561222,52,motorway_junction,POINT (-73.84355549999999 45.4561222)
6,16874298,45.4425389,-73.8134452,3,-73.8134452,45.4425389,,,POINT (-73.8134452 45.4425389)
7,7721254396,45.4434383,-73.8098163,3,-73.8098163,45.4434383,,,POINT (-73.80981629999999 45.4434383)
8,16874301,45.4472698,-73.800189,3,-73.800189,45.4472698,51,motorway_junction,POINT (-73.800189 45.4472698)
9,7721254407,45.4490344,-73.7911632,3,-73.7911632,45.4490344,,,POINT (-73.7911632 45.4490344)
10,101435479,45.4472342,-73.7970216,1,-73.7970216,45.4472342,,,POINT (-73.79702159999999 45.4472342)
11,17052722,45.6026049,-73.5610705,3,-73.5610705,45.6026049,8-O,motorway_junction,POINT (-73.5610705 45.6026049)
12,224932987,45.6034269,-73.5625056,3,-73.5625056,45.6034269,8-E,motorway_junction,POINT (-73.56250559999999 45.6034269)
13,17052729,45.601533,-73.5694928,3,-73.5694928,45.601533,,,POINT (-73.56949280000001 45.601533)
14,246653148,45.5970923,-73.573411,3,-73.573411,45.5970923,78,motorway_junction,POINT (-73.57341099999999 45.5970923)
15,17052772,45.511606,-73.6605634,3,-73.6605634,45.511606,,,POINT (-73.6605634 45.511606)
16,17052775,45.5054789,-73.6643763,3,-73.6643763,45.5054789,66,motorway_junction,POINT (-73.6643763 45.5054789)
17,98426483,45.5011402,-73.6633566,3,-73.6633566,45.5011402,,,POINT (-73.6633566 45.5011402)
18,8630521026,45.5022391,-73.6679197,3,-73.6679197,45.5022391,,,POINT (-73.6679197 45.5022391)
19,17052780,45.4977291,-73.6733873,3,-73.6733873,45.4977291,65,motorway_junction,POINT (-73.6733873 45.4977291)
20,2133239474,45.4961452,-73.6761185,3,-73.6761185,45.4961452,,,POINT (-73.6761185 45.4961452)
21,227856404,45.494916,-73.6824604,3,-73.6824604,45.494916,64,motorway_junction,POINT (-73.6824604 45.494916)
22,17052789,45.4913831,-73.7013317,4,-73.7013317,45.4913831,62,motorway_junction,POINT (-73.7013317 45.4913831)
23,6151696451,45.4894059,-73.7090674,3,-73.7090674,45.4894059,,,POINT (-73.7090674 45.4894059)
24,116453662,45.4896643,-73.7246644,4,-73.7246644,45.4896643,60,motorway_junction,POINT (-73.72466439999999 45.4896643)
25,17052796,45.4905608,-73.7536897,3,-73.7536897,45.4905608,,,POINT (-73.7536897 45.4905608)
26,17052801,45.4869195,-73.7791949,4,-73.7791949,45.4869195,55,motorway_junction,POINT (-73.77919489999999 45.4869195)
27,3626111540,45.4833524,-73.7870923,3,-73.7870923,45.4833524,,,POINT (-73.7870923 45.4833524)
28,98418247,45.4744226,-73.805161,3,-73.805161,45.4744226,,,POINT (-73.805161 45.4744226)
29,26232354,45.4849647,-73.5836307,3,-73.5836307,45.4849647,,,POINT (-73.5836307 45.4849647)
30,5355158340,45.4797846,-73.5919366,3,-73.5919366,45.4797846,1-S,motorway_junction,POINT (-73.5919366 45.4797846)
31,26232357,45.4886657,-73.5780077,3,-73.5780077,45.4886657,,,POINT (-73.5780077 45.4886657)
32,26232413,45.5239741,-73.5829023,4,-73.5829023,45.5239741,,traffic_signals,POINT (-73.5829023 45.5239741)
33,31777189,45.526216,-73.5878266,4,-73.5878266,45.526216,,,POINT (-73.5878266 45.526216)
34,438303087,45.5329214,-73.5745709,4,-73.5745709,45.5329214,,traffic_signals,POINT (-73.5745709 45.5329214)
35,26232428,45.5201178,-73.5863671,4,-73.5863671,45.5201178,,traffic_signals,POINT (-73.5863671 45.5201178)
36,30451683,45.521794,-73.5781665,4,-73.5781665,45.521794,,traffic_signals,POINT (-73.57816649999999 45.521794)
37,26232430,45.5189324,-73.5874398,4,-73.5874398,45.5189324,,traffic_signals,POINT (-73.5874398 45.5189324)
38,29794111,45.5223731,-73.5913007,4,-73.5913007,45.5223731,,,POINT (-73.59130070000001 45.5223731)
39,29794134,45.5168249,-73.5828148,3,-73.5828148,45.5168249,,traffic_signals,POINT (-73.58281479999999 45.5168249)
40,30453004,45.5167861,-73.5893161,5,-73.5893161,45.5167861,,traffic_signals,POINT (-73.5893161 45.5167861)
41,26233203,45.4937871,-73.5749228,4,-73.5749228,45.4937871,,,POINT (-73.5749228 45.4937871)
42,29796371,45.4938582,-73.575081,4,-73.575081,45.4938582,,,POINT (-73.575081 45.4938582)
43,32124566,45.4925231,-73.5722641,4,-73.5722641,45.4925231,,traffic_signals,POINT (-73.5722641 45.4925231)
44,426385576,45.4986378,-73.5703158,4,-73.5703158,45.4986378,,,POINT (-73.5703158 45.4986378)
45,26233205,45.4911085,-73.5774524,3,-73.5774524,45.4911085,,traffic_signals,POINT (-73.5774524 45.4911085)
46,26233226,45.4965571,-73.5817392,4,-73.5817392,45.4965571,,traffic_signals,POINT (-73.5817392 45.4965571)
47,618066347,45.4962899,-73.5857744,3,-73.5857744,45.4962899,,,POINT (-73.58577440000001 45.4962899)
48,5414068686,45.4915431,-73.5876434,3,-73.5876434,45.4915431,,,POINT (-73.5876434 45.4915431)
49,29796963,45.5018459,-73.5766344,4,-73.5766344,45.5018459,,traffic_signals,POINT (-73.5766344 45.5018459)
50,26233234,45.5049722,-73.5735,4,-73.5735,45.5049722,,traffic_signals,POINT (-73.5735 45.5049722)
51,29793981,45.5082263,-73.5801287,3,-73.5801287,45.5082263,,traffic_signals,POINT (-73.5801287 45.5082263)
52,29793292,45.508374,-73.5712786,4,-73.5712786,45.508374,,traffic_signals,POINT (-73.5712786 45.508374)
53,26235136,45.5068735,-73.5572712,3,-73.5572712,45.5068735,,traffic_signals,POINT (-73.5572712 45.5068735)
54,393141752,45.5081897,-73.5563147,3,-73.5563147,45.5081897,,,POINT (-73.5563147 45.5081897)
55,29794337,45.5075222,-73.5587233,4,-73.5587233,45.5075222,,traffic_signals,POINT (-73.5587233 45.5075222)
56,26235139,45.5056881,-73.5582363,3,-73.5582363,45.5056881,,traffic_signals,POINT (-73.5582363 45.5056881)
57,5416197378,45.5061806,-73.559252,2,-73.559252,45.5061806,,,POINT (-73.559252 45.5061806)
58,26235231,45.5064112,-73.5597793,4,-73.5597793,45.5064112,,traffic_signals,POINT (-73.5597793 45.5064112)
59,29793610,45.5038379,-73.5617318,4,-73.5617318,45.5038379,,traffic_signals,POINT (-73.5617318 45.5038379)
60,29217073,45.5100788,-73.6881236,4,-73.6881236,45.5100788,,,POINT (-73.6881236 45.5100788)
61,246283590,45.5099802,-73.6879626,4,-73.6879626,45.5099802,,,POINT (-73.68796260000001 45.5099802)
62,581020609,45.5098377,-73.6884527,3,-73.6884527,45.5098377,,,POINT (-73.6884527 45.5098377)
63,29237094,45.5013951,-73.6633516,3,-73.6633516,45.5013951,70-E,motorway_junction,POINT (-73.6633516 45.5013951)
64,2133247519,45.5035235,-73.6650048,3,-73.6650048,45.5035235,,motorway_junction,POINT (-73.66500480000001 45.5035235)
65,5239457462,45.5063547,-73.6636402,3,-73.6636402,45.5063547,,,POINT (-73.6636402 45.5063547)
66,29239079,45.5161553,-73.5968195,3,-73.5968195,45.5161553,,traffic_signals,POINT (-73.5968195 45.5161553)
67,437733314,45.5180138,-73.5952668,3,-73.5952668,45.5180138,,,POINT (-73.5952668 45.5180138)
68,29795235,45.5159018,-73.5944382,2,-73.5944382,45.5159018,,traffic_signals,POINT (-73.5944382 45.5159018)
69,4171683688,45.5117204,-73.6155322,2,-73.6155322,45.5117204,,traffic_signals,POINT (-73.6155322 45.5117204)
70,29239085,45.5161201,-73.5880304,3,-73.5880304,45.5161201,,,POINT (-73.58803039999999 45.5161201)
71,31706407,45.5127653,-73.580783,3,-73.580783,45.5127653,,,POINT (-73.580783 45.5127653)
72,29517075,45.495402,-73.6201787,2,-73.6201787,45.495402,,traffic_signals,POINT (-73.6201787 45.495402)
73,8786206589,45.4956771,-73.6080165,2,-73.6080165,45.4956771,,,POINT (-73.60801650000001 45.4956771)
74,5416283762,45.4986332,-73.6274187,4,-73.6274187,45.4986332,,,POINT (-73.62741870000001 45.4986332)
75,29583121,45.5026552,-73.6445981,3,-73.6445981,45.5026552,,traffic_signals,POINT (-73.6445981 45.5026552)
76,611533071,45.4995758,-73.6474165,2,-73.6474165,45.4995758,,,POINT (-73.64741650000001 45.4995758)
77,4515093900,45.504818,-73.6426184,3,-73.6426184,45.504818,,,POINT (-73.6426184 45.504818)
78,4109567674,45.507434,-73.6616341,3,-73.6616341,45.507434,,,POINT (-73.6616341 45.507434)
79,29583132,45.5162799,-73.6800183,3,-73.6800183,45.5162799,,traffic_signals,POINT (-73.6800183 45.5162799)
80,581020631,45.5103699,-73.6877619,3,-73.6877619,45.5103699,,,POINT (-73.6877619 45.5103699)
81,29783885,45.4949692,-73.5903455,3,-73.5903455,45.4949692,,,POINT (-73.5903455 45.4949692)
82,618066334,45.4951017,-73.5895329,3,-73.5895329,45.4951017,,,POINT (-73.58953289999999 45.4951017)
83,29784599,45.5180147,-73.5816922,4,-73.5816922,45.5180147,,traffic_signals,POINT (-73.58169220000001 45.5180147)
84,29784714,45.500874,-73.6321966,4,-73.6321966,45.500874,,traffic_signals,POINT (-73.6321966 45.500874)
85,127962991,45.5257533,-73.6101948,4,-73.6101948,45.5257533,,traffic_signals,POINT (-73.6101948 45.5257533)
86,209396025,45.4896782,-73.6421285,4,-73.6421285,45.4896782,419,,POINT (-73.6421285 45.4896782)
87,5416283756,45.4986836,-73.6275242,4,-73.6275242,45.4986836,,,POINT (-73.6275242 45.4986836)
88,209370661,45.5024582,-73.6357618,3,-73.6357618,45.5024582,,traffic_signals,POINT (-73.6357618 45.5024582)
89,29796355,45.5052808,-73.5647756,4,-73.5647756,45.5052808,,,POINT (-73.5647756 45.5052808)
90,5422441477,45.5110386,-73.5769401,3,-73.5769401,45.5110386,,,POINT (-73.5769401 45.5110386)
91,31776718,45.5111045,-73.5700462,4,-73.5700462,45.5111045,,traffic_signals,POINT (-73.57004619999999 45.5111045)
92,29793425,45.505187,-73.5646038,4,-73.5646038,45.505187,,,POINT (-73.5646038 45.505187)
93,29794284,45.507685,-73.5625205,4,-73.5625205,45.507685,,,POINT (-73.56252050000001 45.507685)
94,29793427,45.5032092,-73.5603536,3,-73.5603536,45.5032092,,traffic_signals,POINT (-73.5603536 45.5032092)
95,208721773,45.5003956,-73.564393,4,-73.564393,45.5003956,,traffic_signals,POINT (-73.564393 45.5003956)
96,31706267,45.5087209,-73.5798663,3,-73.5798663,45.5087209,,,POINT (-73.57986630000001 45.5087209)
97,31706588,45.5072827,-73.5804879,3,-73.5804879,45.5072827,,,POINT (-73.58048789999999 45.5072827)
98,29794074,45.5125052,-73.5694577,4,-73.5694577,45.5125052,,traffic_signals,POINT (-73.5694577 45.5125052)
99,29794077,45.5150502,-73.5751105,4,-73.5751105,45.5150502,,traffic_signals,POINT (-73.57511049999999 45.5150502)
100,31776724,45.5169235,-73.5674816,4,-73.5674816,45.5169235,,traffic_signals,POINT (-73.56748159999999 45.5169235)
101,31705853,45.5188833,-73.57179,3,-73.57179,45.5188833,,traffic_signals,POINT (-73.57178999999999 45.5188833)
102,31705842,45.5138099,-73.5761571,4,-73.5761571,45.5138099,,traffic_signals,POINT (-73.5761571 45.5138099)
103,29794112,45.5224273,-73.5914082,4,-73.5914082,45.5224273,,,POINT (-73.5914082 45.5224273)
104,1766803140,45.534348,-73.6175811,3,-73.6175811,45.534348,,,POINT (-73.6175811 45.534348)
105,31700661,45.5212192,-73.5924799,4,-73.5924799,45.5212192,,,POINT (-73.5924799 45.5212192)
106,29794279,45.5018042,-73.5673717,4,-73.5673717,45.5018042,,traffic_signals,POINT (-73.5673717 45.5018042)
107,29794280,45.501927,-73.5672472,4,-73.5672472,45.501927,,traffic_signals,POINT (-73.5672472 45.501927)
108,427615136,45.5002822,-73.5645302,3,-73.5645302,45.5002822,,traffic_signals,POINT (-73.56453019999999 45.5002822)
109,29796362,45.5019964,-73.5673805,4,-73.5673805,45.5019964,,traffic_signals,POINT (-73.5673805 45.5019964)
110,29794285,45.5088056,-73.5615162,4,-73.5615162,45.5088056,,,POINT (-73.5615162 45.5088056)
111,29795957,45.5088693,-73.5616774,4,-73.5616774,45.5088693,,,POINT (-73.56167739999999 45.5088693)
112,31631614,45.5126649,-73.5581341,4,-73.5581341,45.5126649,,,POINT (-73.5581341 45.5126649)
113,29794316,45.5112631,-73.5667781,4,-73.5667781,45.5112631,,traffic_signals,POINT (-73.56677809999999 45.5112631)
114,31631609,45.5159088,-73.5652511,4,-73.5652511,45.5159088,,traffic_signals,POINT (-73.5652511 45.5159088)
115,1315075334,45.5099176,-73.5674252,3,-73.5674252,45.5099176,,traffic_signals,POINT (-73.5674252 45.5099176)
116,5413741435,45.5158326,-73.5939909,2,-73.5939909,45.5158326,,,POINT (-73.59399089999999 45.5158326)
117,29795253,45.4845981,-73.5892043,3,-73.5892043,45.4845981,,traffic_signals,POINT (-73.58920430000001 45.4845981)
118,443451108,45.4879884,-73.5831408,4,-73.5831408,45.4879884,,,POINT (-73.5831408 45.4879884)
119,3982675569,45.4779444,-73.5973451,2,-73.5973451,45.4779444,,traffic_signals,POINT (-73.5973451 45.4779444)
120,29795878,45.512741,-73.5583012,4,-73.5583012,45.512741,,,POINT (-73.5583012 45.512741)
121,29796354,45.5077549,-73.5626628,4,-73.5626628,45.5077549,,,POINT (-73.5626628 45.5077549)
122,32125078,45.5019002,-73.5674744,4,-73.5674744,45.5019002,,traffic_signals,POINT (-73.56747439999999 45.5019002)
123,3191564091,45.5027951,-73.5689925,3,-73.5689925,45.5027951,,traffic_signals,POINT (-73.56899249999999 45.5027951)
124,615101609,45.4881391,-73.5830741,4,-73.5830741,45.4881391,,,POINT (-73.5830741 45.4881391)
125,29796758,45.4901648,-73.5785351,3,-73.5785351,45.4901648,,,POINT (-73.5785351 45.4901648)
126,228975332,45.4899927,-73.5782778,3,-73.5782778,45.4899927,,,POINT (-73.5782778 45.4899927)
127,29796846,45.4949329,-73.5964505,4,-73.5964505,45.4949329,,traffic_signals,POINT (-73.5964505 45.4949329)
128,213432489,45.495363,-73.5961204,3,-73.5961204,45.495363,,traffic_signals,POINT (-73.5961204 45.495363)
129,618066325,45.4949455,-73.5929461,3,-73.5929461,45.4949455,,,POINT (-73.59294610000001 45.4949455)
130,8649142332,45.4817597,-73.6216076,3,-73.6216076,45.4817597,,,POINT (-73.6216076 45.4817597)
131,31706824,45.5033389,-73.5794958,4,-73.5794958,45.5033389,,traffic_signals,POINT (-73.5794958 45.5033389)
132,228732446,45.4987866,-73.5703788,5,-73.5703788,45.4987866,,,POINT (-73.5703788 45.4987866)
133,438303032,45.5305503,-73.5695065,4,-73.5695065,45.5305503,,traffic_signals,POINT (-73.5695065 45.5305503)
134,596988539,45.5157881,-73.5902655,4,-73.5902655,45.5157881,,traffic_signals,POINT (-73.5902655 45.5157881)
135,31705533,45.5162479,-73.5883112,4,-73.5883112,45.5162479,,traffic_signals,POINT (-73.58831120000001 45.5162479)
136,437733716,45.5189849,-73.5943349,4,-73.5943349,45.5189849,,,POINT (-73.59433490000001 45.5189849)
137,30914720,45.5682433,-73.5342317,4,-73.5342317,45.5682433,,traffic_signals,POINT (-73.53423170000001 45.5682433)
138,289287004,45.5682911,-73.5343752,4,-73.5343752,45.5682911,,traffic_signals,POINT (-73.5343752 45.5682911)
139,276284394,45.5696673,-73.5332866,3,-73.5332866,45.5696673,,,POINT (-73.5332866 45.5696673)
140,30914722,45.5832223,-73.5267597,3,-73.5267597,45.5832223,15-S,motorway_junction,POINT (-73.5267597 45.5832223)
141,215646537,45.5860814,-73.525805,3,-73.525805,45.5860814,15-N,motorway_junction,POINT (-73.52580500000001 45.5860814)
142,246656327,45.5879915,-73.5227682,3,-73.5227682,45.5879915,,,POINT (-73.5227682 45.5879915)
143,30914729,45.5308996,-73.5434837,3,-73.5434837,45.5308996,,,POINT (-73.5434837 45.5308996)
144,5409969554,45.53535,-73.5419682,2,-73.5419682,45.53535,,,POINT (-73.5419682 45.53535)
145,215694578,45.5294479,-73.5443266,4,-73.5443266,45.5294479,,traffic_signals,POINT (-73.54432660000001 45.5294479)
146,30914736,45.5406034,-73.53808,4,-73.53808,45.5406034,,traffic_signals,POINT (-73.53807999999999 45.5406034)
147,4502139554,45.5405655,-73.5379851,3,-73.5379851,45.5405655,,traffic_signals,POINT (-73.5379851 45.5405655)
148,218344161,45.5411491,-73.5399288,2,-73.5399288,45.5411491,,traffic_signals,POINT (-73.5399288 45.5411491)
149,4502139548,45.540255,-73.5383056,3,-73.5383056,45.540255,,,POINT (-73.5383056 45.540255)
150,30994479,45.5406009,-73.4883177,3,-73.4883177,45.5406009,,,POINT (-73.4883177 45.5406009)
151,31137611,45.5495689,-73.4970622,3,-73.4970622,45.5495689,,motorway_junction,POINT (-73.4970622 45.5495689)
152,3703568896,45.5500447,-73.497984,3,-73.497984,45.5500447,,,POINT (-73.497984 45.5500447)
153,477903976,45.5503368,-73.4967552,3,-73.4967552,45.5503368,,,POINT (-73.4967552 45.5503368)
154,31138000,45.5517115,-73.5004569,3,-73.5004569,45.5517115,,,POINT (-73.5004569 45.5517115)
155,31154722,45.553917,-73.4988603,3,-73.4988603,45.553917,,,POINT (-73.4988603 45.553917)
156,31139991,45.5534302,-73.498929,1,-73.498929,45.5534302,,,POINT (-73.498929 45.5534302)
157,31140779,45.5475398,-73.5043728,3,-73.5043728,45.5475398,85,motorway_junction,POINT (-73.5043728 45.5475398)
158,262642450,45.5503153,-73.5003245,3,-73.5003245,45.5503153,,,POINT (-73.5003245 45.5503153)
159,31140938,45.5337492,-73.5189361,3,-73.5189361,45.5337492,,,POINT (-73.5189361 45.5337492)
160,31141644,45.5026032,-73.5172989,3,-73.5172989,45.5026032,79,motorway_junction,POINT (-73.5172989 45.5026032)
161,583554287,45.5047303,-73.5183927,3,-73.5183927,45.5047303,,,POINT (-73.51839270000001 45.5047303)
162,298289569,45.5082691,-73.5201737,3,-73.5201737,45.5082691,,,POINT (-73.5201737 45.5082691)
163,31141689,45.4824817,-73.5079237,3,-73.5079237,45.4824817,78,motorway_junction,POINT (-73.50792370000001 45.4824817)
164,123994539,45.4852907,-73.5074093,1,-73.5074093,45.4852907,,,POINT (-73.50740930000001 45.4852907)
165,298292303,45.4878103,-73.5097478,3,-73.5097478,45.4878103,,,POINT (-73.5097478 45.4878103)
166,31141827,45.4747929,-73.4986988,3,-73.4986988,45.4747929,76,motorway_junction,POINT (-73.4986988 45.4747929)
167,276066109,45.4775972,-73.5022704,4,-73.5022704,45.4775972,,,POINT (-73.5022704 45.4775972)
168,31147243,45.4797711,-73.5061092,3,-73.5061092,45.4797711,,,POINT (-73.5061092 45.4797711)
169,31147199,45.515293,-73.5223338,3,-73.5223338,45.515293,81,motorway_junction,POINT (-73.5223338 45.515293)
170,527745818,45.5213506,-73.523931,3,-73.523931,45.5213506,82,motorway_junction,POINT (-73.523931 45.5213506)
171,282240377,45.5182666,-73.5230165,3,-73.5230165,45.5182666,,motorway_junction,POINT (-73.5230165 45.5182666)
172,31147293,45.4735878,-73.4976236,3,-73.4976236,45.4735878,,,POINT (-73.4976236 45.4735878)
173,31147313,45.4317283,-73.4905809,3,-73.4905809,45.4317283,50,motorway_junction,POINT (-73.4905809 45.4317283)
174,275742020,45.4389825,-73.4922213,3,-73.4922213,45.4389825,51,motorway_junction,POINT (-73.4922213 45.4389825)
175,275996678,45.4350826,-73.490826,3,-73.490826,45.4350826,,,POINT (-73.490826 45.4350826)
176,31147595,45.421278,-73.4972705,3,-73.4972705,45.421278,,,POINT (-73.4972705 45.421278)
177,31147654,45.4132101,-73.5021658,4,-73.5021658,45.4132101,47,motorway_junction,POINT (-73.5021658 45.4132101)
178,31149504,45.4169966,-73.4998854,3,-73.4998854,45.4169966,,,POINT (-73.4998854 45.4169966)
179,31149498,45.413167,-73.502453,3,-73.502453,45.413167,46,motorway_junction,POINT (-73.502453 45.413167)
180,31149744,45.4234241,-73.4954983,3,-73.4954983,45.4234241,,motorway_junction,POINT (-73.49549829999999 45.4234241)
181,3281404768,45.4205727,-73.4991301,1,-73.4991301,45.4205727,,,POINT (-73.4991301 45.4205727)
182,31149754,45.4295976,-73.4907042,3,-73.4907042,45.4295976,,,POINT (-73.4907042 45.4295976)
183,31150185,45.4364578,-73.4915624,3,-73.4915624,45.4364578,,,POINT (-73.49156240000001 45.4364578)
184,31150296,45.4455394,-73.4930065,3,-73.4930065,45.4455394,50,motorway_junction,POINT (-73.49300650000001 45.4455394)
185,290796053,45.4423845,-73.4934816,3,-73.4934816,45.4423845,,,POINT (-73.4934816 45.4423845)
186,31150388,45.4591516,-73.4928612,3,-73.4928612,45.4591516,,,POINT (-73.49286119999999 45.4591516)
187,4908120934,45.4552735,-73.4925542,3,-73.4925542,45.4552735,51,motorway_junction,POINT (-73.4925542 45.4552735)
188,31150853,45.4762664,-73.5011183,3,-73.5011183,45.4762664,75,motorway_junction,POINT (-73.5011183 45.4762664)
189,5685496675,45.4728976,-73.4976544,3,-73.4976544,45.4728976,,,POINT (-73.4976544 45.4728976)
190,31150856,45.4801388,-73.5067962,3,-73.5067962,45.4801388,76,motorway_junction,POINT (-73.5067962 45.4801388)
191,264972837,45.4771014,-73.5029179,3,-73.5029179,45.4771014,,,POINT (-73.5029179 45.4771014)
192,31150871,45.4930575,-73.5133924,3,-73.5133924,45.4930575,78-E,motorway_junction,POINT (-73.5133924 45.4930575)
193,298291617,45.4941778,-73.5141337,3,-73.5141337,45.4941778,,,POINT (-73.5141337 45.4941778)
194,298291513,45.4893214,-73.5109328,3,-73.5109328,45.4893214,,,POINT (-73.51093280000001 45.4893214)
195,31150876,45.497459,-73.515151,3,-73.515151,45.497459,78-O,motorway_junction,POINT (-73.515151 45.497459)
196,298290138,45.4941958,-73.5145819,3,-73.5145819,45.4941958,,,POINT (-73.5145819 45.4941958)
197,31150909,45.5309489,-73.5216246,3,-73.5216246,45.5309489,,,POINT (-73.5216246 45.5309489)
198,529738517,45.5274909,-73.5241767,3,-73.5241767,45.5274909,,,POINT (-73.5241767 45.5274909)
199,31151061,45.5467363,-73.5054103,3,-73.5054103,45.5467363,,,POINT (-73.50541029999999 45.5467363)
200,31171142,45.5340787,-73.5189937,3,-73.5189937,45.5340787,82,motorway_junction,POINT (-73.5189937 45.5340787)
201,3056173632,45.5322331,-73.5225456,3,-73.5225456,45.5322331,,motorway_junction,POINT (-73.5225456 45.5322331)
202,31177100,45.52157,-73.5170033,3,-73.5170033,45.52157,,,POINT (-73.5170033 45.52157)
203,31178355,45.5210618,-73.5152044,3,-73.5152044,45.5210618,,,POINT (-73.5152044 45.5210618)
204,31177930,45.5194979,-73.514465,3,-73.514465,45.5194979,,,POINT (-73.514465 45.5194979)
205,31177615,45.5252397,-73.51835,1,-73.51835,45.5252397,,,POINT (-73.51835 45.5252397)
206,280152352,45.5239336,-73.5164776,3,-73.5164776,45.5239336,,,POINT (-73.5164776 45.5239336)
207,285716704,45.5168616,-73.5123436,3,-73.5123436,45.5168616,,motorway_junction,POINT (-73.51234359999999 45.5168616)
208,31178181,45.5213287,-73.5145044,3,-73.5145044,45.5213287,,,POINT (-73.51450440000001 45.5213287)
209,31178193,45.5228912,-73.5168074,3,-73.5168074,45.5228912,,,POINT (-73.5168074 45.5228912)
210,31178361,45.5226559,-73.5139646,3,-73.5139646,45.5226559,,,POINT (-73.51396459999999 45.5226559)
211,3703543078,45.5224708,-73.5177688,3,-73.5177688,45.5224708,,,POINT (-73.5177688 45.5224708)
212,31178422,45.5211492,-73.5140712,3,-73.5140712,45.5211492,,,POINT (-73.5140712 45.5211492)
213,31178632,45.5236561,-73.5149,3,-73.5149,45.5236561,,motorway_junction,POINT (-73.5149 45.5236561)
214,282251640,45.5207489,-73.5134838,1,-73.5134838,45.5207489,,,POINT (-73.5134838 45.5207489)
215,292788471,45.5211543,-73.5133221,1,-73.5133221,45.5211543,,,POINT (-73.5133221 45.5211543)
216,31178625,45.5248456,-73.5157154,3,-73.5157154,45.5248456,,,POINT (-73.5157154 45.5248456)
217,31178628,45.5252966,-73.5153989,1,-73.5153989,45.5252966,,,POINT (-73.51539889999999 45.5252966)
218,571320803,45.5256462,-73.5159461,3,-73.5159461,45.5256462,,,POINT (-73.51594609999999 45.5256462)
219,522279974,45.5283793,-73.5183668,3,-73.5183668,45.5283793,,,POINT (-73.5183668 45.5283793)
220,31179528,45.5228347,-73.5142001,3,-73.5142001,45.5228347,,,POINT (-73.5142001 45.5228347)
221,31179597,45.5267897,-73.5168889,3,-73.5168889,45.5267897,,motorway_junction,POINT (-73.5168889 45.5267897)
222,31179601,45.5255748,-73.5170645,3,-73.5170645,45.5255748,,,POINT (-73.5170645 45.5255748)
223,494150773,45.5251025,-73.5163025,3,-73.5163025,45.5251025,,,POINT (-73.51630249999999 45.5251025)
224,3404692370,45.5267427,-73.5179061,1,-73.5179061,45.5267427,,,POINT (-73.5179061 45.5267427)
225,31179602,45.5253752,-73.5183025,1,-73.5183025,45.5253752,,,POINT (-73.5183025 45.5253752)
226,31180516,45.5117794,-73.4972429,3,-73.4972429,45.5117794,,,POINT (-73.4972429 45.5117794)
227,484679061,45.51539,-73.5085665,3,-73.5085665,45.51539,,motorway_junction,POINT (-73.5085665 45.51539)
228,31180525,45.5086447,-73.491495,3,-73.491495,45.5086447,,motorway_junction,POINT (-73.491495 45.5086447)
229,912963934,45.5096602,-73.4923315,3,-73.4923315,45.5096602,,,POINT (-73.49233150000001 45.5096602)
230,31180526,45.5078884,-73.4909376,3,-73.4909376,45.5078884,,,POINT (-73.4909376 45.5078884)
231,31180528,45.5042947,-73.4887176,3,-73.4887176,45.5042947,,,POINT (-73.4887176 45.5042947)
232,31180850,45.5152439,-73.5085789,3,-73.5085789,45.5152439,,,POINT (-73.5085789 45.5152439)
233,282231256,45.5116731,-73.4973068,3,-73.4973068,45.5116731,,,POINT (-73.4973068 45.5116731)
234,31181160,45.5075369,-73.4909162,3,-73.4909162,45.5075369,,motorway_junction,POINT (-73.4909162 45.5075369)
235,31181887,45.5051987,-73.486956,3,-73.486956,45.5051987,,,POINT (-73.48695600000001 45.5051987)
236,31181163,45.5044024,-73.4889984,3,-73.4889984,45.5044024,,,POINT (-73.4889984 45.5044024)
237,31181164,45.5030803,-73.4882605,3,-73.4882605,45.5030803,,motorway_junction,POINT (-73.4882605 45.5030803)
238,31181270,45.5034735,-73.4859065,3,-73.4859065,45.5034735,,,POINT (-73.4859065 45.5034735)
239,31181166,45.502334,-73.4879794,3,-73.4879794,45.502334,,motorway_junction,POINT (-73.4879794 45.502334)
240,31181167,45.5010766,-73.4876397,4,-73.4876397,45.5010766,,,POINT (-73.4876397 45.5010766)
241,2299808356,45.5012893,-73.4885387,3,-73.4885387,45.5012893,,,POINT (-73.48853870000001 45.5012893)
242,307745625,45.5009866,-73.4873849,3,-73.4873849,45.5009866,,,POINT (-73.4873849 45.5009866)
243,31181532,45.5040885,-73.4824753,3,-73.4824753,45.5040885,,,POINT (-73.4824753 45.5040885)
244,31181564,45.5014188,-73.4874995,3,-73.4874995,45.5014188,,motorway_junction,POINT (-73.4874995 45.5014188)
