,gridID_lat,gridID_lon,inner_grid,inner_gr_1,lanelength,fishnetID,osmid,y,x,street_cou,lon,lat,ref,highway,lanecapaci,geometry
215,3,8,None,None,57860.558999999994,61,99379722,45.5293395,-73.5196623,4,-73.5196623,45.5293395,,motorway_junction,8800.0,POINT (-73.51966229999999 45.5293395)
216,3,8,None,None,57860.558999999994,61,143305769,45.5321322,-73.5233376,1,-73.5233376,45.5321322,,,2000.0,POINT (-73.5233376 45.5321322)
217,3,8,None,None,57860.558999999994,61,31179597,45.5267897,-73.5168889,3,-73.5168889,45.5267897,,motorway_junction,6000.0,POINT (-73.5168889 45.5267897)
218,4,0,None,None,41163.848,62,583071785,45.5470763,-73.8639026,3,-73.8639026,45.5470763,,traffic_signals,9900.0,POINT (-73.8639026 45.5470763)
219,4,0,None,None,41163.848,62,582309573,45.5488935,-73.8649236,1,-73.8649236,45.5488935,,,900.0,POINT (-73.8649236 45.5488935)
220,4,0,None,None,41163.848,62,4349812124,45.5605244,-73.8877983,3,-73.8877983,45.5605244,,,2500.0,POINT (-73.8877983 45.5605244)
221,4,0,None,None,41163.848,62,591244613,45.5532801,-73.8933778,3,-73.8933778,45.5532801,,,3500.0,POINT (-73.8933778 45.5532801)
222,4,1,None,None,22788.860999999997,63,583079880,45.5640571,-73.8191653,4,-73.8191653,45.5640571,17,motorway_junction,16000.0,POINT (-73.81916529999999 45.5640571)
223,4,1,None,None,22788.860999999997,63,583079929,45.5671597,-73.8234196,3,-73.8234196,45.5671597,,,10000.0,POINT (-73.82341959999999 45.5671597)
224,4,1,None,None,22788.860999999997,63,583127871,45.5693873,-73.8231788,1,-73.8231788,45.5693873,,,2000.0,POINT (-73.82317879999999 45.5693873)
225,4,1,None,None,22788.860999999997,63,2522799592,45.5519469,-73.8164705,3,-73.8164705,45.5519469,17,motorway_junction,8000.0,POINT (-73.81647049999999 45.5519469)
