,from,highway,lanes,length,maxspeed,name,oneway,osmid,to,geometry,capacity
0,308906325,residential,2.0,107.119,50,太原街 Tai Yuen Street,1,88008306,24533064,"LINESTRING (114.1732827 22.2755691, 114.1732608 22.2757566, 114.1732557 22.2757989, 114.1731993 22.276289, 114.1731936 22.2763411, 114.1731723 22.276527)",400
1,26411640,secondary_link,1.0,130.623,50,海洋公園道 Ocean Park Road,1,26560287,3698862626,"LINESTRING (114.1699636 22.2503365, 114.1701234 22.2504881, 114.17016 22.250518, 114.170191 22.250549, 114.17022 22.250581, 114.17026 22.25063, 114.170293 22.250677, 114.170318 22.25072, 114.17041 22.25092, 114.17043 22.25096, 114.17046 22.25101, 114.1705 22.25106, 114.17055 22.251101, 114.1706 22.251137, 114.17065 22.251162, 114.17069 22.251172, 114.17077 22.251185)",700
2,26411640,trunk,3.0,115.535,70,黃竹坑道 Wong Chuk Hang Road,1,46766846,26411641,"LINESTRING (114.1699636 22.2503365, 114.1701308 22.2503987, 114.1702708 22.250448, 114.170422 22.2504859, 114.1705868 22.2505136, 114.1707462 22.2505376, 114.1710523 22.2505594)",1200
3,564633761,trunk,3.0,52.245999999999995,70,黃竹坑道 Wong Chuk Hang Road,1,714996652,26411640,"LINESTRING (114.1694938 22.2501585, 114.1695738 22.2501902, 114.1696883 22.2502321, 114.1699636 22.2503365)",1200
4,26411641,trunk,4.0,81.002,70,黃竹坑道 Wong Chuk Hang Road,1,86289334,597665412,"LINESTRING (114.1710523 22.2505594, 114.1712067 22.250564, 114.1713715 22.2505628, 114.171486 22.2505552, 114.1716427 22.2505413, 114.1718348 22.2505073)",1200
5,3698862146,trunk_link,1.0,140.791,50,海洋公園道 Ocean Park Road,1,26560290,26411641,"LINESTRING (114.17099 22.25103, 114.17095 22.251061, 114.17091 22.251079, 114.17085 22.2511, 114.1708 22.251108, 114.17075 22.251108, 114.170705 22.2511, 114.17066 22.25108, 114.17062 22.251058, 114.17058 22.251025, 114.170545 22.25098, 114.17052 22.250928, 114.17051 22.25088, 114.17051 22.25082, 114.17052 22.25078, 114.17054 22.250735, 114.17058 22.25069, 114.170622 22.25065, 114.17067 22.250617, 114.1707289 22.2505879, 114.1710523 22.2505594)",1200
6,1685958990,secondary,3.0,289.93300000000005,50,山頂道 Peak Road,0,"[245435906, 156335566, 4338992, 492657362, 492658229, 492658230, 492658231]",26412219,"LINESTRING (114.1507206 22.2692695, 114.1501427 22.2695415, 114.1500862 22.26957, 114.1498613 22.2696796, 114.149688 22.2697766, 114.149571 22.2699377, 114.1495121 22.2701166, 114.1494783 22.2703058, 114.1494595 22.2704623, 114.149462 22.2706245, 114.1495214 22.2709598, 114.1495431 22.2710854, 114.1495679 22.2712495)",700
7,26412251,secondary_link,1.0,5.312,50,,1,156335619,1685958857,"LINESTRING (114.1514696 22.2671122, 114.1514819 22.2671586)",700
8,1095691571,secondary,2.0,193.989,50,山頂道 Peak Road,0,"[156335568, 156335567]",26412251,"LINESTRING (114.1514328 22.2687141, 114.1514905 22.2684518, 114.1514813 22.2683025, 114.151242 22.2675627, 114.1512221 22.267485, 114.1512238 22.2674232, 114.1512466 22.2673098, 114.1512846 22.2672317, 114.1513127 22.2671952, 114.1513486 22.2671705, 114.1514696 22.2671122)",700
9,1685958757,secondary,2.0,163.923,50,山頂道 Peak Road,0,245435901,26412251,"LINESTRING (114.1522965 22.2660201, 114.1522453 22.2661905, 114.1522403 22.266389, 114.1522263 22.2665184, 114.1521562 22.266642, 114.1520168 22.2668341, 114.1519055 22.2669614, 114.1517995 22.2670197, 114.1516419 22.2670762, 114.1514696 22.2671122)",700
10,30747332,primary,2.0,10.981,50,梳士巴利道 Salisbury Road,1,111783432,1187353031,"LINESTRING (114.1723211 22.2947802, 114.1724276 22.2947867)",900
11,30747332,primary,2.0,92.965,50,彌敦道 Nathan Road,1,102821031,1649047771,"LINESTRING (114.1723211 22.2947802, 114.1723038 22.2950248, 114.1722804 22.2953856, 114.1722642 22.2956146)",900
12,33476549,primary,5.0,101.54500000000002,50,梳士巴利道 Salisbury Road,1,"[709674358, 246481118, 709674359]",30747332,"LINESTRING (114.1713365 22.294724, 114.1715256 22.2947413, 114.1716416 22.2947398, 114.1717306 22.294744, 114.1719499 22.2947606, 114.172036 22.2947647, 114.1720802 22.2947664, 114.1723211 22.2947802)",900
13,4642297159,primary_link,2.0,17.348,50,彌敦道 Nathan Road,1,99517944,30747332,"LINESTRING (114.1724417 22.2946865, 114.1724243 22.2946862, 114.1723988 22.2946981, 114.1723685 22.2947123, 114.1723387 22.2947419, 114.1723211 22.2947802)",900
14,30747334,residential,2.0,57.853,50,北京道 Peking Road,1,100220087,1649047802,"LINESTRING (114.1721995 22.296485, 114.1721306 22.2964785, 114.1716404 22.2964293)",400
15,30747334,primary,2.0,747.3149999999999,50,彌敦道 Nathan Road,1,"[757833657, 124697423]",1625209832,"LINESTRING (114.1721995 22.296485, 114.172128 22.2975566, 114.1721014 22.2979449, 114.1720963 22.2980114, 114.1720864 22.298159, 114.1720744 22.2983334, 114.1720428 22.2988179, 114.1720355 22.2989302, 114.1720001 22.2994072, 114.1719939 22.2995066, 114.171989 22.2995943, 114.1719443 22.300336, 114.1719345 22.3004564, 114.1719296 22.3005102, 114.1718718 22.3013386, 114.1718439 22.301718, 114.1717977 22.3022692, 114.171748 22.3030582, 114.1717454 22.3031057, 114.1717393 22.3031921)",900
16,1649047771,primary,2.0,97.012,50,彌敦道 Nathan Road,1,757833658,30747334,"LINESTRING (114.1722642 22.2956146, 114.1722386 22.2959541, 114.1722104 22.2963366, 114.1721995 22.296485)",900
17,33004487,primary,3.0,70.593,50,彌敦道 Nathan Road,1,102506130,1172757801,"LINESTRING (114.1710926 22.3102907, 114.1710171 22.3109217)",900
18,33004487,secondary,2.0,43.109,50,眾坊街 Public Square Street,1,102506142,1636768902,"LINESTRING (114.1710926 22.3102907, 114.1709504 22.3102642, 114.1709179 22.3102581, 114.1706807 22.3102195)",700
19,1183787463,primary_link,1.0,79.127,50,彌敦道 Nathan Road,1,150801669,33004487,"LINESTRING (114.1711037 22.3109889, 114.171088 22.3108322, 114.1711449 22.3104096, 114.1710926 22.3102907)",900
20,5099453112,primary,3.0,200.333,50,彌敦道 Nathan Road,1,102506132,33004487,"LINESTRING (114.1712706 22.3084968, 114.1711906 22.3092031, 114.171183 22.309298, 114.171143 22.3096647, 114.1711113 22.3100749, 114.1711068 22.310133, 114.1711013 22.3102041, 114.1710926 22.3102907)",900
21,33004488,primary,3.0,10.668,50,窩打老道 Waterloo Road,1,250489279,1151084822,"LINESTRING (114.1707174 22.3129765, 114.1706208 22.3129416)",900
22,33004488,primary,3.0,224.562,50,彌敦道 Nathan Road,1,102640426,1183787463,"LINESTRING (114.1707174 22.3129765, 114.1707292 22.3129197, 114.170796 22.3125986, 114.1708204 22.3124781, 114.170927 22.311942, 114.1709494 22.3118209, 114.1709593 22.3117677, 114.171032 22.3113755, 114.1711037 22.3109889)",900
23,1151084876,primary,3.0,8.795,50,彌敦道 Nathan Road,1,102640417,33004488,"LINESTRING (114.1707014 22.3130542, 114.1707174 22.3129765)",900
24,1636685662,primary,3.0,208.82500000000002,50,窩打老道 Waterloo Road,1,697558563,33004488,"LINESTRING (114.172208 22.3140621, 114.1721414 22.3139741, 114.1721181 22.3139433, 114.1720621 22.3138707, 114.1718369 22.313568, 114.1717153 22.3133995, 114.1716702 22.313337, 114.1715945 22.3132322, 114.1715435 22.3131773, 114.1714999 22.3131428, 114.1714641 22.3131194, 114.1714118 22.3131014, 114.1713658 22.3130867, 114.1712912 22.313074, 114.1709002 22.3130076, 114.1708505 22.3129991, 114.1707174 22.3129765)",900
25,33004530,primary,2.0,364.505,50,"['九龍公園徑 Kowloon Park Drive', '廣東道 Canton Road']",1,"[85485977, 37663945, 85485980, 102821037]",33004534,"LINESTRING (114.16936 22.2988324, 114.1693019 22.2990689, 114.1692121 22.2992686, 114.169139 22.2994052, 114.169047 22.2995343, 114.1688403 22.2997839, 114.1685227 22.3001633, 114.1684202 22.3002743, 114.1683559 22.3003569, 114.1682218 22.3006351, 114.1681065 22.301113, 114.1680443 22.3014399, 114.1679559 22.3017739)",900
26,33004530,primary,2.0,122.50800000000001,50,九龍公園徑 Kowloon Park Drive,1,245457434,988059453,"LINESTRING (114.16936 22.2988324, 114.1691362 22.2992495, 114.1689886 22.2994738, 114.1687784 22.2997137, 114.1687366 22.2997655)",900
27,1649047793,primary,2.0,298.18899999999996,50,九龍公園徑 Kowloon Park Drive,1,"[709674331, 40744588, 85201013]",33004530,"LINESTRING (114.1702053 22.2962681, 114.1700406 22.2968153, 114.1699347 22.2971624, 114.1699015 22.2972715, 114.1698352 22.2974526, 114.1695198 22.2983283, 114.1694526 22.2985457, 114.1693979 22.2987256, 114.16936 22.2988324)",900
28,33004534,primary,4.0,130.45299999999997,50,廣東道 Canton Road,1,102821071,4844962258,"LINESTRING (114.1679559 22.3017739, 114.1679415 22.3019942, 114.1679584 22.3022662, 114.1680083 22.3025617, 114.1680243 22.3027203, 114.1680214 22.3028369, 114.1680187 22.3029419)",900
29,3610003009,primary,1.0,147.813,50,廣東道 Canton Road,1,832141433,33004534,"LINESTRING (114.1682 22.3004682, 114.1681597 22.3005816, 114.1681204 22.3006921, 114.1680967 22.3008211, 114.1680541 22.3010539, 114.1679772 22.3014733, 114.1679559 22.3017739)",900
30,33004677,primary,4.0,26.900999999999996,50,梳士巴利道 Salisbury Road,1,778014089,1649048065,"LINESTRING (114.1784306 22.2977634, 114.1785062 22.2978272, 114.1786279 22.2979221)",900
31,990625876,primary_link,1.0,84.023,50,梳士巴利道 Salisbury Road,1,85460169,33004677,"LINESTRING (114.179117 22.2981203, 114.1789529 22.2980108, 114.1787792 22.297867, 114.1786912 22.2977969, 114.1786369 22.2977772, 114.1785709 22.2977733, 114.1784306 22.2977634)",900
32,5120437769,primary,4.0,162.515,50,梳士巴利道 Salisbury Road,1,244583098,33004677,"LINESTRING (114.1772641 22.2967779, 114.1777847 22.2972178, 114.1783779 22.2977189, 114.1784043 22.2977412, 114.1784306 22.2977634)",900
33,33476495,primary,2.0,12.848,50,柯士甸道 Austin Road,1,149524414,1187353069,"LINESTRING (114.1680149 22.3030252, 114.1681395 22.303033)",900
34,33476495,primary,3.0,169.953,50,廣東道 Canton Road,1,102826316,33476497,"LINESTRING (114.1680149 22.3030252, 114.1679824 22.3031905, 114.1678933 22.3035777, 114.1677222 22.304146, 114.1675837 22.304498)",900
35,4844962258,primary,4.0,9.271,50,廣東道 Canton Road,1,636302493,33476495,"LINESTRING (114.1680187 22.3029419, 114.1680149 22.3030252)",900
36,5137163580,primary,5.0,89.31299999999999,50,柯士甸道西 Austin Road West,1,"[784464009, 784464002, 621378919]",33476495,"LINESTRING (114.1671495 22.3029632, 114.1672502 22.3029721, 114.1673698 22.3029826, 114.167812 22.3030173, 114.1679363 22.3030228, 114.1680149 22.3030252)",900
37,33476497,primary_link,1.0,46.577,50,匯翔道 Wui Cheung Road,1,102821039,420041549,"LINESTRING (114.1675837 22.304498, 114.1674465 22.3045951, 114.1673565 22.3046361, 114.167179 22.304662)",900
38,33476497,primary,3.0,35.955,50,廣東道 Canton Road,1,102826316,420041599,"LINESTRING (114.1675837 22.304498, 114.1675001 22.3046387, 114.1674129 22.3047801)",900
39,33476500,primary,3.0,15.411,50,廣東道 Canton Road,1,102674713,1185400508,"LINESTRING (114.1668472 22.3058563, 114.1668548 22.305929, 114.1668686 22.3059933)",900
40,33476500,primary,2.0,111.208,50,佐敦道 Jordan Road,1,102674741,2754770542,"LINESTRING (114.1668472 22.3058563, 114.1659937 22.3060594, 114.1657998 22.3061037)",900
41,1185808523,primary,2.0,17.496000000000002,50,佐敦道 Jordan Road,1,102674686,33476500,"LINESTRING (114.1670143 22.305827, 114.1669511 22.3058386, 114.1668472 22.3058563)",900
42,1187353106,primary,3.0,78.846,50,廣東道 Canton Road,1,106436297,33476500,"LINESTRING (114.1671366 22.3052065, 114.1669382 22.3055433, 114.1668727 22.3057111, 114.1668686 22.3057347, 114.1668472 22.3058563)",900
43,33476501,primary,3.0,17.364,50,渡船街 Ferry Street,1,102674700,1185808494,"LINESTRING (114.1670616 22.3065045, 114.1671025 22.306656)",900
44,1185400508,primary,3.0,60.211,50,渡船街 Ferry Street,1,102674700,33476501,"LINESTRING (114.1668686 22.3059933, 114.1670616 22.3065045)",900
45,5118471617,residential,2.0,108.699,50,文匯街 Man Wui Street,1,102674684,33476501,"LINESTRING (114.1661639 22.3068386, 114.1661503 22.3067677, 114.1661561 22.3067476, 114.1661607 22.3067316, 114.1661937 22.3067048, 114.1670167 22.3065149, 114.1670616 22.3065045)",400
46,33476502,primary_link,1.0,83.563,50,,1,26379337,484141119,"LINESTRING (114.1676752 22.3085728, 114.1676693 22.3086919, 114.1676372 22.3087669, 114.167588 22.3088348, 114.1675302 22.3088818, 114.1675061 22.3088973, 114.1674752 22.3089195, 114.1674456 22.3089288, 114.1674068 22.3089429, 114.1673485 22.3089491, 114.1671178 22.3089421)",900
47,33476502,primary,3.0,67.839,50,渡船街 Ferry Street,1,30150876,1171655919,"LINESTRING (114.1676752 22.3085728, 114.1677097 22.3087148, 114.1677249 22.3088535, 114.1677257 22.3089732, 114.1677135 22.309019, 114.1677038 22.3090557, 114.1676623 22.3091699)",900
48,1185808508,primary,3.0,40.345,50,渡船街 Ferry Street,1,832141436,33476502,"LINESTRING (114.1675851 22.3082197, 114.1676414 22.3084304, 114.1676752 22.3085728)",900
49,33476508,primary_link,2.0,43.393,50,梳士巴利道 Salisbury Road,1,33613791,1158360142,"LINESTRING (114.175298 22.2954297, 114.1753642 22.2955067, 114.1754117 22.2955492, 114.1756329 22.2956557)",900
50,33476508,secondary,2.0,27.875,50,漆咸道南 Chatham Road South,1,103020557,441549980,"LINESTRING (114.175298 22.2954297, 114.1753105 22.2953004, 114.1753533 22.2951862)",700
51,759630064,primary_link,2.0,10.735,50,梳士巴利道 Salisbury Road,1,103020660,33476508,"LINESTRING (114.1752103 22.2953774, 114.175298 22.2954297)",900
52,1158360169,secondary,3.0,43.649,50,漆咸道南 Chatham Road South,1,103020380,33476508,"LINESTRING (114.1753544 22.2958182, 114.1753023 22.2955267, 114.1753013 22.2955037, 114.175298 22.2954297)",700
53,33476510,primary_link,1.0,54.611,50,,1,100220095,1158360153,"LINESTRING (114.1749663 22.2952856, 114.1750251 22.2953574, 114.1750794 22.2954306, 114.1751066 22.295488, 114.1751444 22.2955822, 114.1752085 22.295719)",900
54,33476510,primary_link,2.0,27.19,50,梳士巴利道 Salisbury Road,1,441937731,759630064,"LINESTRING (114.1749663 22.2952856, 114.1750708 22.2953151, 114.175163 22.2953531, 114.1752103 22.2953774)",900
55,1158360124,primary_link,3.0,35.431,50,梳士巴利道 Salisbury Road,1,102821102,33476510,"LINESTRING (114.1746487 22.2951624, 114.1749663 22.2952856)",900
56,33476549,residential,2.0,90.228,50,漢口道 Hankow Road,1,"[442616752, 116287420]",1649047767,"LINESTRING (114.1713365 22.294724, 114.171327 22.2947996, 114.1712876 22.2953473, 114.1712611 22.2955321)",400
57,495137366,primary,4.0,58.608000000000004,50,梳士巴利道 Salisbury Road,1,442616757,33476549,"LINESTRING (114.1707694 22.2946759, 114.1710848 22.2947094, 114.1713365 22.294724)",900
58,1187352879,residential,1.0,121.977,50,漢口道 Hankow Road,1,100220097,33476552,"LINESTRING (114.1711122 22.2970157, 114.1710531 22.2981113)",400
59,34971938,trunk_link,1.0,316.587,50,加士居道天橋 Gascoigne Road Flyover,1,30150635,332246178,"LINESTRING (114.1685479 22.3090741, 114.1681791 22.3091566, 114.1680115 22.3092379, 114.1679186 22.3093008, 114.1678451 22.3093506, 114.1676729 22.3095062, 114.1675631 22.3096428, 114.167441 22.3097947, 114.167313 22.3100536, 114.1672047 22.3103962, 114.167115 22.3109367, 114.1670821 22.3111086, 114.1670471 22.3112907)",1200
60,34971938,trunk,1.0,598.336,50,加士居道天橋 Gascoigne Road Flyover,1,"[30150778, 101205475, 890077783]",332248700,"LINESTRING (114.1685479 22.3090741, 114.1682457 22.3091673, 114.1680646 22.3092591, 114.1680157 22.3092959, 114.1679167 22.3093704, 114.1677803 22.309542, 114.16775 22.3095801, 114.1676201 22.3097509, 114.167545 22.3098689, 114.1674067 22.3101984, 114.167343 22.3104808, 114.1672416 22.3109849, 114.1671556 22.3114499, 114.1670468 22.3119627, 114.1669658 22.3123658, 114.1669398 22.3125377, 114.1667098 22.3139013)",1200
61,5026796433,trunk,1.0,982.7270000000003,50,加士居道天橋 Gascoigne Road Flyover,1,"[514558697, 452590573, 452590574, 452590575]",34971938,"LINESTRING (114.1771029 22.3061954, 114.1760682 22.3065511, 114.1753708 22.3067744, 114.1737521 22.3072744, 114.1732545 22.3074711, 114.1730064 22.307592, 114.1728327 22.3076975, 114.1725464 22.307901, 114.1723305 22.3080958, 114.1718122 22.3086975, 114.1716673 22.3088669, 114.1715352 22.308968, 114.1714105 22.3090462, 114.1712791 22.3091002, 114.1711403 22.3091324, 114.1709686 22.3091411, 114.1706883 22.3090696, 114.1702379 22.308995, 114.1699469 22.3089531, 114.1697166 22.3089209, 114.1695938 22.3089101, 114.1694711 22.3089055, 114.1693378 22.3089095, 114.1692045 22.3089249, 114.1690708 22.3089432, 114.1685479 22.3090741)",1200
62,50060656,primary,2.0,286.65,50,大埔道 Tai Po Road,1,"[283910385, 99713770, 795937018]",574307497,"LINESTRING (114.1594836 22.3426251, 114.1595671 22.3425661, 114.1596475 22.3425036, 114.1597246 22.3424376, 114.1597982 22.3423683, 114.1598584 22.3422879, 114.1599069 22.3422007, 114.1599454 22.3421093, 114.1599732 22.3420146, 114.160046 22.3417192, 114.1600984 22.341534, 114.1601503 22.3414343, 114.1602184 22.3413432, 114.1603009 22.341263, 114.1603959 22.3411957, 114.1606022 22.3410865, 114.1612119 22.3407836)",900
63,1266044690,primary,2.0,318.731,50,大埔道 Tai Po Road,1,795937033,50060656,"LINESTRING (114.1565499 22.3434491, 114.1567448 22.3433726, 114.156961 22.3432788, 114.1570698 22.3432412, 114.1571783 22.343212, 114.1574121 22.3431592, 114.1587502 22.3429448, 114.1589513 22.3428961, 114.1591434 22.3428331, 114.1593223 22.3427411, 114.1594836 22.3426251)",900
64,5843309109,trunk_link,1.0,234.50199999999998,50,龍翔道 Lung Cheung Road,1,"[494471011, 151705903]",50060656,"LINESTRING (114.1572725 22.3429061, 114.1575404 22.3429525, 114.1578416 22.3429564, 114.1579421 22.342955, 114.1580568 22.342949, 114.1581461 22.3429432, 114.1584529 22.3429155, 114.1585511 22.3429071, 114.1587532 22.3428873, 114.1588702 22.3428695, 114.1589868 22.3428441, 114.1592059 22.3427745, 114.1594836 22.3426251)",1200
65,4416918017,primary,4.0,305.75600000000003,50,大埔道 Tai Po Road,0,111048469,50060666,"LINESTRING (114.1507386 22.3446058, 114.1507823 22.34454, 114.1507923 22.3445232, 114.1509452 22.3443824, 114.1512148 22.3441716, 114.151426 22.3440142, 114.1515608 22.3439136, 114.1517995 22.3437895, 114.151943 22.3437374, 114.1520919 22.3437126, 114.1522206 22.3436965, 114.152286 22.3436984, 114.152348 22.3437002, 114.1524728 22.3437163, 114.1533557 22.3438394)",900
66,50060666,primary,2.0,342.202,50,大埔道 Tai Po Road,1,"[602875336, 602875331, 602875324, 111048495]",1266044690,"LINESTRING (114.1533557 22.3438394, 114.1536403 22.3439162, 114.153811 22.3439368, 114.1539283 22.3439566, 114.1539648 22.3439626, 114.1543794 22.3439787, 114.1544413 22.3439837, 114.1546435 22.3439891, 114.1548457 22.3439834, 114.1550472 22.3439666, 114.1552473 22.3439389, 114.1554452 22.3439002, 114.1556403 22.3438507, 114.1558319 22.3437907, 114.1560193 22.3437202, 114.1562019 22.3436396, 114.156379 22.3435491, 114.1565499 22.3434491)",900
67,1266044588,primary,2.0,347.511,50,大埔道 Tai Po Road,1,111048499,50060666,"LINESTRING (114.1565935 22.3433392, 114.1564628 22.343437, 114.156293 22.3435339, 114.1561312 22.3436119, 114.1559612 22.3436797, 114.1557732 22.3437436, 114.1556987 22.3437619, 114.1556101 22.3437896, 114.1554809 22.3438197, 114.155458 22.3438293, 114.1553143 22.3438574, 114.1551525 22.3438818, 114.1549272 22.343906, 114.1546328 22.3439239, 114.1544558 22.3439213, 114.1542927 22.3439111, 114.154055 22.3438881, 114.1539361 22.3438715, 114.1537992 22.3438536, 114.153624 22.343848, 114.1533557 22.3438394)",900
68,4416918017,primary,4.0,16.047,50,大埔道 Tai Po Road,0,111048469,50060672,"LINESTRING (114.1507386 22.3446058, 114.1506899 22.3447429)",900
69,5084246001,primary,3.0,2724.631000000001,70,"['大埔公路－沙田嶺段 Tai Po Road – Sha Tin Heights', ""大埔公路－琵琶山段 Tai Po Road – Piper's Hill""]",0,"[171480865, 87080068, 87080069, 684771601, 791012305, 592538834, 684771609, 684771610]",50060672,"LINESTRING (114.1656032 22.3638129, 114.1654563 22.3637584, 114.165183 22.3636706, 114.1650404 22.3636268, 114.1649046 22.3635872, 114.1647875 22.3635499, 114.1646878 22.3635123, 114.164609 22.3634687, 114.1645575 22.3634383, 114.1645196 22.3634087, 114.1644888 22.3633826, 114.1644393 22.3633272, 114.1643591 22.3632272, 114.1642286 22.363043, 114.1640653 22.3627833, 114.1639209 22.3625764, 114.1637765 22.3624162, 114.1636766 22.3623173, 114.1635515 22.3622246, 114.1634516 22.36216, 114.1631233 22.3619732, 114.1630082 22.3618988, 114.1628451 22.3617706, 114.1623132 22.3612362, 114.1620258 22.3609463, 114.1617339 22.3606288, 114.1616559 22.3605099, 114.1615853 22.3603721, 114.161475 22.3601094, 114.161428 22.3600066, 114.1612541 22.359696, 114.1612024 22.3596159, 114.1611764 22.3595734, 114.1609978 22.3593113, 114.1607517 22.3589512, 114.1606121 22.3587917, 114.1604987 22.3586655, 114.1602644 22.3584151, 114.1602142 22.3583672, 114.1601559 22.3583117, 114.1599903 22.3581544, 114.159895 22.3580555, 114.1598146 22.3579507, 114.1597489 22.3578266, 114.1596639 22.3576914, 114.1579125 22.354377, 114.1577669 22.3541321, 114.1575813 22.3538412, 114.1575167 22.3537468, 114.1574292 22.3536436, 114.1573304 22.3535474, 114.1572105 22.3534669, 114.1570982 22.3534079, 114.15697 22.3533605, 114.1568101 22.3533159, 114.1566578 22.3532671, 114.1564791 22.3531948, 114.1563178 22.3530916, 114.1562333 22.3530121, 114.1561504 22.3529033, 114.1560835 22.3527856, 114.155986 22.3525728, 114.1559438 22.3524793, 114.1558985 22.3523984, 114.1558473 22.3523259, 114.1557915 22.3522575, 114.1557323 22.3521917, 114.1556919 22.3521487, 114.1556241 22.3520776, 114.155458 22.3519074, 114.1553092 22.3517431, 114.1552083 22.3516411, 114.1551284 22.351551, 114.1550238 22.3514417, 114.1545348 22.350887, 114.1545039 22.3508519, 114.1544219 22.3507608, 114.1544014 22.3507381, 114.1543214 22.3506321, 114.1542611 22.3505079, 114.1542209 22.3503554, 114.1540915 22.3499189, 114.1540651 22.3498546, 114.1540446 22.3498048, 114.153999 22.3497168, 114.1539561 22.3496363, 114.1539427 22.3496113, 114.1538925 22.3495424, 114.1538768 22.3495156, 114.1537281 22.3493877, 114.1537092 22.3493701, 114.1536198 22.3493047, 114.1535523 22.3492553, 114.1533651 22.3491357, 114.1529576 22.3488801, 114.1526518 22.3486953, 114.1525417 22.3486268, 114.1520912 22.3483344, 114.1519437 22.3482203, 114.1519046 22.3481868, 114.1518364 22.3481285, 114.1517573 22.3480305, 114.1517063 22.3479647, 114.1516752 22.3479071, 114.1514858 22.3475557, 114.1512614 22.3472196, 114.151128 22.3469366, 114.1511003 22.3468381, 114.1510912 22.3467379, 114.1510897 22.3465124, 114.1511684 22.3459342, 114.15117 22.345798, 114.1511603 22.345681, 114.1511353 22.3456109, 114.1510915 22.3455309, 114.1510385 22.3454338, 114.1507525 22.3450876, 114.1507134 22.3449945, 114.1507013 22.344943, 114.150689 22.3448906, 114.1506876 22.3448413, 114.150688 22.3448253, 114.1506899 22.3447429)",900
70,1266044506,residential,2.0,41.55,50,郝德傑道 Caldecott Road,1,444205311,50060672,"LINESTRING (114.1503095 22.3446172, 114.1505365 22.344689, 114.1505685 22.3447002, 114.1506899 22.3447429)",400
71,165996965,primary,4.0,135.89499999999998,50,干諾道中 Connaught Road Central,1,16281867,274242065,"LINESTRING (114.1609808 22.2819475, 114.1610634 22.2819266, 114.1615344 22.28181, 114.1616503 22.2817842, 114.1621573 22.2816441, 114.1622522 22.2816173)",900
72,984409370,secondary,3.0,131.981,50,干諾道中 Connaught Road Central,1,"[284649761, 284650857, 284650863]",165996965,"LINESTRING (114.1597813 22.2823675, 114.1598051 22.2823576, 114.1598882 22.2823244, 114.1601185 22.2822444, 114.1604467 22.2821283, 114.1605732 22.2820835, 114.1609808 22.2819475)",700
73,4860173835,primary,2.0,455.068,50,"['畢打街行車隧道 Pedder Street Underpass', '干諾道中 Connaught Road Central']",1,"[28275393, 26805355, 25608021]",165996965,"LINESTRING (114.1573177 22.2840162, 114.157467 22.2837698, 114.1576274 22.2835753, 114.1577174 22.2834792, 114.1578162 22.2833811, 114.1579601 22.2832502, 114.1582291 22.2830275, 114.1584137 22.2828982, 114.1585835 22.2827981, 114.1588251 22.2826819, 114.1590114 22.2826023, 114.1596364 22.2823452, 114.1602891 22.2821133, 114.1609808 22.2819475)",900
74,165997300,secondary,2.0,18.622,50,夏慤道 Harcourt Road,1,690764845,6481253417,"LINESTRING (114.1634578 22.281177, 114.1636281 22.2811203)",700
75,165997300,secondary,3.0,60.149,50,紅棉路 Cotton Tree Drive,1,16278489,1001584084,"LINESTRING (114.1634578 22.281177, 114.1637029 22.2809773, 114.1638073 22.2808613, 114.1638258 22.2807752)",700
76,2496630039,secondary,2.0,84.493,50,夏慤道 Harcourt Road,1,722645934,165997300,"LINESTRING (114.1627316 22.2815314, 114.1629297 22.2814395, 114.1632 22.2813111, 114.1634578 22.281177)",700
77,4502672959,residential,2.0,54.388999999999996,50,德立街 Drake Street,0,"[88822730, 26321434, 453547660]",165997625,"LINESTRING (114.1638494 22.2798288, 114.1637705 22.2798839, 114.1635923 22.2800061, 114.1634259 22.2801215)",400
78,165997625,secondary,3.0,60.781000000000006,50,紅棉路 Cotton Tree Drive,1,88822724,166091633,"LINESTRING (114.1634259 22.2801215, 114.1632848 22.2799741, 114.16318 22.2798468, 114.1630554 22.2796962)",700
79,2496629924,secondary,3.0,19.123,50,紅棉路 Cotton Tree Drive,1,246660552,165997625,"LINESTRING (114.1635505 22.2802491, 114.1634259 22.2801215)",700
80,165997863,secondary,4.0,66.653,50,金鐘道 Queensway,1,242113667,165997979,"LINESTRING (114.1663182 22.278107, 114.166963 22.2780496)",700
81,165997863,secondary_link,1.0,61.913000000000004,50,正義道 Justice Drive,1,"[741593490, 26321475]",288373551,"LINESTRING (114.1663182 22.278107, 114.1664909 22.2781512, 114.1666278 22.2782083, 114.1666777 22.2782426, 114.1667131 22.2782669, 114.1668466 22.2783584)",700
82,3066136926,secondary,4.0,276.75199999999995,50,金鐘道 Queensway,1,"[244316541, 250559825, 244317181, 244316518]",165997863,"LINESTRING (114.1637483 22.2787747, 114.1637884 22.2787562, 114.1639138 22.2786896, 114.1640791 22.2786141, 114.1641975 22.2785625, 114.1643654 22.278494, 114.1644551 22.2784635, 114.1646063 22.2784172, 114.164748 22.2783811, 114.1650099 22.2783167, 114.165066 22.2783011, 114.1651813 22.2782753, 114.1654124 22.278234, 114.1656047 22.2782093, 114.165939 22.2781652, 114.1663182 22.278107)",700
