,from,highway,lanes,length,maxspeed,name,oneway,osmid,to,geometry,capacity
5072,1162875763,primary,3.0,18.141,50,界限街 Boundary Street,1,453470454,6374553434,"LINESTRING (114.1662822 22.3264279, 114.1664584 22.326435)",900
5073,1180709229,primary,3.0,97.077,50,界限街 Boundary Street,1,453470454,1162875763,"LINESTRING (114.1653393 22.32639, 114.165472 22.3263953, 114.1658081 22.3264089, 114.1658409 22.3264102, 114.1659875 22.3264161, 114.1661613 22.3264236, 114.1662822 22.3264279)",900
5074,6983113475,primary_link,1.0,22.044999999999998,50,,1,680766745,1162875763,"LINESTRING (114.1662526 22.3262568, 114.1662349 22.3262841, 114.1662253 22.3263047, 114.1662225 22.3263275, 114.1662212 22.3263378, 114.1662329 22.326381, 114.1662532 22.3264073, 114.1662822 22.3264279)",900
5075,1162875769,residential,2.0,88.35600000000001,50,甘芳街 Kam Fong Street,0,102441820,1162875765,"LINESTRING (114.1674394 22.3153086, 114.1672968 22.3160065, 114.1672629 22.3160848)",400
5076,8438621459,residential,2.0,60.858999999999995,50,"['德昌街 Tak Cheong Street', '豉油街 Soy Street']",0,"[30151248, 102441831]",1162875765,"LINESTRING (114.1668598 22.3158271, 114.1668479 22.3158992, 114.1668655 22.3159804, 114.1669245 22.31603, 114.1672629 22.3160848)",400
5077,1636768949,residential,2.0,108.082,50,甘霖街 Kam Lam Street,1,150801666,1162875765,"LINESTRING (114.1670452 22.3170336, 114.1670598 22.3169516, 114.1672187 22.3161831, 114.1672629 22.3160848)",400
5078,1162875767,residential,1.0,74.80499999999999,50,基隆街 Ki Lung Street,1,746198229,1180709229,"LINESTRING (114.165776 22.3258904, 114.1654261 22.3261636, 114.165396 22.3261944, 114.1653716 22.326229, 114.1653533 22.3262669, 114.1653416 22.3263069, 114.1653369 22.3263481, 114.1653393 22.32639)",400
5079,1166348433,primary,3.0,47.3,50,大埔道 Tai Po Road,1,"[100970018, 100970012]",1166348518,"LINESTRING (114.1632918 22.3334482, 114.163226 22.333565, 114.1630876 22.3338293)",900
5080,1166348433,primary_link,2.0,46.593,50,青山道 Castle Peak Road,1,100970026,1166348434,"LINESTRING (114.1632918 22.3334482, 114.1632499 22.3333423, 114.1632287 22.3333299, 114.1631443 22.333297, 114.163036 22.3332865, 114.1629329 22.3333073)",900
5081,1166348436,primary,2.0,129.585,50,大埔道 Tai Po Road,1,103372412,1166348433,"LINESTRING (114.1640074 22.3325104, 114.1635842 22.3329456, 114.1634362 22.3331184, 114.163332 22.3332963, 114.1633208 22.3333151, 114.1632918 22.3334482)",900
5082,1166348459,secondary,2.0,51.336,50,青山道 Castle Peak Road,1,761430520,1166348433,"LINESTRING (114.1627981 22.3335098, 114.162935 22.3334808, 114.1631215 22.3334674, 114.163168 22.3334639, 114.1632918 22.3334482)",700
5083,1166348489,primary_link,2.0,37.407,50,大埔道 Tai Po Road,1,"[100970016, 761430512, 100970014]",1166348433,"LINESTRING (114.1632464 22.3337766, 114.1632417 22.3337041, 114.1632522 22.3336716, 114.1632703 22.3336266, 114.1632774 22.3336087, 114.1632858 22.333586, 114.1632931 22.3335633, 114.1632918 22.3334482)",900
5084,1166348434,secondary,2.0,47.707,50,青山道 Castle Peak Road,1,761430514,1193696750,"LINESTRING (114.1629329 22.3333073, 114.1627234 22.333454, 114.1626769 22.3334739, 114.1625954 22.333492, 114.1625309 22.333479)",700
5085,1641766523,secondary,2.0,75.509,50,青山道 Castle Peak Road,1,592538835,1166348434,"LINESTRING (114.1634919 22.3328673, 114.1634056 22.332935, 114.1630096 22.333241, 114.1629329 22.3333073)",700
5086,1166348436,secondary,2.0,66.479,50,大埔道 Tai Po Road,1,151355551,1641766523,"LINESTRING (114.1640074 22.3325104, 114.1638815 22.3325708, 114.1634919 22.3328673)",700
5087,1166348471,primary,2.0,53.589,50,大埔道 Tai Po Road,1,103372412,1166348436,"LINESTRING (114.1643475 22.3321453, 114.1640074 22.3325104)",900
5088,1166348439,secondary,4.0,77.987,50,元州街 Un Chau Street,1,494730297,1181846119,"LINESTRING (114.1655775 22.3305101, 114.1651407 22.3308756, 114.1651098 22.3308999, 114.1650119 22.3309771)",700
5089,1166348480,secondary,2.0,23.762,50,石硤尾街 Shek Kip Mei Street,1,100970023,1166348439,"LINESTRING (114.165806 22.3305043, 114.1657796 22.3304971, 114.1657556 22.3304941, 114.165731 22.3304946, 114.1656972 22.3304985, 114.165659 22.3305056, 114.1655775 22.3305101)",700
5090,1641766446,secondary,2.0,23.364,50,元州街 Un Chau Street,1,437031182,1166348439,"LINESTRING (114.1657486 22.3303719, 114.1657352 22.3303826, 114.1656945 22.3304156, 114.1655775 22.3305101)",700
5091,1166348456,secondary,2.0,5.273,50,南昌街 Nam Cheong Street,0,103422574,1166348442,"LINESTRING (114.1653074 22.3314519, 114.1653356 22.3314915)",700
5092,1166348442,secondary,3.0,194.826,50,南昌街 Nam Cheong Street,1,"[493976816, 161049116, 161049118]",5101650402,"LINESTRING (114.1653356 22.3314915, 114.1656348 22.3318366, 114.165719 22.3319323, 114.1657973 22.3320272, 114.1660989 22.332361, 114.166335 22.3326222, 114.1664275 22.3327246, 114.1664845 22.332784, 114.1665404 22.3328432)",700
5093,1166348454,secondary,2.0,9.879,50,石硤尾街 Shek Kip Mei Street,1,100970023,1166348480,"LINESTRING (114.1658849 22.3305546, 114.1658627 22.3305371, 114.1658365 22.3305218, 114.165806 22.3305043)",700
5094,1166348485,secondary,2.0,42.67100000000001,50,石硤尾街 Shek Kip Mei Street,1,100970023,1166348454,"LINESTRING (114.1661563 22.3308424, 114.1659708 22.3306272, 114.1659488 22.3306039, 114.1659289 22.3305825, 114.1658849 22.3305546)",700
5095,5101532173,primary,2.0,107.767,50,大埔道 Tai Po Road,1,103372418,1166348454,"LINESTRING (114.1652114 22.3312955, 114.1657642 22.3306645, 114.1657785 22.3306465, 114.165832 22.3306003, 114.1658849 22.3305546)",900
5096,1166348456,secondary,2.0,20.219,50,南昌街 Nam Cheong Street,1,101193750,5101532173,"LINESTRING (114.1653074 22.3314519, 114.1652825 22.3313864, 114.1652658 22.3313697, 114.1652114 22.3312955)",700
5097,5101532172,secondary,3.0,18.616,50,南昌街 Nam Cheong Street,1,524185217,1166348456,"LINESTRING (114.1651544 22.3313629, 114.1652175 22.3314048, 114.1653074 22.3314519)",700
5098,1166348459,primary_link,1.0,56.798,50,青山道 Castle Peak Road,1,100970029,1166348518,"LINESTRING (114.1627981 22.3335098, 114.1629374 22.333521, 114.162983 22.3335347, 114.1630172 22.3335654, 114.163034 22.3335831, 114.1631077 22.333677, 114.1630876 22.3338293)",900
5099,1641766533,secondary,2.0,13.264,50,青山道 Castle Peak Road,1,100970021,1166348459,"LINESTRING (114.1626808 22.3335592, 114.162714 22.3335432, 114.1627981 22.3335098)",700
5100,1166348488,primary,2.0,119.101,50,大埔道 Tai Po Road,1,103372412,1166348471,"LINESTRING (114.1650876 22.3313216, 114.1650009 22.3314128, 114.1643475 22.3321453)",900
5101,1166348480,primary,2.0,99.768,50,大埔道 Tai Po Road,1,100970020,1181846013,"LINESTRING (114.165806 22.3305043, 114.1657241 22.3306058, 114.1656763 22.3306642, 114.1656069 22.330738, 114.1654669 22.3308868, 114.1653579 22.3310238, 114.1652862 22.3311024, 114.1652671 22.3311239, 114.1651926 22.3311984)",900
5102,1193696736,primary,2.0,44.742000000000004,50,大埔道 Tai Po Road,1,45241118,1166348480,"LINESTRING (114.1660271 22.3301593, 114.1659014 22.3303861, 114.1658776 22.3304156, 114.165836 22.3304672, 114.165806 22.3305043)",900
5103,1166348485,residential,2.0,86.711,50,耀東街 Yiu Tung Street,1,100970022,6579974310,"LINESTRING (114.1661563 22.3308424, 114.1655141 22.3313476)",400
5104,1166348488,secondary,3.0,8.264,50,南昌街 Nam Cheong Street,1,103372427,5101532172,"LINESTRING (114.1650876 22.3313216, 114.1651544 22.3313629)",700
5105,1181846013,primary,2.0,17.444,50,大埔道 Tai Po Road,1,103372422,1166348488,"LINESTRING (114.1651926 22.3311984, 114.1650876 22.3313216)",900
5106,1641766448,secondary,3.0,34.049,50,南昌街 Nam Cheong Street,1,103372414,1166348488,"LINESTRING (114.164864 22.3310981, 114.1650126 22.3312652, 114.1650335 22.3312862, 114.1650876 22.3313216)",700
5107,1166348489,primary,3.0,334.38300000000004,50,大埔道 Tai Po Road,1,"[100970017, 263847940, 761430509, 761430511, 761430513]",5101532172,"LINESTRING (114.1632464 22.3337766, 114.163298 22.333723, 114.1633332 22.3336575, 114.1633542 22.3336134, 114.1634557 22.3333859, 114.163516 22.3332719, 114.1635616 22.3331901, 114.1636108 22.3331191, 114.1636611 22.3330447, 114.1636958 22.3329934, 114.1643642 22.3322559, 114.1650317 22.3315035, 114.1650702 22.3314624, 114.1651544 22.3313629)",900
5108,1168066094,residential,2.0,99.359,50,廣東道 Canton Road,1,100507099,1168183724,"LINESTRING (114.1671937 22.3189942, 114.1670114 22.3198717)",400
5109,5133880779,primary_link,1.0,64.29599999999999,50,塘尾道 Tong Mi Road,1,101176352,1168066104,"LINESTRING (114.1666259 22.3188085, 114.1665058 22.3187406, 114.1664313 22.3186849, 114.1663983 22.3186558, 114.1663671 22.3186235, 114.1663421 22.3185886, 114.1663268 22.3185572, 114.1663125 22.318523, 114.1663021 22.31849, 114.166295 22.3184558, 114.1662865 22.3183644)",900
5110,1168183721,residential,2.0,55.018,50,快富街 Fife Street,1,102554246,1168183618,"LINESTRING (114.1708884 22.3205691, 114.1709942 22.3205881, 114.1714135 22.3206632)",400
5111,1168183627,residential,1.0,66.559,50,康樂街 Hong Lok Street,1,101183517,1168183668,"LINESTRING (114.1680888 22.3206764, 114.168124 22.320505, 114.1681958 22.3201308, 114.1682046 22.3200875)",400
5112,1168183637,secondary,3.0,10.194,50,旺角道 Mong Kok Road,1,258741148,2639744195,"LINESTRING (114.1712842 22.3212697, 114.1713815 22.3212871)",700
5113,1168183665,residential,2.0,49.314,50,快富街 Fife Street,1,101183503,1168183724,"LINESTRING (114.1674819 22.3199568, 114.1670114 22.3198717)",400
5114,1168183668,residential,1.0,28.078,50,快富街 Fife Street,1,101183524,1168183745,"LINESTRING (114.1682046 22.3200875, 114.1679367 22.3200391)",400
5115,1168183668,residential,1.0,107.45100000000001,50,康樂街 Hong Lok Street,1,101183517,1168183728,"LINESTRING (114.1682046 22.3200875, 114.1683773 22.3192503, 114.1683827 22.3192147, 114.1683979 22.3191379)",400
5116,1168183735,residential,1.0,34.167,50,快富街 Fife Street,1,101183524,1168183668,"LINESTRING (114.1685306 22.3201464, 114.1682046 22.3200875)",400
5117,1168183674,residential,2.0,57.723,50,快富街 Fife Street,1,102554246,1168183721,"LINESTRING (114.1703375 22.3204703, 114.170448 22.3204901, 114.1706035 22.320518, 114.1707936 22.3205521, 114.1708884 22.3205691)",400
5118,1168183695,residential,1.0,116.48400000000001,50,快富街 Fife Street,1,"[435421056, 101183499, 435429332, 449337015, 435421055]",1168183674,"LINESTRING (114.1692279 22.3202612, 114.1693094 22.3202767, 114.1696731 22.3203464, 114.1697284 22.320357, 114.1697774 22.3203656, 114.1698424 22.3203773, 114.1699793 22.3204023, 114.1700984 22.3204242, 114.1702091 22.3204461, 114.1702319 22.32045, 114.1703375 22.3204703)",400
5119,1168183774,residential,2.0,58.061,50,通菜街 Tung Choi Street,1,101183504,1168183674,"LINESTRING (114.1702284 22.3209826, 114.1702571 22.3208532, 114.1702661 22.3208124, 114.17027 22.3207916, 114.1703282 22.3205109, 114.1703375 22.3204703)",400
5120,1168183731,secondary,1.0,12.177,50,旺角道 Mong Kok Road,1,101183511,1168183682,"LINESTRING (114.1695647 22.3209195, 114.1696756 22.3208812)",700
5121,1168183774,secondary,2.0,57.97,50,旺角道 Mong Kok Road,1,101183525,1168183682,"LINESTRING (114.1702284 22.3209826, 114.1696756 22.3208812)",700
5122,1168183693,residential,2.0,58.395,50,花園街 Fa Yuen Street,1,101183522,1168183721,"LINESTRING (114.1707993 22.321087, 114.1708302 22.3209403, 114.1708629 22.3207775, 114.1708762 22.3207111, 114.1708811 22.3206166, 114.1708884 22.3205691)",400
5123,1168183693,secondary,2.0,59.861000000000004,50,旺角道 Mong Kok Road,1,101183525,1168183774,"LINESTRING (114.1707993 22.321087, 114.170413 22.3210164, 114.1703555 22.3210059, 114.1702284 22.3209826)",700
5124,1168183731,secondary,3.0,24.279,50,旺角道 Mong Kok Road,1,783803775,7207625692,"LINESTRING (114.1695647 22.3209195, 114.1696486 22.320971, 114.1697809 22.3209974)",700
5125,1168315919,trunk_link,1.0,61.078,50,渡船街 Ferry Street,1,101205473,1168380684,"LINESTRING (114.1669719 22.3127543, 114.1669024 22.3128813, 114.1667512 22.3130533, 114.1666465 22.3132112)",1200
5126,1168315919,primary,1.0,371.509,50,渡船街 Ferry Street,1,"[876114723, 832141438, 876114727]",1168315988,"LINESTRING (114.1669719 22.3127543, 114.1667448 22.3146423, 114.1667297 22.3147294, 114.166688 22.3150783, 114.1665065 22.3160663)",900
5127,1168315922,primary,2.0,29.633,50,渡船街 Ferry Street,1,493744603,8438621460,"LINESTRING (114.1668107 22.3154214, 114.1668572 22.3151584)",900
5128,1168315922,trunk_link,1.0,40.833,50,,1,30150393,4501979659,"LINESTRING (114.1668107 22.3154214, 114.1668125 22.3152313, 114.1667867 22.3150558)",1200
5129,1168315924,primary_link,2.0,69.89200000000001,50,麗翔道 Lai Cheung Road,1,151226308,1168315946,"LINESTRING (114.1633106 22.3121368, 114.1634464 22.3120764, 114.1635613 22.312037, 114.1636688 22.3120114, 114.1638125 22.3119868, 114.1639615 22.3119828)",900
5130,1168315967,primary_link,1.0,55.2,50,麗翔道 Lai Cheung Road,1,101193740,1168315927,"LINESTRING (114.1662607 22.3122609, 114.166771 22.3124144)",900
5131,5118308278,primary,1.0,39.182,50,麗翔道 Lai Cheung Road,1,494470498,1168315927,"LINESTRING (114.1663943 22.3123629, 114.1665034 22.3123816, 114.166771 22.3124144)",900
5132,1168315940,secondary,2.0,20.201,50,南昌街 Nam Cheong Street,1,494485692,1168315980,"LINESTRING (114.1608114 22.3262233, 114.1608058 22.3261443, 114.1608067 22.3260418)",700
5133,1181846018,secondary,3.0,178.093,50,南昌街 Nam Cheong Street,1,"[781684628, 102368461]",1168315940,"LINESTRING (114.1618688 22.327478, 114.1618001 22.3274007, 114.1617739 22.3273712, 114.1614499 22.3270103, 114.1611637 22.3266855, 114.1611354 22.3266532, 114.1610643 22.3265839, 114.160983 22.3264943, 114.1608726 22.3263733, 114.1608549 22.326351, 114.1608333 22.3263141, 114.1608164 22.3262555, 114.1608114 22.3262233)",700
5134,8451657975,secondary,1.0,54.699,50,"['界限街 Boundary Street', '聚魚道 Chui Yu Road']",1,"[99716365, 494501695]",1168315940,"LINESTRING (114.1604597 22.3260048, 114.1604621 22.326081, 114.1604677 22.3261255, 114.1604857 22.3261588, 114.1605384 22.3262184, 114.1605626 22.3262274, 114.1606042 22.3262372, 114.1606387 22.3262393, 114.1607316 22.3262354, 114.1608114 22.3262233)",700
5135,1168315946,primary_link,2.0,39.174,50,麗翔道 Lai Cheung Road,1,282735510,1168316017,"LINESTRING (114.1639615 22.3119828, 114.1641431 22.3119991, 114.1642396 22.3120152, 114.1643364 22.3120395)",900
5136,1168315964,primary,1.0,11.065,50,麗翔道 Lai Cheung Road,1,101193767,1172166343,"LINESTRING (114.1647308 22.3120879, 114.1648368 22.3121048)",900
5137,1168315964,secondary,3.0,40.917,50,海泓道 Hoi Wang Road,1,101515883,1172166386,"LINESTRING (114.1647308 22.3120879, 114.1647058 22.3122174, 114.1646577 22.3124496)",700
5138,1168316017,primary_link,1.0,40.944,50,麗翔道 Lai Cheung Road,1,282735512,1168315964,"LINESTRING (114.1643364 22.3120395, 114.1646654 22.312076, 114.1647308 22.3120879)",900
5139,6612901838,trunk_link,3.0,23.102,50,渡船街 Ferry Street,1,876114726,1168315988,"LINESTRING (114.166454 22.3158643, 114.1665065 22.3160663)",1200
5140,1168414434,trunk_link,1.0,67.225,50,渡船街天橋 Ferry Street Flyover,1,101476155,1168315991,"LINESTRING (114.1676594 22.3099456, 114.1677294 22.3097252, 114.167694 22.3094611, 114.1676839 22.3094345, 114.1676712 22.3094087, 114.167637 22.3093672)",1200
5141,1171655919,primary,2.0,22.093,50,渡船街 Ferry Street,1,101476145,1168315991,"LINESTRING (114.1676623 22.3091699, 114.167637 22.3093672)",900
5142,1624950134,primary_link,2.0,33.236999999999995,50,甘肅街 Kansu Street,1,255230668,1168315991,"LINESTRING (114.1678921 22.3091933, 114.1678296 22.3092584, 114.1678081 22.3092781, 114.1677513 22.3093234, 114.167637 22.3093672)",900
5143,5035159635,secondary,1.0,49.82599999999999,50,欣翔道 Yan Cheung Road,1,"[101476153, 807685683]",1168315991,"LINESTRING (114.16724 22.3091116, 114.167286 22.3091398, 114.1674412 22.3092355, 114.1674938 22.3092749, 114.1675358 22.3093085, 114.167637 22.3093672)",700
5144,8438621460,primary,2.0,309.476,50,渡船街 Ferry Street,1,493744603,1168316008,"LINESTRING (114.1668572 22.3151584, 114.1668694 22.3150898, 114.1669044 22.3149035, 114.1670149 22.3143263, 114.1671689 22.3133801, 114.1672809 22.3126863, 114.1672867 22.3126554, 114.1673207 22.3126043, 114.167351 22.3125698, 114.1673952 22.3125437, 114.1674886 22.3125026)",900
5145,1168316017,primary_link,1.0,58.592000000000006,50,麗翔道 Lai Cheung Road,1,101193755,1172166386,"LINESTRING (114.1643364 22.3120395, 114.164448 22.3121069, 114.164514 22.312163, 114.1645598 22.3122132, 114.164597 22.3122674, 114.1646181 22.3123218, 114.1646279 22.3123472, 114.1646577 22.3124496)",900
5146,6637957634,primary,4.0,8.244,50,窩打老道 Waterloo Road,1,706423404,1168380653,"LINESTRING (114.1676268 22.3124064, 114.1675477 22.3123945)",900
5147,1168380668,primary,2.0,55.297000000000004,50,"['麗翔道 Lai Cheung Road', '翺翔道 Ngo Cheung Road']",1,"[643062635, 807687165]",6550920169,"LINESTRING (114.1664752 22.3121653, 114.166331 22.3121364, 114.1662564 22.3121201, 114.1659526 22.3120491)",900
5148,1168380684,trunk_link,1.0,238.566,50,渡船街 Ferry Street,1,"[889999458, 704283236, 890077780]",8272842739,"LINESTRING (114.1666465 22.3132112, 114.1666004 22.3138493, 114.1664801 22.3150613, 114.1665341 22.3153458)",1200
5149,5118308278,trunk_link,1.0,108.92200000000001,50,渡船街 Ferry Street,1,"[101193752, 101193747]",1168380684,"LINESTRING (114.1663943 22.3123629, 114.1665074 22.31242, 114.166562 22.3124535, 114.1666193 22.3125022, 114.1666616 22.3125568, 114.1666818 22.3126045, 114.1666932 22.3126628, 114.1666525 22.3131338, 114.1666465 22.3132112)",1200
5150,1168380691,trunk_link,2.0,374.195,50,渡船街 Ferry Street,1,"[30150577, 101205481]",1168414434,"LINESTRING (114.1670282 22.313257, 114.167132 22.3127807, 114.1673572 22.3114416, 114.1674735 22.3107054, 114.167547 22.3103122, 114.1676594 22.3099456)",1200
5151,1168380691,trunk,1.0,426.413,50,加士居道天橋 Gascoigne Road Flyover,1,"[493744605, 704283239]",1168414444,"LINESTRING (114.1670282 22.313257, 114.1671012 22.3125776, 114.1671512 22.3121181, 114.1672102 22.3117989, 114.1673899 22.3106905, 114.1674701 22.3103099, 114.1675293 22.3101153, 114.1676154 22.309912, 114.167705 22.3097432, 114.1678443 22.3095298)",1200
5152,4501979659,trunk,3.0,201.555,70,渡船街 Ferry Street,1,"[102441835, 493744604]",1168380691,"LINESTRING (114.1667867 22.3150558, 114.1669444 22.313902, 114.1670282 22.313257)",1200
5153,1168414435,residential,1.0,56.728,50,寧波街 Ning Po Street,1,149555146,1625209904,"LINESTRING (114.1709068 22.3065034, 114.1714115 22.3065324, 114.1714572 22.3065345)",400
5154,1625209907,residential,1.0,46.551,50,寧波街 Ning Po Street,1,149555146,1168414435,"LINESTRING (114.1704682 22.3066064, 114.1709068 22.3065034)",400
5155,7262585717,residential,1.0,60.15,50,白加士街 Parkes Street,1,149555149,1168414435,"LINESTRING (114.1707708 22.3059773, 114.1709068 22.3065034)",400
5156,1168414444,trunk,1.0,988.7270000000001,50,加士居道天橋 Gascoigne Road Flyover,1,"[704283240, 452590572, 452590576, 452590577, 45729976]",4493621922,"LINESTRING (114.1678443 22.3095298, 114.1679121 22.3094489, 114.1679845 22.3093788, 114.168005 22.3093643, 114.1680843 22.3093082, 114.1681748 22.3092527, 114.1682622 22.3092101, 114.1683998 22.3091708, 114.1685974 22.3091177, 114.168795 22.3090635, 114.1690744 22.3089945, 114.1692257 22.3089696, 114.1694014 22.3089559, 114.1695554 22.3089559, 114.1696384 22.3089582, 114.1697137 22.308969, 114.1702248 22.3090543, 114.1706773 22.3091253, 114.1709565 22.3091856, 114.1711162 22.3091837, 114.1712992 22.3091433, 114.1714206 22.3091024, 114.1714935 22.309065, 114.171576 22.3090158, 114.1716834 22.3089252, 114.1717552 22.3088427, 114.1718604 22.3087168, 114.1723701 22.3081225, 114.1725799 22.3079345, 114.1728488 22.3077329, 114.1730259 22.307628, 114.1732706 22.3075095, 114.1737647 22.3073139, 114.1742678 22.307159, 114.1750471 22.3069235, 114.1754586 22.3067954, 114.176364 22.3065213)",1200
5157,2863929182,residential,2.0,9.348,50,海帆道 Hoi Fan Road,0,492427752,1168421045,"LINESTRING (114.1566946 22.3203332, 114.1566095 22.3203627)",400
5158,1169220172,residential,2.0,253.71199999999996,50,何東道 Ho Tung Road,1,34360956,6465239038,"LINESTRING (114.179754 22.3270193, 114.1797567 22.3270988, 114.1797769 22.3276964, 114.1797884 22.327712, 114.1798131 22.3277142, 114.1803496 22.3277023, 114.1803772 22.3277008, 114.1803986 22.3277142, 114.1805029 22.327789, 114.1805211 22.3278044, 114.18055 22.328641, 114.1805502 22.3286756)",400
5159,1169220172,primary,4.0,361.99399999999997,50,界限街 Boundary Street,1,"[838027613, 493988957, 458703375]",1651827976,"LINESTRING (114.179754 22.3270193, 114.1802445 22.3270367, 114.1802772 22.3270378, 114.1803108 22.327039, 114.1817652 22.3271231, 114.1818154 22.327126, 114.1819172 22.3271319, 114.1830982 22.3271875, 114.1831315 22.3271887, 114.1832681 22.327194)",900
5160,1624950134,secondary,2.0,23.852,50,甘肅街 Kansu Street,1,101476154,1171655919,"LINESTRING (114.1678921 22.3091933, 114.1678157 22.3091781, 114.1677466 22.3091733, 114.1677193 22.3091734, 114.1676623 22.3091699)",700
5161,1171655922,secondary,2.0,18.006999999999998,50,眾坊街 Public Square Street,1,102506128,1624950141,"LINESTRING (114.1678504 22.3098489, 114.1679234 22.3097917, 114.1680008 22.3097754)",700
5162,1172166298,trunk_link,1.0,51.155,50,欣翔道 Yan Cheung Road,1,451817427,7112890483,"LINESTRING (114.1668186 22.3089739, 114.1668831 22.309025, 114.1669151 22.3090611, 114.1669446 22.309102, 114.1669795 22.3091808, 114.16704 22.3093733)",1200
5163,1172166298,secondary,2.0,46.169,50,欣翔道 Yan Cheung Road,1,807685683,5035159635,"LINESTRING (114.1668186 22.3089739, 114.1669725 22.3090075, 114.1671196 22.3090565, 114.16724 22.3091116)",700
5164,1172166362,secondary,2.0,44.465999999999994,50,欣翔道 Yan Cheung Road,1,"[807685683, 492420575]",1172166298,"LINESTRING (114.1663878 22.3089519, 114.1666318 22.3089524, 114.1668186 22.3089739)",700
5165,1172166329,residential,3.0,625.3779999999999,50,海庭道 Hoi Ting Road,0,"[30148986, 101515885, 712929398]",1172166308,"LINESTRING (114.1642086 22.3128792, 114.1639911 22.3128383, 114.1638272 22.3128243, 114.1637106 22.3128289, 114.1636616 22.3128383, 114.1636024 22.3128533, 114.163535 22.3128857, 114.1634804 22.3129259, 114.1634199 22.3129806, 114.1633574 22.3130619, 114.1632865 22.3131979, 114.1630701 22.3137793, 114.163024 22.3138952, 114.1629866 22.3139891, 114.1629637 22.3140508, 114.1628142 22.3144543, 114.1627984 22.3144999, 114.1626612 22.314829, 114.1625169 22.3151748, 114.1624871 22.3152462, 114.1623166 22.3156483, 114.1622414 22.315846, 114.1621712 22.3161103, 114.1621863 22.3162881, 114.1622245 22.3164086, 114.1623043 22.3165292, 114.1623898 22.3166361, 114.1624721 22.3167129, 114.1630303 22.3169146, 114.163278 22.3170355)",400
5166,1172166308,secondary_link,1.0,42.048,50,海庭道 Hoi Ting Road,1,101515907,1172166352,"LINESTRING (114.163278 22.3170355, 114.1634041 22.3171668, 114.1634297 22.3171936, 114.1634916 22.3173502)",700
5167,1172166366,secondary_link,1.0,51.701,50,海庭道 Hoi Ting Road,1,101515891,1172166329,"LINESTRING (114.1646221 22.3126435, 114.16453 22.3127381, 114.1644996 22.3127615, 114.1644693 22.3127849, 114.1644342 22.312812, 114.1643394 22.3128592, 114.1642086 22.3128792)",700
5168,1172166339,secondary,3.0,55.784,50,海泓道 Hoi Wang Road,1,706225986,1172166343,"LINESTRING (114.1647369 22.3125978, 114.164801 22.3122928, 114.1648215 22.312171, 114.1648368 22.3121048)",700
5169,1172166382,secondary,4.0,7.941,50,海泓道 Hoi Wang Road,1,706225987,1172166339,"LINESTRING (114.1647201 22.3126675, 114.1647369 22.3125978)",700
5170,1172166343,secondary,3.0,17.551,50,海泓道 Hoi Wang Road,1,101515910,1172166367,"LINESTRING (114.1648368 22.3121048, 114.1648563 22.3119901, 114.1648641 22.311949)",700
5171,5647922704,secondary,2.0,122.62,50,欣翔道 Yan Cheung Road,1,"[807774988, 149524469]",1172166362,"LINESTRING (114.1652165 22.3091557, 114.1652626 22.3091465, 114.1655089 22.309102, 114.1661419 22.3089885, 114.1661749 22.3089827, 114.166294 22.3089652, 114.1663878 22.3089519)",700
5172,1172166386,secondary,3.0,21.869,50,海泓道 Hoi Wang Road,1,"[492422296, 888415719]",1172166366,"LINESTRING (114.1646577 22.3124496, 114.164647 22.3125079, 114.1646221 22.3126435)",700
5173,1172166367,secondary,2.0,10.38,50,海泓道 Hoi Wang Road,1,255228538,6052475832,"LINESTRING (114.1648641 22.311949, 114.1648824 22.3118572)",700
5174,1172166367,primary_link,2.0,100.57400000000001,50,麗翔道 Lai Cheung Road,1,"[807687161, 101515874, 807687163]",6611647472,"LINESTRING (114.1648641 22.311949, 114.1649882 22.3119672, 114.1650193 22.3119739, 114.165165 22.3119996, 114.1654144 22.312041, 114.1654518 22.3120475, 114.1655579 22.3120482, 114.1658274 22.3120951)",900
5175,1172166403,secondary,3.0,33.713,50,海泓道 Hoi Wang Road,1,255228590,1172166382,"LINESTRING (114.1646543 22.3129645, 114.1646874 22.3128079, 114.1647201 22.3126675)",700
5176,1172166414,secondary_link,1.0,55.039,50,海庭道 Hoi Ting Road,1,101515893,1172166382,"LINESTRING (114.165053 22.313041, 114.1649334 22.3129547, 114.1648834 22.312916, 114.1648415 22.3128762, 114.1648009 22.3128293, 114.1647619 22.3127665, 114.1647201 22.3126675)",700
5177,1172166414,residential,2.0,41.897,50,海庭道 Hoi Ting Road,0,101515888,1172166403,"LINESTRING (114.165053 22.313041, 114.1647988 22.3129881, 114.1646543 22.3129645)",400
5178,1172166429,secondary,1.0,472.45599999999996,50,海泓道 Hoi Wang Road,1,"[101515876, 492424453, 255267934, 492424455]",1172166403,"LINESTRING (114.1636808 22.3171117, 114.1637089 22.3169664, 114.163879 22.3162594, 114.1638943 22.3161947, 114.1639374 22.3158519, 114.1640169 22.315676, 114.1641184 22.3152314, 114.1641854 22.3149331, 114.1642362 22.314724, 114.1643642 22.3141969, 114.1643753 22.3141513, 114.1644824 22.3137265, 114.164617 22.3131253, 114.1646243 22.3130928, 114.1646543 22.3129645)",700
