from,to,length,volume,EstimatedTT,CO2,lengthm
6004042370,315706050,203.999,1608.646668150795,27.566662801688107,99016.29521213932,0.126759062629
315706050,7229352248,27.183,0.5872537518943953,3.261960000000114,4.415899101451168,0.016890727893
7229352248,315706059,210.672,627.2461058399067,26.459640730163645,37771.465911609215,0.130905471312
7229352251,315706050,21.437,1887.3908934115177,3.187116779520504,13128.054308215318,0.013320330127
4642354691,315684305,47.179,3340.688930229014,31.277288934266625,129631.7578328919,0.029315662409000003
315684305,4269900330,29.21,2368.9579351476145,5.58392161424724,27280.164080398048,0.01815024691
4642354691,4269900330,50.346,261.93303342934155,3.6550125740193358,2780.483361774612,0.031283544366
4464980822,1663979354,45.549,2847.5232987159125,16.907581442585517,80743.6830983463,0.028302827679
5374310751,315706059,552.175,2450.327282340505,123.60805503524604,601105.4939773416,0.343105531925
315706059,4464981171,98.577,3077.573388180412,48.311054951199296,218960.69178572207,0.061252889067
4464981171,4464981172,56.4,630.2014252418926,5.190713881755564,8309.465121429805,0.0350453244
4464981171,4464981146,47.721,2447.371962938521,10.641561408036138,51738.90753623236,0.029652445490999997
6004042370,5372023725,136.849,1887.3908934115177,79.20521916171222,201064.07251253145,0.08503399997899999
7229352251,7229352248,31.042,626.6588520880124,3.8981131789550822,5559.647835325122,0.019288598582
7190446496,7229352251,52.321,2514.0497454995298,11.001399677942448,55763.44385948558,0.032510752090999996
6004042374,6004042370,141.124,1608.646668150795,51.10125423559385,139286.04287283754,0.087690361004
315710860,6907592438,33.605,2862.633880090535,3.7238466989130483,25187.52568265573,0.020881172455
7114834538,4086640888,75.852,2239.94181151546,78.13724224455149,161050.06578029838,0.047132233092
2363808932,315710860,11.539,4170.258422268688,3.9395515360671296,28497.87831045101,0.007169999969
6907592439,315710860,42.716,1313.6971247051886,5.41339954811325,16145.427632251965,0.026542483636
7114834539,7114834537,183.324,1672.2175854147586,73.82465802323547,199868.7852863457,0.11391221720400001
7114834538,7114834539,10.983,0.0,0.7907759999999999,0.0,0.006824517693000001
4086640888,6454341555,365.363,2814.7300903873265,38.91714244990081,262342.1410940965,0.227025972673
4086640888,414053825,41.498,1656.0171799994284,16.26320922873937,44131.0512824728,0.025785653757999998
5065365634,5065365635,19.632,0.0,1.413504,0.0,0.012198755472000002
5065365635,4445996401,173.896,2186.884573538599,49.271772272223316,199733.33181579396,0.10805393141599999
315712057,393859430,356.358,2551.181604319207,30.83045446229662,205865.03041049791,0.22143052681800002
315712057,315712058,17.899,141.9796887923535,2.14814295958671,703.0539421121049,0.011121919529000001
2041896335,2032758147,23.182,1986.301948862668,5.358886772796336,20947.877829374906,0.014404622522
6907592439,6907592438,62.102,746.5737092951795,6.9217896335434315,12186.796557051732,0.038588381841999995
5065365634,2041896335,135.809,1224.4699133351294,18.4773553759532,50432.96039312439,0.084387774139
2041896335,5984694496,1013.605,3450.536538037932,186.4304873813381,1338392.343943238,0.629824752455
393859430,6459032698,149.097,408.9748132133913,18.042443185964405,16968.869426343008,0.092644551987
393859430,5408975256,22.725,2142.2273118839757,1.4916649278645,9988.307488987773,0.014120655975000002
315712135,315712134,17.81,347.0397135699068,2.146539765779208,1715.0775632597113,0.01106661751
315712497,393859430,19.375,0.0205207781605852,2.325,0.1099845020951965,0.012039063125
351062825,315712057,49.808,1058.5443837762868,8.237908933730022,18579.162176579433,0.030949246768
315712134,315712057,52.146,1634.6169093352732,2.711432024593194,17016.844895461156,0.032402012166
2032792316,315712058,277.724,2623.553449306313,25.39244477402764,169737.10361232128,0.17256963960399999
315712058,315712135,51.362,2765.5331380986663,5.255719147923726,35324.44834933687,0.031914857302
5984694495,2032758147,1008.748,3227.6315727547067,152.6843953086084,1071109.9841683265,0.6268067535080001
351062825,351062860,33.775,0.0,2.4318,0.0,0.020986805525
315712497,393716287,34.735,2539.462806778213,2.9787985089190743,19888.855791872676,0.021583321685
5984694496,5984694495,19.969,1402.342608122506,2.0508260070662097,6979.9100037762,0.012408157499
315712134,351062860,75.403,1395.4767401819993,19.386309212003297,51677.965081346985,0.046853237513
315712135,5984694495,129.341,2418.4934245287604,10.157046925809672,67846.699213259,0.08036874651100001
351062860,4642467057,245.66,1395.4767401819993,63.15983078950082,168364.77198365712,0.15264599986
5984694496,315712134,128.846,2683.053935947368,12.341903907264625,82642.92858144907,0.08006116786600001
7756153690,315715195,362.294,4113.604176710751,48.47240408618045,446338.1561758208,0.225118985074
315715195,7756168367,221.622,4484.004033553355,37.755124939692294,358329.90013212286,0.137709483762
6494916236,4833946439,924.977,633.0652268954375,116.36854893052234,167582.183040743,0.574753883467
4833946439,7756153692,361.549,4260.673670586283,53.21584082798342,495985.09717114305,0.22465606367899998
393716287,2032792316,41.67,1757.779033443949,2.26502405487411,14650.515628020114,0.025892529570000003
5408975257,315712497,22.754,2539.483327556374,1.95136382663385,13028.876607747756,0.014138675734000001
4833946439,315715195,28.83,632.4710588652589,3.62638716749421,5217.699238693222,0.01791412593
393716287,2032792336,477.983,781.6837733342616,160.58944648903986,219098.1237199857,0.297004774693
3667903028,316062290,244.379,72.67514471556167,29.325726469319015,4913.017752420526,0.151850023609
316062290,322399650,247.47,0.0,22.2723,0.0,0.15377068137
3510298223,1757267895,797.26,6149.4303550880095,65.3555208428936,1082695.7929566978,0.49539424346
1757267895,1757267992,473.007,6222.105499803572,132.41763288285026,1533196.6810203295,0.293912832597
7756168367,4750115942,16.529,4484.004033553355,2.8158506832723,26724.94120296653,0.010270641259
7756168365,4833946439,220.954,4260.079502556108,81.26376171746453,582831.8122114618,0.137294407934
