Capacity Factor A,Capacity Factor F,FFTT Factor,TSTT,Total Demand,Average Time (min),Average Distance (m),Congestion(%),Weighted Link Congestion,Weighted VC Ratio,Vehicle Kilometres Travelled
0.6,0.7,1.0,101846.6858468815,418699.9999999968,14.522362032628132,10932.363052442755,47.21819514052732,1.2755457573317723,0.7402596034481222,4576531.965878475
