Capacity Factor A,Capacity Factor F,FFTT Factor,TSTT,Total Demand,Average Time (min),Average Distance (m),Congestion(%),Weighted Link Congestion,Weighted VC Ratio,Vehicle Kilometres Travelled
0.6,0.7,1.0,5575.31859138452,33185.499999999935,10.032506210735018,6973.170239869234,31.688468972471064,1.0794937622926284,0.37505745047135236,230870.99344093725
