Capacity Factor A,Capacity Factor F,FFTT Factor,TSTT,Total Demand,Average Time (min),Average Distance (m),Congestion(%),Weighted Link Congestion,Weighted VC Ratio,Vehicle Kilometres Travelled
0.6,0.7,1.0,9140.16166685086,52185.499999999774,10.460747749114802,7053.884537994259,26.031877030785132,1.1496775741858656,0.5722738158085311,366106.68713133794
