fishnetid,CO2,fishnetid,CO2psqkm
0,845337.6001521416,0,339169.77551496064
100,4259792.989226456,3,1709306.5299393693
103,3885637.7863786058,5,1559330.9643190533
105,224622.07357122557,7,90142.25562054163
108,1472954.1178602013,9,591105.7826986223
112,14174970.729412105,13,5688505.206062671
114,666830.0561738627,15,267603.1096297168
118,15961364.794955326,21,6406053.721021327
120,23331281.576749455,23,9363951.333780622
122,563802.917320542,25,226280.8865546041
124,5200222.717518549,27,2087096.3428014673
126,26755345.13572423,29,10738190.653834233
128,9886967.21224871,31,3968109.4889617166
13,2354071.614181117,33,944800.7371104737
130,2699815.2589911134,35,1083675.353550492
133,1695779.883592946,37,680666.893327773
135,139950.73736798685,39,56174.64539159772
137,10348470.165423952,41,4153759.0499481773
143,4581884.8717840975,43,1839116.8402424585
146,16986045.06637483,45,6818006.651157309
148,13294447.069236007,47,5336240.9076079875
15,2037858.0206056589,49,817973.1941321534
150,10564768.571023662,51,4240578.787106143
152,14251277.262092935,54,5720889.58294744
154,2405461.589482461,56,965624.3364281425
156,4418911.508615194,58,1773883.4458640716
158,5961824.458514108,60,2393254.9211428156
160,3118226.9469955396,62,1251749.7014680165
162,9645691.66383254,64,3872069.565776234
164,4372498.784597441,66,1755251.9881717067
166,7309039.865455082,68,2934067.540663299
169,26409988.063517302,70,10601760.30679187
171,16217048.176230239,72,6510008.911591495
173,5962987.585130415,74,2393721.835011505
175,8270418.790118598,76,3319993.8386500445
177,30084407.85601871,78,12078024.42639058
179,20327494.75220338,80,8160904.456543157
181,3064866.366306082,82,1230455.6903061746
184,1702583.5956939391,87,683538.3416950505
186,10576601.50278534,89,4246201.285078598
189,11031881.86969449,92,4428983.257005295
192,14099424.44814086,94,5660513.369516463
194,8308833.507536777,96,3335757.663542138
196,18434219.421815436,98,7400808.868298009
198,8237110.09408941,100,3306962.776052906
201,7061791.144534556,103,2835106.0238922085
203,1276183.8760176233,105,512351.11892142234
205,1544793.915797501,108,620254.1484055681
207,2156041.051707864,112,865677.546227341
209,1928160.7028360325,114,774180.7256589497
21,347290.97941159166,118,139441.687645868
213,296193.68213847786,120,118925.48138569531
215,8839781.682947116,122,3549283.308137287
217,18627296.543414496,124,7479093.383572297
219,10973689.230304064,126,4406073.9745386625
221,15512564.124942685,128,6228489.219511164
224,7946787.271958202,130,3190734.8427016735
226,6224097.541221356,133,2499053.2915391787
228,7206844.816807333,135,2893936.6600174247
23,1629936.9990875805,137,654507.5626134997
230,2272398.0132747144,143,912490.2899843778
232,10692707.062471114,146,4293698.247913812
