From,To,Volume,EstimatedTT
442874,26384674,1262.59,0.55
442928,1803689295,0.0,0.03
26384674,264670999,372.86,0.35
26384674,534589,889.72,0.51
1803689298,1803689295,0.0,0.04
1803689295,139470345,0.0,0.59
442936,15866840,274.6,0.32
15866840,1803689315,1106.01,0.54
264670999,534589,104.08,0.33
534589,534591,993.8,0.37
534591,534626,984.78,0.65
8083440,534911,1008.56,0.04
534626,534624,0.0,0.07
534626,534625,984.78,0.08
534608,30409417,775.68,0.86
30436919,30436908,638.77,1.3
30409417,30409422,389.76,0.02
30409417,30403571,1554.17,0.18
534624,534608,542.15,1.22
534625,30436908,984.78,0.02
534625,534624,542.15,0.07
30436908,30436907,1116.38,0.02
30436908,534628,507.16,0.37
534628,534629,648.21,0.21
534629,3595409680,847.21,0.63
11769656,11769730,571.42,0.19
3595409680,3855350,784.78,0.01
3595409680,7128283652,62.42,0.04
3160432771,30409397,249.48,0.15
30409405,30409419,825.31,0.72
534736,140605768,1350.4,0.1
534306820,2021890013,1250.52,0.19
140605768,534324288,1350.4,0.36
534329195,2021890013,680.17,0.02
534329195,534306820,1350.4,0.22
3853550,3564765835,181.15,0.4
534742,534770,986.58,0.54
534770,29138173,1536.26,0.07
534743,534744,565.78,0.07
534744,534747,1513.7,0.05
247994358,534742,462.19,0.06
534747,277692998,116.84,0.01
534747,2287846802,1396.85,0.32
277692998,288154283,1299.72,0.08
2287846802,29510418,0.0,0.04
2287846802,2287846804,1396.85,0.08
534749,25235133,1876.99,0.05
534749,7095690293,121.34,0.73
25235133,25235132,832.71,0.01
25235133,534751,1044.28,0.74
7095690293,7095690318,521.22,0.01
534751,534754,727.1,0.77
534754,3098430373,727.1,0.16
29510455,25235132,831.27,0.67
3098430373,16574394,242.37,0.02
3098430373,2260849842,1034.36,0.61
534758,25873172,885.19,0.02
534758,2202559858,1249.62,0.63
25873172,25873173,1557.87,0.02
25873172,3100041009,592.83,0.21
2202559858,25873172,1265.52,0.63
534769,546378258,1116.02,0.57
534769,534770,549.68,0.04
546378258,247994363,780.38,0.04
546378258,290077155,335.64,0.24
29138173,1775338888,206.73,0.09
29138173,534773,1329.52,0.64
534773,2544089666,2062.19,0.03
534773,335716508,511.8,0.26
2544089666,2544089665,1572.3,0.05
2544089666,16574602,489.89,0.03
335716508,534799,511.8,0.5
534774,534804,444.05,0.15
244038933,534778,489.89,0.08
534804,18630111,2475.09,0.61
534804,16574613,64.07,0.05
534778,244038915,869.29,0.02
534778,30058360,729.32,0.22
244038915,534787,1266.4,0.19
244038915,244038942,391.41,0.02
30058360,30056676,893.93,0.75
30058360,30056684,278.91,0.02
534787,244038955,397.76,0.05
534787,244038923,868.65,0.17
244038955,244038925,852.39,0.05
244038955,2072816,397.76,0.32
244038923,244038955,852.39,0.09
534790,30261537,311.83,0.04
534790,30409389,1228.38,0.03
30261537,30409389,324.26,0.05
30409389,30409397,1389.8,0.05
30409389,3160432771,162.84,0.18
534796,534790,342.39,0.05
534796,3160432775,1086.78,0.3
3160432775,534790,1197.82,0.16
534799,1501721437,114.53,0.02
534799,11769597,584.79,0.43
1501721437,18630516,709.16,0.01
1501721437,2071676,190.15,0.32
11769597,7128283648,707.34,0.01
11769597,3595409680,0.0,0.02
18630111,280008666,2054.75,0.03
18630111,35711189,846.5,0.88
16574613,534773,1404.93,0.04
16574613,16574619,64.07,0.14
534806,280008531,503.53,0.02
534806,2287864441,2227.44,0.29
280008531,18630070,59.19,0.03
280008531,31197353,444.34,0.04
2287864441,280221322,785.5,0.07
2287864441,24969587,1441.95,0.05
24669567,976932104,353.14,0.1
1854526402,27318980,550.87,0.03
27318980,27318981,612.57,0.05
534908,534911,0.0,0.05
534911,534914,1008.56,0.28
3853544,15511907,232.67,0.33
534914,442936,177.16,0.41
534914,15866840,831.41,0.53
30409415,30409424,705.48,0.05
536575,30409422,1622.33,0.17
30403571,10919767,1304.11,0.41
30409422,30409424,1384.27,0.01
30409422,30409415,627.82,0.05
536584,30587893,608.13,1.04
30587893,1619208224,663.27,0.43
536652,25479302,997.31,1.18
536652,18629762,697.48,0.04
25479302,18627237,1015.16,1.21
25479302,28796755,414.19,0.04
18629762,264218470,1017.3,0.18
18629762,264223496,686.9,0.02
25599929,2526224454,716.48,0.09
264218470,264223496,627.53,0.18
3899207524,309517759,998.49,0.01
536663,21527849,1722.01,0.08
536663,536667,1187.69,1.88
21527849,2297622,1261.16,0.01
21527849,21552197,1430.1,0.1
21647397,2297615,1293.26,0.13
21647058,1632149359,355.74,0.28
536670,24945363,154.44,0.02
536670,2075220,2042.37,0.44
24945363,21660961,1819.7,0.01
2075220,25096430,1885.03,0.03
2075220,3869392962,565.18,0.33
344434421,10919786,541.11,0.22
1630023963,311941598,759.63,0.22
3100041009,25873173,591.3,0.2
31296012,3148489413,574.85,0.12
536675,3148489416,805.96,0.17
3148489416,3148489413,157.52,0.02
3148489416,31296012,751.45,0.13
248219433,248219482,272.85,0.38
2071674,518252065,141.04,0.04
518252065,29348253,141.04,0.24
11769758,3853550,181.15,0.81
534316145,518252065,0.0,0.05
2071676,18178669,1084.08,0.76
18178669,534743,136.16,0.05
18178669,534744,947.92,0.07
7101166877,16574525,608.08,0.12
2287857538,5824956622,757.0,0.05
2274921120,206133365,515.62,1.62
2072802,30151417,443.59,1.74
316507154,316507156,405.2,0.28
30151417,30151418,1041.22,0.03
2072807,1485594848,254.37,0.01
2072807,1485594778,579.75,0.09
1485594848,159725096,133.13,0.02
1485594848,11007703,661.37,0.45
1485594778,1485594848,540.13,0.08
2072816,244038925,467.79,0.36
244038925,244038942,1320.18,0.19
2075215,25755498,411.61,0.02
2075215,2039066667,1438.03,3.3
25755498,25755497,1135.94,0.02
25755498,25755500,217.36,0.05
2039066667,25755506,1351.16,2.65
25096430,25096432,781.97,0.02
25096430,10919799,1661.34,0.35
3869392962,25096430,558.28,0.31
21540856,21647397,832.55,0.13
2297619,3790101104,969.26,1.49
3790101104,21552197,0.0,0.12
3790101104,21527849,969.26,0.08
2297622,21552199,958.54,0.03
2297622,21527762,927.64,0.07
21552199,21552200,1367.61,0.26
21527762,536663,1856.21,0.01
21527762,3146686054,716.06,0.27
3411653,113794494,0.0,0.07
26165869,262185367,561.55,0.06
113794494,15618026,9.59,0.02
113794494,26291274,1160.82,0.23
3411658,15618078,619.91,0.15
3411658,25622663,1357.37,0.14
15618078,3030258494,619.91,0.08
15618078,25622151,1064.23,0.03
25622663,25622670,1357.37,0.61
15511907,2071674,223.65,0.82
3855350,11769597,122.55,0.02
3855350,1501721437,784.78,0.42
9100179,3137684026,400.6,0.55
3137684026,3137684031,364.15,0.18
3137684031,3137684026,464.57,0.19
9100190,9982673425,84.68,0.05
9982673432,2970916246,61.51,0.04
9982673425,9100190,61.51,0.05
10919218,8224298741,708.15,0.01
8224298741,346633166,0.0,0.02
8224298741,346633485,708.15,0.12
10919223,11008027,852.99,0.54
25740441,25740442,418.09,0.11
11008027,2075215,1411.64,0.02
11008027,11008006,406.99,0.24
86684589,3121844724,36.86,0.05
10919237,10919235,0.0,0.06
10919237,10919238,406.99,0.06
10919238,10049596107,399.0,0.07
10049596107,10919237,406.99,0.01
3073762517,3877390797,36.86,0.03
10919767,536575,1387.21,0.41
126667225,18178749,310.13,0.11
126667225,31271217,228.77,0.03
3151457278,18178797,1030.25,0.25
2262218571,18178769,809.27,0.35
3147805129,2262248282,920.26,0.05
10919786,536663,1053.49,0.27
10919786,3146686054,383.41,0.01
3146686054,21552195,121.2,0.01
3146686054,21527733,1025.1,0.22
10919799,15613225,1661.34,0.02
10919799,1952603929,0.0,0.45
15613225,1698611463,1661.34,0.5
15613225,15613290,0.0,0.02
1952603929,15613225,0.0,0.44
10940911,773684928,484.4,1.49
773684928,4186859645,484.4,0.28
773684928,1758438692,0.0,0.48
10941033,26910102,0.0,0.43
10941033,10940911,0.0,0.11
26910102,12262641,0.0,0.01
26910102,26910582,0.0,0.26
3324432562,25621845,516.7,0.79
11004892,3780365870,729.89,1.63
3780365870,3879014011,832.9,1.58
7260653744,2272203032,1746.55,0.16
11005259,1762496623,723.08,0.09
1762496623,433065573,1055.53,0.82
11005798,25600624,34.04,0.72
312068888,312068717,562.47,0.05
11007218,95145062,1189.5,0.33
95145062,159729140,692.24,0.02
95145062,1670657170,603.35,0.61
11007703,344624368,539.28,0.58
344624368,344625887,468.7,0.04
344624368,99089590,106.09,0.03
95145069,159725096,740.24,0.48
11008006,2075215,399.0,0.24
11068788,828163530,117.76,0.01
11068788,25621138,1333.71,0.02
828163530,4862265262,1517.09,0.72
25621138,773660261,624.33,0.02
25621138,25621140,1781.84,0.25
203786445,415524744,78.68,0.03
2970916246,9982673432,84.68,0.04
3183738525,11070793,0.0,0.04
2241122861,2241123813,0.0,0.03
81580487,81580494,626.1,0.09
3137621725,28238725,572.98,0.24
2078553223,85748936,504.37,0.07
9946740207,9946740209,244.77,0.06
11768081,376974958,497.52,0.19
376974958,30788689,0.0,0.04
376974958,288155029,497.52,0.22
11769730,11769758,39.67,0.32
11769730,29348253,531.74,0.04
29348253,252007120,531.74,0.28
29348253,534628,141.04,0.02
3121547154,534324289,974.91,0.07
12262630,26910582,218.45,0.01
12262630,12262641,363.29,0.26
26910582,26910090,0.0,0.01
26910582,656211460,218.45,0.43
12262641,12262886,101.94,0.01
12262641,248219548,261.35,0.63
12262886,26910102,0.0,0.01
12262886,839865307,101.94,0.03
248219548,211626783,103.23,0.36
248219548,248219582,158.12,0.15
