Capacity Factor A,Capacity Factor F,FFTT Factor,TSTT,Total Demand,Average Time (min),Average Distance (m),Congestion(%),Weighted Link Congestion,Weighted VC Ratio,Vehicle Kilometres Travelled
0.6,0.7,1.0,133181.13192014475,439000.0000000003,18.11575709220562,7713.740445357807,171.09007804110914,1.904890528274091,1.0566261490121278,3418379.108559015
