From,To,Volume,EstimatedTT
442874,26384674,2400.65,0.91
442928,1803689295,0.0,0.03
26384674,264670999,779.2,0.56
26384674,534589,1621.44,0.84
1803689298,1803689295,0.0,0.04
1803689295,139470345,0.0,0.59
442936,15866840,836.12,0.58
15866840,1803689315,2495.43,0.96
264670999,534589,389.55,0.34
534589,534591,2011.0,0.41
534591,534626,1635.95,0.68
8083440,534911,1651.22,0.04
534626,534624,8.4,0.07
534626,534625,1627.56,0.08
534608,30409417,1463.77,0.89
30436919,30436908,1111.56,1.3
30409417,30409422,501.62,0.02
30409417,30403571,2747.64,0.25
534624,534608,1061.02,1.23
534625,30436908,1637.93,0.02
534625,534624,1052.63,0.07
30436908,30436907,1653.02,0.02
30436908,534628,1086.75,0.42
534628,534629,1580.8,0.24
534629,3595409680,1905.75,0.68
11769656,11769730,1229.62,0.2
3595409680,3855350,1447.46,0.01
3595409680,7128283652,458.29,0.04
3160432771,30409397,531.82,0.17
30409405,30409419,1165.11,0.72
534736,140605768,2198.05,0.18
534306820,2021890013,1768.09,0.19
140605768,534324288,2198.05,0.61
534329195,2021890013,1242.97,0.02
534329195,534306820,2198.05,0.37
3853550,3564765835,450.57,0.41
534742,534770,2037.67,0.61
534770,29138173,3013.4,0.11
534743,534744,596.47,0.07
534744,534747,2525.03,0.06
247994358,534742,904.32,0.08
534747,277692998,119.55,0.01
534747,2287846802,2405.48,0.38
277692998,288154283,2235.17,0.09
2287846802,29510418,0.0,0.04
2287846802,2287846804,2405.48,0.26
534749,25235133,2720.16,0.15
534749,7095690293,634.44,0.87
25235133,25235132,1115.07,0.01
25235133,534751,1628.55,1.16
7095690293,7095690318,1619.4,0.02
534751,534754,821.33,0.93
534754,3098430373,1207.24,0.19
29510455,25235132,1688.96,0.78
3098430373,16574394,906.13,0.04
3098430373,2260849842,1284.69,1.18
534758,25873172,1804.61,0.04
534758,2202559858,1566.28,0.65
25873172,25873173,2620.98,0.02
25873172,3100041009,1067.87,0.45
2202559858,25873172,1884.24,0.68
534769,546378258,1620.65,0.59
534769,534770,975.73,0.04
546378258,247994363,1020.59,0.06
546378258,290077155,600.06,0.24
29138173,1775338888,310.23,0.09
29138173,534773,2703.17,0.89
534773,2544089666,3202.2,0.04
534773,335716508,1026.89,0.29
2544089666,2544089665,2162.78,0.07
2544089666,16574602,1039.42,0.05
335716508,534799,1026.89,0.51
534774,534804,488.07,0.15
244038933,534778,895.45,0.09
534804,18630111,3364.8,0.91
534804,16574613,349.11,0.05
534778,244038915,1392.09,0.02
534778,30058360,1480.5,0.26
244038915,534787,2086.11,0.31
244038915,244038942,1076.84,0.04
30058360,30056676,1660.48,0.95
30058360,30056684,667.9,0.02
534787,244038955,846.49,0.06
534787,244038923,1239.62,0.3
244038955,244038925,1260.75,0.05
244038955,2072816,876.31,0.43
244038923,244038955,1290.57,0.1
534790,30261537,893.6,0.04
534790,30409389,1865.44,0.04
30261537,30409389,622.96,0.05
30409389,30409397,2136.7,0.07
30409389,3160432771,351.7,0.18
534796,534790,963.33,0.05
534796,3160432775,1353.75,0.5
3160432775,534790,1795.7,0.21
534799,1501721437,331.27,0.02
534799,11769597,1159.88,0.43
1501721437,18630516,1257.67,0.01
1501721437,2071676,521.06,0.32
11769597,7128283648,1452.0,0.02
11769597,3595409680,0.0,0.02
18630111,280008666,2610.85,0.05
18630111,35711189,1546.07,0.92
16574613,534773,2190.37,0.05
16574613,16574619,592.43,0.15
534806,280008531,1893.87,0.02
534806,2287864441,3122.03,0.41
280008531,18630070,747.9,0.03
280008531,31197353,1145.97,0.05
2287864441,280221322,991.53,0.1
2287864441,24969587,2130.5,0.06
24669567,976932104,731.25,0.13
1854526402,27318980,818.49,0.05
27318980,27318981,897.2,0.08
534908,534911,279.44,0.05
534911,534914,1930.66,0.35
3853544,15511907,637.74,0.39
534914,442936,271.35,0.41
534914,15866840,1659.31,0.93
30409415,30409424,1064.95,0.05
536575,30409422,2877.51,0.19
30403571,10919767,2375.69,0.5
30409422,30409424,2350.08,0.01
30409422,30409415,1029.05,0.11
536584,30587893,1130.68,1.94
30587893,1619208224,1006.15,0.64
536652,25479302,2067.74,1.95
536652,18629762,1409.72,0.12
25479302,18627237,1635.11,1.49
25479302,28796755,1270.78,0.12
18629762,264218470,1502.25,0.21
18629762,264223496,2599.92,0.05
25599929,2526224454,885.79,0.09
264218470,264223496,991.57,0.18
3899207524,309517759,1671.23,0.01
536663,21527849,3085.75,0.19
536663,536667,2023.98,2.89
21527849,2297622,2154.7,0.01
21527849,21552197,2309.04,0.29
21647397,2297615,1730.63,0.16
21647058,1632149359,211.79,0.28
536670,24945363,337.71,0.02
536670,2075220,3930.87,0.66
24945363,21660961,3536.52,0.02
2075220,25096430,3583.89,0.04
2075220,3869392962,1231.13,0.75
344434421,10919786,1448.76,0.22
1630023963,311941598,1861.82,0.32
3100041009,25873173,969.67,0.36
31296012,3148489413,939.47,0.12
536675,3148489416,1134.39,0.18
3148489416,3148489413,385.32,0.02
3148489416,31296012,1234.68,0.15
248219433,248219482,267.94,0.38
2071674,518252065,494.05,0.04
518252065,29348253,494.05,0.24
11769758,3853550,566.41,0.9
534316145,518252065,0.0,0.05
2071676,18178669,2181.54,0.88
18178669,534743,252.98,0.05
18178669,534744,1928.56,0.08
7101166877,16574525,1022.57,0.28
2287857538,5824956622,898.79,0.07
2274921120,206133365,818.71,2.28
2072802,30151417,747.28,1.78
316507154,316507156,819.71,0.28
30151417,30151418,1912.17,0.05
2072807,1485594848,588.71,0.01
2072807,1485594778,858.23,0.12
1485594848,159725096,394.99,0.02
1485594848,11007703,1089.54,0.75
1485594778,1485594848,895.82,0.09
2072816,244038925,859.01,0.47
244038925,244038942,2119.75,0.31
2075215,25755498,621.98,0.02
2075215,2039066667,2564.95,3.61
25755498,25755497,1989.53,0.02
25755498,25755500,410.33,0.05
2039066667,25755506,2461.81,2.87
25096430,25096432,1729.8,0.02
25096430,10919799,3166.76,0.42
3869392962,25096430,1312.68,0.31
21540856,21647397,873.97,0.14
2297619,3790101104,1378.0,3.13
3790101104,21552197,0.0,0.12
3790101104,21527849,1378.0,0.09
2297622,21552199,1581.8,0.04
2297622,21527762,1986.34,0.07
21552199,21552200,2178.31,0.65
21527762,536663,2895.53,0.02
21527762,3146686054,1646.84,0.28
3411653,113794494,545.5,0.07
26165869,262185367,1275.33,0.08
113794494,15618026,555.57,0.02
113794494,26291274,1534.98,0.26
3411658,15618078,1137.95,0.16
3411658,25622663,1952.22,0.27
15618078,3030258494,1137.95,0.09
15618078,25622151,1585.05,0.05
25622663,25622670,1952.22,1.16
15511907,2071674,723.34,1.08
3855350,11769597,292.11,0.02
3855350,1501721437,1447.46,0.46
9100179,3137684026,870.63,0.89
3137684026,3137684031,933.65,0.41
3137684031,3137684026,518.62,0.2
9100190,9982673425,84.76,0.05
9982673432,2970916246,94.16,0.04
9982673425,9100190,94.16,0.05
10919218,8224298741,1246.21,0.01
8224298741,346633166,0.0,0.02
8224298741,346633485,1246.21,0.26
10919223,11008027,1474.11,0.55
25740441,25740442,741.48,0.11
11008027,2075215,2690.1,0.02
11008027,11008006,644.97,0.24
86684589,3121844724,194.36,0.05
10919237,10919235,0.0,0.06
10919237,10919238,644.97,0.07
10919238,10049596107,602.17,0.07
10049596107,10919237,644.97,0.01
3073762517,3877390797,99.2,0.03
10919767,536575,2471.98,0.51
126667225,18178749,482.69,0.11
126667225,31271217,559.41,0.04
3151457278,18178797,1605.66,0.27
2262218571,18178769,1257.53,0.7
3147805129,2262248282,1242.02,0.05
10919786,536663,2214.19,0.31
10919786,3146686054,463.93,0.01
3146686054,21552195,814.98,0.01
3146686054,21527733,1525.78,0.56
10919799,15613225,3163.07,0.06
10919799,1952603929,241.13,0.45
15613225,1698611463,3165.79,1.9
15613225,15613290,214.14,0.02
1952603929,15613225,216.86,0.44
10940911,773684928,1575.51,1.5
773684928,4186859645,1575.51,0.28
773684928,1758438692,0.0,0.48
10941033,26910102,0.0,0.43
10941033,10940911,0.0,0.11
26910102,12262641,0.0,0.01
26910102,26910582,0.0,0.26
3324432562,25621845,982.5,0.79
11004892,3780365870,956.04,1.65
3780365870,3879014011,1149.33,1.62
7260653744,2272203032,2329.86,0.22
11005259,1762496623,1374.49,0.12
1762496623,433065573,1981.77,1.07
11005798,25600624,286.46,0.73
312068888,312068717,1081.27,0.08
11007218,95145062,1748.58,0.48
95145062,159729140,915.9,0.02
95145062,1670657170,962.66,1.06
11007703,344624368,901.43,0.93
344624368,344625887,815.76,0.06
344624368,99089590,129.98,0.03
95145069,159725096,1172.95,0.88
11008006,2075215,602.17,0.24
11068788,828163530,941.2,0.01
11068788,25621138,1094.52,0.02
828163530,4862265262,2764.58,1.47
25621138,773660261,20.26,0.02
25621138,25621140,3293.99,0.42
203786445,415524744,146.4,0.03
2970916246,9982673432,84.76,0.04
3183738525,11070793,0.0,0.04
2241122861,2241123813,66.96,0.03
81580487,81580494,740.58,0.1
3137621725,28238725,1380.66,0.27
2078553223,85748936,762.73,0.07
9946740207,9946740209,546.14,0.06
11768081,376974958,991.02,0.19
376974958,30788689,0.0,0.04
376974958,288155029,991.02,0.24
11769730,11769758,212.9,0.32
11769730,29348253,1016.72,0.05
29348253,252007120,1016.72,0.29
29348253,534628,494.05,0.02
3121547154,534324289,1288.35,0.08
12262630,26910582,449.98,0.01
12262630,12262641,1238.08,0.27
26910582,26910090,0.0,0.01
26910582,656211460,449.98,0.43
12262641,12262886,326.98,0.01
12262641,248219548,911.1,0.64
12262886,26910102,0.0,0.01
12262886,839865307,326.98,0.03
248219548,211626783,326.05,0.36
248219548,248219582,585.04,0.15
839865307,10940911,1696.86,0.55
12961684,784730663,2005.49,1.84
64804962,33477280,361.38,0.96
784730663,12961684,2110.93,0.29
15017262,1363071246,0.0,0.02
15017262,15017430,0.0,1.08
1065689955,1363071255,0.0,0.04
1698611463,25272054,5617.17,1.56
15613290,10919799,237.45,0.01
15613290,15613314,3047.61,0.29
15613314,15613331,171.87,0.06
15613314,25096432,2875.74,0.07
15613331,15613353,1590.06,0.39
25096432,15613331,1418.2,0.06
25096432,24945369,3136.62,0.04
15613353,2338426490,1590.06,0.31
15613353,26730552,0.0,0.04
2338426490,15613573,2381.55,0.24
26730552,3025700050,0.0,0.06
15613573,1629974641,2381.55,1.41
1629974641,15866451,878.67,0.64
1629974641,25269438,1203.46,0.58
15614141,12262630,1412.3,0.7
15614141,10941037,0.0,0.1
15618026,24973521,495.16,0.02
15618026,282973002,2992.77,2.74
24973521,113794494,1545.04,0.02
24973521,3411653,1275.33,0.1
282973002,24969633,2021.46,0.1
282973002,1516305879,971.3,0.14
25622151,2503004249,1585.05,0.49
15866433,25269437,1568.0,0.11
15866433,15866451,7.5,0.64
25269437,25096273,3277.26,1.52
15866451,903673001,886.18,1.18
1803689315,1803689298,479.66,0.03
1803689315,442928,2015.77,0.05
16573458,3840043618,1667.83,0.59
16573467,16573472,946.65,0.3
3840043618,16573467,965.75,0.5
16573472,25622670,0.0,0.02
16573472,16573581,1585.05,0.42
25622670,16573458,1952.22,0.39
16573581,15618078,1585.05,0.09
16573581,25622663,0.0,0.1
3844764355,3844764341,110.29,0.08
16574244,26165880,686.16,0.02
16574244,3861801989,1234.99,0.18
26165880,262185376,911.52,0.43
3861801989,26165886,2325.06,0.46
3861801989,2260731086,1377.74,1.45
16574394,29510455,916.02,1.51
16574394,7093468874,1146.7,0.08
16574525,7101166877,1027.46,0.28
16574602,2544089665,1063.07,0.03
16574602,534774,895.45,0.16
2544089665,534804,3225.84,0.05
16574619,1775338888,1597.94,0.62
1775338888,357917181,1908.17,0.04
21596886,1690044417,1115.18,0.25
18178769,21684322,2419.89,0.78
21684322,534758,1546.94,0.01
21684322,25873175,2339.55,0.05
25873183,2262218571,1157.64,0.58
25873183,7193964013,1757.03,0.29
18178797,534749,333.02,0.01
18178797,2287846803,3241.36,1.02
2287846803,29510418,2707.16,0.05
2287846803,2287846804,616.1,0.03
18178969,11768081,4.18,0.04
18178969,534329196,1183.17,0.84
534329196,534329195,996.11,0.02
534329196,21566459,2211.28,2.62
18627237,18627247,1296.85,0.04
18627247,33477280,1676.32,0.03
18627247,12961684,680.3,0.98
33477280,28796755,2037.7,1.92
297481606,3057282550,546.01,1.08
3057282550,33477164,564.68,1.1
264223496,534806,2391.48,0.95
264223496,35711189,1200.01,0.04
18630070,31197353,2791.11,0.03
18630070,7095690304,877.74,5.7
31197353,280008754,497.89,0.04
31197353,18630098,3439.2,0.42
7095690304,7095690344,23.46,0.01
7095690304,3952754484,1470.3,0.2
18630098,280008754,412.49,0.03
18630098,3808565717,3439.2,1.11
280008754,280008666,118.26,0.04
280008754,18630111,792.12,0.03
3808565717,16574619,1005.51,0.38
3808565717,16574613,2433.69,0.22
280008666,280008531,0.0,0.03
280008666,534806,2729.11,0.19
35711189,244038931,1133.01,2.48
35711189,536652,1613.06,0.03
18630516,534799,338.57,0.02
18630516,335716505,919.1,0.5
335716505,335716508,0.0,0.01
335716505,16574602,919.1,0.24
18631911,18631929,54.63,0.03
18631929,1853296305,0.0,0.01
18631929,2628479841,54.63,0.02
1853296305,1853296309,22.13,0.03
