fishnetid,CO2,CO2psqkm
0,7221593.091480582,807918.4659700121
1,14544593.459494535,1627181.909461194
4,10074232.912181184,1127275.1745747987
5,17219560.734671656,1926815.024279164
6,8711758.965209397,3899274.389495579
7,12049958.723168436,5393929.489781679
8,28712015.396289755,12852374.859952299
9,5882537.051195199,658237.5094098407
10,16392538.361844681,1834273.8057236022
11,5825368.997850971,651840.5829266547
12,6693656.471960393,749143.3389021392
13,48491520.72860471,5427093.532397846
14,10775912.75224513,4824091.7552012745
15,34337507.608605035,15371995.965197513
16,30308045.945196588,13569418.766641548
17,43667643.71428612,19550733.992653232
18,42375412.46942963,4742588.46680946
19,48408505.80597412,5417802.63487738
20,1521009.3108837712,170228.93218823863
21,7887105.919420065,882882.3489425628
22,37973778.19470167,4250783.346044789
23,19738377.02719938,19885618.8131112
24,13211176.045816723,13309727.064049369
25,14026744.841568878,14131379.734202452
26,22120381.3015501,22286824.332341466
27,19933905.754736945,20083896.825999647
28,15377845.4461363,15493554.807932733
29,18324516.322965488,18463584.776983142
31,10036815.780192714,10112987.201539433
32,11845298.584070608,5303849.159678372
33,21879375.024852984,9796705.757667435
34,20048575.696426284,8977812.849028934
35,32215113.704119757,14426025.375824029
36,19651007.497467767,8798932.239871051
37,23506508.506443,10525270.807148024
38,15796776.682450864,7073844.387770047
39,7175581.6339438,3213247.163685544
40,22417639.431745086,2509429.7403199864
41,8485626.172430217,950063.9236720118
42,26515604.942946225,2968728.4307290935
43,31738056.55929458,3553442.2483063503
44,37603228.101155005,4210115.989857448
45,34914042.93620794,3909030.6300550844
47,7570038.08039739,847553.2547469211
48,4062292.9899005927,454908.5064882428
49,14668669.831105335,1642644.364064091
50,12347470.92341929,1382709.1178908602
51,29363853.721740007,3288257.8569540842
52,29634241.68045238,3318536.761696284
53,1669495.0007079784,186955.36714111778
