from,to,length,volume,EstimatedTT,CO2,lengthm
3247428294,3247428488,29.971,414.1903687080832,1.8142050755911738,2509.6690615527805,0.018623110241
3247428025,3247428087,96.295,913.5402387058858,6.990082973571054,18547.352775723688,0.059834920445
3247428021,3247428294,17.171,0.0,1.03026,0.0,0.010669561441
3247428266,3247428021,28.5,235.38893262473067,1.711581664559886,1354.7583353830464,0.017709073500000002
3247428220,3247428322,63.588,0.0,3.27024,0.0,0.039511739148
3247428220,3247428461,44.897,2522.905065928172,4.334058912302484,27199.74987581597,0.027897693787
3247428403,3247427993,49.328,1847.7409571135945,2.7754612415949063,18274.875757257996,0.030650988688
3247428497,3247427993,88.235,675.1641088145776,4.570694556195348,11891.803873093333,0.054826670185
3247428030,3979146886,750.708,1802.4385393647117,64.9720395910671,306454.1601572037,0.466468180668
3247428070,3247428030,67.073,1314.1053933859282,3.565034047023954,17609.890442272565,0.041677217083
8018306029,8018306037,8.327,913.5402387058858,0.604459431132726,1603.8611201355272,0.005174156317
8018291488,8018306037,95.768,0.0,5.74608,0.0,0.059507457928
3247428087,3247428099,33.785,0.0,2.0271000000000003,0.0,0.020993019234999997
3247428087,3247428409,59.284,913.5402387058858,3.12297022616022,10816.595464950511,0.036837358364
8018306037,3247428025,246.45,913.5402387058858,17.88987952475815,47468.664952251886,0.15313688295
3247428288,3247428025,101.212,0.0,6.0727199999999995,0.0,0.062890201652
6854094600,3247428057,41.442,1752.989828496949,2.8334110298703843,15052.353505564894,0.025750856982
3288540775,3248419549,268.096,1990.1837404810465,21.33365489865765,116347.92025804376,0.166587079616
3248419549,3247428057,4.674,1208.8916011863737,0.258286679398542,1131.3507815597152,0.0029042880540000003
3247428057,3288540773,42.434,1209.073190310846,2.34501345753999,10272.804789793068,0.026367257013999997
3979146886,8294696604,41.4,0.0,2.9808000000000003,0.0,0.025724759399999998
3247428348,3247428124,1963.063,2460.68110821395,178.95099306957175,1123496.0877431226,1.219790419373
3247428147,3247428030,97.987,488.3331459787835,5.049328634846238,9550.506438076425,0.060886280177
3979146886,3979146884,61.022,1802.4385393647117,5.281312797306108,24910.41215237258,0.037917301162
3247428099,3247428461,16.194,0.3889493312580523,0.971640000000006,1.2718122829493206,0.010062481974
3247428099,3247428409,43.555,1669.7151652077011,2.21459891354937,14511.480107886737,0.027063813905
3247428058,3247428288,32.256,0.0,1.93536,0.0,0.020042942976
3247428440,3247428058,16.19,0.0,0.9713999999999999,0.0,0.01005999649
6854094600,3288540773,25.323,327.3642007661003,1.52463733026327,1674.671629480785,0.015734977833
3247428058,3247428099,9.858,1670.1041145389588,0.501339835655832,3285.223908354221,0.0061254753180000005
3248419549,5164724646,92.569,1967.561113997281,7.249687690710972,39461.47720926084,0.057519692099
3288540773,3248419518,2.614,1536.437391076947,0.420163985256426,1384.2043824367354,0.001624263794
3247428280,3247428247,42.99,213.5467626674668,2.5810160871543357,1853.8456333814638,0.026712739290000002
3247428280,3247428403,11.37,1847.7409571135945,0.6397379710672021,4212.320336027948,0.007064988269999999
3247428124,3247428280,49.388,1847.7409571135945,2.778837167563596,18297.10436061431,0.030688270947999998
3247428247,3247428446,274.113,826.4869137678231,18.75883906222884,46952.25265047012,0.170325868923
3247428461,3247428440,9.276,2523.2940152594306,0.895767049516722,5621.681237640498,0.005763837396
3247428124,3247428247,69.811,612.940151100356,3.607958356791396,8541.102981336877,0.04337853088100001
3247428147,3247428070,55.452,2252.108352234475,4.208641598400059,26735.978267617767,0.034456264692
3247428409,8018350188,1151.541,2583.2554039135857,117.61830206667993,738938.3084675712,0.715534182711
5574035043,5574035072,69.168,1.6466446839594049,3.557211420000912,22.73147524336977,0.042978989328000004
8018270742,3247428147,1978.525,2740.4414982132603,234.85403366851602,1488397.110233528,1.229398057775
3288540775,3247428142,149.025,566.5392646698677,7.6916867086772465,16851.83523705907,0.09259981327500001
5574035043,5574035021,59.688,1672.2703522279458,3.038869778497284,19917.445658737266,0.037088392248
3247428142,5574035043,683.437,1673.9169969119048,34.82495606806974,228285.56753654362,0.424667932127
3247428423,3247428142,139.755,1107.3777322420372,5.883459291819816,31046.033570564534,0.086839704105
8018272448,3247428280,14.411,213.5467626674668,0.865201740683442,621.4414845931676,0.008954577481
3247428488,3247428266,24.87,0.0,1.4922,0.0,0.01545349677
6544949501,8018270775,42.528,0.0,2.55168,0.0,0.026425665888
8018350188,6544949501,36.715,2583.2554039135857,3.7500671006827377,23559.838706944385,0.022813636265000003
3247428465,3247428330,84.501,0.0,4.34576574,0.0,0.052506470871
6544949501,8018272448,11.536,2953.9882608807266,1.6871609685239881,10918.415588610938,0.007168135856
3247428497,3247428403,55.145,370.7328569671405,3.32753110557369,4131.296562733872,0.034265503795
3247428440,3247428330,49.591,2523.2940152594306,4.78891593364245,30054.419565098266,0.030814409261
3247428446,2298404439,24.29,0.0,1.4574,0.0,0.01509310159
3247428403,6544949501,13.552,370.7328569671405,0.8177477838921839,1015.2748393901421,0.008420819792
5574035067,3247428462,76.625,611.7736070983393,3.959970841128024,9356.918655150721,0.047612552875
3247432111,3247433999,50.526,0.0,3.0315600000000003,0.0,0.031395391146000005
3247428462,3247428475,786.656,1878.7132910244852,45.14126634947442,296854.70349005953,0.48880522537599996
5574035053,3247428462,57.137,1266.939683926146,2.4908998596874197,14491.723674733983,0.035503274827
5574035023,5574035021,13.935,839.6798391388703,0.9613239046469461,2430.1803191222602,0.008658804885000001
5574035053,5574035023,13.569,1106.8485149718426,1.1822909746193702,3412.786278243739,0.008431383099000002
