from,to,volume,EstimatedTT,TSTT:,331472.42989221134,length,CO2,lengthm
127565529,5843582752,51.0410129326145,1.872780239341512,,,31.213,321.6848852105561,0.019394853023
127565529,1433256484,2208.6726700827403,526.3982169034559,,,6058.473,3036420.000201464,3.7645594264830002
5843582752,5843582747,1808.0458115231595,1.871467659859104,,,25.966,9875.994426563033,0.016134519386
1433256484,2228861363,2208.6726700827403,14.475342109196928,,,166.601,83498.03794678357,0.103521029971
1433256484,2228861367,0.0,6.28824,,,104.804,0.0,0.065122166284
127565546,959212068,1699.7152465449713,7.34235761738937,,,105.752,37397.527536044654,0.065711225992
127565546,5121255521,219.6240957763027,11.460742074067914,,,191.004,8470.341152856088,0.118684346484
959212068,959211994,1699.7152465449713,3.351453821667696,,,48.271,17070.278119490995,0.029994199541
959212068,5121255521,1206.8753608193476,7.623095143077235,,,122.171,29952.485589923708,0.075913516441
5121255521,6181782283,1426.4994565956506,68.5156417317581,,,1059.329,309069.69669804786,0.658236320059
127580361,5150060397,408.9138402043652,88.24800245474934,,,1458.514,120567.44993034725,0.906278302694
127580361,1241604073,590.60184841107,0.53368435951914,,,8.777,1048.6789002426938,0.005453773267
5150060397,11255760039,408.9138402043652,0.823478769082182,,,13.61,1125.0649589596155,0.00845685931
5150060397,602123325,0.0,74.70012,,,1245.002,0.0,0.773608137742
1241604073,9285640574,0.0,0.39528,,,6.588,0.0,0.004093592148
1241604073,5099498697,590.60184841107,135.1601700172591,,,2222.851,265586.9821218378,1.381215148721
10879118604,10879118587,0.0,28.69998,,,478.333,0.0,0.297222254543
130170579,6688209092,0.0,5.300639999999993,,,88.344,0.0,0.054894399623999994
130170579,1487684505,0.0,11.993699999999999,,,199.895,0.0,0.12420895604500001
6688209092,2021341652,0.0,0.373979999999994,,,6.233,0.0,0.0038730054429999996
1487684505,6183055986,0.0,236.97701999999998,,,3949.617,0.0,2.454177464907
130170602,2004405693,159.40342742124128,825.9939219099945,,,13766.398,443092.65362213075,8.554040491658
2004405693,2021341659,0.0,239.53608,,,3992.268,0.0,2.4806795594280002
6183055986,10879118591,150.96957555104262,923.8563367457226,,,15397.455,469369.4396642475,9.567532010805
130175085,2021482166,0.0,1.72974,,,28.829,0.0,0.017913504559
130175085,130170579,0.0,387.93677999999994,,,6465.613,0.0,4.017544415423
2021482166,2021482170,0.0,1.5076800000000001,,,25.128,0.0,0.015613810488
153122610,5444165047,1598.6392860079682,899.8432046671088,,,31161.474,11828482.731401825,19.362836260854
6181782796,6731999753,678.1179769997899,248.05459689772923,,,4117.847,564144.5485431557,2.5587107082369998
1241604062,1241603956,0.0,1.5578399999999941,,,25.964,0.0,0.016133276644
9285640557,1241603956,0.0,4.100099999999994,,,68.335,0.0,0.042461387285
602123325,9285640557,0.0,17.88666,,,298.111,0.0,0.185237530181
602123334,1241604046,0.0,72.01626,,,1200.271,0.0,0.745813591541
1241604046,5150060406,408.9138402043652,2.758321096614162,,,45.588,3768.512957314545,0.028327061148000002
602123341,1477783603,285.3342963634792,3.9721768451092196,,,66.071,3807.6759267318434,0.041054603341
1477783603,127565546,1919.3393423212733,24.41977714780467,,,324.16,132839.7860628375,0.20142362336000003
1477783603,1477783609,0.0,1.760159999999994,,,29.336,0.0,0.018228539656
622429871,9285640575,613.4625963592606,28.428053289553432,,,454.411,56654.73671889736,0.28235781748100003
9285640575,127580361,613.4625963592606,0.40582816368735,,,6.487,808.7816472213184,0.0040308336770000005
9285640575,9285640577,285.3342963634792,14.615513551345266,,,243.414,14025.51696205603,0.151250400594
959211939,4204424605,1115.4529089412615,49.27348327823411,,,797.963,180499.97636976172,0.49583106727299997
959211939,4204121995,1120.968712982291,26.98679089729724,,,436.793,99300.68475636825,0.27141050320300003
4204424605,4204456993,2236.4216219235523,14.369942143761204,,,162.808,83274.30023256499,0.101164169768
4204121995,4204121885,1120.968712982291,2.082798277304778,,,33.711,7663.871407787961,0.020947037781
959211964,2228861368,1757.0047985905435,113.87283470813692,,,1609.122,591436.3995263694,0.9998617462620001
959212213,959212204,2208.6726700827403,72.55847665598664,,,835.097,418538.6702075329,0.518905057987
2228861368,5113493150,1757.0047985905435,14.802275379409572,,,209.169,76880.53500761972,0.12997155069900002
2228861368,9909672238,0.0,5.56464,,,92.744,0.0,0.057628432024000004
959211994,10799455030,1699.7152465449713,2.231340202621788,,,32.138,11365.097019001087,0.019969621197999998
959211994,959212204,825.6202972359448,2.545135124186082,,,42.051,7018.8279637306805,0.026129271921
10799455030,959211964,1757.0047985905435,56.833309746211654,,,803.104,295182.67614588886,0.49902553558400004
959212204,959212168,3034.292967318684,2.51601818725515,,,16.152,16485.272552292,0.010036384392
959212097,5102560812,1629.6817255811357,0.407815402441176,,,6.0,2022.9201338584414,0.0037282260000000003
5102560812,1433256283,0.0,4.46652,,,74.442,0.0,0.046256099982
5102560812,5102560811,1629.6817255811357,1.630242071258616,,,23.985,8086.62323509914,0.014903583435
959212117,4204121995,0.0,2.17224,,,36.204,0.0,0.022496115684
959212117,4204424632,795.6468317207914,23.602215974546365,,,390.424,62789.950017321644,0.242598151304
4204424632,4203954096,1803.3116341925104,13.2986903890686,,,184.838,70079.45522572445,0.11485297289799999
959212168,1477783609,1827.4176064993385,31.695386195718037,,,436.578,168216.27596188855,0.271276908438
959212168,959212068,1206.8753608193476,2.3728927912195497,,,38.029,9323.514373289954,0.023630117759000004
1477783609,4204121791,1827.4176064993385,2597.643349468174,,,9930.075,9021297.465892605,6.170260632825
1241603956,1241604045,0.0,0.57636,,,9.606,0.0,0.005968889826
1241604045,1241604101,0.0,1.30746,,,21.791,0.0,0.013540295461000001
1241604045,1241646343,0.0,16.86384,,,281.064,0.0,0.174645018744
1241603969,1241604000,0.0,0.8195399999999999,,,13.659,0.0,0.008487306489
1241603969,9285640555,0.0,1.37898,,,22.983,0.0,0.014280969693
1241604000,1241604019,0.0,1.530599999999994,,,25.51,0.0,0.015851174210000003
9285640555,1241604000,0.0,1.38204,,,23.034,0.0,0.014312659614
1241646506,7117266881,386.0530922561744,0.467326605479514,,,7.737,603.6708771524872,0.004807547427
1241604019,1241604032,0.0,1.198379999999994,,,19.973,0.0,0.012410642983
1241604019,1241604012,0.0,13.11744,,,218.624,0.0,0.13584661350399999
1241604012,1241604062,285.3342963634792,0.61160664971613,,,10.186,586.9174154958326,0.0063292850060000004
1241604032,1241603969,0.0,0.58866,,,9.811,0.0,0.006096270881
1241604101,1241604012,285.3342963634792,1.472695493578206,,,24.527,1413.2459699456413,0.015240366517
1241604101,1241604032,0.0,13.17852,,,219.642,0.0,0.136479169182
1241646343,127580361,386.0530922561744,17.12401383439265,,,284.703,22200.429189258415,0.176906187813
5150060406,4203953827,408.9138402043652,18.21787949866284,,,301.095,24889.892271708017,0.18709170124500002
5150060406,5150060410,0.0,2.46036,,,41.006,0.0,0.025479939226
9285640574,9285640575,285.3342963634792,0.528145699087284,,,8.796,506.82560246429847,0.0054655793159999995
9285640574,622429871,43.81397415804159,27.32379033647863,,,455.396,4028.8191830244273,0.28296986791600004
5099498697,4204457048,1122.1670147731863,0.593817050980308,,,9.61,2187.1206205532885,0.00597137531
1241646393,1478351765,0.0,2.79504,,,46.584,0.0,0.028945946664
1478351765,1477783538,0.0,125.68631999999997,,,2094.772,0.0,1.301630572412
1241646434,1241646393,0.0,26.86272,,,447.712,0.0,0.278195253152
7117266881,9285640578,386.0530922561744,5.9744961261206155,,,98.913,7717.57754579087,0.061461669723
7117266881,7117266880,0.0,0.43962,,,7.327,0.0,0.004552785317
1242155541,5150060397,0.0,0.86256,,,14.376,0.0,0.008932829496
1242155541,11255760039,0.0,1.4278199999999999,,,23.797,0.0,0.014786765687
11255760039,1241604046,408.9138402043652,1.34884733278098,,,22.293,1842.8415231511176,0.013852223703
1433254639,6315591160,362.3983079069932,1.571310175583232,,,26.18,1915.8035077296136,0.01626749278
6315591160,6315592190,0.080206898143567,2.4261,,,40.435,0.6548548065248736,0.025125136385000003
6315591160,6799234179,362.3181010088496,17.00597664364019,,,283.341,20729.775430671987,0.17605988051100002
1433255127,1433254639,362.3983079069932,258.7242630210679,,,4310.671,315446.8534174299,2.678525949941
2402252481,7959547414,755.3682966532895,125.3089338273243,,,2075.757,316870.1513522692,1.289815202847
1433256283,5102560811,0.0,124.46285999999999,,,2074.381,0.0,1.288960196351
5102560811,6726595523,1629.6817255811357,0.24197047211509803,,,3.56,1200.2659460893428,0.00221208076
1433256309,1433256283,0.0,13.74168,,,229.028,0.0,0.142311357388
1433256309,959212097,1629.6817255811357,12.497163161641272,,,183.865,61990.70173531388,0.114248378915
2228861363,959212213,2208.6726700827403,134.97628111763717,,,1553.482,778582.955598377,0.965288663822
2228861367,2228861363,0.0,9.772079999999994,,,162.868,0.0,0.101201452028
1477783491,4204456992,1271.746467830394,0.897113603820564,,,14.25,3687.2332566498835,0.008854536750000001
1477783491,4204457052,606.7398963424193,136.81687482658094,,,2274.477,278748.5335722298,1.413294047967
4204456992,4204456993,0.0,0.764099999999994,,,12.735,0.0,0.007913159685
4204456992,4204424592,1803.3116341925104,12.02794806524055,,,167.176,63383.08684802752,0.103878318296
4204457052,4204457053,1197.3417447534898,0.320148544229796,,,5.137,1249.2244506917357,0.0031919828269999996
1477783538,4203953885,1171.1629909151995,2.285723850984762,,,36.792,8746.83038718531,0.022861481832000003
1477783538,4203953825,0.0,2.41326,,,40.221,0.0,0.024992162991
4203953885,4203954094,1171.1629909151995,19.868688122491076,,,319.815,76031.95151874516,0.198723766365
4203953825,4203953826,802.2075591388292,0.476910321668796,,,7.887,1278.9320624425368,0.004900753077
4204121791,4203954109,1827.4176064993385,30.059717309540705,,,414.048,159535.32388134082,0.257277419808
4204121791,4204121790,0.0,2.03208,,,33.868,0.0,0.021044593028000002
1478011727,1477783491,606.7398963424193,0.714859609676898,,,11.884,1456.4436452742207,0.007384372964000001
1478011727,1433256309,1629.6817255811357,165.8617866960477,,,2440.248,822737.8018013012,1.516299340008
1478351777,1241646434,0.0,0.71706,,,11.951,0.0,0.0074260048210000006
2021341836,7959547401,0.0,106.08785999999998,,,1768.131,0.0,1.098665327601
11201847238,11201847256,0.0045498244777072,1.6875,,,28.125,0.025838245772891785,0.017476059375000002
11202014615,1541472563,1808.0458115231595,153.88443020467287,,,2135.096,812069.4830230689,1.326686736616
1541472080,11202014616,2325.2678869537035,198.63546255798036,,,2135.196,1167556.9746271702,1.326748873716
1541472563,11201847267,1737.8012307966835,30.770021303044203,,,437.671,158803.8952730543,0.271956066941
11202014616,5843582749,2325.2678869537035,935.5601757411379,,,10056.635,5499117.802548203,6.248901346585
11201847242,11201847263,0.0,1.382399999999994,,,23.04,0.0,0.01431638784
11201847267,11201847256,1737.8012307966835,1.4661898875524881,,,20.855,7566.997210049439,0.012958692205
11201847267,11201847238,451.9724954304856,1.558470608382282,,,25.652,2345.2078626414677,0.015939408892
1860376273,10879118649,159.40342742124128,3.047377048076532,,,50.789,1634.7219356010498,0.031558811719000004
1860376273,6186114186,1520.918532069399,2.327640067008012,,,35.243,11012.853920254323,0.021898978153
10879118649,10879118588,159.40342742124128,123.57648236446104,,,2059.583,66290.84069958089,1.2797651482930001
6186114186,6186114187,1671.8881076204416,1.434294786034338,,,20.839,7231.573733745785,0.012948750269
1860376278,1860376273,367.1342236678273,1.603328311720386,,,26.713,1980.3580848685804,0.016598683523
1860376278,6186109976,0.0,4.208459999999993,,,70.141,0.0,0.043583583311000006
