origin,destination,TT,FFTT,Average Trip Length
0,3,17.64207451110652,14.180794400000002,11295.257333333335
0,4,14.661598612906914,12.184431885714286,9034.289333333336
0,6,5.729614646477025,3.950296399999999,3628.052666666667
0,8,1.243966428825114,1.0414152,1043.2313333333334
0,10,3.4772726156656217,3.005388,2926.601666666667
0,12,26.768105285207362,24.3101562,9301.602666666668
0,14,30.66072238552524,21.137692371428567,19618.81433333333
0,16,16.313052818262342,12.421879199999996,10211.271333333332
0,18,13.131904177468973,9.7773492,8188.071333333333
0,20,5.331125545015496,4.852712399999999,4228.004333333333
0,22,6.751890779896165,5.2177956,4532.240333333332
0,24,9.621192041567802,8.1206812,6059.842666666666
0,27,47.294522353894926,26.10654339999999,20775.892333333333
0,28,29.4444218213863,20.64455645714285,19649.128333333327
0,30,28.67458156289922,19.653133371428567,18134.25533333333
0,32,25.22924461558507,16.187552399999998,13623.599333333332
0,34,23.821968568793483,14.8238472,12487.17833333333
0,36,18.07741824562683,12.4294572,11051.113333333333
0,38,23.296174563365362,15.076015199999997,13446.559333333329
0,40,20.563880784414188,13.6122972,12036.813333333324
0,42,14.875806969472265,10.6399488,9559.85633333333
0,44,11.277818426030102,8.7509688,7476.551333333332
0,46,16.310491081409662,11.4622572,10245.113333333333
0,48,12.978018063969706,10.558497,8952.430333333332
0,50,13.125728897602404,8.809014000000001,8555.374333333331
0,52,12.982681873690444,8.204262,8139.566333333333
0,56,39.52996206977361,21.008661599999996,16957.43233333333
0,59,48.95855436026684,27.69132239999999,21147.98033333333
0,61,31.262872731608667,22.3496672,18101.272333333327
0,63,27.368816188948905,16.211192399999998,14202.559333333329
0,65,23.39013152068359,14.426187599999999,12715.05533333333
0,67,19.09331912684158,12.9348492,11928.727333333329
0,69,27.64171309260803,13.463608200000001,11075.25833333333
0,71,30.838214490469575,15.095572800000001,12630.00633333333
0,73,31.40775322282683,15.2860086,12923.69233333333
0,75,21.803019736809407,13.092624600000002,10566.84333333333
0,77,37.26914331751087,15.462936399999998,14367.324333333332
0,80,35.50622551222965,17.243471199999995,15054.03833333333
0,82,41.176616794954214,20.79679139999999,18172.350333333332
0,84,55.715810737169676,34.444127399999985,24549.55033333333
0,86,39.875236528852376,23.735266799999998,20920.085333333333
0,88,36.42717000477284,20.296231199999998,18054.222333333328
0,89,31.48732286343906,17.4229028,15567.75033333333
0,91,33.66369839308319,16.9713558,14118.01933333333
0,93,35.948958958958734,17.751131599999997,15296.612333333336
0,95,35.71663125910347,19.649793000000003,18985.055333333326
0,97,35.27029147618082,19.314965400000002,18685.216333333326
0,99,36.7207319537477,19.302883399999995,16500.06733333333
0,101,40.41763734704813,21.176954599999995,21559.53433333333
0,103,37.43563599299502,20.385530999999993,21403.45933333333
0,105,39.31905638730351,20.4328756,17973.32533333333
0,107,41.417258175459594,22.4305056,18962.078333333335
0,110,41.885105351056225,23.994351485714276,24798.427333333326
0,111,38.83002013324817,21.15173919999999,22401.146333333327
0,113,38.44270047405135,20.91716319999999,22127.474333333328
0,116,50.45536333199246,28.911202228571433,23072.15233333333
0,117,50.441107963383146,31.282005999999996,26610.960333333333
0,119,46.65343159106884,27.509883999999996,22919.19633333333
3,0,20.131874410172955,14.167996399999998,11302.043333333333
3,4,3.6024738150630866,2.40133,2493.6653333333334
3,6,21.51448228841566,15.413592399999999,12346.032333333334
3,8,17.087019199365763,12.591724399999999,9988.483333333335
3,10,23.639712970507844,15.065185199999998,11611.369333333334
3,12,41.734718605812944,27.5991208,16901.663333333334
3,14,20.51569051319453,13.68783757142857,12590.699666666666
3,16,2.9184090085524046,1.088744,1257.8836666666666
3,18,5.1591375304484215,2.9611634285714286,3146.8043333333335
3,20,10.386244852605406,7.0645692,5840.724333333333
3,22,17.344077779250586,12.131204399999998,9166.385333333334
3,24,21.71646909662562,14.2129136,12199.125333333335
3,27,52.4019519549937,28.31197219999999,21287.968333333334
3,28,19.29938994905559,13.194701657142858,12621.013666666666
3,30,18.529549690568512,12.20327857142857,11106.140666666666
3,32,15.075556290470523,8.737697599999999,6785.465666666666
3,34,13.668280243678934,7.373992399999999,5649.044666666666
3,36,8.658554145565267,5.255587999999999,4442.967666666666
3,38,13.151142691034655,7.626160399999998,6418.444666666667
3,40,10.711372049214086,6.187033999999999,5219.172666666667
3,42,7.727922154967954,3.6904112000000002,3425.939666666667
3,44,8.494784810723113,5.616692400000001,5490.8853333333345
3,46,11.120868971344121,6.3724184,5499.917666666667
3,48,10.519551197304661,5.9810972,5334.844666666666
3,50,11.99339247255146,7.9291628,7854.751333333334
3,52,17.34770831224154,10.546783999999999,10701.807333333332
3,56,44.63739167087238,23.214090399999996,17469.508333333335
3,59,54.06598396136561,29.89675119999999,21660.05633333333
3,61,21.11784085927796,14.964812057142858,15571.197666666667
3,63,18.54697345425482,9.064674599999998,7859.725666666668
3,65,14.906647273239237,7.864410599999999,6859.505666666668
3,67,14.272139393312695,7.845010399999999,6933.233666666666
3,69,23.532299600349774,8.782895599999998,7821.828
3,71,26.301027334648715,10.005734,8840.859999999999
3,73,26.98515667864574,10.429770799999998,9194.224
3,75,20.534033840816598,9.794567600000002,9196.565333333334
3,77,42.37657291860964,12.721664,11739.982333333333
3,80,40.61365511332842,19.448899999999995,15566.114333333333
3,82,46.284046396052986,23.00222019999999,18684.426333333333
3,84,60.82324033826845,36.64955619999999,25061.626333333334
3,86,31.053393794158293,16.588749,14577.251666666663
3,88,27.60532727007876,13.149713399999998,11711.388666666666
3,89,22.69890350797997,10.5140148,9488.15666666667
