Capacity Factor A,Capacity Factor F,FFTT Factor,TSTT,Total Demand,Average Time (min),Average Distance (m),Congestion(%),Weighted Link Congestion,Weighted VC Ratio,Vehicle Kilometres Travelled
0.6,0.7,1.0,6292.763164523684,39185.50000000003,9.592139416650019,6983.752639174975,16.305225614550366,1.0788697639041358,0.43919087212496305,272644.4318825171
