Capacity Factor A,Capacity Factor F,FFTT Factor,TSTT,Fitness Function,Fitness,Total Demand,Average Time (min),Average Distance (m),Congestion(%),Weighted Link Congestion,Weighted VC Ratio,Vehicle Kilometres Travelled
0.6,0.7,1.0,14001.135272576434,ARD,9.941131722818954,64371.062025048435,12.468885822659091,7120.021274131766,47.914240360464746,1.3014130072164654,0.7423683161490857,472739.988863478
