Capacity Factor A,Capacity Factor F,FFTT Factor,TSTT,Total Demand,Average Time (min),Average Distance (m),Congestion(%),Weighted Link Congestion,Weighted VC Ratio,Vehicle Kilometres Travelled
0.6,0.7,1.0,39670.49508952509,182409.99999999977,12.984543589877855,8065.816463416305,62.22392855939181,1.4055301275174352,0.9052601009212273,1476400.1609547264
