From,To,Volume,EstimatedTT
442874,26384674,1938.7,0.69
442928,1803689295,0.0,0.03
26384674,264670999,576.51,0.41
26384674,534589,1362.19,0.66
1803689298,1803689295,0.0,0.04
1803689295,139470345,0.0,0.59
442936,15866840,570.71,0.37
15866840,1803689315,2011.79,0.7
264670999,534589,284.48,0.33
534589,534591,1646.67,0.38
534591,534626,1416.47,0.67
8083440,534911,1455.13,0.04
534626,534624,2.01,0.07
534626,534625,1414.47,0.08
534608,30409417,1273.07,0.87
30436919,30436908,864.05,1.3
30409417,30409422,524.82,0.02
30409417,30403571,2279.57,0.21
534624,534608,923.07,1.23
534625,30436908,1416.13,0.02
534625,534624,921.06,0.07
30436908,30436907,1408.11,0.02
30436908,534628,870.41,0.39
534628,534629,1209.97,0.22
534629,3595409680,1497.93,0.65
11769656,11769730,954.64,0.2
3595409680,3855350,1198.03,0.01
3595409680,7128283652,299.9,0.04
3160432771,30409397,401.73,0.16
30409405,30409419,1011.65,0.72
534736,140605768,1964.71,0.15
534306820,2021890013,1566.82,0.19
140605768,534324288,1964.71,0.51
534329195,2021890013,942.25,0.02
534329195,534306820,1964.71,0.31
3853550,3564765835,291.36,0.4
534742,534770,1587.98,0.56
534770,29138173,2639.11,0.1
534743,534744,548.46,0.07
534744,534747,2130.97,0.05
247994358,534742,746.37,0.06
534747,277692998,114.21,0.01
534747,2287846802,2016.76,0.35
277692998,288154283,1945.62,0.08
2287846802,29510418,0.0,0.04
2287846802,2287846804,2016.76,0.16
534749,25235133,2393.77,0.1
534749,7095690293,446.97,0.77
25235133,25235132,1003.83,0.01
25235133,534751,1405.83,0.93
7095690293,7095690318,1161.34,0.01
534751,534754,802.58,0.89
534754,3098430373,910.29,0.16
29510455,25235132,1333.38,0.71
3098430373,16574394,657.46,0.03
3098430373,2260849842,1198.67,0.94
534758,25873172,1483.18,0.03
534758,2202559858,1439.96,0.64
25873172,25873173,2199.17,0.02
25873172,3100041009,914.32,0.33
2202559858,25873172,1630.3,0.65
534769,546378258,1431.28,0.58
534769,534770,1051.12,0.04
546378258,247994363,922.18,0.05
546378258,290077155,509.1,0.24
29138173,1775338888,302.09,0.09
29138173,534773,2337.02,0.77
534773,2544089666,2868.17,0.04
534773,335716508,838.08,0.27
2544089666,2544089665,2052.02,0.06
2544089666,16574602,816.15,0.03
335716508,534799,838.08,0.51
534774,534804,523.94,0.15
244038933,534778,753.55,0.08
534804,18630111,3155.05,0.82
534804,16574613,278.75,0.05
534778,244038915,1246.4,0.02
534778,30058360,1145.16,0.23
244038915,534787,1867.39,0.26
244038915,244038942,883.61,0.03
30058360,30056676,1368.29,0.83
30058360,30056684,493.17,0.02
534787,244038955,699.49,0.05
534787,244038923,1167.9,0.26
244038955,244038925,1131.37,0.05
244038955,2072816,703.26,0.36
