from,to,length,volume,EstimatedTT,CO2,lengthm
890436096,5644599922,37.56,0.0,3.3804,0.0,0.02333869476
290996346,6373307772,107.071,1980.6137094267724,17.324058505893845,73464.24874494826,0.066530814341
3234849335,317498305,981.08,1196.9922081063405,72.18826554913662,248699.15505527778,0.60961466068
298840127,290564434,3970.588,61.59040721136304,714.7089385160318,92031.85555038534,2.467208236148
305098789,305098392,70.74,0.0,4.2444,0.0,0.04395578454
5644599922,306356309,320.876,0.0,28.87884,0.0,0.199383040996
290564444,5644599922,8.11,0.0,0.7299,0.0,0.0050393188099999995
290996346,290576689,1480.454,1909.4078860605168,219.00513747104398,913683.807002635,0.9199111824339999
317498305,290576689,2056.706,2689.767977212296,167.91250357457483,1219502.4426417097,1.2779774639260002
317680696,320815756,1158.705,2739.3196978199467,143.23615860471583,896888.4742111416,0.719985684555
298892607,290576689,2306.637,931.3903541581992,169.77667548731094,455025.0024740595,1.4332773393270002
320815756,290564204,1037.01,546.9742668630664,63.89853792035289,114985.69822288955,0.64436794071
290559978,290564204,558.299,861.9770843406998,33.84616112442047,97313.55002001018,0.346910807929
320815756,290559978,1118.697,2192.3454309568806,96.31986613939264,554061.4332925096,0.695125873587
290576689,290559978,737.308,822.8009110261819,44.62027776716835,122643.4116890638,0.458141809268
290534208,298874519,48.582,3.264384205979052,2.914920000036492,32.022299017780384,0.030187445922
5905596150,313235625,36.087,0.0,3.24783,0.0,0.022423415277
298875152,290534208,62.787,60.25343640299593,3.7672254745005476,763.8841358853392,0.039014020977
298875497,290534208,1064.869,3.264384205979052,63.892140000050006,701.896865767364,0.6616787153989999
313235583,313440672,84.27,5566.891974834636,4.019678488852073,93618.09701696118,0.05236293417
290427815,5905596150,189.783,1628.007755676157,24.22107111653189,89354.05345800272,0.117925652493
5905596150,313235626,3.369,1628.007755676157,0.429968904441366,1586.2000605955784,0.002093398899
313235678,313235583,766.242,4647.957619688968,36.93540819607335,710617.2710390509,0.47612055778199996
2960510619,290427802,24.028,476.9124181125385,2.196224568497514,2669.063397679728,0.014930302388
290427802,290427815,113.542,2546.94211082183,35.80961308083399,162971.3128208117,0.070551706082
290427815,313235583,291.618,918.9343551456705,26.97637855121569,62823.52445851945,0.181202968278
3372619793,290427802,21.131,233.3717395872318,1.902125710320072,1139.3336027367916,0.013130190601
6199917623,290427808,445.649,2014.099870126142,75.25264350491874,321438.09792055463,0.276913364779
290427795,313494615,504.412,1836.657953122058,68.2351952009847,279757.68414884683,0.313426988852
313494615,2626530837,30.013,0.0,2.70117,0.0,0.018649207823000002
313494615,290427802,80.543,1836.657953122058,10.895591950772209,44670.8705470936,0.050047084453000004
290559182,290559010,430.873,0.0,25.85238,0.0,0.267731986883
290555804,310363202,204.418,826.0367077938929,59.688404120114086,90492.10280203876,0.12701941707800002
313491210,290559182,2678.445,736.1340547271486,262.38691375503424,477551.847072623,1.664308048095
290559183,290559182,486.708,0.0,29.202479999999998,0.0,0.302426236668
1529630825,298874598,26.567,0.0,2.3910299999999998,0.0,0.016507963357
317680696,317680825,276.974,1573.028527105054,18.53441915722333,89789.4073953013,0.17210361135399999
290546108,1119570237,70.205,0.0,4.2123,0.0,0.043623351055
1529630825,536762933,32.063,140.31027263920282,2.885793310703544,1039.3116418003628,0.019923018373000003
317680825,290534212,3422.923,870.5973175928752,240.9214665227506,622403.3938110275,2.1269050874329998
305873494,298875497,997.841,0.0,59.87046,0.0,0.620029460011
317681275,317680825,2646.164,614.8478845719917,165.6060100070447,330683.0349939103,1.6442495708440001
290534212,1529630825,348.978,1470.806154020892,47.613374999727355,155994.38269889378,0.216844808838
298875152,298874519,43.238,1744.036301692808,5.240556172650294,21008.606035845238,0.026866839298
298874519,290534212,80.348,1747.300685898787,9.775303739473248,39218.63712848401,0.049925917108
298875497,305873494,997.442,0.0,59.846520000000005,0.0,0.619781532982
298840127,298875497,43.155,3.264384205979052,3.883950000008304,32.54429294920225,0.026815265505
670872731,3157086662,932.351,1200.9002442058627,68.76893327735735,237310.870815524,0.579335873221
670872731,6064668323,16.638,0.0,1.49742,0.0,0.010338370698000001
290398105,290386870,877.176,2813.3580871615045,75.35087237319546,556882.1719922777,0.545051728296
319741894,290386870,31.973,0.0,1.91838,0.0,0.019867094983
289105326,6064668323,930.169,1523.2890026080324,88.94144754411923,338383.27790808526,0.577980041699
333263574,1407894409,3300.82,157.78829632056852,198.08618676562514,105167.99132513964,2.05103382422
6064668323,574270086,2613.138,1523.2890026080324,374.79685361350124,1256493.4291362893,1.623728172198
289105326,3157086662,82.85,1239.7937057566216,6.2659044070629,21962.104995758917,0.051480587349999996
289105288,3157080065,77.672,1425.270378170237,6.780638058519576,25179.47342638456,0.048263128312
316437063,3157086461,705.075,762.2356942862641,43.878990093660114,109126.82881337122,0.43811315782500004
3157080065,289105326,11.555,2763.0827083646523,5.148764393944932,21973.01222984271,0.007179941905
289105288,1407894409,497.715,1308.016168542439,31.766675048024553,132798.7969365868,0.309265667265
5153028887,317040184,972.008,435.1463929942707,58.35985465609433,85412.46505381334,0.6039775829680001
316437063,317040184,11.415,318.49942393168686,0.687023419912584,734.4227708600583,0.0070929499649999995
3157086461,289105288,12.429,2733.286546712676,5.3348062828809,22926.9332408845,0.007723020159
317040184,317040635,807.354,923.35578689997,52.32352836399838,152534.57750699375,0.5016663623340001
313632854,313618025,1200.438,0.0,72.02628,0.0,0.7459173604980001
290427795,313618025,225.955,2014.099870126142,38.154940464701845,162977.018720201,0.140401884305
