Capacity Factor A,Capacity Factor F,FFTT Factor,TSTT,Total Demand,Average Time (min),Average Distance (m),Congestion(%),Weighted Link Congestion,Weighted VC Ratio,Vehicle Kilometres Travelled
0.6,0.7,1.0,12807.31225655306,58185.50000000001,13.14270276505133,7243.765211968429,59.44265407647178,1.2677693572774185,0.6684555677430934,424120.2090646719
