fishnetID,osmid
405,1203248037
405,1203232926
406,1334375180
406,6159086902
406,2582227297
406,10746538923
406,2582254695
408,1172224771
408,7153618979
408,1172244903
408,2064771531
408,2582232890
410,9230268396
410,6214210550
410,6264492643
410,288420882
410,5395042890
412,2325407129
412,3918304166
412,1366792201
414,4095370553
415,907848864
415,965807762
417,632726770
417,4954678230
417,1127164332
417,5808467100
417,1709551911
419,7388755538
419,3690004264
419,3690004252
419,8123704911
