Centroid,Proportion,Proportion
0,0.00035697618882027523,0.00035697618882027523
2,0.00035697618882027523,0.00035697618882027523
4,0.00035697618882027523,0.00035697618882027523
6,0.0008529223102306666,0.0008529223102306666
8,0.00024036321038991353,0.00024036321038991353
10,0.00374861270441467,0.00374861270441467
12,0.00026787816097998427,0.00026787816097998427
14,0.00026787816097998427,0.00026787816097998427
16,0.00026787816097998427,0.00026787816097998427
18,0.0020471305107835455,0.0020471305107835455
20,0.004959722974132156,0.004959722974132156
22,0.005092236727357702,0.005092236727357702
24,0.004423549664645974,0.004423549664645974
26,0.008654860378956545,0.008654860378956545
28,0.0011244267716920343,0.0011244267716920343
30,0.0011244267716920343,0.0011244267716920343
32,0.0011244267716920343,0.0011244267716920343
34,0.0020584278415968268,0.0020584278415968268
36,0.0020584278415968268,0.0020584278415968268
38,0.0020584278415968268,0.0020584278415968268
40,0.0020584278415968268,0.0020584278415968268
42,0.0023893938067595334,0.0023893938067595334
44,0.0023893938067595334,0.0023893938067595334
48,0.0023893938067595334,0.0023893938067595334
50,0.002301346718561926,0.002301346718561926
52,0.0005026541645177097,0.0005026541645177097
54,0.002680755754910183,0.002680755754910183
56,0.007799469371494075,0.007799469371494075
58,0.0024572289115245573,0.0024572289115245573
59,0.0024572289115245573,0.0024572289115245573
61,0.0024572289115245573,0.0024572289115245573
63,0.011710130932731504,0.011710130932731504
65,0.010410840958036962,0.010410840958036962
66,0.006177030612410124,0.006177030612410124
68,0.0026558047614920833,0.0026558047614920833
70,0.004190374499979013,0.004190374499979013
72,0.002449506105924181,0.002449506105924181
74,0.009324315517945431,0.009324315517945431
76,0.001925062188589834,0.001925062188589834
78,0.0010697373748250452,0.0010697373748250452
80,0.007314606925991591,0.007314606925991591
82,0.0038136951344310234,0.0038136951344310234
84,0.0023979184080999004,0.0023979184080999004
87,0.00015548778338577755,0.00015548778338577755
89,0.00015548778338577755,0.00015548778338577755
92,0.010213338003047478,0.010213338003047478
94,0.02118134940301129,0.02118134940301129
96,0.007188373742216827,0.007188373742216827
98,0.007846320385943012,0.007846320385943012
100,0.015655572891031415,0.015655572891031415
102,0.006958447410108702,0.006958447410108702
104,0.0010007160921053026,0.0010007160921053026
106,0.0010655567185101906,0.0010655567185101906
108,0.007453787171033047,0.007453787171033047
110,0.009738096156119272,0.009738096156119272
112,0.005914788680941587,0.005914788680941587
113,0.011724993121856294,0.011724993121856294
115,0.01922836867889048,0.01922836867889048
116,0.009218767864694907,0.009218767864694907
118,0.019020101940506344,0.019020101940506344
120,0.01357640525318592,0.01357640525318592
122,0.004726472243788539,0.004726472243788539
124,0.013063707243658667,0.013063707243658667
126,0.008599777031280901,0.008599777031280901
128,0.002730943750950995,0.002730943750950995
130,0.0005151823048779067,0.0005151823048779067
132,0.0003386451877839219,0.0003386451877839219
134,0.0017742270684601724,0.0017742270684601724
136,0.0017742270684601724,0.0017742270684601724
138,0.0017742270684601724,0.0017742270684601724
140,0.005193871808768962,0.005193871808768962
142,0.009775300094514851,0.009775300094514851
146,0.019276240813048996,0.019276240813048996
148,0.0018674903511114026,0.0018674903511114026
150,0.0026650522504417413,0.0026650522504417413
152,0.0026650522504417413,0.0026650522504417413
154,0.0026650522504417413,0.0026650522504417413
156,0.0026650522504417413,0.0026650522504417413
158,0.009282513771863003,0.009282513771863003
160,0.0064019933019596785,0.0064019933019596785
162,0.0025379615961287957,0.0025379615961287957
164,0.005148071766731867,0.005148071766731867
166,0.011525794395747451,0.011525794395747451
168,0.005207107009235491,0.005207107009235491
170,0.005207107009235491,0.005207107009235491
172,0.005207107009235491,0.005207107009235491
174,0.004580930751631117,0.004580930751631117
176,0.004580930751631117,0.004580930751631117
178,0.004580930751631117,0.004580930751631117
180,0.004580930751631117,0.004580930751631117
182,0.004580930751631117,0.004580930751631117
183,0.004580930751631117,0.004580930751631117
185,0.004580930751631117,0.004580930751631117
187,0.0016327700223718717,0.0016327700223718717
189,0.01034090213891376,0.01034090213891376
191,0.007166339728101933,0.007166339728101933
193,0.008506162856493669,0.008506162856493669
195,0.0178333326991136,0.0178333326991136
197,0.01286830839625725,0.01286830839625725
199,0.002702071141406234,0.002702071141406234
201,0.007896866450565272,0.007896866450565272
203,0.0037805848830069198,0.0037805848830069198
205,0.00012097714202590634,0.00012097714202590634
208,0.0005883451175387277,0.0005883451175387277
210,0.0005883451175387277,0.0005883451175387277
212,0.005556804480074659,0.005556804480074659
214,0.01234435405013246,0.01234435405013246
216,0.007671569351765817,0.007671569351765817
218,0.01193987025125911,0.01193987025125911
220,0.011518877940799921,0.011518877940799921
223,0.008611522840780523,0.008611522840780523
225,0.011868710715489441,0.011868710715489441
227,0.0020047151294621548,0.0020047151294621548
229,0.0020047151294621548,0.0020047151294621548
231,0.0020047151294621548,0.0020047151294621548
233,0.0020047151294621548,0.0020047151294621548
235,0.00935424054174495,0.00935424054174495
237,0.0029692150438793558,0.0029692150438793558
239,0.0029692150438793558,0.0029692150438793558
241,0.0029692150438793558,0.0029692150438793558
243,0.0029692150438793558,0.0029692150438793558
245,0.005905133183214821,0.005905133183214821
247,0.009173328807694255,0.009173328807694255
249,5.727131153714411e-06,5.727131153714411e-06
251,8.452476425223121e-07,8.452476425223121e-07
253,8.452476425223121e-07,8.452476425223121e-07
255,8.452476425223121e-07,8.452476425223121e-07
257,8.452476425223121e-07,8.452476425223121e-07
259,8.452476425223121e-07,8.452476425223121e-07
261,8.452476425223121e-07,8.452476425223121e-07
263,8.452476425223121e-07,8.452476425223121e-07
265,8.452476425223121e-07,8.452476425223121e-07
267,0.002207428511533574,0.002207428511533574
269,0.002207428511533574,0.002207428511533574
271,0.002207428511533574,0.002207428511533574
273,0.002207428511533574,0.002207428511533574
275,0.002207428511533574,0.002207428511533574
277,0.002207428511533574,0.002207428511533574
279,0.002207428511533574,0.002207428511533574
282,0.0051489777356228065,0.0051489777356228065
284,0.014483174858480148,0.014483174858480148
286,0.0067196261851831035,0.0067196261851831035
288,0.011455011148210669,0.011455011148210669
290,0.01216192847932354,0.01216192847932354
292,0.012904459166707448,0.012904459166707448
294,0.0077849571569688905,0.0077849571569688905
296,0.009372340421915103,0.009372340421915103
298,0.0015654129868422047,0.0015654129868422047
300,0.0066506037883120135,0.0066506037883120135
302,0.0037292493110786464,0.0037292493110786464
304,0.007801142204203353,0.007801142204203353
307,0.0030188189624610583,0.0030188189624610583
309,9.904281168741324e-06,9.904281168741324e-06
311,0.006471367213580761,0.006471367213580761
313,0.005782206341869893,0.005782206341869893
315,0.008018362361119857,0.008018362361119857
317,0.008082586271984996,0.008082586271984996
319,0.006963774036622312,0.006963774036622312
