Capacity Factor A,Capacity Factor F,FFTT Factor,TSTT,Total Demand,Average Time (min),Average Distance (m),Congestion(%),Weighted Link Congestion,Weighted VC Ratio,Vehicle Kilometres Travelled
0.6,0.7,1.0,8029.449800041655,46185.50000000006,10.381955719279004,6998.187972358404,26.580995631378524,1.1299358002957895,0.5226381114692811,324428.82749683055
