from,to,volume,EstimatedTT,from,to,length,CO2,lengthm
8786281558,925917408,6.31,429.0,8786281558,925917408,10728.862,13635.72689433451,6.666603709802
954394619,925917408,50.57,4801.2,954394619,925917408,80015.466,817045.2506536037,49.719290123886005
1894383018,8786281558,0.0,90.6,1894383018,8786281558,2260.965,0.0,1.4048980830150002
8786281559,8786281558,0.0,265.79999999999995,8786281559,8786281558,6640.14,0.0,4.12599043194
1894383018,954394619,49.95,4408.8,1894383018,954394619,73477.122,741081.2197503411,45.656552774262
1328613249,954394619,99.2,223.8,1328613249,954394619,3732.253,74751.99713811613,2.319113778863
8786281559,1894383018,0.0,849.0,8786281559,1894383018,14149.504,0.0,8.792091449984001
8267339065,1328613249,165.39,2709.6,8267339065,1328613249,67735.484,2256335.533103958,42.088865428564
760307160,8267339065,415.03,934.8,760307160,8267339065,23365.231,1953090.0922391396,14.518476951701
1296398101,8267339065,196.49,310.2,1296398101,8267339065,7750.651,306716.4782276869,4.816029762521
3450729711,8786281559,0.0,9.0,3450729711,8786281559,152.729,0.0,0.09490137145900002
3143306731,3450729711,0.0,12.6,3143306731,3450729711,206.242,0.0,0.128152797782
3450729711,3143306731,0.0,12.0,3450729711,3143306731,199.493,0.0,0.123959164903
410561136,210294447,105.67,315.0,410561136,210294447,7869.804,167482.77694766733,4.890067981284
1296398101,410561136,91.77,72.0,1296398101,410561136,1197.665,22198.742055678442,0.744194298715
1355528868,410561136,0.0,36.0,1355528868,410561136,596.879,0.0,0.37088330110900003
1355528868,1296398101,0.0,65.4,1355528868,1296398101,1085.41,0.0,0.67444229711
1254651770,760307160,372.85,307.2,1254651770,760307160,4262.504,334317.22634680284,2.648596372984
410563652,760307160,68.68,172.79999999999998,410563652,760307160,4317.937,59726.68098213418,2.683040831627
1254651791,1254651770,268.86,264.6,1254651791,1254651770,6614.905,358203.7217926893,4.110310134755
2143889519,1254651770,637.98,190.8,2143889519,1254651770,2651.681,355688.0972870614,1.647677674651
9343973782,410563652,108.86,48.6,9343973782,410563652,809.898,17802.540852845083,0.503247130158
2011616838,410563652,105.65,1289.3999999999999,2011616838,410563652,21494.171,458516.0381441309,13.355854528440998
4271212360,9343973782,129.17,18.6,4271212360,9343973782,208.187,6188.721927450046,0.12936136437700002
1254651723,9343973782,178.16,16.200000000000003,1254651723,9343973782,274.746,9861.43143292612,0.170719196766
1254651723,1254651791,268.86,6.0,1254651723,1254651791,100.7,5461.682391030307,0.0625720597
1254651791,1254651723,265.13,5.3999999999999995,1254651791,1254651723,91.411,4883.768639028242,0.056800144481
760307624,2143889519,728.69,3001.8,760307624,2143889519,49967.303,7353250.446134471,31.048233032413002
4084595306,2015618586,140.33,1412.3999999999999,4084595306,2015618586,23541.673,667051.6742797452,14.628112893683
4084595306,4084595312,129.17,1.2,4084595306,4084595312,19.726,515.5047388165791,0.012257164346
4084595312,4084595306,126.18,3.5999999999999996,4084595312,4084595306,62.058,1574.615631164831,0.038561041518
504633518,760307624,130.0,1410.6000000000001,504633518,760307624,23507.911,617075.8085504101,14.607134165981
996053083,760307624,820.34,136.2,996053083,760307624,3396.715,561096.0907462485,2.110620196265
4271212354,4084595312,126.18,23.400000000000002,4271212354,4084595312,387.876,9889.843070310279,0.24101489799599998
4271212354,4271212360,129.17,3.0,4271212354,4271212360,51.935,1348.3802748568137,0.032270902885
4271212360,4271212354,126.18,1.2,4271212360,4271212354,22.164,559.2514305857947,0.013772066844000001
504633518,1876496599,0.0,1.7999999999999998,504633518,1876496599,34.41,0.0,0.02138137611
1876496603,504633518,0.0,1.7999999999999998,1876496603,504633518,33.636,0.0,0.020900434956
1876496599,1876496603,0.0,5.3999999999999995,1876496599,1876496603,88.819,0.0,0.055189550849
1876496603,1876496599,0.0,1.2,1876496603,1876496599,22.293,0.0,0.013852223703
1472419004,996053083,150.18,744.6,1472419004,996053083,12411.503,376361.4530823165,7.712148030613
1037930678,996053083,929.16,79.2,1037930678,996053083,1966.826,367854.6584794098,1.222128638446
1876507981,925855205,0.0,651.0,1876507981,925855205,9043.256,0.0,5.619217023976
8431928364,925855205,303.05,148.8,8431928364,925855205,3714.872,226717.00848746512,2.3083137295119998
1876507996,925855205,317.13,132.6,1876507996,925855205,3314.106,211677.0672675603,2.059289359326
1876507981,1876508009,323.6,1.7999999999999998,1876507981,1876508009,41.488,2688.3686084875603,0.025779440048
1876507996,1876507981,329.91,0.6,1876507996,1876507981,20.992,1672.2083737270093,0.013043820032000001
2144116999,8431928364,0.0,198.0,2144116999,8431928364,3299.258,0.0,2.050063242718
3648318291,8431928364,430.68,827.4,3648318291,8431928364,20687.655,1794535.1360809451,12.854708875004999
1876508009,1876507996,317.13,1.2,1876508009,1876507996,31.098,1993.8113259988263,0.019323395358
2144158739,1438462862,169.51,103.2,2144158739,1438462862,3492.998,136102.7678098844,2.170447660258
2144158739,1438462862,169.51,103.2,2144158739,1438462862,2575.799,87927.22183292198,1.600526800429
759756425,1438462862,110.99,3315.6,759756425,1438462862,55260.02,1238427.874710358,34.33697388742
4792060032,2144158739,140.8,431.40000000000003,4792060032,2144158739,10783.318,305794.51882899477,6.700441088978
457494065,759756425,43.45,3306.0,457494065,759756425,55100.428,483415.02286211075,34.237808046788004
1864654857,759756425,228.34,1631.4,1864654857,759756425,27186.18,1253471.273603073,16.892703852780002
1882885523,1876508009,208.67,18.0,1882885523,1876508009,442.513,18570.86552788982,0.27496474532299997
1882885523,1882885520,242.83,0.6,1882885523,1882885520,22.452,1536.280183845462,0.013951021692000002
4792060032,1882885523,236.36,1.2,4792060032,1882885523,29.413,1397.8278351257613,0.018276385223
1882885520,4792060032,248.59,1.2,1882885520,4792060032,29.653,1483.1517095456752,0.018425514263
2144147747,1882885520,147.96,718.2,2144147747,1882885520,11973.583,357706.26110881567,7.440037242293
2144158768,2144147747,0.0,1270.8,2144158768,2144147747,21180.199,0.0,13.160761432829
759760173,3648318291,0.0,882.6,759760173,3648318291,14706.478,0.0,9.138178941338
8324128095,3648318291,564.57,353.4,8324128095,3648318291,8823.55,1003206.6030043318,5.482698087049999
1339869856,2144001882,151.42,1143.0,1339869856,2144001882,19044.762,582305.6340915833,11.833862808702
2236712521,1339869856,1446.67,11.4,2236712521,1339869856,187.59,54896.50514528886,0.11656298589
1374265099,1339869856,1417.53,140.39999999999998,1374265099,1339869856,2294.591,658645.4889054309,1.425792304261
1037930678,2726498303,144.17,760.2,1037930678,2726498303,12671.104,368858.69945763424,7.873456563584
760299834,1037930678,1164.36,622.8000000000001,760299834,1037930678,10298.602,2423934.9909901246,6.399252623342001
954462737,410560986,1257.03,8.4,954462737,410560986,135.16,34490.60960376709,0.08398450436
1918893332,410560986,1265.13,315.0,1918893332,410560986,5194.237,1328889.9837607802,3.227548238927
410560986,2464228277,0.0,2.4,410560986,2464228277,39.267,0.0,0.024399375057000003
4482502578,954462737,1257.03,88.2,4482502578,954462737,1456.42,370148.5096901636,0.90497715182
2464228274,954462737,0.0,6.6,2464228274,954462737,108.198,0.0,0.067231099458
1419478125,1918893332,1378.73,7.800000000000001,1419478125,1918893332,165.877,45652.41645160564,0.10307115736700001
1918893332,1419478125,1386.95,7.800000000000001,1918893332,1419478125,213.334,60297.37982978836,0.132559560914
1374265099,760299834,1275.52,367.8,1374265099,760299834,7226.591,1839325.3286609855,4.490394076261
1374265099,760299834,1275.52,367.8,1374265099,760299834,6060.952,1563513.2757596252,3.7660998051920003
7151493358,4482502578,1312.18,660.0,7151493358,4482502578,10851.838,2880802.975063004,6.743017429898
2464171345,4482502578,0.0,457.8,2464171345,4482502578,7630.411,0.0,4.741316113481
2236712519,2236712521,1446.67,3.5999999999999996,2236712519,2236712521,57.886,17002.01440389392,0.035968681706000004
2236712521,2236712524,0.0,4.8,2236712521,2236712524,76.71,0.0,0.04766536941
2236712524,1339989102,0.0,346.8,2236712524,1339989102,5777.507,0.0,3.5899753020969998
2236712524,2236712519,0.0,4.8,2236712524,2236712519,84.872,0.0,0.052736999512
8418569274,1419478125,1378.73,959.4,8418569274,1419478125,18353.915,5052645.359107415,11.404590517465001
956664817,8418569274,358.01,1346.4,956664817,8418569274,33645.708,2425988.480555778,20.906467225668
1240885071,8418569274,1120.94,743.4000000000001,1240885071,8418569274,18446.153,4161755.8128896267,11.461904535762999
7151493358,2236712519,1446.67,118.2,7151493358,2236712519,1934.364,566542.2593310822,1.2019576930440001
759760173,7151493358,596.36,2243.4,759760173,7151493358,56050.764,6732037.699751515,34.828319277444
3648427214,759760173,440.24,106.8,3648427214,759760173,1781.136,158315.92859661122,1.106746257456
3648427159,759760173,126.54,64.80000000000001,3648427159,759760173,1080.217,27599.5983903748,0.671215517507
590670952,1251959005,0.0,5.3999999999999995,590670952,1251959005,91.983,0.0,0.057155568693
8887464543,590670952,34.1,67.2,8887464543,590670952,1119.398,7708.089496729338,0.695561454658
590670952,1251958976,322.6,27.6,590670952,1251958976,458.274,29866.98925301074,0.284758173654
2238169735,590670952,0.0,9.0,2238169735,590670952,147.108,0.0,0.091408645068
1251959005,2238169737,227.61,5.3999999999999995,1251959005,2238169737,91.569,4198.998212655812,0.056898321099000004
1251958976,1251959005,227.61,29.4,1251958976,1251959005,490.262,22530.13137885756,0.304634589202
8887464543,6264836121,35.44,70.19999999999999,8887464543,6264836121,1165.022,8341.813042604555,0.723910885162
6264836121,8887464543,34.1,69.6,6264836121,8887464543,1161.428,7995.575562536579,0.7216776777880001
1251959075,1251958976,227.61,43.199999999999996,1251959075,1251958976,715.151,32898.425811423,0.444374092021
3648427214,590671017,964.53,652.1999999999999,3648427214,590671017,16238.731,3153465.268358682,10.090276520201
590671017,5783437918,0.0,1.2,590671017,5783437918,24.044,0.0,0.014940244324
7140650993,590671017,1091.78,567.6,7140650993,590671017,14097.002,3098029.5192165566,8.759468229742
9852474752,3648427214,401.97,88.2,9852474752,3648427214,1465.629,119006.8974566562,0.910699357359
6264836117,7140650993,1058.1,28.799999999999997,6264836117,7140650993,710.608,151263.7946391809,0.441551203568
7140650990,7140650993,0.0,11.4,7140650990,7140650993,185.919,0.0,0.11552467494900001
3648427159,9852474785,121.32,1.2,3648427159,9852474785,24.089,583.0394225837055,0.014968206018999999
9852474758,3648427159,126.54,1.2,9852474758,3648427159,23.016,581.4789749519323,0.014301474936
1251959075,1251959089,322.6,2.4,1251959075,1251959089,44.498,2870.014978156142,0.027649766758
1251958991,1251959075,227.61,1.2,1251958991,1251959075,23.57,1070.5106469552975,0.01464571447
1251959089,1251958991,132.44,1.2,1251959089,1251958991,22.909,605.8503831620937,0.014234988238999999
1983925774,1251958991,184.81,36.0,1983925774,1251958991,600.201,22396.39704895617,0.37294749557100004
2238169737,2238169735,227.61,22.8,2238169737,2238169735,378.654,17410.968592979054,0.235284614634
2238169735,2238169737,0.0,3.5999999999999996,2238169735,2238169737,59.883,0.0,0.037209559593
1251959013,1983925783,184.81,43.199999999999996,1251959013,1983925783,716.027,26740.23887324471,0.444918413017
1251959053,1251959013,184.81,258.0,1251959053,1251959013,4297.781,160389.63982573792,2.670516477751
1251959055,1251959013,190.15,42.599999999999994,1251959055,1251959013,713.248,27368.16026305187,0.443191623008
1251959055,1983925783,0.0,1.2,1251959055,1983925783,21.474,0.0,0.013343320854
1983925783,1983925774,184.81,4.8,1983925783,1983925774,80.488,3001.084809218531,0.050012909048
2932723852,1251959053,1190.17,231.6,2932723852,1251959053,5743.923,1375901.6463508788,3.5691071784329997
1863095137,1251959053,1494.54,1825.2,1863095137,1251959053,24788.093,7847501.369259215,15.402602135503
2932723852,1875756352,1213.46,9.6,2932723852,1875756352,243.559,59611.45311561651,0.151340499389
1875756351,2932723852,1190.17,9.6,1875756351,2932723852,243.64,58488.75534960613,0.15139083043999998
1863095137,1863095166,521.65,21.0,1863095137,1863095166,345.243,36435.85315789713,0.214523988153
590683045,1863095137,1494.54,9.6,590683045,1863095137,131.921,41602.50740371283,0.081971883691
1983925776,1251959055,190.15,4.2,1983925776,1251959055,73.326,2800.1064517571385,0.045562649946
1251959089,1983925776,190.15,36.6,1251959089,1983925776,609.115,23391.502667848068,0.378486396665
1983925774,1983925776,0.0,1.2,1983925774,1983925776,16.363,0.0,0.010167493673
1875756286,1875756336,0.0,17.4,1875756286,1875756336,288.888,0.0,0.179506625448
1875756286,1875756314,1224.27,7.800000000000001,1875756286,1875756314,190.697,46932.37921684604,0.118493585587
6264836117,1875756286,1043.62,4.2,6264836117,1875756286,110.857,23444.155880371945,0.068883324947
1875756330,1875756336,0.0,7.199999999999999,1875756330,1875756336,118.003,0.0,0.073323642113
1875756336,1875756351,0.0,21.599999999999998,1875756336,1875756351,357.606,0.0,0.222205997826
1875756314,1875756342,1224.27,4.8,1875756314,1875756342,120.981,29854.510705739714,0.075174084951
1875756330,1875756314,0.0,13.2,1875756330,1875756314,221.359,0.0,0.137546063189
1875756288,6264836117,1058.1,6.6,1875756288,6264836117,169.45,36209.06585506326,0.10529131594999999
1875756300,1875756288,35.44,21.0,1875756300,1875756288,353.242,2524.7036539328396,0.219494334782
2932724826,1875756288,1022.66,4.8,2932724826,1875756288,122.887,25371.778782553418,0.076358418077
1875756300,1875756291,34.1,10.799999999999999,1875756300,1875756291,179.902,1238.7926716722147,0.111785885642
6264836121,1875756291,35.44,49.8,6264836121,1875756291,833.043,5958.297199920871,0.517628761953
1875756352,1875756291,0.0,33.6,1875756352,1875756291,555.582,0.0,0.345222542922
1875756317,1875756300,34.1,12.0,1875756317,1875756300,202.686,1393.1419556859844,0.125943202506
1875756330,1875756317,34.1,8.4,1875756330,1875756317,138.481,954.9735962499461,0.086048077451
1875756317,2932724825,0.0,11.4,1875756317,2932724825,193.57,0.0,0.12027878447
2932724826,1875756317,190.8,12.0,2932724826,1875756317,199.791,7698.257925640969,0.124144333461
1875756342,1875756351,1190.17,9.0,1875756342,1875756351,223.494,53541.82247977467,0.138872690274
1875756342,1875756330,34.1,12.0,1875756342,1875756330,196.008,1353.568756092096,0.12179368696800001
2932724825,2932724826,1213.46,6.6,2932724825,2932724826,156.567,38109.26752672721,0.097286193357
1875756352,2932724825,1213.46,8.4,1875756352,2932724825,205.783,50206.15408994079,0.127867588493
8324128095,9852474752,554.83,1.2,8324128095,9852474752,24.103,2667.9446415244515,0.014976905213000002
9852474785,8324128095,564.57,1.2,9852474785,8324128095,18.109,2102.1468371914725,0.011252407439000002
9852474758,9852474785,443.24,0.6,9852474758,9852474785,19.651,1930.3411554947702,0.012210561521
9852474752,9852474758,570.89,0.6,9852474752,9852474758,14.038,1606.1502756223251,0.008722806098
457494478,448900361,736.32,211.2,457494478,448900361,3523.542,523796.21040542924,2.189426816082
457494270,448900361,848.06,522.0,457494270,448900361,8702.079,1490085.7791976603,5.407219530309
2118024845,448900361,0.0,3641.3999999999996,2118024845,448900361,60690.532,0.0,37.711336559372
2958585640,457494478,0.0,4309.8,2958585640,457494478,71830.08,0.0,44.63312863968
457494575,457494478,579.02,386.40000000000003,457494575,457494478,9656.862,1126153.2010428424,6.000493997802
457494270,457494260,817.8,22.2,457494270,457494260,549.898,90500.71488053021,0.34169067015800003
457494260,457494270,814.3,22.8,457494260,457494270,564.861,92566.85502155371,0.350988244431
2145233137,2118024845,121.85,1435.8,2145233137,2118024845,23934.666,588866.9522590499,14.872307347086
457494065,457494260,979.22,361.2,457494065,457494260,8986.543,1771593.138172571,5.583977210453
983160480,457494065,1077.81,73.2,983160480,457494065,1820.205,394941.3418454117,1.131022601055
457495502,2958585640,185.25,262.8,457495502,2958585640,6568.249,245063.16539448564,4.081319449379
457498103,2958585640,225.29,271.8,457498103,2958585640,6796.414,308397.55692900275,4.223094563594
2145233411,457494575,250.45,286.8,2145233411,457494575,4781.48,241791.40553277978,2.97107300908
457495149,457494575,252.11,1465.2,457495149,457494575,24419.263,1243083.404700213,15.173421869573
1864654857,7266194046,432.94,3.0,1864654857,7266194046,77.713,6801.652740725163,0.048288604522999996
7266194044,1864654857,424.63,4.8,7266194044,1864654857,113.619,9676.20186615948,0.070599551649
2145233252,2145233411,262.01,861.5999999999999,2145233252,2145233411,14361.627,759784.8574544577,8.923898530617
8498824976,2145233411,0.0,28.2,8498824976,2145233411,472.476,0.0,0.293582884596
457495149,457498103,171.7,366.0,457495149,457498103,5329.037,189810.4500126516,3.3113090497270004
457495149,457498103,171.7,366.0,457495149,457498103,6098.027,211424.2141305896,3.789137135017
2145233137,2145233252,119.42,177.6,2145233137,2145233252,2961.537,71406.75474768094,1.8402132072269999
2145233252,2145233137,116.88,174.0,2145233252,2145233137,2899.037,68421.02275224304,1.8013775197269999
332043682,957449229,1120.11,3.5999999999999996,332043682,957449229,85.624,19241.381228319933,0.053204270504
1240885096,332043682,1150.4,505.79999999999995,1240885096,332043682,12539.105,2903148.828409501,7.791436212954999
2893545083,332043682,1254.51,3.5999999999999996,2893545083,332043682,85.673,21563.276648049963,0.053234717683000005
957449229,957449282,1120.11,6.6,957449229,957449282,165.476,37341.59513530774,0.102821987596
2893545083,957449229,0.0,0.6,2893545083,957449229,18.94,0.0,0.01176876674
1240885096,1240885110,1087.53,3.0,1240885096,1240885110,77.882,17127.107937971028,0.048393616222
1240885071,1240885096,970.25,2.4,1240885071,1240885096,56.688,11029.564742233222,0.035224279248
332043691,1242354386,2319.21,2.4,332043691,1242354386,55.208,25636.20400493884,0.034304650168
332043691,1242354373,38.89,3.0,332043691,1242354373,51.79,404.95110627442,0.03218080409
1238981528,332043691,2358.11,16.8,1238981528,332043691,363.181,171030.69722113028,0.22567014115099998
1242354386,958327297,2319.21,13.8,1242354386,958327297,305.662,141687.91053834307,0.18992950260199998
1242354373,1242354386,0.0,2.4,1242354373,1242354386,37.501,0.0,0.023302033870999998
1242354377,1242354373,0.0,41.4,1242354377,1242354373,690.877,0.0,0.429290932367
8714920785,440765871,199.57,60.0,8714920785,440765871,997.349,40204.743614140665,0.619723745479
440765875,440765871,781.44,5.3999999999999995,440765875,440765871,88.966,14060.723886288286,0.055280892385999994
1242354377,440765871,359.56,226.2,1242354377,440765871,3770.171,273719.39876371156,2.342674924441
8714920785,440765896,470.85,19.2,8714920785,440765896,324.129,30764.227730769227,0.20140436085900001
9006212934,8714920785,189.02,34.199999999999996,9006212934,8714920785,569.35,21733.56451810734,0.35377757885
7234970523,8714920785,10.55,13.2,7234970523,8714920785,215.779,460.95745513417415,0.134078813009
9083628074,440765875,781.44,298.2,9083628074,440765875,7414.886,1166457.989894871,4.607395128706
955219475,440765875,0.0,361.2,955219475,440765875,6021.618,0.0,3.7416587982780003
2267985628,1242354377,330.45,514.8,2267985628,1242354377,8578.448,572401.9205003598,5.330398812208
955219422,9083628074,8.95,451.2,955219422,9083628074,7517.182,13585.519245896263,4.670958896522
440765886,9083628074,496.96,18.6,440765886,9083628074,307.739,30911.84702751079,0.191220090169
955219390,955219475,8.95,108.60000000000001,955219390,955219475,1809.707,3270.5197346023488,1.124499448297
1250636433,955219475,15.71,18.0,1250636433,955219475,296.357,941.7198715556527,0.18414764544700002
440765886,8540826572,327.72,3.0,440765886,8540826572,50.231,3321.856593825952,0.031212086701
956664823,440765886,496.96,2.4,956664823,440765886,43.909,4366.001744031142,0.027283779239
8540826572,956664817,327.72,2.4,8540826572,956664817,38.57,2566.5479525654114,0.02396627947
8540826572,956664823,0.0,1.7999999999999998,8540826572,956664823,26.857,0.0,0.016688160947
440765896,7888011407,2066.25,4.8,440765896,7888011407,114.023,47262.79610106534,0.070850585533
7234970523,440765896,1595.39,9.0,7234970523,440765896,219.032,70221.56399085408,0.136100132872
2832387039,7888011407,0.0,0.6,2832387039,7888011407,14.981,0.0,0.009308758951
7888011407,3615178220,2041.2,16.8,7888011407,3615178220,393.475,160975.02302481042,0.24449395422500003
8261380346,879516580,10.68,233.4,8261380346,879516580,3892.502,8393.398318280935,2.418687860242
1967081697,879516580,674.12,187.20000000000002,1967081697,879516580,3115.38,424143.2263284825,1.93580678598
1243376462,879516580,823.88,562.1999999999999,1243376462,879516580,9209.266,1535855.9670122454,5.722370823686
385147021,879516580,28.61,156.6,385147021,879516580,2611.628,15085.79004988715,1.622789901988
597707518,8261380346,10.68,147.6,597707518,8261380346,2459.072,5303.233971857866,1.5279960277120002
597705531,8261380346,0.0,285.59999999999997,597705531,8261380346,3967.786,0.0,2.4654671546060003
1244827545,1967081697,600.62,225.0,1244827545,1967081697,3745.362,454300.53309228027,2.3272593313020002
7284923695,1967081697,85.16,1628.4,7284923695,1967081697,18094.987,355971.80446725123,11.243700167177002
2244392223,1243376462,0.0,76.8,2244392223,1243376462,1275.725,0.0,0.792698518975
597705531,1243376462,2482.57,245.39999999999998,597705531,1243376462,2653.113,1544020.7815463422,1.648567477923
2244392250,1243376462,2841.62,34.199999999999996,2244392250,1243376462,294.266,226176.90677609367,0.18284835868600002
1244827545,385147021,0.0,326.40000000000003,1244827545,385147021,5440.897,0.0,3.380815609787
597710340,385147021,28.61,225.0,597710340,385147021,3745.735,21642.060311458117,2.3274911026850003
955219342,8540593443,2183.85,1.7999999999999998,955219342,8540593443,34.188,14911.230493163337,0.021243431748000002
955219342,8728642897,0.0,1.7999999999999998,955219342,8728642897,32.337,0.0,0.020093274027
958327296,955219342,2183.85,13.8,958327296,955219342,311.643,136141.95621712945,0.19364592255299998
8540593443,1238981544,2183.85,16.8,8540593443,1238981544,374.45,163484.97634123598,0.23267237094999998
8728642897,8540593443,0.0,2.4,8728642897,8540593443,37.723,0.0,0.023439978233
967901388,8728642897,0.0,614.4,967901388,8728642897,15363.584,0.0,9.546485553664
2893545084,955219390,8.95,144.60000000000002,2893545084,955219390,2409.624,4354.691957899221,1.497270474504
9076700071,955219390,0.0,21.0,9076700071,955219390,354.635,0.0,0.220359904585
2893545084,957449214,15.71,8.4,2893545084,957449214,139.889,443.79544172524356,0.08692296781900001
957449282,2893545084,8.95,9.0,957449282,2893545084,149.106,269.68448322553337,0.092650144326
9076700071,9006184110,0.0,4.8,9076700071,9006184110,83.925,0.0,0.052148561175
9006184110,9076700071,0.0,4.8,9006184110,9076700071,79.114,0.0,0.049159145294000006
955219422,1244500128,33.35,3.5999999999999996,955219422,1244500128,60.973,409.73476668367954,0.037886853983
1244500128,955219422,8.95,4.8,1244500128,955219422,82.117,147.9139890276834,0.051025122407
1244500114,1244500128,8.95,90.6,1244500114,1244500128,1506.566,2723.4743155710994,0.936136421986
1250636433,1244500115,8.95,1.7999999999999998,1250636433,1244500115,26.484,49.03716167032916,0.016456389564
958323023,1250636433,15.71,1.7999999999999998,958323023,1250636433,25.39,83.48639902993146,0.015776609690000002
955615122,966783858,1326.83,2.4,955615122,966783858,66.366,17982.686026243675,0.041237907786
955615122,2941548810,0.0,1.7999999999999998,955615122,2941548810,29.376,0.0,0.018253394496
