fishnetid,CO2,fishnetid,CO2psqkm
0,2036326.8233489706,0,817023.2951025248
100,6315110.295347952,3,2534033.764651503
103,7905571.569875422,5,3172555.7597678727
105,365342.42148116056,7,146614.21926434027
108,2659701.319543624,9,1067354.9238025942
112,22275095.194289953,13,8939136.270337489
114,1314679.7384035024,15,527589.275418371
118,25080278.669522267,21,10065906.929583125
120,47291393.5052516,23,18980282.151802022
122,1202609.6990744043,25,482664.38595068076
124,8671088.14209843,27,3480119.4742133175
126,47172263.36796177,29,18932469.570041396
128,15609978.554456007,31,6265025.734857024
13,4825625.860350903,33,1936752.8338617985
130,4658920.075286178,35,1870037.9009028529
133,3882624.639728864,37,1558441.6804630994
135,202352.23030196805,39,81221.89989984389
137,14560703.429186124,41,5844501.909535682
143,7460568.123268381,43,2994587.785863837
146,27292424.909166526,45,10954871.120957296
148,23365183.922087517,47,9378520.942578243
15,4698437.37559458,49,1885899.6989411355
150,18184448.773047533,51,7299032.364391107
152,23357680.165817622,54,9376472.486285748
154,4320066.189619143,56,1734203.9739550182
156,6817777.3236736385,58,2736860.040866069
158,9853549.560059901,60,3955509.9515988505
160,6952466.8531504115,62,2790928.452556201
162,15638125.748888226,64,6277612.107911044
164,6784254.814297198,66,2723403.1014499096
166,11943885.030540435,68,4794633.224420238
169,41029168.86699313,70,16470337.391618546
171,27756290.960410405,72,11142206.617468512
173,10253113.774557523,74,4115906.996053019
175,14036738.68131379,76,5634767.370230626
177,49196263.32411954,78,19750884.67619561
179,32895889.720370784,80,13206753.527353717
181,5677375.283229447,82,2279302.8759922283
184,3216326.9509607535,87,1291262.7585330128
186,15218622.7089837,89,6109839.27937485
189,19584074.606553294,92,7862442.651298001
192,21347135.559119873,94,8570260.912260972
194,13638050.553536193,96,5475285.021473526
196,31303597.419650696,98,12567493.968245609
198,13150448.502192374,100,5279526.822927375
201,11525857.599458294,103,4627300.304121603
203,2267325.2633102885,105,910265.877391318
205,3099267.2197532277,108,1244394.6926583566
207,4352982.915051507,112,1747777.281738843
209,4294398.962502382,114,1724255.089406755
21,478876.8879092367,118,192275.08165573832
213,650562.2778020655,120,261208.92079937557
215,13172465.062432332,122,5288910.071535345
217,27079188.68314893,124,10872634.171073353
219,16270442.512833765,126,6532786.905615506
221,23872942.663440507,128,9585286.147385819
224,14895990.474311821,130,5980927.159162157
226,10335656.92145809,133,4149895.993551707
228,11510989.788461948,135,4622282.869783459
23,2474403.9821340106,137,993606.5750849602
230,4409083.388294456,143,1770484.6404755826
232,16311574.123334967,146,6549976.243143603
234,15339675.108288728,148,6159706.40093502
236,2605533.104994163,150,1046261.986084826
238,3029314.2639115034,152,1216432.9642002059
240,16992731.78868469,154,6823497.761810539
242,16703359.453039791,156,6707299.171186434
244,13971888.580935674,158,5610466.383257151
246,10847822.976931952,160,4355985.6486864025
249,18921004.35877906,162,7598586.155988926
25,3996269.3003114415,164,1604882.912402569
251,15209258.570281414,166,6107966.544665847
253,23029212.973877225,169,9248423.369517619
255,16372949.0620708,171,6575299.16048236
257,36419459.98141636,173,14625883.4454921
259,20075034.917581465,175,8062039.388243336
261,28817937.814832788,177,11573147.977334343
264,804150.6459255192,179,322943.10859950713
266,835775.5992303994,181,335643.5407655033
268,18338722.16231155,184,7364744.370786808
27,7185559.025250932,186,2885984.2387250043
270,4155583.367139459,189,1669034.8041297244
272,1903484.9625690973,192,764509.425268082
273,19205004.744289353,194,7713434.793581566
275,11041132.662076114,196,4434524.123801808
277,1416529.6545251545,198,568930.3006599975
279,7305383.846529899,201,2934110.284924599
281,2530058.3674355154,203,1016164.302015527
285,10087280.94116941,205,4051422.263118677
287,12095596.251778625,207,4858035.403783305
29,21699063.42763341,209,8716039.754698634
290,3850693.5049791103,213,1546739.461105776
292,23619768.537491836,215,9487545.038820965
294,5410727.4722441165,217,2173371.026228815
298,7707503.751650149,219,3095935.8837292828
3,3904800.561672546,221,1568473.0837905754
300,6769950.409253992,224,2719341.187290665
303,1218552.419617162,226,489465.8872258379
305,32747296.49154685,228,13153873.623698372
307,3291986.5351519873,230,1322319.076490705
308,5320308.037679915,232,2137051.5146126426
31,1617543.142399747,234,649731.7444651573
310,14096171.440209892,236,5662124.131388066
313,2593925.727851714,238,1041923.2995981858
315,2981695.348262173,240,1197805.5811587363
317,6160118.068834391,242,2474640.4114473686
320,2584104.4271749686,244,1038085.4995694275
322,10759236.307040825,246,4322196.53328783
324,8667688.826261766,249,3481980.8327788804
326,13049239.096976057,251,5242135.629095251
329,14831266.264158351,253,5958010.940716759
33,8084445.4703979865,255,3247680.5219728244
331,3818809.953035301,257,1534090.9586193492
334,4738780.831431475,259,1903661.3284737123
336,3745396.523205712,261,1504599.342033894
338,8385623.87620602,264,3368669.802655476
340,12323699.823773932,266,4951183.9214475835
342,24327755.72107034,268,9773947.328601982
345,2539965.460806079,270,1020459.4667524679
349,2455530.4554162673,272,986536.761146034
35,1344913.8462772772,273,540334.1453177563
351,2551094.2962755663,275,1024930.600585515
353,3260227.118768959,277,1309832.6250684834
355,2125006.3121811543,279,853744.9983614435
357,17128179.0420128,281,6881437.059426074
359,20414446.938863087,285,8202580.137302835
361,8797960.074995026,287,3535044.2153108474
363,6624673.746919979,290,2661811.8754538707
365,1421981.7534301828,292,571356.1244752025
367,837948.9237055036,294,336690.1497871103
369,791543.5555161653,298,318077.26479332976
37,2879073.0466566263,300,1156939.088745832
371,6199123.815603593,303,2491082.5609567724
373,9941783.806011725,305,3995049.139296026
375,16070971.200467227,307,6458028.148164098
