fishnetid,CO2,fishnetid,CO2psqkm
0,741033.7492266758,0,297320.5620204123
100,4032345.561708052,3,1618039.8007676972
103,3552684.7415878596,5,1425714.8063162263
105,211809.10021720998,7,85000.32855623365
108,1328424.8632115575,9,533105.2807440574
112,13441432.148994233,13,5394131.544683835
114,614797.0484479757,15,246721.9352706474
118,15031959.89542428,21,6033039.396027136
120,21162586.324261375,23,8493550.934415646
122,525557.2124256128,25,210931.06883521462
124,4874293.441586941,27,1956285.44550717
126,24990205.714720007,29,10029756.375106366
128,9350688.424848622,31,3752875.342905802
13,2104395.4498455566,33,844593.8348726202
130,2439186.3937372495,35,979061.8705505524
133,1514775.4926726446,37,608013.7750555072
135,130981.20741350194,39,52574.377368731555
137,9770903.269232042,41,3921930.2207920235
143,4312682.94212325,43,1731062.2260128674
146,15929332.258353762,45,6393854.064413443
148,12331769.381792897,47,4949832.956241373
15,1786221.4749791073,49,716969.1266724598
150,9870432.382028244,51,3961880.082597863
152,13390174.950824557,54,5375217.32131159
154,2224753.086232054,56,893082.5301897647
156,4115595.4040006525,58,1652123.2757880874
158,5537025.112133412,60,2222727.7388518364
160,2803773.475162535,62,1125518.6585762214
162,9172401.243342504,64,3682076.6138115274
164,4115524.1284805443,66,1652094.6636579046
166,6851628.093377268,68,2750448.7538081487
169,25091827.833149802,70,10072611.305486314
171,15109557.220248181,72,6065428.867516783
173,5504926.210914006,74,2209842.2783994125
175,7730560.686031972,76,3103278.624487692
177,28199255.337136533,78,11321189.913326515
179,19107477.961471356,80,7671102.806811419
181,2861173.210756216,82,1148678.747246556
184,1579565.5020331587,87,634150.1155004337
186,10101681.483599974,89,4055534.557657377
189,10363857.826665927,92,4160790.8183264327
192,13349226.741004355,94,5359330.568286111
194,7834480.285173968,96,3145318.4887425285
196,17321813.138532747,98,6954209.7420705
198,7791044.692460927,100,3127880.347625858
201,6637975.4283901015,103,2664956.204212073
203,1227989.9550107874,105,493002.6458548953
205,1379178.455462312,108,553757.4621728497
207,1937780.854549631,112,778043.3373307305
209,1737976.0467064886,114,697819.1989070538
21,331058.2788135344,118,132924.0545928062
213,274279.6745154962,120,110126.7322468313
215,8373919.596857573,122,3362233.832781876
217,17748493.15566492,124,7126242.792105095
219,10454546.187322848,126,4197631.526175382
221,14731663.549377693,128,5914947.83607243
224,7399556.609566422,130,2971014.862572155
226,5802651.590663892,133,2329837.4521389795
228,6772003.578569059,135,2719324.463888219
23,1523291.083704885,137,611683.4791189309
230,2081650.3988330557,143,835894.8410362117
232,10139663.731459184,146,4071621.540162167
234,7893936.579973378,148,3169841.038808128
236,1455895.0474417522,150,584620.3377526774
238,1391278.496252155,152,558673.309463364
240,9060826.232855337,154,3638410.132572819
242,7988271.142592282,156,3207721.4505595113
244,9133883.680887755,158,3667746.6359218573
246,7117111.40798707,160,2857903.85953202
249,9504998.01202096,162,3817162.3946238155
25,2233654.378843517,164,897025.0689911623
251,7407141.935516664,166,2974673.2836885485
253,14504942.08248736,169,5825116.363348755
255,11703983.481203172,171,4700264.592927362
257,21830546.549835652,173,8767044.58419234
259,11483453.714323798,175,4611700.878132333
261,17013937.67311108,177,6832717.165025938
264,516156.5172787487,179,207286.02415290874
266,447954.66063964996,181,179896.480033576
268,8574732.298846746,184,3443572.0695261033
27,3504901.4265623307,186,1407697.0545782181
270,1905782.1844705867,189,765432.0738994904
272,840238.0613397756,192,337470.44499697274
273,10257447.901434027,194,4119767.560057384
275,5465256.826158162,196,2195047.734696243
277,746829.2533869296,198,299954.03930568555
279,3212304.198020407,201,1290179.2682933689
281,1189374.8454693395,203,477696.5919984772
285,4564639.902920773,205,1833326.9226532702
287,5926535.596471249,207,2380314.2193346317
29,9192253.997264145,209,3692327.622463655
290,2086901.3824088306,213,838262.6961699576
292,12520138.153508296,215,5029065.9891574215
294,3699477.393053582,217,1485999.25231799
298,4579264.808382236,219,1839390.637770886
3,1777710.3135399371,221,714067.398200226
300,3653401.5412571034,224,1467491.589195614
303,612494.2947976346,226,246025.5780527489
305,15492659.3032505,228,6223062.799171113
307,1582281.3831702382,230,635567.8660895574
308,2432562.847727301,232,977107.3556848117
31,617099.4998829132,234,247875.38833286578
310,9082311.585201224,236,3648166.1572773503
313,1822830.3275933983,238,732191.1221824811
315,2030495.669439807,240,815689.9888485165
317,2514557.053788134,242,1010146.9537858366
320,1398760.5714758127,244,561909.5928742705
322,6280044.088646799,246,2522817.048927646
324,5376504.618347315,249,2159847.498414003
326,7562831.47563728,251,3038137.9359098687
329,8798127.846040474,253,3534380.7488111756
33,3075919.086595213,255,1235657.1073770802
331,1985845.6615140499,257,797753.2037489174
334,2304879.7619927386,259,925915.4676629867
336,2009862.695872977,261,807401.3181388478
338,5270903.498852981,264,2117425.4547332027
340,8319567.806976143,266,3342479.2025386193
342,15975702.697976938,268,6418416.827993424
345,1035843.7327556006,270,416161.7783696975
349,1422180.3376542027,272,571376.8204259982
35,900121.4188670127,273,361633.8242720721
351,1726961.5856987115,275,693826.0878096129
353,2090264.6861073289,277,839787.1624126986
355,1300001.410086781,279,522290.0729105213
