Origin,Destination,Demand,EstimatedTT,ObservedTT,FFTT
0,3,57.4186654769112,16.083111133570252,20.914008877746106,13.65998177142857
0,4,32.93387575882106,13.352722830279545,18.27954538854775,10.947310114285711
0,6,68.90093014819806,5.653387925130695,6.443057582903632,3.660105742857142
0,8,65.48512355517362,2.400145374624313,3.809190791470077,2.1444407999999995
0,10,28.766072472238456,2.9405375432284653,3.7632680179904607,2.8423536
0,12,28.766072472238456,12.392760081675886,27.68715560544242,11.215165200000003
0,14,18.553335981720753,27.41132557725635,31.737591696165794,22.02692491428571
0,16,33.88238791734531,14.274879519060233,19.561391811924377,12.226957199999998
0,18,37.588478502083575,10.384840047367904,13.702717975881825,8.382037199999996
0,20,43.000761373249624,7.8506127878367495,10.857801515926516,6.6851819999999975
0,22,41.05575100680304,6.304035809355144,7.619522169204773,5.1572304
0,24,30.688877574555576,7.6347740357046625,11.036402908353528,7.325053200000001
0,27,0.8733722559326617,29.213928338242134,33.58936773356663,21.167478199999998
0,28,16.66457079364736,26.650688525830436,30.84909124367219,21.438333171428567
0,30,16.800938381311582,24.385038929906955,29.792224210587644,19.671325199999995
0,32,21.538400692371003,21.14449861641677,26.217206424936762,16.52910719999999
0,34,27.370332046850205,19.663170510320658,24.146860346298144,15.165211199999995
0,36,28.766072472238456,16.30348318830622,19.319534273065816,12.152595599999993
0,38,25.927161155033623,21.08669918727302,24.37382724280796,15.979707599999994
0,40,28.766072472238456,17.244998013080707,19.616656998348148,13.420887599999995
0,42,34.96389825788856,13.599061950467265,17.10406270403015,11.219829599999997
0,44,34.866048169610266,11.59003200131148,15.242768459341509,9.439843199999997
0,46,30.860519058132,15.452352570694654,18.125942277350227,12.169013999999995
0,48,33.92846573676946,13.80145055082128,20.021977105893388,11.248819
0,50,33.513324724894105,13.461002582312256,15.675529612606613,10.535412
0,52,67.77624830688981,12.075151710400496,14.457785365297601,9.8131032
0,56,43.52227123784395,26.140890325228035,27.407324106759802,18.878785399999998
0,59,0.7450446118064861,31.111414538069393,35.09019273356663,22.668303199999997
0,61,16.11431246358881,26.135886834668284,29.037653716355916,20.248824299999995
0,63,20.53245788126909,22.5528953708205,25.11371874948365,16.850917199999994
0,65,24.186650775683777,20.992666982704154,24.188326902212687,15.976101599999994
0,67,30.217977218541435,17.613847194328134,21.39824723663986,13.696497599999995
0,69,28.340640442831976,18.090267883274148,21.865811752810906,12.317974599999996
0,71,48.074339858517405,21.835431346363265,26.938619468333286,14.622456999999997
0,73,26.838999331622947,20.642670556245488,26.760956478377523,14.274034599999995
0,75,48.34338863559801,16.23820627966625,20.28253737260495,12.9186864
0,77,27.66269361081494,17.12681291491998,22.89588159151145,14.765337200000001
0,80,20.45363619753978,23.366190361528083,24.9665456794374,16.6269206
0,82,1.124036306712661,26.952024916607694,28.936366780838824,19.899768028571426
0,84,0.692895795068627,34.326691351131664,39.71596499963739,25.831290399999997
0,86,13.203093351667333,31.762726132324733,34.21939142197755,23.835519771428565
0,88,15.386463516772523,27.770868196725612,30.24797483008954,20.972043599999996
0,89,20.562880666670164,24.421072851538117,26.858833378707722,18.043983199999996
