Total System Travel Time (hr),17269.786681261943
Fitness,14.318175662242583
Total Demand,79192.59882219158
Average Time (min),13.0844
Average Distance (m),8221.9156
Congestion (%),42.2821
Weighted Link Congestion,1.2655
Weighted VC Ratio,0.787
Non-Zero Weighted Link Congestion,1.2932
Non-Zero Weighted VC Ratio,0.869
Total Vehicle Kilometres Travelle,673465.582
