From,To,Volume,EstimatedTT,OTT
442874,26384674,2130.6229124217966,0.7608448514731523,0.548816693811075
442928,1803689295,0.0,0.0264788571428571,0.0367761904761904
26384674,264670999,698.6948984084266,0.483708814373826,0.6350923439340399
26384674,534589,1431.9280140133706,0.69985286356114,0.5008016157989227
1803689298,1803689295,0.0,0.0373765714285714,0.1903436507936507
1803689295,139470345,0.0,0.5937951428571429,0.5937951428571429
442936,15866840,679.0576777036569,0.4301719512595613,0.3128304
15866840,1803689315,2174.2185263726465,0.7705855951964679,0.5183262857142857
264670999,534589,386.67473002332616,0.339591418736584,0.3267072000000001
534589,534591,1818.6027440366965,0.39346725704127133,0.3658883999999999
534591,534626,1520.5235609073457,0.6743157742477138,0.880032199754902
8083440,534911,1544.714884189114,0.04211765919184215,0.0325270833333333
534626,534624,48.9100933504685,0.07004185040853317,0.2779428571428571
534626,534625,1471.6134675568774,0.08203587406469731,0.2264351457399103
534608,30409417,1364.5736842445826,0.8799175033396658,1.837562030598053
30436919,30436908,1019.4843179889534,1.3034134476382573,1.7805753302611365
30409417,30409422,584.7853690193269,0.02040833088304713,0.0310764705882352
30409417,30403571,2403.736556388472,0.22066245662871417,0.2074212765957447
534624,534608,1073.7535907847055,1.2348955600521665,1.6295515507672214
534625,30436908,1488.6284618181699,0.021952543955476526,0.0303245232923002
534625,534624,1024.843497434237,0.0705488963379911,0.0676356
30436908,30436907,1466.4840605968225,0.0212576517898468,0.0210204
30436908,534628,1024.6137249490087,0.4091899506731091,0.3648539999999999
534628,534629,1477.4755932920161,0.2359872194737474,0.2137992
534629,3595409680,1870.2032236253995,0.6804967439700527,0.6275904
11769656,11769730,1108.401524591992,0.19934874612765108,0.2164473084886128
3595409680,3855350,1522.9779712779027,0.011669927545215997,0.0161203703703703
3595409680,7128283652,347.22525234749645,0.04359836329150184,0.0545530303030303
3160432771,30409397,525.2866986097564,0.16435652858497352,0.4814775956284154
30409405,30409419,1124.7935283174634,0.7224257327533191,1.4420141791044772
534736,140605768,2038.0280731198482,0.1541477809486329,0.1752185277088502
534306820,2021890013,1460.5873677148895,0.1876993463745848,0.6066588235294118
140605768,534324288,2038.0280731198482,0.5363607719844526,0.2637679012345679
534329195,2021890013,1208.217439904043,0.019909874267183686,0.1119583333333333
534329195,534306820,2038.0280731198482,0.3257448014978311,0.5002076771653542
3853550,3564765835,312.0365405349962,0.39946922823810527,0.3951336
534742,534770,1825.9006972617715,0.5802386670199272,0.5344236
534770,29138173,2717.173369797047,0.09871465208602832,0.0694968
534743,534744,652.4959673923205,0.08049706677812087,0.0609936
534744,534747,2420.6021371032934,0.0550597640441938,0.044526
247994358,534742,731.656917306843,0.06369598840761818,0.194051724137931
534747,277692998,137.86478295991188,0.014264601208345941,0.0609589743589743
534747,2287846802,2282.737354143381,0.36873054302327823,0.3511436046511628
277692998,288154283,2073.5986965277775,0.08417289713997121,0.0639479166666666
2287846802,29510418,0.0,0.0428807999999999,0.3225986111111111
2287846802,2287846804,2282.737354143381,0.22470768842008151,0.1330127659574468
534749,25235133,2566.4339949392825,0.12400061099011937,0.0496333333333333
534749,7095690293,575.1263282945778,0.8259469892193114,1.6887413008130083
25235133,25235132,1201.4395729656974,0.013167931494130286,0.0132444444444444
25235133,534751,1438.1336835808524,0.9581189619832612,1.4736007407407403
7095690293,7095690318,1414.110728231843,0.01696109016039547,0.0131556
534751,534754,762.1020346807954,0.8197241560872979,0.5139108
534754,3098430373,1079.5693128324046,0.175775442178535,0.15288
29510455,25235132,1401.465430393079,0.7169710587695932,0.6614027999999998
3098430373,16574394,717.302043494759,0.028772138126885498,0.0196128
3098430373,2260849842,1222.9471417573634,1.0053982613718269,0.4870857132132131
534758,25873172,1661.2912115424854,0.03271239089653207,0.1611133333333333
534758,2202559858,1570.1485618104352,0.6462399966898222,1.2960143410852711
25873172,25873173,2405.9128955925776,0.019195000540550754,0.0152532
25873172,3100041009,949.7095708163412,0.34924374427286403,0.2316304635761589
2202559858,25873172,1694.3312548664337,0.6552516484544336,1.1796776375404532
534769,546378258,1704.4635773144596,0.5962608085389807,1.2958750000000003
534769,534770,891.2726725352754,0.04221225407538955,0.1819342872284049
546378258,247994363,1041.944698989058,0.05864311187097854,0.1507767857142857
546378258,290077155,662.5188783254014,0.24099176605977798,0.218118771043771
29138173,1775338888,298.89583219051275,0.08758938011119044,0.0871548
29138173,534773,2418.2775376065347,0.7955189606721585,0.6294768000000001
534773,2544089666,3118.338378301629,0.04060468826947533,0.0234804
534773,335716508,1016.6804754691818,0.2895840876496456,0.2590668
2544089666,2544089665,1989.7002017896039,0.06019545014315088,0.0373427999999999
