From,To,Volume,EstimatedTT,OTT
442874,26384674,2146.4534248869472,0.7679280487686079,0.548816693811075
442928,1803689295,0.0,0.0264788571428571,0.0367761904761904
26384674,264670999,717.075249996237,0.49937862317043524,0.6350923439340399
26384674,534589,1429.378174890711,0.6982782409194005,0.5008016157989227
1803689298,1803689295,0.0,0.0373765714285714,0.1903436507936507
1803689295,139470345,0.0,0.5937951428571429,0.5937951428571429
442936,15866840,665.3371713150882,0.4209718826486926,0.3128304
15866840,1803689315,2132.2021446228587,0.7516441207134655,0.5183262857142857
264670999,534589,384.42417856197665,0.3392940688053095,0.3267072000000001
534589,534591,1813.8023534526874,0.39317721893365787,0.3658883999999999
534591,534626,1573.2831472069686,0.6778177048947363,0.880032199754902
8083440,534911,1545.102692288634,0.04212232701298429,0.0325270833333333
534626,534624,39.25153722899196,0.07004170386801621,0.2779428571428571
534626,534625,1534.0316099779766,0.0825001193893227,0.2264351457399103
534608,30409417,1310.1747713381608,0.8764757229217033,1.837562030598053
30436919,30436908,1086.110601290098,1.3044010284083059,1.7805753302611365
30409417,30409422,556.6173779130511,0.020159336675018614,0.0310764705882352
30409417,30403571,2417.4903172745603,0.2217055074284679,0.2074212765957447
534624,534608,1045.4827960060643,1.2336269216465432,1.6295515507672214
534625,30436908,1566.088092876736,0.022114182678895793,0.0303245232923002
534625,534624,1006.2312587770723,0.07034295796671103,0.0676356
30436908,30436907,1613.61033600866,0.02136817213224917,0.0210204
30436908,534628,1006.5318752594151,0.4061421553795198,0.3648539999999999
534628,534629,1458.224220934991,0.23485319458333453,0.2137992
534629,3595409680,1817.1326174829712,0.6747422831546868,0.6275904
11769656,11769730,1124.3296202564743,0.1997213639846802,0.2164473084886128
3595409680,3855350,1406.298303819093,0.011335797198748205,0.0161203703703703
3595409680,7128283652,410.834313663878,0.04397497106514731,0.0545530303030303
3160432771,30409397,527.4996046779595,0.16458223932137286,0.4814775956284154
30409405,30409419,1175.0490342117123,0.7229627825050261,1.4420141791044772
534736,140605768,2015.7772505020152,0.15148230091273357,0.1752185277088502
534306820,2021890013,1658.7682403906797,0.1890673931207766,0.6066588235294118
140605768,534324288,2015.7772505020152,0.527086172499686,0.2637679012345679
534329195,2021890013,1217.1159549040913,0.02002270382376085,0.1119583333333333
534329195,534306820,2015.7772505020152,0.32011211408678236,0.5002076771653542
3853550,3564765835,337.1849079133938,0.40104516854828925,0.3951336
534742,534770,1803.4254938755162,0.5780242061727346,0.5344236
534770,29138173,2789.714424205939,0.10196198483342864,0.0694968
534743,534744,579.4260294677172,0.07312169223849839,0.0609936
534744,534747,2332.1028529797595,0.05360171265744738,0.044526
247994358,534742,722.3292428271783,0.06321211928094214,0.194051724137931
534747,277692998,156.09198642399824,0.014264730639743223,0.0609589743589743
534747,2287846802,2176.0108665557614,0.35860020930634123,0.3511436046511628
277692998,288154283,2111.142575029404,0.0849546021422747,0.0639479166666666
2287846802,29510418,0.0,0.0428807999999999,0.3225986111111111
2287846802,2287846804,2176.0108665557614,0.19534743795251455,0.1330127659574468
534749,25235133,2414.507616118962,0.1017882447567366,0.0496333333333333
534749,7095690293,615.4461560655487,0.8548478532140873,1.6887413008130083
25235133,25235132,1139.765472948813,0.012840133557206826,0.0132444444444444
25235133,534751,1366.8324079411536,0.9016057051992646,1.4736007407407403
7095690293,7095690318,1550.5756392686144,0.018656690141065017,0.0131556
534751,534754,853.6145861899543,0.9952500472269679,0.5139108
534754,3098430373,1199.5078859682715,0.18777468973788566,0.15288
29510455,25235132,1326.1038482032304,0.7059486624136655,0.6614027999999998
3098430373,16574394,754.3136044616767,0.030813974977277968,0.0196128
3098430373,2260849842,1321.8254404887894,1.298003036257501,0.4870857132132131
534758,25873172,1513.1771475187613,0.029090033560477194,0.1611133333333333
534758,2202559858,1427.3514210640483,0.637063792700325,1.2960143410852711
25873172,25873173,2360.6455777902834,0.018906608178530192,0.0152532
25873172,3100041009,915.5807838242035,0.32617951758870384,0.2316304635761589
2202559858,25873172,1763.0492140957253,0.6620017781319855,1.1796776375404532
534769,546378258,1594.1697080577305,0.5877048299632491,1.2958750000000003
534769,534770,986.2889303304222,0.04271937102762828,0.1819342872284049
546378258,247994363,890.4634523780312,0.04704018334203509,0.1507767857142857
546378258,290077155,703.7062556796993,0.2414826987697979,0.218118771043771
29138173,1775338888,344.92471403056913,0.08792550408557401,0.0871548
29138173,534773,2444.7897101753697,0.8029210251509452,0.6294768000000001
534773,2544089666,3017.1794903698,0.03848844622676655,0.0234804
534773,335716508,990.4738447631306,0.2865571357854661,0.2590668
2544089666,2544089665,1990.5569225514926,0.060234834947861624,0.0373427999999999
2544089666,16574602,1026.6225678183082,0.04440986340302091,0.0316623188405797
335716508,534799,990.4738447631306,0.5125475298158928,0.6656388225934764
