Capacity Factor A,Capacity Factor F,FFTT Factor,TSTT,Fitness Function,Fitness,Total Demand,Average Time (min),Average Distance (m),Congestion (%),Weighted Link Congestion,Weighted VC Ratio,Vehicle Kilometres Travelled
0.6,0.7,1.0,17268.76289715302,MODT,13.999157993334354,79191.96305707104,13.0837,8232.6594,41.2755,1.2657,0.7864,673578.0924
