Origin,Destination,Demand,EstimatedTT,ObservedTT,FFTT
0,3,57.4186654769112,15.868929877461873,21.93283681775781,13.56516237142857
0,4,32.93387575882106,13.130769253298839,19.298373328559453,10.852490714285713
0,6,68.90093014819806,5.4909017979665995,6.443057582903632,3.660105742857142
0,8,65.48512355517362,2.273375479350455,4.828018731481783,2.0496213999999995
0,10,28.766072472238456,2.970749217102404,4.889871213687452,2.941969
0,12,28.766072472238456,12.433289758293878,28.81375880113941,11.314780600000002
0,14,18.553335981720753,26.196497131341765,33.33787170545727,21.09415271428571
0,16,33.88238791734531,14.066062461042856,20.58021975193608,12.132137799999999
0,18,37.588478502083575,10.164180525428195,14.721545915893529,8.287217799999997
0,20,43.000761373249624,7.676323793241243,11.87662945593822,6.590362599999998
0,22,41.05575100680304,6.1186906773721566,8.638350109216479,5.062411000000001
0,24,30.688877574555576,7.68781265911231,12.163006104050519,7.4246686
0,27,0.8733722559326617,29.691782664276584,37.88351105057415,25.527367200000008
0,28,16.66457079364736,25.435053364235777,32.449371252963665,20.505560971428565
0,30,16.800938381311582,23.538055082958987,30.836631576319295,18.56699214285714
0,32,21.538400692371003,20.842363232038302,27.032335066245338,15.595529799999992
0,34,27.370332046850205,19.361497510560913,24.96198898760672,14.231633799999992
0,36,28.766072472238456,15.273001712903339,20.338362213077524,12.057776199999994
0,38,25.927161155033623,19.874588043525808,25.974107252099436,15.046935399999992
0,40,28.766072472238456,16.974636588345184,22.700007025480627,13.450203399999994
0,42,34.96389825788856,13.482039625442097,19.678858061673374,11.353400199999994
0,44,34.866048169610266,11.361579337371568,16.013005507330096,9.186871
0,46,30.860519058132,15.740068459701247,19.14477021736193,12.074194599999997
0,48,33.92846573676946,13.492054728215656,21.040805045905095,11.1539996
0,50,33.513324724894105,13.726475127925427,16.694357552618317,10.440592599999999
0,52,67.77624830688981,11.91929597850384,15.476613305309307,9.718283800000002
0,56,43.52227123784395,26.99480241348163,29.832204850828013,18.152785628571426
0,59,0.7450446118064861,31.608906407909014,39.38433605057415,27.028192200000007
0,61,16.11431246358881,25.87234932306122,32.33263318048365,20.137692099999995
0,63,20.53245788126909,22.251854357806984,28.40869821361138,16.739784999999994
0,65,24.186650775683777,20.360851683588454,26.413932464004198,15.599619399999995
0,67,30.217977218541435,17.874515139049688,23.781676614331513,14.062695399999997
0,69,28.340640442831976,17.947729477309846,23.637160015462033,13.039082000000004
0,71,48.074339858517405,21.512706440425756,28.709967730984413,15.343564400000004
0,73,26.838999331622947,20.253280777974307,29.412268352090706,15.104346800000002
0,75,48.34338863559801,16.221779967987565,21.407592316480688,12.7491922
0,77,27.66269361081494,17.224608257657568,23.305904462727216,13.5516714
0,80,20.45363619753978,24.0178287565675,25.376568550653165,15.413254799999999
0,82,1.124036306712661,27.52282729743931,29.34638965205459,18.686102228571425
0,84,0.692895795068627,34.824183220971285,44.01010831664491,30.191179400000006
0,86,13.203093351667333,31.701908355530648,37.514370886105276,23.724387571428565
0,88,15.386463516772523,27.71150193862698,33.54295429421727,20.860911399999996
0,89,20.562880666670164,23.99305194756754,30.220939957182317,18.170480799999996
0,91,22.724261953722266,23.525656161126072,31.951429232649474,16.748309600000002
0,93,23.35688059802211,28.961258575433774,32.24034704937313,17.628717200000004
0,95,21.003021024280066,27.863769637928627,33.27921212878964,20.869500799999997
0,97,18.901128779639855,27.539691101662132,32.79090819744965,20.547263599999997
0,99,28.766072472238456,27.862660141331983,37.628519569464814,20.140469
