From,To,Volume,EstimatedTT,OTT
442874,26384674,2133.923617628765,0.7623087567654389,0.548816693811075
442928,1803689295,0.0,0.0264788571428571,0.0367761904761904
26384674,264670999,710.0842878238669,0.49327449867233586,0.6350923439340399
26384674,534589,1423.8393298048982,0.6948867093908111,0.5008016157989227
1803689298,1803689295,0.0,0.0373765714285714,0.1903436507936507
1803689295,139470345,0.0,0.5937951428571429,0.5937951428571429
442936,15866840,675.1115544903587,0.42746806555529143,0.3128304
15866840,1803689315,2169.806774376496,0.7685443601522091,0.5183262857142857
264670999,534589,385.50140428306275,0.3394357456075263,0.3267072000000001
534589,534591,1809.3407340879612,0.392909706155107,0.3658883999999999
534591,534626,1506.6663529860086,0.6734543756010825,0.880032199754902
8083440,534911,1540.2544124836838,0.04206422330253732,0.0325270833333333
534626,534624,35.040733295817276,0.07004166597021531,0.2779428571428571
534626,534625,1471.6256196901913,0.08203595889783073,0.2264351457399103
534608,30409417,1371.3791743989075,0.8803781335612971,1.837562030598053
30436919,30436908,1053.5615603549963,1.30389514744052,1.7805753302611365
30409417,30409422,556.3361443357983,0.02015703337506761,0.0310764705882352
30409417,30403571,2393.092682672917,0.21986744702102987,0.2074212765957447
534624,534608,1095.345262752644,1.235934407290748,1.6295515507672214
534625,30436908,1489.2729281841134,0.021953789069964143,0.0303245232923002
534625,534624,1060.304529456827,0.07097352773392947,0.0676356
30436908,30436907,1505.850947443222,0.021284171613440872,0.0210204
30436908,534628,1019.3362326019659,0.4082835366061017,0.3648539999999999
534628,534629,1464.2098842772327,0.2352010154013734,0.2137992
534629,3595409680,1840.145889720279,0.6771766847413545,0.6275904
11769656,11769730,1072.8753840014792,0.19857363488309376,0.2164473084886128
3595409680,3855350,1472.905814565826,0.011516732854705563,0.0161203703703703
3595409680,7128283652,367.24007515445317,0.04369695697079845,0.0545530303030303
3160432771,30409397,543.4792488937879,0.1662984599089319,0.4814775956284154
30409405,30409419,1081.1332733208205,0.722014053597018,1.4420141791044772
534736,140605768,2042.1598930186376,0.1546524538113391,0.1752185277088502
