From,To,Volume,EstimatedTT,OTT
442874,26384674,2145.7022793960214,0.767588393861757,0.548816693811075
442928,1803689295,0.0,0.0264788571428571,0.0367761904761904
26384674,264670999,715.5371702251446,0.49802023486587266,0.6350923439340399
26384674,534589,1430.1651091708768,0.6987633047425411,0.5008016157989227
1803689298,1803689295,0.0,0.0373765714285714,0.1903436507936507
1803689295,139470345,0.0,0.5937951428571429,0.5937951428571429
442936,15866840,666.8915388823422,0.4219859944980156,0.3128304
15866840,1803689315,2135.986468765309,0.7533049458805536,0.5183262857142857
264670999,534589,378.2119728010731,0.33849997512031615,0.3267072000000001
534589,534591,1808.3770819719498,0.3928521861023267,0.3658883999999999
534591,534626,1563.5669395136285,0.6771456842791901,0.880032199754902
8083440,534911,1542.543330247279,0.042091586341736674,0.0325270833333333
534626,534624,38.81670898982846,0.07004169934133776,0.2779428571428571
534626,534625,1524.7502305238002,0.08242739193394677,0.2264351457399103
534608,30409417,1292.2039556584584,0.8754289210253109,1.837562030598053
30436919,30436908,1071.545605309691,1.3041689445979971,1.7805753302611365
30409417,30409422,542.9535183512432,0.02005140165623868,0.0310764705882352
30409417,30403571,2395.360692178395,0.220035961998762,0.2074212765957447
534624,534608,1028.032577028793,1.2328935269435495,1.6295515507672214
534625,30436908,1557.146442408868,0.02209425241196539,0.0303245232923002
534625,534624,989.2158680389643,0.07016442490790135,0.0676356
30436908,30436907,1594.3788898817513,0.021351886809600998,0.0210204
30436908,534628,1001.9169459517403,0.40539012565284777,0.3648539999999999
534628,534629,1452.9186820354028,0.23454845504814206,0.2137992
534629,3595409680,1809.6176903874002,0.673967103873155,0.6275904
11769656,11769730,1138.4469725104632,0.20006513052501465,0.2164473084886128
3595409680,3855350,1398.9583545736843,0.011317365512785399,0.0161203703703703
3595409680,7128283652,410.65933581371587,0.04397366185641865,0.0545530303030303
3160432771,30409397,522.1494334472067,0.16404138794172746,0.4814775956284154
30409405,30409419,1156.2696549620307,0.7227538319291931,1.4420141791044772
534736,140605768,1996.324097419521,0.1492231590072117,0.1752185277088502
534306820,2021890013,1648.1361129629358,0.1889802998407212,0.6066588235294118
140605768,534324288,1996.324097419521,0.5192254359453796,0.2637679012345679
534329195,2021890013,1207.4922637981897,0.019900788472579905,0.1119583333333333
534329195,534306820,1996.324097419521,0.3153380996505001,0.5002076771653542
3853550,3564765835,338.4207852423948,0.4011323164517839,0.3951336
534742,534770,1815.2164246847042,0.5791756937150457,0.5344236
534770,29138173,2675.5917337706064,0.09696677537368033,0.0694968
534743,534744,596.8775079582102,0.07465016078407652,0.0609936
534744,534747,2309.2966299893055,0.05325187170942214,0.044526
247994358,534742,722.0040049183624,0.06319558218493153,0.194051724137931
534747,277692998,156.299675480523,0.014264732402996645,0.0609589743589743
534747,2287846802,2152.996954508782,0.35660204239167353,0.3511436046511628
277692998,288154283,2279.962249289345,0.08902136534054825,0.0639479166666666
2287846802,29510418,0.0,0.0428807999999999,0.3225986111111111
2287846802,2287846804,2152.996954508782,0.18955624856725645,0.1330127659574468
534749,25235133,2384.221092277474,0.09783213114986686,0.0496333333333333
534749,7095690293,571.2160201733245,0.8234478763556826,1.6887413008130083
25235133,25235132,1123.5946239048924,0.012762526766588195,0.0132444444444444
25235133,534751,1351.6965578714476,0.8906910045142874,1.4736007407407403
7095690293,7095690318,1417.9028836478353,0.017002074680602056,0.0131556
534751,534754,852.2659604505571,0.9922153767868758,0.5139108
534754,3098430373,1186.1414528008117,0.186245131899242,0.15288
29510455,25235132,1468.867181752666,0.7284572092582504,0.6614027999999998
3098430373,16574394,754.3841746659358,0.030818167292715325,0.0196128
3098430373,2260849842,1299.9013546089209,1.227160765295471,0.4870857132132131
534758,25873172,1503.349811320379,0.028884255236720398,0.1611133333333333
534758,2202559858,1411.3959789531666,0.6361948636885447,1.2960143410852711
25873172,25873173,2398.3970448919945,0.01914597557373777,0.0152532
25873172,3100041009,904.3963719209937,0.3191607524450491,0.2316304635761589
2202559858,25873172,1799.4436054926089,0.6659117225686091,1.1796776375404532
534769,546378258,1653.2754741916626,0.592076326344159,1.2958750000000003
534769,534770,860.375309085903,0.0420786518031737,0.1819342872284049
546378258,247994363,952.7578314851734,0.05116048167487062,0.1507767857142857
546378258,290077155,700.5176427064893,0.24144146912197575,0.218118771043771
29138173,1775338888,308.2435200384798,0.08764634833768567,0.0871548
29138173,534773,2367.348213732128,0.7819671568953046,0.6294768000000001
534773,2544089666,3001.2125403674536,0.038173268137087185,0.0234804
534773,335716508,1019.1575588447417,0.2898825908151835,0.2590668
2544089666,2544089665,1992.0022751772672,0.06030139545039941,0.0373427999999999
2544089666,16574602,1009.2102651901869,0.04320661172561425,0.0316623188405797
335716508,534799,1019.1575588447417,0.5138204449619901,0.6656388225934764
534774,534804,594.8556382670257,0.1479407345028622,0.960157258064516
244038933,534778,874.8537168142435,0.08490008576722807,0.1623661971830986
534804,18630111,3250.752390272836,0.8596973360214459,1.243449017199017
534804,16574613,369.32024150562717,0.04893179119374456,0.285515
534778,244038915,1204.4033456381308,0.022416320571115363,0.0338470588235294
534778,30058360,1387.6071254467345,0.24817731361283293,0.5582252808988766
244038915,534787,1775.0407835662627,0.24387797578552128,0.2968783783783784
244038915,244038942,1155.295848440368,0.0405507090528048,0.0205038461538461
30058360,30056676,1470.2656697558218,0.8684338853182964,0.7344312000000001
30058360,30056684,796.9437967538859,0.021999933433477337,0.0216588
534787,244038955,704.1098106872973,0.05394479177048908,0.046764
