fishnetid,CO2,fishnetid,CO2psqkm
0,1070274.3681045983,0,429419.81653734593
100,4717701.502739497,3,1893049.2644436592
103,4589015.255164486,5,1841600.7812657307
105,250270.304142598,7,100435.0524041406
108,1737515.398846977,9,697275.8942949162
112,15646730.001528962,13,6279131.489624314
114,777578.6184786146,15,312047.2065707294
118,17798524.85072384,21,7143393.300847689
120,27969249.289114896,23,11225388.04069154
122,683562.1587634503,25,274345.9576890291
124,5834263.212381559,27,2341566.904910022
126,30424178.33875849,29,12210667.656520925
128,11089969.014711125,31,4450931.244623575
13,2873671.514141092,33,1153340.8535314784
130,3118272.410780152,35,1251639.3282708123
133,2089762.7410469882,37,838807.162711941
135,155875.10365967263,39,62566.50617307571
137,11314387.155876156,41,4541467.22095832
143,5147390.795821703,43,2066104.531390941
146,18946037.146916434,45,7604725.336356246
148,15123018.17091283,47,6070208.696145613
15,2536822.7926315386,49,1018252.0183714053
150,12067007.085830113,51,4843560.360837372
152,15988095.499965811,54,6418100.44915866
154,2789724.8282073284,56,1119879.110867198
156,4954293.183336901,58,1988801.6871903022
158,6770181.587263053,60,2717753.6865595784
160,3763036.808955509,62,1510595.6950188442
162,10662369.653998002,64,4280194.56511403
164,4865264.917215575,66,1953063.0743699374
166,8218947.214476182,68,3299331.6063844096
169,29203783.507264808,70,11723273.484669223
171,18365003.314511884,72,7372262.445030943
173,6723502.396372733,74,2699015.2610887242
175,9358464.471868489,76,3756767.9671736644
177,33782230.37152056,78,13562593.804669142
179,22859108.121939942,80,9177274.406858254
181,3508802.610583064,82,1408683.323298253
184,1944489.2901533814,87,780656.5200068782
186,11512589.263630865,89,4621973.448932314
189,12479402.941148046,92,5010121.331665236
192,15440241.6340167,94,6198812.903277106
194,9204885.395308865,96,3695496.7230449994
196,20756883.152393125,98,8333291.548578519
198,9136979.12919713,100,3668234.3104177564
201,7863874.913854139,103,3157119.5866728164
203,1468827.482845102,105,589691.9859907648
205,1866738.6538587199,108,749519.0019874945
207,2594607.665846433,112,1041767.5469645589
209,2344240.366651704,114,941241.9335712142
21,377120.2891486904,118,151418.52994133922
213,354505.42648575164,120,142338.37870636457
215,9767664.247548109,122,3921839.805183259
217,20361059.87695269,124,8175221.125261689
219,12023332.521284388,126,4827518.931642608
221,17121383.232979048,128,6874450.286285165
224,9132299.077718262,130,3666732.7139949743
226,6998401.76223501,133,2809946.155823748
228,8060056.98890014,135,3236547.337277201
23,1791740.258710397,137,719480.2929324821
230,2694282.890004498,143,1081899.8085890943
232,11686437.513494117,146,4692734.588433366
234,9780815.82711913,148,3927524.763814462
236,1807560.689774013,150,725833.0487633753
238,1799041.29462399,152,722412.0523937715
240,11230555.085472826,154,4509673.220443705
242,10178806.412766138,156,4087339.4365939256
244,10581337.612778954,158,4248977.4107843
246,8250086.336723108,160,3312854.3634617487
249,11701251.750637751,162,4699167.542809794
25,2740660.605276167,164,1100636.3794751817
251,9316477.93698726,166,3741453.6211795616
253,17041398.47198125,169,6843745.292394962
255,13307868.055290751,171,5344377.077094269
257,26024949.805416126,173,10451497.15901953
259,13780058.800089067,175,5534006.654271436
261,20377057.585296053,177,8183330.267855351
264,590147.7716390144,179,237000.56310571858
266,539504.8593765461,181,216662.60827437718
268,10920871.560817344,184,4385770.537322833
27,4479206.441935455,186,1799013.7090231194
270,2465612.981092257,189,990280.6694959315
272,1126502.6960856537,192,452444.8291858388
273,12567123.536539247,194,5047418.067980622
275,6798781.7463402795,196,2730640.2874920475
277,904920.9659633003,198,363449.4735739353
279,4160826.545173507,201,1671140.656870467
281,1506917.1656455575,203,605233.2426526371
285,5862816.399021457,205,2354722.2509318916
287,7395268.8553563,207,2970211.4035539217
29,12051245.526278876,209,4840722.063926275
290,2503040.426070207,213,1005416.6592951952
292,15307375.451857742,215,6148638.323661767
294,4214759.854089936,217,1692976.9603776068
298,5389913.989194792,219,2165010.704768066
3,2316904.2935798317,221,930649.841087461
300,4412482.267720342,224,1772397.7346126325
303,759169.50363047,226,304941.8052659813
